topology,trial,graph_seed,nodes,edges,mean_degree,density,clustering,transitivity,assortativity,components,lcc_fraction
WS,13,2052125777,1000,3000,6.0,0.006006006006006006,0.4481769841269841,0.43224497808021983,-0.009050510377747038,1,1.0
WS,14,2068903396,1000,3000,6.0,0.006006006006006006,0.46236031746031747,0.44947872270670775,-0.02124856601340811,1,1.0
WS,15,2085681015,1000,3000,6.0,0.006006006006006006,0.4365079365079365,0.4209873318532062,-0.04333824140404669,1,1.0
WS,16,2102458634,1000,3000,6.0,0.006006006006006006,0.4397555555555555,0.4271692186886533,0.00613390767101104,1,1.0
WS,17,2119236253,1000,3000,6.0,0.006006006006006006,0.4507277777777778,0.4368320986035534,-0.018745130916450258,1,1.0
WS,18,1867571968,1000,3000,6.0,0.006006006006006006,0.4458253968253968,0.43106491468915475,0.00769236426627781,1,1.0
WS,19,1884349587,1000,3000,6.0,0.006006006006006006,0.45018412698412696,0.43567079159300726,-0.018804907091211534,1,1.0
WS,20,3914882771,1000,3000,6.0,0.006006006006006006,0.45069920634920635,0.4367673063068963,-0.01308668407536918,1,1.0
WS,21,3898105152,1000,3000,6.0,0.006006006006006006,0.44632460317460315,0.4350619550252409,0.0036808997244588896,1,1.0
WS,22,3948438009,1000,3000,6.0,0.006006006006006006,0.43795634920634924,0.4217371413633096,-0.01765563067143294,1,1.0
WS,23,3931660390,1000,3000,6.0,0.006006006006006006,0.45200555555555555,0.4387608069164265,-0.009274232926755102,1,1.0
WS,24,3981993247,1000,3000,6.0,0.006006006006006006,0.44325158730158726,0.43123527872284745,0.014868538626962665,1,1.0
WS,25,3965215628,1000,3000,6.0,0.006006006006006006,0.4436269841269841,0.4299175500588928,-0.004291531484564218,1,1.0
WS,26,4015548485,1000,3000,6.0,0.006006006006006006,0.43686031746031745,0.42280564263322884,-0.009635674559898236,1,1.0
WS,27,3998770866,1000,3000,6.0,0.006006006006006006,0.44087063492063494,0.425547206795165,-0.03627971611494648,1,1.0
WS,28,4049103723,1000,3000,6.0,0.006006006006006006,0.4437523809523809,0.42930019620667104,-0.027377325908527105,1,1.0
WS,29,4032326104,1000,3000,6.0,0.006006006006006006,0.43888095238095237,0.4247579167757132,-0.017233770008282245,1,1.0
WS,30,55986474,1000,3000,6.0,0.006006006006006006,0.43660476190476194,0.42472660598520073,-0.031054889318464576,1,1.0
WS,31,72764093,1000,3000,6.0,0.006006006006006006,0.4439222222222222,0.4298900235663786,-0.003794354532346938,1,1.0
WS,32,22431236,1000,3000,6.0,0.006006006006006006,0.4492452380952381,0.4352717995682606,0.019283026525537827,1,1.0
WS,33,39208855,1000,3000,6.0,0.006006006006006006,0.43930555555555556,0.4244764397905759,-0.006484681396353012,1,1.0
WS,34,4283843294,1000,3000,6.0,0.006006006006006006,0.4500595238095238,0.43818241255312196,-0.0096038471854447,1,1.0
WS,35,5653617,1000,3000,6.0,0.006006006006006006,0.43603333333333333,0.4191694959519457,-0.037529975364202994,1,1.0
WS,36,4250288056,1000,3000,6.0,0.006006006006006006,0.45526190476190476,0.44313262495080674,0.023727575710504403,1,1.0
WS,37,4267065675,1000,3000,6.0,0.006006006006006006,0.43685873015873017,0.4222367560497057,-0.0046037173584927175,1,1.0
WS,38,4216732818,1000,3000,6.0,0.006006006006006006,0.43915238095238096,0.42565311333726186,-0.05350482414687754,1,1.0
WS,39,4233510437,1000,3000,6.0,0.006006006006006006,0.43379285714285715,0.4184633477067817,-0.0017534780225611543,1,1.0
WS,40,1969076325,1000,3000,6.0,0.006006006006006006,0.4355642857142857,0.4228030055537406,-0.004853649666167197,1,1.0
WS,41,1952298706,1000,3000,6.0,0.006006006006006006,0.43502857142857143,0.42223385460969703,-0.0050056495592622815,1,1.0
WS,42,1935521087,1000,3000,6.0,0.006006006006006006,0.43119206349206346,0.4155623735230759,-0.03638657492879048,1,1.0
WS,43,1918743468,1000,3000,6.0,0.006006006006006006,0.4367373015873016,0.42075323656335817,-0.03164682473367416,1,1.0
WS,44,1901965849,1000,3000,6.0,0.006006006006006006,0.44904841269841267,0.4355282104987564,-0.048893339786423025,1,1.0
WS,45,1885188230,1000,3000,6.0,0.006006006006006006,0.43750079365079364,0.4209153735819533,-0.041444083837711566,1,1.0
WS,46,1868410611,1000,3000,6.0,0.006006006006006006,0.4348142857142857,0.42083578575632724,-0.006304565489258849,1,1.0
WS,47,1851632992,1000,3000,6.0,0.006006006006006006,0.44466904761904763,0.42851536952256375,-0.017035678496481455,1,1.0
WS,48,2103297277,1000,3000,6.0,0.006006006006006006,0.4478039682539683,0.4329148685759121,0.0023486026150901585,1,1.0
WS,49,2086519658,1000,3000,6.0,0.006006006006006006,0.46063333333333334,0.4500295683027794,-0.015118610785233784,1,1.0
