family,value,topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
n,500,ER,19,0.02,0.05,0.05,community_bridge,82.0,216.0,1.0,1.0,44.0,0.54,5193.0,0.898,13742.0,13293.0,265.0,337.0,0.05
n,500,WS,2,0.02,0.05,0.05,random,54.0,,1.0,0.0,25.0,0.216,2222.0,0.418,5124.0,4915.0,103.0,253.0,0.05
n,500,WS,2,0.02,0.05,0.05,degree,,,0.0,0.0,9.0,0.096,939.0,0.256,2521.0,2393.0,43.0,186.0,0.05
n,500,WS,2,0.02,0.05,0.05,betweenness,40.0,,1.0,0.0,26.0,0.47,5755.0,0.674,10665.0,10328.0,230.0,500.0,0.05
n,500,WS,2,0.02,0.05,0.05,pagerank,130.0,,1.0,0.0,18.0,0.252,2627.0,0.472,6306.0,6070.0,121.0,363.0,0.05
n,500,WS,2,0.02,0.05,0.05,eigenvector,,,0.0,0.0,9.0,0.04,320.0,0.092,1021.0,975.0,15.0,84.0,0.05
n,500,WS,2,0.02,0.05,0.05,kcore,80.0,,1.0,0.0,22.0,0.206,2296.0,0.356,4513.0,4335.0,98.0,226.0,0.05
n,500,WS,2,0.02,0.05,0.05,collective_influence,47.0,,1.0,0.0,28.0,0.206,2066.0,0.392,4219.0,4023.0,98.0,150.0,0.05
n,500,WS,2,0.02,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.036,216.0,0.092,707.0,661.0,13.0,68.0,0.05
n,500,WS,3,0.02,0.05,0.05,random,,,0.0,0.0,16.0,0.084,749.0,0.254,2471.0,2344.0,37.0,117.0,0.05
n,500,WS,3,0.02,0.05,0.05,degree,38.0,,1.0,0.0,35.0,0.292,3187.0,0.52,6594.0,6334.0,141.0,219.0,0.05
n,500,WS,3,0.02,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.03,146.0,0.086,452.0,409.0,10.0,40.0,0.05
n,500,WS,3,0.02,0.05,0.05,pagerank,,,0.0,0.0,9.0,0.058,479.0,0.144,1397.0,1325.0,24.0,131.0,0.05
n,500,WS,3,0.02,0.05,0.05,eigenvector,144.0,,1.0,0.0,12.0,0.1,870.0,0.258,2573.0,2444.0,45.0,167.0,0.05
n,500,WS,3,0.02,0.05,0.05,kcore,53.0,,1.0,0.0,28.0,0.224,2031.0,0.39,4644.0,4449.0,107.0,207.0,0.05
n,500,WS,3,0.02,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.092,873.0,0.206,2480.0,2377.0,41.0,192.0,0.05
n,500,WS,3,0.02,0.05,0.05,community_bridge,,,0.0,0.0,14.0,0.076,780.0,0.156,1567.0,1489.0,33.0,131.0,0.05
n,500,WS,4,0.02,0.05,0.05,random,63.0,,1.0,0.0,18.0,0.226,2139.0,0.432,5508.0,5292.0,108.0,243.0,0.05
n,500,WS,4,0.02,0.05,0.05,degree,,,0.0,0.0,12.0,0.092,871.0,0.204,1859.0,1757.0,41.0,162.0,0.05
n,500,WS,4,0.02,0.05,0.05,betweenness,159.0,,1.0,0.0,15.0,0.26,2541.0,0.484,5445.0,5203.0,125.0,354.0,0.05
n,500,WS,4,0.02,0.05,0.05,pagerank,,,0.0,0.0,15.0,0.092,675.0,0.208,1866.0,1762.0,41.0,91.0,0.05
n,500,WS,4,0.02,0.05,0.05,eigenvector,,,0.0,0.0,5.0,0.01,30.0,0.066,213.0,180.0,0.0,11.0,0.05
n,500,WS,4,0.02,0.05,0.05,kcore,61.0,,1.0,0.0,18.0,0.124,1144.0,0.23,2480.0,2365.0,57.0,150.0,0.05
n,500,WS,4,0.02,0.05,0.05,collective_influence,58.0,,1.0,0.0,20.0,0.222,2206.0,0.416,5486.0,5278.0,106.0,197.0,0.05
n,500,WS,4,0.02,0.05,0.05,community_bridge,100.0,,1.0,0.0,11.0,0.134,1166.0,0.28,2695.0,2555.0,62.0,215.0,0.05
n,500,WS,5,0.02,0.05,0.05,random,69.0,,1.0,0.0,20.0,0.316,3020.0,0.604,7683.0,7381.0,153.0,392.0,0.05
n,500,WS,5,0.02,0.05,0.05,degree,,,0.0,0.0,12.0,0.098,1103.0,0.21,2236.0,2131.0,44.0,232.0,0.05
n,500,WS,5,0.02,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.032,224.0,0.106,912.0,859.0,11.0,95.0,0.05
n,500,WS,5,0.02,0.05,0.05,pagerank,69.0,,1.0,0.0,15.0,0.106,966.0,0.23,2182.0,2067.0,48.0,127.0,0.05
n,500,WS,5,0.02,0.05,0.05,eigenvector,84.0,,1.0,0.0,18.0,0.114,1069.0,0.282,3171.0,3030.0,52.0,141.0,0.05
n,500,WS,5,0.02,0.05,0.05,kcore,,,0.0,0.0,17.0,0.076,689.0,0.146,1735.0,1662.0,33.0,66.0,0.05
n,500,WS,5,0.02,0.05,0.05,collective_influence,75.0,,1.0,0.0,19.0,0.114,1103.0,0.22,2613.0,2503.0,52.0,130.0,0.05
n,500,WS,5,0.02,0.05,0.05,community_bridge,,,0.0,0.0,15.0,0.09,794.0,0.198,2152.0,2053.0,40.0,118.0,0.05
n,500,WS,6,0.02,0.05,0.05,random,61.0,,1.0,0.0,31.0,0.354,3368.0,0.66,8437.0,8107.0,172.0,264.0,0.05
n,500,WS,6,0.02,0.05,0.05,degree,,,0.0,0.0,9.0,0.052,454.0,0.118,1016.0,957.0,21.0,124.0,0.05
n,500,WS,6,0.02,0.05,0.05,betweenness,86.0,,1.0,0.0,15.0,0.18,1921.0,0.322,3557.0,3396.0,85.0,244.0,0.05
n,500,WS,6,0.02,0.05,0.05,pagerank,42.0,,1.0,0.0,21.0,0.264,2523.0,0.502,5444.0,5193.0,127.0,314.0,0.05
n,500,WS,6,0.02,0.05,0.05,eigenvector,40.0,,1.0,0.0,24.0,0.148,1277.0,0.332,3418.0,3252.0,69.0,130.0,0.05
n,500,WS,6,0.02,0.05,0.05,kcore,63.0,,1.0,0.0,18.0,0.236,2397.0,0.44,5756.0,5536.0,113.0,254.0,0.05
n,500,WS,6,0.02,0.05,0.05,collective_influence,86.0,,1.0,0.0,15.0,0.258,2805.0,0.502,6049.0,5798.0,124.0,353.0,0.05
n,500,WS,6,0.02,0.05,0.05,community_bridge,95.0,,1.0,0.0,15.0,0.13,1187.0,0.278,2977.0,2838.0,60.0,177.0,0.05
n,500,WS,7,0.02,0.05,0.05,random,76.0,,1.0,0.0,37.0,0.294,3091.0,0.562,7262.0,6981.0,142.0,310.0,0.05
n,500,WS,7,0.02,0.05,0.05,degree,,,0.0,0.0,8.0,0.03,187.0,0.084,696.0,654.0,10.0,55.0,0.05
n,500,WS,7,0.02,0.05,0.05,betweenness,41.0,,1.0,0.0,32.0,0.19,1743.0,0.358,4085.0,3906.0,90.0,187.0,0.05
n,500,WS,7,0.02,0.05,0.05,pagerank,,,0.0,0.0,9.0,0.058,389.0,0.134,1255.0,1188.0,24.0,76.0,0.05
n,500,WS,7,0.02,0.05,0.05,eigenvector,45.0,,1.0,0.0,23.0,0.244,2518.0,0.416,5466.0,5258.0,117.0,324.0,0.05
n,500,WS,7,0.02,0.05,0.05,kcore,64.0,,1.0,0.0,18.0,0.136,1407.0,0.272,3129.0,2993.0,63.0,170.0,0.05
n,500,WS,7,0.02,0.05,0.05,collective_influence,52.0,,1.0,0.0,17.0,0.148,1325.0,0.248,3189.0,3065.0,69.0,204.0,0.05
n,500,WS,7,0.02,0.05,0.05,community_bridge,93.0,,1.0,0.0,30.0,0.322,3666.0,0.544,8353.0,8081.0,156.0,289.0,0.05
n,500,WS,8,0.02,0.05,0.05,random,,,0.0,0.0,7.0,0.044,416.0,0.102,913.0,862.0,17.0,104.0,0.05
n,500,WS,8,0.02,0.05,0.05,degree,67.0,,1.0,0.0,16.0,0.14,1258.0,0.256,2903.0,2775.0,65.0,135.0,0.05
n,500,WS,8,0.02,0.05,0.05,betweenness,,,0.0,0.0,9.0,0.054,375.0,0.142,1317.0,1246.0,22.0,67.0,0.05
n,500,WS,8,0.02,0.05,0.05,pagerank,,,0.0,0.0,8.0,0.044,376.0,0.08,887.0,847.0,17.0,108.0,0.05
n,500,WS,8,0.02,0.05,0.05,eigenvector,,,0.0,0.0,12.0,0.09,875.0,0.208,2268.0,2164.0,40.0,141.0,0.05
n,500,WS,8,0.02,0.05,0.05,kcore,101.0,,1.0,0.0,20.0,0.16,1785.0,0.3,3828.0,3678.0,75.0,210.0,0.05
n,500,WS,8,0.02,0.05,0.05,collective_influence,,,0.0,0.0,12.0,0.082,718.0,0.172,1673.0,1587.0,36.0,190.0,0.05
n,500,WS,8,0.02,0.05,0.05,community_bridge,143.0,,1.0,0.0,14.0,0.148,1586.0,0.314,3929.0,3772.0,69.0,303.0,0.05
n,500,WS,9,0.02,0.05,0.05,random,109.0,,1.0,0.0,14.0,0.13,1225.0,0.264,3022.0,2890.0,60.0,198.0,0.05
n,500,WS,9,0.02,0.05,0.05,degree,102.0,,1.0,0.0,17.0,0.13,1475.0,0.26,3765.0,3635.0,60.0,219.0,0.05
n,500,WS,9,0.02,0.05,0.05,betweenness,,,0.0,0.0,12.0,0.094,717.0,0.226,2174.0,2061.0,42.0,108.0,0.05
n,500,WS,9,0.02,0.05,0.05,pagerank,56.0,,1.0,0.0,22.0,0.176,1836.0,0.342,4276.0,4105.0,83.0,188.0,0.05
n,500,WS,9,0.02,0.05,0.05,eigenvector,,,0.0,0.0,6.0,0.022,168.0,0.08,597.0,557.0,6.0,44.0,0.05
n,500,WS,9,0.02,0.05,0.05,kcore,106.0,,1.0,0.0,25.0,0.324,3415.0,0.55,7112.0,6837.0,157.0,364.0,0.05
n,500,WS,9,0.02,0.05,0.05,collective_influence,85.0,,1.0,0.0,16.0,0.216,1956.0,0.416,5433.0,5225.0,103.0,299.0,0.05
n,500,WS,9,0.02,0.05,0.05,community_bridge,66.0,,1.0,0.0,19.0,0.226,2096.0,0.5,5575.0,5325.0,108.0,247.0,0.05
n,500,WS,11,0.02,0.05,0.05,random,73.0,,1.0,0.0,21.0,0.196,1944.0,0.402,4241.0,4040.0,93.0,333.0,0.05
n,500,WS,11,0.02,0.05,0.05,degree,82.0,,1.0,0.0,14.0,0.14,1299.0,0.284,3050.0,2908.0,65.0,156.0,0.05
n,500,WS,11,0.02,0.05,0.05,betweenness,,,0.0,0.0,16.0,0.074,572.0,0.14,1485.0,1415.0,32.0,82.0,0.05
n,500,WS,11,0.02,0.05,0.05,pagerank,,,0.0,0.0,9.0,0.048,359.0,0.124,1052.0,990.0,19.0,109.0,0.05
n,500,WS,11,0.02,0.05,0.05,eigenvector,53.0,,1.0,0.0,22.0,0.34,3727.0,0.53,8183.0,7918.0,165.0,321.0,0.05
n,500,WS,11,0.02,0.05,0.05,kcore,50.0,,1.0,0.0,21.0,0.136,1322.0,0.286,3221.0,3078.0,63.0,131.0,0.05
n,500,WS,11,0.02,0.05,0.05,collective_influence,71.0,,1.0,0.0,18.0,0.178,1475.0,0.292,3437.0,3291.0,84.0,193.0,0.05
n,500,WS,11,0.02,0.05,0.05,community_bridge,52.0,,1.0,0.0,20.0,0.14,1301.0,0.252,2905.0,2779.0,65.0,172.0,0.05
n,500,WS,10,0.02,0.05,0.05,random,70.0,,1.0,0.0,22.0,0.204,2008.0,0.378,5093.0,4904.0,97.0,211.0,0.05
n,500,WS,10,0.02,0.05,0.05,degree,,,0.0,0.0,13.0,0.076,800.0,0.17,2057.0,1972.0,33.0,111.0,0.05
n,500,WS,10,0.02,0.05,0.05,betweenness,,,0.0,0.0,9.0,0.064,510.0,0.146,1548.0,1475.0,27.0,88.0,0.05
n,500,WS,10,0.02,0.05,0.05,pagerank,61.0,,1.0,0.0,29.0,0.304,3160.0,0.558,7869.0,7590.0,147.0,246.0,0.05
n,500,WS,10,0.02,0.05,0.05,eigenvector,117.0,,1.0,0.0,18.0,0.14,1497.0,0.272,3875.0,3739.0,65.0,207.0,0.05
n,500,WS,10,0.02,0.05,0.05,kcore,45.0,,1.0,0.0,18.0,0.148,1374.0,0.328,3367.0,3203.0,69.0,150.0,0.05
n,500,WS,10,0.02,0.05,0.05,collective_influence,,,0.0,0.0,12.0,0.088,865.0,0.158,1983.0,1904.0,39.0,205.0,0.05
n,500,WS,10,0.02,0.05,0.05,community_bridge,70.0,,1.0,0.0,27.0,0.308,3143.0,0.544,7018.0,6746.0,149.0,233.0,0.05
n,500,WS,12,0.02,0.05,0.05,random,,,0.0,0.0,5.0,0.048,375.0,0.152,992.0,916.0,19.0,139.0,0.05
n,500,WS,12,0.02,0.05,0.05,degree,83.0,,1.0,0.0,19.0,0.176,1803.0,0.348,4615.0,4441.0,83.0,353.0,0.05
n,500,WS,12,0.02,0.05,0.05,betweenness,,,0.0,0.0,11.0,0.092,890.0,0.23,2388.0,2273.0,41.0,189.0,0.05
n,500,WS,12,0.02,0.05,0.05,pagerank,,,0.0,0.0,17.0,0.098,1035.0,0.198,2413.0,2314.0,44.0,161.0,0.05
n,500,WS,12,0.02,0.05,0.05,eigenvector,33.0,,1.0,0.0,35.0,0.408,4355.0,0.686,8944.0,8601.0,199.0,317.0,0.05
n,500,WS,12,0.02,0.05,0.05,kcore,,,0.0,0.0,13.0,0.078,609.0,0.158,1885.0,1806.0,34.0,91.0,0.05
n,500,WS,12,0.02,0.05,0.05,collective_influence,65.0,,1.0,0.0,25.0,0.234,2664.0,0.434,4933.0,4716.0,112.0,235.0,0.05
n,500,WS,12,0.02,0.05,0.05,community_bridge,57.0,,1.0,0.0,26.0,0.258,2533.0,0.458,5696.0,5467.0,124.0,200.0,0.05
n,500,WS,13,0.02,0.05,0.05,random,55.0,,1.0,0.0,23.0,0.328,3831.0,0.6,8563.0,8263.0,159.0,379.0,0.05
n,500,WS,13,0.02,0.05,0.05,degree,65.0,,1.0,0.0,20.0,0.142,1426.0,0.268,2990.0,2856.0,66.0,175.0,0.05
n,500,WS,13,0.02,0.05,0.05,betweenness,134.0,,1.0,0.0,13.0,0.236,2332.0,0.504,5501.0,5249.0,113.0,342.0,0.05
n,500,WS,13,0.02,0.05,0.05,pagerank,66.0,,1.0,0.0,17.0,0.144,1430.0,0.298,3800.0,3651.0,67.0,190.0,0.05
n,500,WS,13,0.02,0.05,0.05,eigenvector,40.0,,1.0,0.0,22.0,0.168,1606.0,0.372,4051.0,3865.0,79.0,182.0,0.05
n,500,WS,13,0.02,0.05,0.05,kcore,,,0.0,0.0,13.0,0.084,832.0,0.186,2046.0,1953.0,37.0,108.0,0.05
n,500,WS,13,0.02,0.05,0.05,collective_influence,109.0,,1.0,0.0,13.0,0.154,1433.0,0.334,3314.0,3147.0,72.0,209.0,0.05
n,500,WS,13,0.02,0.05,0.05,community_bridge,134.0,,1.0,0.0,12.0,0.128,1370.0,0.248,3294.0,3170.0,59.0,238.0,0.05
n,500,WS,15,0.02,0.05,0.05,random,26.0,,1.0,0.0,37.0,0.268,2919.0,0.522,6601.0,6340.0,129.0,175.0,0.05
n,500,WS,15,0.02,0.05,0.05,degree,43.0,,1.0,0.0,27.0,0.294,3108.0,0.564,6998.0,6716.0,142.0,209.0,0.05
n,500,WS,15,0.02,0.05,0.05,betweenness,,,0.0,0.0,10.0,0.082,740.0,0.208,2064.0,1960.0,36.0,178.0,0.05
n,500,WS,15,0.02,0.05,0.05,pagerank,,,0.0,0.0,9.0,0.042,376.0,0.102,879.0,828.0,16.0,75.0,0.05
n,500,WS,15,0.02,0.05,0.05,eigenvector,97.0,,1.0,0.0,36.0,0.284,2681.0,0.538,5991.0,5722.0,137.0,231.0,0.05
n,500,WS,15,0.02,0.05,0.05,kcore,103.0,,1.0,0.0,13.0,0.198,2190.0,0.372,4330.0,4144.0,94.0,323.0,0.05
n,500,WS,15,0.02,0.05,0.05,collective_influence,62.0,,1.0,0.0,18.0,0.132,1469.0,0.258,2993.0,2864.0,61.0,166.0,0.05
n,500,WS,15,0.02,0.05,0.05,community_bridge,48.0,,1.0,0.0,23.0,0.184,1745.0,0.346,3936.0,3763.0,87.0,263.0,0.05
n,500,WS,14,0.02,0.05,0.05,random,95.0,,1.0,0.0,25.0,0.418,4137.0,0.658,9067.0,8738.0,204.0,484.0,0.05
n,500,WS,14,0.02,0.05,0.05,degree,152.0,,1.0,0.0,15.0,0.104,1056.0,0.184,2609.0,2517.0,47.0,229.0,0.05
n,500,WS,14,0.02,0.05,0.05,betweenness,,,0.0,0.0,10.0,0.056,464.0,0.128,1106.0,1042.0,23.0,78.0,0.05
n,500,WS,14,0.02,0.05,0.05,pagerank,,,0.0,0.0,11.0,0.08,608.0,0.19,1633.0,1538.0,35.0,122.0,0.05
n,500,WS,14,0.02,0.05,0.05,eigenvector,87.0,,1.0,0.0,18.0,0.222,2284.0,0.424,5360.0,5148.0,106.0,296.0,0.05
n,500,WS,14,0.02,0.05,0.05,kcore,58.0,,1.0,0.0,23.0,0.26,2893.0,0.426,5887.0,5674.0,125.0,271.0,0.05
n,500,WS,14,0.02,0.05,0.05,collective_influence,121.0,,1.0,0.0,13.0,0.154,1623.0,0.314,3614.0,3457.0,72.0,271.0,0.05
n,500,WS,14,0.02,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.062,497.0,0.156,1516.0,1438.0,26.0,132.0,0.05
n,500,WS,16,0.02,0.05,0.05,random,53.0,,1.0,0.0,23.0,0.332,3488.0,0.578,7500.0,7211.0,161.0,278.0,0.05
n,500,WS,16,0.02,0.05,0.05,degree,,,0.0,0.0,12.0,0.084,794.0,0.206,1987.0,1884.0,37.0,113.0,0.05
n,500,WS,16,0.02,0.05,0.05,betweenness,41.0,,1.0,0.0,37.0,0.384,3862.0,0.65,8533.0,8208.0,187.0,370.0,0.05
n,500,WS,16,0.02,0.05,0.05,pagerank,,,0.0,0.0,20.0,0.092,851.0,0.206,2037.0,1934.0,41.0,108.0,0.05
n,500,WS,16,0.02,0.05,0.05,eigenvector,60.0,,1.0,0.0,23.0,0.32,3217.0,0.562,6911.0,6630.0,155.0,405.0,0.05
n,500,WS,16,0.02,0.05,0.05,kcore,,,0.0,0.0,12.0,0.062,782.0,0.124,1611.0,1549.0,26.0,135.0,0.05
n,500,WS,16,0.02,0.05,0.05,collective_influence,,,0.0,0.0,10.0,0.068,514.0,0.156,1799.0,1721.0,29.0,132.0,0.05
n,500,WS,16,0.02,0.05,0.05,community_bridge,40.0,,1.0,0.0,20.0,0.306,2861.0,0.548,6528.0,6254.0,148.0,228.0,0.05
n,500,WS,17,0.02,0.05,0.05,random,49.0,,1.0,0.0,37.0,0.4,4399.0,0.716,10403.0,10045.0,195.0,316.0,0.05
n,500,WS,17,0.02,0.05,0.05,degree,43.0,,1.0,0.0,23.0,0.34,3999.0,0.59,9101.0,8806.0,165.0,361.0,0.05
n,500,WS,17,0.02,0.05,0.05,betweenness,103.0,,1.0,0.0,21.0,0.234,2361.0,0.458,6399.0,6170.0,112.0,254.0,0.05
n,500,WS,17,0.02,0.05,0.05,pagerank,,,0.0,0.0,13.0,0.084,632.0,0.208,1743.0,1639.0,37.0,121.0,0.05
n,500,WS,17,0.02,0.05,0.05,eigenvector,,,0.0,0.0,10.0,0.08,705.0,0.208,2374.0,2270.0,35.0,183.0,0.05
n,500,WS,17,0.02,0.05,0.05,kcore,,,0.0,0.0,5.0,0.018,61.0,0.062,242.0,211.0,4.0,31.0,0.05
n,500,WS,17,0.02,0.05,0.05,collective_influence,59.0,,1.0,0.0,28.0,0.376,3822.0,0.666,8196.0,7863.0,183.0,404.0,0.05
n,500,WS,17,0.02,0.05,0.05,community_bridge,90.0,,1.0,0.0,17.0,0.108,1141.0,0.248,2661.0,2537.0,49.0,134.0,0.05
n,500,WS,18,0.02,0.05,0.05,random,,,0.0,0.0,6.0,0.046,377.0,0.114,1003.0,946.0,18.0,130.0,0.05
n,500,WS,18,0.02,0.05,0.05,degree,,,0.0,0.0,5.0,0.014,56.0,0.06,247.0,217.0,2.0,32.0,0.05
n,500,WS,18,0.02,0.05,0.05,betweenness,69.0,,1.0,0.0,22.0,0.19,1811.0,0.338,3755.0,3586.0,90.0,175.0,0.05
n,500,WS,18,0.02,0.05,0.05,pagerank,,,0.0,0.0,8.0,0.072,736.0,0.166,1905.0,1822.0,31.0,160.0,0.05
n,500,WS,18,0.02,0.05,0.05,eigenvector,146.0,,1.0,0.0,31.0,0.438,4363.0,0.656,9974.0,9646.0,214.0,442.0,0.05
n,500,WS,18,0.02,0.05,0.05,kcore,100.0,,1.0,0.0,15.0,0.1,932.0,0.218,2652.0,2543.0,45.0,111.0,0.05
n,500,WS,18,0.02,0.05,0.05,collective_influence,43.0,,1.0,0.0,18.0,0.358,3468.0,0.638,8442.0,8123.0,174.0,404.0,0.05
n,500,WS,18,0.02,0.05,0.05,community_bridge,164.0,,1.0,0.0,13.0,0.112,1231.0,0.228,2617.0,2503.0,51.0,213.0,0.05
n,500,WS,19,0.02,0.05,0.05,random,35.0,,1.0,0.0,27.0,0.37,3901.0,0.644,7730.0,7408.0,180.0,412.0,0.05
n,500,WS,19,0.02,0.05,0.05,degree,57.0,,1.0,0.0,22.0,0.178,1846.0,0.338,3867.0,3698.0,84.0,230.0,0.05
n,500,WS,19,0.02,0.05,0.05,betweenness,36.0,,1.0,0.0,27.0,0.318,3252.0,0.562,7017.0,6736.0,154.0,278.0,0.05
n,500,WS,19,0.02,0.05,0.05,pagerank,48.0,,1.0,0.0,22.0,0.202,1909.0,0.406,4510.0,4307.0,96.0,183.0,0.05
n,500,WS,19,0.02,0.05,0.05,eigenvector,58.0,,1.0,0.0,23.0,0.302,3091.0,0.556,6864.0,6586.0,146.0,270.0,0.05
n,500,WS,19,0.02,0.05,0.05,kcore,,,0.0,0.0,12.0,0.05,321.0,0.118,918.0,859.0,20.0,56.0,0.05
n,500,WS,19,0.02,0.05,0.05,collective_influence,46.0,,1.0,0.0,27.0,0.248,2629.0,0.446,5424.0,5201.0,119.0,218.0,0.05
n,500,WS,19,0.02,0.05,0.05,community_bridge,67.0,,1.0,0.0,20.0,0.186,1985.0,0.34,4387.0,4217.0,88.0,207.0,0.05
n,500,BA,0,0.02,0.05,0.05,random,37.0,76.0,1.0,1.0,105.0,0.66,6577.0,0.934,15394.0,14927.0,325.0,217.0,0.05
n,500,BA,0,0.02,0.05,0.05,degree,73.0,,1.0,0.0,21.0,0.182,1993.0,0.456,4324.0,4096.0,86.0,210.0,0.05
n,500,BA,0,0.02,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.018,73.0,0.058,171.0,142.0,4.0,26.0,0.05
n,500,BA,0,0.02,0.05,0.05,pagerank,,,0.0,0.0,13.0,0.064,580.0,0.254,1728.0,1601.0,27.0,93.0,0.05
n,500,BA,0,0.02,0.05,0.05,eigenvector,,,0.0,0.0,7.0,0.02,147.0,0.052,268.0,242.0,5.0,36.0,0.05
n,500,BA,0,0.02,0.05,0.05,kcore,166.0,,1.0,0.0,27.0,0.312,3422.0,0.64,7049.0,6729.0,151.0,388.0,0.05
n,500,BA,0,0.02,0.05,0.05,collective_influence,36.0,,1.0,0.0,25.0,0.204,2300.0,0.52,5110.0,4850.0,97.0,201.0,0.05
n,500,BA,0,0.02,0.05,0.05,community_bridge,111.0,,1.0,0.0,22.0,0.284,2846.0,0.666,6305.0,5972.0,137.0,288.0,0.05
n,500,BA,3,0.02,0.05,0.05,random,29.0,77.0,1.0,1.0,80.0,0.602,5691.0,0.934,14696.0,14229.0,296.0,193.0,0.05
n,500,BA,3,0.02,0.05,0.05,degree,,,0.0,0.0,5.0,0.018,181.0,0.076,477.0,439.0,4.0,70.0,0.05
n,500,BA,3,0.02,0.05,0.05,betweenness,27.0,,1.0,0.0,36.0,0.288,2749.0,0.662,6382.0,6051.0,139.0,298.0,0.05
n,500,BA,3,0.02,0.05,0.05,pagerank,,,0.0,0.0,14.0,0.064,592.0,0.232,1802.0,1686.0,27.0,97.0,0.05
n,500,BA,3,0.02,0.05,0.05,eigenvector,68.0,,1.0,0.0,35.0,0.358,4033.0,0.75,8372.0,7997.0,174.0,342.0,0.05
n,500,BA,3,0.02,0.05,0.05,kcore,78.0,,1.0,0.0,18.0,0.164,1582.0,0.444,4288.0,4066.0,77.0,211.0,0.05
n,500,BA,3,0.02,0.05,0.05,collective_influence,,,0.0,0.0,16.0,0.08,888.0,0.264,1895.0,1763.0,35.0,137.0,0.05
n,500,BA,3,0.02,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.022,189.0,0.088,516.0,472.0,6.0,90.0,0.05
n,500,BA,2,0.02,0.05,0.05,random,21.0,54.0,1.0,1.0,103.0,0.642,6023.0,0.938,15682.0,15213.0,316.0,196.0,0.05
n,500,BA,2,0.02,0.05,0.05,degree,136.0,,1.0,0.0,20.0,0.182,1657.0,0.494,4259.0,4012.0,86.0,272.0,0.05
n,500,BA,2,0.02,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.018,75.0,0.048,134.0,110.0,4.0,35.0,0.05
n,500,BA,2,0.02,0.05,0.05,pagerank,,,0.0,0.0,7.0,0.024,232.0,0.092,660.0,614.0,7.0,101.0,0.05
n,500,BA,2,0.02,0.05,0.05,eigenvector,56.0,,1.0,0.0,26.0,0.248,2014.0,0.658,5621.0,5292.0,119.0,177.0,0.05
n,500,BA,2,0.02,0.05,0.05,kcore,53.0,,1.0,0.0,22.0,0.194,1884.0,0.518,4564.0,4305.0,92.0,226.0,0.05
n,500,BA,2,0.02,0.05,0.05,collective_influence,82.0,,1.0,0.0,40.0,0.38,4102.0,0.724,8859.0,8497.0,185.0,234.0,0.05
n,500,BA,2,0.02,0.05,0.05,community_bridge,,,0.0,0.0,15.0,0.076,793.0,0.228,1611.0,1497.0,33.0,119.0,0.05
n,500,BA,1,0.02,0.05,0.05,random,16.0,56.0,1.0,1.0,100.0,0.648,7345.0,0.936,15027.0,14559.0,319.0,187.0,0.05
n,500,BA,1,0.02,0.05,0.05,degree,82.0,,1.0,0.0,23.0,0.29,3012.0,0.678,7144.0,6805.0,140.0,264.0,0.05
n,500,BA,1,0.02,0.05,0.05,betweenness,84.0,,1.0,0.0,32.0,0.292,2762.0,0.678,7270.0,6931.0,141.0,270.0,0.05
n,500,BA,1,0.02,0.05,0.05,pagerank,,,0.0,0.0,9.0,0.034,276.0,0.11,672.0,617.0,12.0,54.0,0.05
n,500,BA,1,0.02,0.05,0.05,eigenvector,,,0.0,0.0,9.0,0.086,926.0,0.258,2238.0,2109.0,38.0,239.0,0.05
n,500,BA,1,0.02,0.05,0.05,kcore,116.0,,1.0,0.0,16.0,0.138,1567.0,0.372,3589.0,3403.0,64.0,300.0,0.05
n,500,BA,1,0.02,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.044,355.0,0.17,1076.0,991.0,17.0,124.0,0.05
n,500,BA,1,0.02,0.05,0.05,community_bridge,59.0,,1.0,0.0,24.0,0.296,3128.0,0.682,7287.0,6946.0,143.0,331.0,0.05
n,500,BA,5,0.02,0.05,0.05,random,25.0,76.0,1.0,1.0,82.0,0.582,5470.0,0.934,14225.0,13758.0,286.0,215.0,0.05
n,500,BA,5,0.02,0.05,0.05,degree,,,0.0,0.0,5.0,0.018,134.0,0.05,391.0,366.0,4.0,41.0,0.05
n,500,BA,5,0.02,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.016,120.0,0.07,402.0,367.0,3.0,42.0,0.05
n,500,BA,5,0.02,0.05,0.05,pagerank,92.0,,1.0,0.0,22.0,0.238,2306.0,0.59,5333.0,5038.0,114.0,213.0,0.05
n,500,BA,5,0.02,0.05,0.05,eigenvector,,,0.0,0.0,7.0,0.018,131.0,0.078,456.0,417.0,4.0,40.0,0.05
