topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
ER,15,0.02,0.05,0.05,betweenness,32.0,166.0,1.0,1.0,92.0,0.526,10123.0,0.896,25432.0,24536.0,521.0,342.0,0.05
ER,15,0.02,0.05,0.05,kcore,68.0,,1.0,0.0,98.0,0.476,8990.0,0.879,24174.0,23295.0,471.0,225.0,0.05
ER,15,0.02,0.05,0.05,collective_influence,50.0,188.0,1.0,1.0,85.0,0.548,11294.0,0.904,28188.0,27284.0,543.0,311.0,0.05
ER,15,0.02,0.05,0.05,community_bridge,67.0,307.0,1.0,1.0,66.0,0.504,9876.0,0.904,26455.0,25551.0,499.0,348.0,0.05
ER,15,0.05,0.05,0.05,random,17.0,31.0,1.0,1.0,436.0,0.885,18480.0,0.941,19041.0,18100.0,880.0,216.0,0.05
ER,15,0.05,0.05,0.05,degree,18.0,34.0,1.0,1.0,381.0,0.879,17026.0,0.937,17250.0,16313.0,874.0,161.0,0.05
ER,15,0.05,0.05,0.05,betweenness,18.0,34.0,1.0,1.0,401.0,0.881,17074.0,0.94,17911.0,16971.0,876.0,144.0,0.05
ER,15,0.05,0.05,0.05,kcore,16.0,31.0,1.0,1.0,423.0,0.872,18759.0,0.94,16723.0,15783.0,867.0,184.0,0.05
ER,15,0.05,0.05,0.05,collective_influence,19.0,34.0,1.0,1.0,393.0,0.885,17658.0,0.94,17293.0,16353.0,880.0,181.0,0.05
ER,15,0.05,0.05,0.05,community_bridge,19.0,34.0,1.0,1.0,415.0,0.881,18379.0,0.94,17744.0,16804.0,876.0,177.0,0.05
ER,15,0.15,0.05,0.05,random,6.0,10.0,1.0,1.0,694.0,0.936,19377.0,0.941,6972.0,6031.0,931.0,173.0,0.05
ER,15,0.15,0.05,0.05,degree,6.0,11.0,1.0,1.0,667.0,0.936,18346.0,0.942,6732.0,5790.0,931.0,154.0,0.05
ER,15,0.15,0.05,0.05,betweenness,7.0,12.0,1.0,1.0,654.0,0.941,18907.0,0.941,6854.0,5913.0,936.0,145.0,0.05
ER,15,0.15,0.05,0.05,kcore,7.0,11.0,1.0,1.0,658.0,0.94,18819.0,0.942,6880.0,5938.0,935.0,121.0,0.05
ER,15,0.15,0.05,0.05,collective_influence,6.0,12.0,1.0,1.0,643.0,0.937,17868.0,0.942,7124.0,6182.0,932.0,134.0,0.05
ER,15,0.15,0.05,0.05,community_bridge,7.0,12.0,1.0,1.0,635.0,0.93,17518.0,0.942,6867.0,5925.0,925.0,159.0,0.05
ER,16,0.01,0.05,0.05,random,,,0.0,0.0,11.0,0.023,455.0,0.116,2154.0,2038.0,18.0,83.0,0.05
ER,16,0.01,0.05,0.05,degree,267.0,,1.0,0.0,22.0,0.122,2725.0,0.448,10391.0,9943.0,117.0,388.0,0.05
ER,16,0.01,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.012,189.0,0.064,847.0,783.0,7.0,59.0,0.05
ER,16,0.01,0.05,0.05,kcore,,,0.0,0.0,14.0,0.044,1045.0,0.175,3863.0,3688.0,39.0,193.0,0.05
ER,16,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.008,129.0,0.043,631.0,588.0,3.0,29.0,0.05
ER,16,0.01,0.05,0.05,community_bridge,,,0.0,0.0,11.0,0.02,437.0,0.093,1958.0,1865.0,15.0,95.0,0.05
ER,16,0.02,0.05,0.05,random,32.0,98.0,1.0,1.0,132.0,0.647,13284.0,0.92,30548.0,29628.0,642.0,278.0,0.05
ER,16,0.02,0.05,0.05,degree,165.0,,1.0,0.0,64.0,0.489,9667.0,0.869,24764.0,23895.0,484.0,461.0,0.05
ER,16,0.02,0.05,0.05,betweenness,87.0,309.0,1.0,1.0,70.0,0.515,10437.0,0.885,26903.0,26018.0,510.0,430.0,0.05
ER,16,0.02,0.05,0.05,kcore,,,0.0,0.0,5.0,0.012,207.0,0.049,503.0,454.0,7.0,86.0,0.05
ER,16,0.02,0.05,0.05,collective_influence,86.0,209.0,1.0,1.0,93.0,0.537,10439.0,0.895,25545.0,24650.0,532.0,387.0,0.05
ER,16,0.02,0.05,0.05,community_bridge,82.0,,1.0,0.0,48.0,0.448,8614.0,0.85,22988.0,22138.0,443.0,375.0,0.05
ER,16,0.05,0.05,0.05,random,17.0,28.0,1.0,1.0,412.0,0.902,17310.0,0.942,17120.0,16178.0,897.0,191.0,0.05
ER,16,0.05,0.05,0.05,degree,21.0,39.0,1.0,1.0,383.0,0.866,17804.0,0.938,17087.0,16149.0,861.0,213.0,0.05
ER,16,0.05,0.05,0.05,betweenness,15.0,30.0,1.0,1.0,378.0,0.87,17281.0,0.938,16760.0,15822.0,865.0,169.0,0.05
ER,16,0.05,0.05,0.05,kcore,15.0,34.0,1.0,1.0,343.0,0.87,16457.0,0.938,17403.0,16465.0,865.0,171.0,0.05
ER,16,0.05,0.05,0.05,collective_influence,18.0,35.0,1.0,1.0,387.0,0.879,18907.0,0.936,17945.0,17009.0,874.0,176.0,0.05
ER,16,0.05,0.05,0.05,community_bridge,24.0,42.0,1.0,1.0,334.0,0.882,17885.0,0.942,17815.0,16873.0,877.0,191.0,0.05
ER,16,0.15,0.05,0.05,random,6.0,10.0,1.0,1.0,660.0,0.934,18301.0,0.942,7285.0,6343.0,929.0,126.0,0.05
ER,16,0.15,0.05,0.05,degree,7.0,12.0,1.0,1.0,643.0,0.936,18450.0,0.942,6342.0,5400.0,931.0,179.0,0.05
ER,16,0.15,0.05,0.05,betweenness,6.0,12.0,1.0,1.0,661.0,0.931,19368.0,0.939,6621.0,5682.0,926.0,165.0,0.05
ER,16,0.15,0.05,0.05,kcore,7.0,12.0,1.0,1.0,655.0,0.936,17846.0,0.941,6668.0,5727.0,931.0,144.0,0.05
ER,16,0.15,0.05,0.05,collective_influence,8.0,13.0,1.0,1.0,664.0,0.933,19332.0,0.942,6618.0,5676.0,928.0,145.0,0.05
ER,16,0.15,0.05,0.05,community_bridge,6.0,11.0,1.0,1.0,623.0,0.925,18280.0,0.941,6802.0,5861.0,920.0,258.0,0.05
ER,18,0.01,0.05,0.05,random,,,0.0,0.0,7.0,0.016,290.0,0.082,1270.0,1188.0,11.0,61.0,0.05
ER,18,0.01,0.05,0.05,degree,,,0.0,0.0,10.0,0.041,781.0,0.171,3087.0,2916.0,36.0,202.0,0.05
ER,18,0.01,0.05,0.05,betweenness,,,0.0,0.0,19.0,0.064,1303.0,0.277,5529.0,5252.0,59.0,168.0,0.05
ER,18,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.005,49.0,0.031,331.0,300.0,0.0,16.0,0.05
ER,18,0.01,0.05,0.05,collective_influence,,,0.0,0.0,9.0,0.013,210.0,0.057,871.0,814.0,8.0,52.0,0.05
ER,18,0.01,0.05,0.05,community_bridge,,,0.0,0.0,6.0,0.016,395.0,0.072,1476.0,1404.0,11.0,111.0,0.05
ER,18,0.02,0.05,0.05,random,,,0.0,0.0,5.0,0.006,29.0,0.036,179.0,143.0,1.0,12.0,0.05
ER,18,0.02,0.05,0.05,degree,46.0,,1.0,0.0,78.0,0.44,8660.0,0.852,21992.0,21140.0,435.0,387.0,0.05
ER,18,0.02,0.05,0.05,betweenness,130.0,,1.0,0.0,76.0,0.45,8480.0,0.858,23429.0,22571.0,445.0,374.0,0.05
ER,18,0.02,0.05,0.05,kcore,59.0,,1.0,0.0,81.0,0.482,9136.0,0.859,23678.0,22819.0,477.0,282.0,0.05
ER,18,0.02,0.05,0.05,collective_influence,117.0,279.0,1.0,1.0,66.0,0.535,10692.0,0.885,26518.0,25633.0,530.0,414.0,0.05
ER,18,0.02,0.05,0.05,community_bridge,75.0,218.0,1.0,1.0,79.0,0.561,11176.0,0.899,26247.0,25348.0,556.0,348.0,0.05
ER,18,0.05,0.05,0.05,random,25.0,39.0,1.0,1.0,393.0,0.883,18258.0,0.942,17965.0,17023.0,878.0,191.0,0.05
ER,18,0.05,0.05,0.05,degree,22.0,38.0,1.0,1.0,367.0,0.86,17181.0,0.937,16689.0,15752.0,855.0,215.0,0.05
ER,18,0.05,0.05,0.05,betweenness,17.0,36.0,1.0,1.0,330.0,0.859,17353.0,0.938,17087.0,16149.0,854.0,197.0,0.05
ER,18,0.05,0.05,0.05,kcore,25.0,47.0,1.0,1.0,320.0,0.858,16737.0,0.939,18121.0,17182.0,853.0,177.0,0.05
ER,18,0.05,0.05,0.05,collective_influence,17.0,37.0,1.0,1.0,334.0,0.831,15699.0,0.932,17380.0,16448.0,826.0,184.0,0.05
ER,18,0.05,0.05,0.05,community_bridge,22.0,41.0,1.0,1.0,365.0,0.873,18236.0,0.941,17051.0,16110.0,868.0,190.0,0.05
ER,18,0.15,0.05,0.05,random,6.0,11.0,1.0,1.0,662.0,0.937,18798.0,0.943,7005.0,6062.0,932.0,236.0,0.05
ER,18,0.15,0.05,0.05,degree,8.0,13.0,1.0,1.0,641.0,0.928,17531.0,0.942,6749.0,5807.0,923.0,124.0,0.05
ER,18,0.15,0.05,0.05,betweenness,7.0,12.0,1.0,1.0,630.0,0.934,17856.0,0.939,6544.0,5605.0,929.0,145.0,0.05
ER,18,0.15,0.05,0.05,kcore,8.0,12.0,1.0,1.0,647.0,0.93,19075.0,0.941,6627.0,5686.0,925.0,133.0,0.05
ER,18,0.15,0.05,0.05,collective_influence,6.0,11.0,1.0,1.0,641.0,0.935,18850.0,0.943,6924.0,5981.0,930.0,133.0,0.05
ER,18,0.15,0.05,0.05,community_bridge,7.0,13.0,1.0,1.0,634.0,0.931,18783.0,0.943,6975.0,6032.0,926.0,146.0,0.05
ER,17,0.01,0.05,0.05,random,,,0.0,0.0,7.0,0.015,313.0,0.085,1620.0,1535.0,10.0,76.0,0.05
ER,17,0.01,0.05,0.05,degree,,,0.0,0.0,10.0,0.027,507.0,0.121,1995.0,1874.0,22.0,91.0,0.05
ER,17,0.01,0.05,0.05,betweenness,,,0.0,0.0,8.0,0.018,445.0,0.072,1800.0,1728.0,13.0,96.0,0.05
ER,17,0.01,0.05,0.05,kcore,,,0.0,0.0,14.0,0.058,1340.0,0.254,5811.0,5557.0,53.0,299.0,0.05
ER,17,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.019,407.0,0.092,1773.0,1681.0,14.0,112.0,0.05
ER,17,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.007,64.0,0.046,420.0,374.0,2.0,26.0,0.05
ER,17,0.02,0.05,0.05,random,40.0,132.0,1.0,1.0,107.0,0.624,12367.0,0.925,31138.0,30213.0,619.0,372.0,0.05
ER,17,0.02,0.05,0.05,degree,66.0,161.0,1.0,1.0,109.0,0.591,12054.0,0.909,27480.0,26571.0,586.0,278.0,0.05
ER,17,0.02,0.05,0.05,betweenness,100.0,289.0,1.0,1.0,83.0,0.505,9376.0,0.88,24542.0,23662.0,500.0,366.0,0.05
ER,17,0.02,0.05,0.05,kcore,69.0,186.0,1.0,1.0,91.0,0.545,11070.0,0.903,27509.0,26606.0,540.0,297.0,0.05
ER,17,0.02,0.05,0.05,collective_influence,75.0,199.0,1.0,1.0,79.0,0.582,12502.0,0.901,29902.0,29001.0,577.0,336.0,0.05
ER,17,0.02,0.05,0.05,community_bridge,131.0,416.0,1.0,1.0,79.0,0.51,10062.0,0.898,26282.0,25384.0,505.0,500.0,0.05
ER,17,0.05,0.05,0.05,random,17.0,32.0,1.0,1.0,412.0,0.887,17770.0,0.942,18320.0,17378.0,882.0,181.0,0.05
ER,17,0.05,0.05,0.05,degree,23.0,40.0,1.0,1.0,343.0,0.857,16702.0,0.936,17414.0,16478.0,852.0,206.0,0.05
ER,17,0.05,0.05,0.05,betweenness,16.0,31.0,1.0,1.0,357.0,0.876,16742.0,0.938,16980.0,16042.0,871.0,179.0,0.05
ER,17,0.05,0.05,0.05,kcore,29.0,45.0,1.0,1.0,371.0,0.895,17464.0,0.941,17595.0,16654.0,890.0,177.0,0.05
ER,17,0.05,0.05,0.05,collective_influence,21.0,37.0,1.0,1.0,405.0,0.894,18188.0,0.941,17117.0,16176.0,889.0,179.0,0.05
ER,17,0.05,0.05,0.05,community_bridge,14.0,30.0,1.0,1.0,369.0,0.877,16881.0,0.942,17460.0,16518.0,872.0,186.0,0.05
ER,17,0.15,0.05,0.05,random,7.0,12.0,1.0,1.0,638.0,0.935,17268.0,0.944,7281.0,6337.0,930.0,140.0,0.05
ER,17,0.15,0.05,0.05,degree,7.0,12.0,1.0,1.0,632.0,0.933,18396.0,0.941,6826.0,5885.0,928.0,210.0,0.05
ER,17,0.15,0.05,0.05,betweenness,6.0,10.0,1.0,1.0,676.0,0.936,19101.0,0.941,6768.0,5827.0,931.0,178.0,0.05
ER,17,0.15,0.05,0.05,kcore,7.0,12.0,1.0,1.0,659.0,0.934,18533.0,0.941,6706.0,5765.0,929.0,145.0,0.05
ER,17,0.15,0.05,0.05,collective_influence,7.0,12.0,1.0,1.0,663.0,0.937,18299.0,0.941,6646.0,5705.0,932.0,132.0,0.05
ER,17,0.15,0.05,0.05,community_bridge,8.0,13.0,1.0,1.0,658.0,0.938,18888.0,0.942,6913.0,5971.0,933.0,127.0,0.05
WS,1,0.01,0.05,0.05,random,,,0.0,0.0,9.0,0.029,532.0,0.091,1974.0,1883.0,24.0,95.0,0.05
WS,1,0.01,0.05,0.05,degree,,,0.0,0.0,8.0,0.016,234.0,0.052,840.0,788.0,11.0,73.0,0.05
WS,1,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.011,170.0,0.035,590.0,555.0,6.0,96.0,0.05
WS,1,0.01,0.05,0.05,kcore,,,0.0,0.0,9.0,0.02,410.0,0.06,1309.0,1249.0,15.0,146.0,0.05
WS,1,0.01,0.05,0.05,collective_influence,,,0.0,0.0,9.0,0.014,292.0,0.045,821.0,776.0,9.0,102.0,0.05
WS,1,0.01,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.016,284.0,0.054,1184.0,1130.0,11.0,103.0,0.05
WS,1,0.02,0.05,0.05,random,,,0.0,0.0,11.0,0.045,1027.0,0.095,2364.0,2269.0,40.0,183.0,0.05
WS,1,0.02,0.05,0.05,degree,,,0.0,0.0,18.0,0.055,1342.0,0.105,2780.0,2675.0,50.0,159.0,0.05
WS,1,0.02,0.05,0.05,betweenness,143.0,,1.0,0.0,23.0,0.131,2675.0,0.265,6242.0,5977.0,126.0,318.0,0.05
WS,1,0.02,0.05,0.05,kcore,,,0.0,0.0,8.0,0.018,326.0,0.048,1026.0,978.0,13.0,110.0,0.05
WS,1,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.011,175.0,0.042,624.0,582.0,6.0,100.0,0.05
WS,1,0.02,0.05,0.05,community_bridge,71.0,,1.0,0.0,45.0,0.178,3566.0,0.344,8224.0,7880.0,173.0,209.0,0.05
WS,1,0.05,0.05,0.05,random,36.0,80.0,1.0,1.0,200.0,0.896,17541.0,0.945,18607.0,17662.0,891.0,232.0,0.05
WS,1,0.05,0.05,0.05,degree,30.0,66.0,1.0,1.0,232.0,0.871,17342.0,0.915,17135.0,16220.0,866.0,210.0,0.05
WS,1,0.05,0.05,0.05,betweenness,21.0,67.0,1.0,1.0,191.0,0.928,19499.0,0.945,18578.0,17633.0,923.0,216.0,0.05
WS,1,0.05,0.05,0.05,kcore,43.0,100.0,1.0,1.0,180.0,0.772,14792.0,0.858,15889.0,15031.0,767.0,220.0,0.05
WS,1,0.05,0.05,0.05,collective_influence,25.0,65.0,1.0,1.0,200.0,0.852,17053.0,0.914,17423.0,16509.0,847.0,222.0,0.05
WS,1,0.05,0.05,0.05,community_bridge,24.0,58.0,1.0,1.0,215.0,0.855,17186.0,0.919,17263.0,16344.0,850.0,238.0,0.05
WS,1,0.15,0.05,0.05,random,10.0,18.0,1.0,1.0,599.0,0.948,19783.0,0.945,7085.0,6140.0,943.0,200.0,0.05
WS,1,0.15,0.05,0.05,degree,10.0,20.0,1.0,1.0,556.0,0.943,19028.0,0.941,6886.0,5945.0,938.0,173.0,0.05
WS,1,0.15,0.05,0.05,betweenness,7.0,17.0,1.0,1.0,566.0,0.95,19597.0,0.945,6931.0,5986.0,945.0,190.0,0.05
WS,1,0.15,0.05,0.05,kcore,8.0,19.0,1.0,1.0,542.0,0.95,20483.0,0.945,7339.0,6394.0,945.0,181.0,0.05
WS,1,0.15,0.05,0.05,collective_influence,10.0,20.0,1.0,1.0,542.0,0.95,18723.0,0.945,7386.0,6441.0,945.0,178.0,0.05
WS,1,0.15,0.05,0.05,community_bridge,8.0,17.0,1.0,1.0,551.0,0.945,19444.0,0.943,6901.0,5958.0,940.0,179.0,0.05
WS,2,0.01,0.05,0.05,random,,,0.0,0.0,9.0,0.023,569.0,0.054,1716.0,1662.0,18.0,122.0,0.05
WS,2,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.01,131.0,0.035,491.0,456.0,5.0,44.0,0.05
WS,2,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.006,56.0,0.031,315.0,284.0,1.0,17.0,0.05
WS,2,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.006,70.0,0.03,364.0,334.0,1.0,30.0,0.05
WS,2,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.019,533.0,0.046,1943.0,1897.0,14.0,109.0,0.05
WS,2,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.018,268.0,0.057,1026.0,969.0,13.0,80.0,0.05
WS,2,0.02,0.05,0.05,random,,,0.0,0.0,25.0,0.096,1653.0,0.232,4555.0,4323.0,91.0,161.0,0.05
WS,2,0.02,0.05,0.05,degree,,,0.0,0.0,8.0,0.013,180.0,0.043,651.0,608.0,8.0,42.0,0.05
WS,2,0.02,0.05,0.05,betweenness,171.0,,1.0,0.0,18.0,0.108,2291.0,0.224,5371.0,5147.0,103.0,245.0,0.05
WS,2,0.02,0.05,0.05,kcore,,,0.0,0.0,18.0,0.073,1312.0,0.154,3041.0,2887.0,68.0,220.0,0.05
WS,2,0.02,0.05,0.05,collective_influence,,,0.0,0.0,18.0,0.054,1149.0,0.105,2260.0,2155.0,49.0,171.0,0.05
WS,2,0.02,0.05,0.05,community_bridge,,,0.0,0.0,11.0,0.026,569.0,0.059,1258.0,1199.0,21.0,119.0,0.05
WS,2,0.05,0.05,0.05,random,30.0,68.0,1.0,1.0,210.0,0.854,16628.0,0.926,17085.0,16159.0,849.0,234.0,0.05
WS,2,0.05,0.05,0.05,degree,37.0,95.0,1.0,1.0,218.0,0.837,16885.0,0.908,16416.0,15508.0,832.0,290.0,0.05
WS,2,0.05,0.05,0.05,betweenness,23.0,69.0,1.0,1.0,185.0,0.864,17578.0,0.921,17863.0,16942.0,859.0,234.0,0.05
WS,2,0.05,0.05,0.05,kcore,49.0,88.0,1.0,1.0,222.0,0.892,18905.0,0.927,17160.0,16233.0,887.0,294.0,0.05
WS,2,0.05,0.05,0.05,collective_influence,30.0,78.0,1.0,1.0,186.0,0.836,16633.0,0.909,17160.0,16251.0,831.0,226.0,0.05
WS,2,0.05,0.05,0.05,community_bridge,30.0,82.0,1.0,1.0,188.0,0.85,17930.0,0.913,17629.0,16716.0,845.0,356.0,0.05
WS,2,0.15,0.05,0.05,random,9.0,18.0,1.0,1.0,571.0,0.944,18974.0,0.945,7207.0,6262.0,939.0,146.0,0.05
WS,2,0.15,0.05,0.05,degree,8.0,19.0,1.0,1.0,540.0,0.944,19490.0,0.943,7108.0,6165.0,939.0,141.0,0.05
WS,2,0.15,0.05,0.05,betweenness,8.0,18.0,1.0,1.0,518.0,0.95,19272.0,0.945,7233.0,6288.0,945.0,157.0,0.05
WS,2,0.15,0.05,0.05,kcore,10.0,20.0,1.0,1.0,511.0,0.937,19177.0,0.936,7184.0,6248.0,932.0,161.0,0.05
WS,2,0.15,0.05,0.05,collective_influence,8.0,18.0,1.0,1.0,540.0,0.949,18215.0,0.945,7001.0,6056.0,944.0,203.0,0.05
WS,2,0.15,0.05,0.05,community_bridge,10.0,22.0,1.0,1.0,490.0,0.945,18896.0,0.942,7354.0,6412.0,940.0,174.0,0.05
ER,19,0.01,0.05,0.05,random,,,0.0,0.0,10.0,0.025,448.0,0.119,1739.0,1620.0,20.0,87.0,0.05
ER,19,0.01,0.05,0.05,degree,,,0.0,0.0,6.0,0.025,373.0,0.115,1591.0,1476.0,20.0,168.0,0.05
ER,19,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.01,119.0,0.05,597.0,547.0,5.0,37.0,0.05
ER,19,0.01,0.05,0.05,kcore,,,0.0,0.0,7.0,0.027,638.0,0.108,1906.0,1798.0,22.0,177.0,0.05
ER,19,0.01,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.017,215.0,0.064,604.0,540.0,12.0,96.0,0.05
ER,19,0.01,0.05,0.05,community_bridge,,,0.0,0.0,11.0,0.037,635.0,0.146,2427.0,2281.0,32.0,106.0,0.05
ER,19,0.02,0.05,0.05,random,,,0.0,0.0,5.0,0.015,132.0,0.08,626.0,546.0,10.0,59.0,0.05
ER,19,0.02,0.05,0.05,degree,98.0,,1.0,0.0,32.0,0.449,8432.0,0.869,24069.0,23200.0,444.0,500.0,0.05
ER,19,0.02,0.05,0.05,betweenness,54.0,137.0,1.0,1.0,123.0,0.591,11590.0,0.907,29037.0,28130.0,586.0,287.0,0.05
ER,19,0.02,0.05,0.05,kcore,86.0,191.0,1.0,1.0,102.0,0.601,11739.0,0.914,28619.0,27705.0,596.0,336.0,0.05
ER,19,0.02,0.05,0.05,collective_influence,81.0,191.0,1.0,1.0,96.0,0.607,12572.0,0.919,28993.0,28074.0,602.0,453.0,0.05
ER,19,0.02,0.05,0.05,community_bridge,71.0,160.0,1.0,1.0,115.0,0.567,11432.0,0.903,27767.0,26864.0,562.0,315.0,0.05
ER,19,0.05,0.05,0.05,random,16.0,29.0,1.0,1.0,424.0,0.892,18752.0,0.939,18324.0,17385.0,887.0,210.0,0.05
ER,19,0.05,0.05,0.05,degree,21.0,38.0,1.0,1.0,338.0,0.852,16131.0,0.937,18283.0,17346.0,847.0,223.0,0.05
ER,19,0.05,0.05,0.05,betweenness,22.0,38.0,1.0,1.0,414.0,0.877,18154.0,0.934,17788.0,16854.0,872.0,177.0,0.05
ER,19,0.05,0.05,0.05,kcore,24.0,40.0,1.0,1.0,359.0,0.875,17291.0,0.937,17691.0,16754.0,870.0,168.0,0.05
ER,19,0.05,0.05,0.05,collective_influence,18.0,33.0,1.0,1.0,425.0,0.877,17243.0,0.937,17333.0,16396.0,872.0,172.0,0.05
ER,19,0.05,0.05,0.05,community_bridge,28.0,48.0,1.0,1.0,343.0,0.866,16752.0,0.94,17544.0,16604.0,861.0,242.0,0.05
ER,19,0.15,0.05,0.05,random,6.0,10.0,1.0,1.0,691.0,0.94,19532.0,0.942,6954.0,6012.0,935.0,142.0,0.05
ER,19,0.15,0.05,0.05,degree,7.0,12.0,1.0,1.0,635.0,0.936,18596.0,0.94,6736.0,5796.0,931.0,149.0,0.05
ER,19,0.15,0.05,0.05,betweenness,6.0,11.0,1.0,1.0,650.0,0.928,19791.0,0.937,7112.0,6175.0,923.0,176.0,0.05
ER,19,0.15,0.05,0.05,kcore,6.0,11.0,1.0,1.0,647.0,0.94,18466.0,0.94,6859.0,5919.0,935.0,184.0,0.05
ER,19,0.15,0.05,0.05,collective_influence,7.0,12.0,1.0,1.0,662.0,0.936,18910.0,0.942,6817.0,5875.0,931.0,128.0,0.05
ER,19,0.15,0.05,0.05,community_bridge,6.0,11.0,1.0,1.0,661.0,0.932,19173.0,0.941,6836.0,5895.0,927.0,153.0,0.05
WS,0,0.01,0.05,0.05,random,,,0.0,0.0,8.0,0.021,397.0,0.072,1220.0,1148.0,16.0,101.0,0.05
WS,0,0.01,0.05,0.05,degree,,,0.0,0.0,9.0,0.012,226.0,0.036,799.0,763.0,7.0,44.0,0.05
WS,0,0.01,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.013,176.0,0.041,771.0,730.0,8.0,44.0,0.05
WS,0,0.01,0.05,0.05,kcore,,,0.0,0.0,7.0,0.014,266.0,0.046,1023.0,977.0,9.0,91.0,0.05
WS,0,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.028,739.0,0.074,2364.0,2290.0,23.0,219.0,0.05
WS,0,0.01,0.05,0.05,community_bridge,,,0.0,0.0,10.0,0.024,416.0,0.071,1700.0,1629.0,19.0,72.0,0.05
WS,0,0.02,0.05,0.05,random,148.0,,1.0,0.0,25.0,0.13,2352.0,0.291,6388.0,6097.0,125.0,234.0,0.05
WS,0,0.02,0.05,0.05,degree,,,0.0,0.0,11.0,0.028,485.0,0.075,1320.0,1245.0,23.0,124.0,0.05
WS,0,0.02,0.05,0.05,betweenness,,,0.0,0.0,14.0,0.036,661.0,0.07,1723.0,1653.0,31.0,160.0,0.05
WS,0,0.02,0.05,0.05,kcore,,,0.0,0.0,11.0,0.034,766.0,0.081,1250.0,1169.0,29.0,138.0,0.05
WS,0,0.02,0.05,0.05,collective_influence,,,0.0,0.0,15.0,0.086,1763.0,0.186,3937.0,3751.0,81.0,257.0,0.05
WS,0,0.02,0.05,0.05,community_bridge,,,0.0,0.0,10.0,0.036,537.0,0.08,1521.0,1441.0,31.0,107.0,0.05
WS,0,0.05,0.05,0.05,random,21.0,50.0,1.0,1.0,290.0,0.901,17421.0,0.942,17925.0,16983.0,896.0,186.0,0.05
WS,0,0.05,0.05,0.05,degree,33.0,83.0,1.0,1.0,182.0,0.856,17467.0,0.917,17675.0,16758.0,851.0,253.0,0.05
WS,0,0.05,0.05,0.05,betweenness,31.0,81.0,1.0,1.0,172.0,0.868,16528.0,0.937,17539.0,16602.0,863.0,305.0,0.05
WS,0,0.05,0.05,0.05,kcore,32.0,67.0,1.0,1.0,211.0,0.864,17241.0,0.927,18404.0,17477.0,859.0,287.0,0.05
WS,0,0.05,0.05,0.05,collective_influence,40.0,103.0,1.0,1.0,157.0,0.849,17791.0,0.917,18366.0,17449.0,844.0,294.0,0.05
WS,0,0.05,0.05,0.05,community_bridge,31.0,79.0,1.0,1.0,180.0,0.831,16035.0,0.927,17167.0,16240.0,826.0,223.0,0.05
WS,0,0.15,0.05,0.05,random,12.0,23.0,1.0,1.0,594.0,0.95,19757.0,0.945,7328.0,6383.0,945.0,153.0,0.05
WS,0,0.15,0.05,0.05,degree,10.0,19.0,1.0,1.0,588.0,0.95,19720.0,0.945,6516.0,5571.0,945.0,142.0,0.05
WS,0,0.15,0.05,0.05,betweenness,8.0,19.0,1.0,1.0,551.0,0.95,19161.0,0.945,7082.0,6137.0,945.0,155.0,0.05
WS,0,0.15,0.05,0.05,kcore,10.0,20.0,1.0,1.0,519.0,0.95,19242.0,0.945,6700.0,5755.0,945.0,188.0,0.05
WS,0,0.15,0.05,0.05,collective_influence,9.0,20.0,1.0,1.0,522.0,0.949,18540.0,0.945,6870.0,5925.0,944.0,164.0,0.05
WS,0,0.15,0.05,0.05,community_bridge,9.0,19.0,1.0,1.0,561.0,0.95,19184.0,0.945,6866.0,5921.0,945.0,192.0,0.05
WS,3,0.01,0.05,0.05,random,,,0.0,0.0,7.0,0.01,133.0,0.042,729.0,687.0,5.0,39.0,0.05
WS,3,0.01,0.05,0.05,degree,,,0.0,0.0,10.0,0.024,512.0,0.061,1502.0,1441.0,19.0,100.0,0.05
WS,3,0.01,0.05,0.05,betweenness,,,0.0,0.0,11.0,0.027,464.0,0.062,1213.0,1151.0,22.0,68.0,0.05
WS,3,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.008,125.0,0.031,576.0,545.0,3.0,50.0,0.05
