topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
BA,6,0.15,0.05,0.05,collective_influence,6.0,13.0,1.0,1.0,561.0,0.918,17657.0,0.93,5960.0,5030.0,913.0,208.0,0.05
BA,6,0.15,0.05,0.05,community_bridge,11.0,19.0,1.0,1.0,528.0,0.891,17625.0,0.923,6157.0,5234.0,886.0,178.0,0.05
BA,7,0.01,0.05,0.05,random,126.0,,1.0,0.0,21.0,0.187,3862.0,0.767,19733.0,18966.0,182.0,317.0,0.05
BA,7,0.01,0.05,0.05,degree,,,0.0,0.0,6.0,0.007,115.0,0.024,209.0,185.0,2.0,60.0,0.05
BA,7,0.01,0.05,0.05,betweenness,,,0.0,0.0,8.0,0.021,232.0,0.09,1011.0,921.0,16.0,56.0,0.05
BA,7,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.005,88.0,0.016,228.0,212.0,0.0,48.0,0.05
BA,7,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.019,346.0,0.073,1471.0,1398.0,14.0,85.0,0.05
BA,7,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.006,90.0,0.014,146.0,132.0,1.0,36.0,0.05
BA,7,0.02,0.05,0.05,random,37.0,112.0,1.0,1.0,137.0,0.563,10967.0,0.929,29112.0,28183.0,558.0,281.0,0.05
BA,7,0.02,0.05,0.05,degree,,,0.0,0.0,19.0,0.06,1090.0,0.22,3140.0,2920.0,55.0,176.0,0.05
BA,7,0.02,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.006,69.0,0.017,189.0,172.0,1.0,35.0,0.05
BA,7,0.02,0.05,0.05,kcore,,,0.0,0.0,6.0,0.008,72.0,0.024,230.0,206.0,3.0,22.0,0.05
BA,7,0.02,0.05,0.05,collective_influence,,,0.0,0.0,20.0,0.093,1666.0,0.302,4550.0,4248.0,88.0,166.0,0.05
BA,7,0.02,0.05,0.05,community_bridge,,,0.0,0.0,6.0,0.008,84.0,0.033,333.0,300.0,3.0,25.0,0.05
BA,7,0.05,0.05,0.05,random,13.0,23.0,1.0,1.0,422.0,0.861,16925.0,0.945,17588.0,16643.0,856.0,167.0,0.05
BA,7,0.05,0.05,0.05,degree,24.0,65.0,1.0,1.0,230.0,0.724,14185.0,0.905,14505.0,13600.0,719.0,231.0,0.05
BA,7,0.05,0.05,0.05,betweenness,24.0,57.0,1.0,1.0,230.0,0.712,13581.0,0.909,14272.0,13363.0,707.0,165.0,0.05
BA,7,0.05,0.05,0.05,kcore,30.0,61.0,1.0,1.0,228.0,0.751,15461.0,0.912,15061.0,14149.0,746.0,194.0,0.05
BA,7,0.05,0.05,0.05,collective_influence,22.0,47.0,1.0,1.0,289.0,0.766,15014.0,0.92,14782.0,13862.0,761.0,196.0,0.05
BA,7,0.05,0.05,0.05,community_bridge,34.0,64.0,1.0,1.0,245.0,0.736,14801.0,0.909,14391.0,13482.0,731.0,291.0,0.05
BA,7,0.15,0.05,0.05,random,4.0,7.0,1.0,1.0,689.0,0.943,18886.0,0.945,6792.0,5847.0,938.0,141.0,0.05
BA,7,0.15,0.05,0.05,degree,8.0,16.0,1.0,1.0,542.0,0.886,17941.0,0.922,6003.0,5081.0,881.0,176.0,0.05
BA,7,0.15,0.05,0.05,betweenness,9.0,15.0,1.0,1.0,540.0,0.887,18038.0,0.93,6379.0,5449.0,882.0,141.0,0.05
BA,7,0.15,0.05,0.05,kcore,9.0,17.0,1.0,1.0,556.0,0.905,17460.0,0.926,6331.0,5405.0,900.0,143.0,0.05
BA,7,0.15,0.05,0.05,collective_influence,9.0,16.0,1.0,1.0,550.0,0.908,17849.0,0.933,6014.0,5081.0,903.0,176.0,0.05
BA,7,0.15,0.05,0.05,community_bridge,11.0,19.0,1.0,1.0,534.0,0.893,18744.0,0.928,6096.0,5168.0,888.0,192.0,0.05
BA,10,0.01,0.05,0.05,random,,,0.0,0.0,5.0,0.007,76.0,0.037,427.0,390.0,2.0,28.0,0.05
BA,10,0.01,0.05,0.05,degree,,,0.0,0.0,8.0,0.019,404.0,0.069,1506.0,1437.0,14.0,97.0,0.05
BA,10,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.007,155.0,0.027,447.0,420.0,2.0,101.0,0.05
BA,10,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.006,71.0,0.019,191.0,172.0,1.0,34.0,0.05
BA,10,0.01,0.05,0.05,collective_influence,,,0.0,0.0,9.0,0.025,631.0,0.105,1749.0,1644.0,20.0,144.0,0.05
BA,10,0.01,0.05,0.05,community_bridge,,,0.0,0.0,6.0,0.007,186.0,0.019,190.0,171.0,2.0,76.0,0.05
BA,10,0.02,0.05,0.05,random,49.0,82.0,1.0,1.0,233.0,0.616,12989.0,0.933,30853.0,29920.0,611.0,237.0,0.05
BA,10,0.02,0.05,0.05,degree,164.0,,1.0,0.0,23.0,0.169,3472.0,0.461,9216.0,8755.0,164.0,379.0,0.05
BA,10,0.02,0.05,0.05,betweenness,,,0.0,0.0,15.0,0.093,1723.0,0.293,4398.0,4105.0,88.0,299.0,0.05
BA,10,0.02,0.05,0.05,kcore,,,0.0,0.0,5.0,0.007,92.0,0.016,182.0,166.0,2.0,42.0,0.05
BA,10,0.02,0.05,0.05,collective_influence,,,0.0,0.0,15.0,0.035,551.0,0.126,1402.0,1276.0,30.0,117.0,0.05
BA,10,0.02,0.05,0.05,community_bridge,209.0,,1.0,0.0,25.0,0.169,3622.0,0.464,8371.0,7907.0,164.0,386.0,0.05
BA,10,0.05,0.05,0.05,random,11.0,20.0,1.0,1.0,454.0,0.868,17050.0,0.945,17498.0,16553.0,863.0,184.0,0.05
BA,10,0.05,0.05,0.05,degree,25.0,59.0,1.0,1.0,204.0,0.653,12758.0,0.864,13219.0,12355.0,648.0,196.0,0.05
BA,10,0.05,0.05,0.05,betweenness,33.0,67.0,1.0,1.0,208.0,0.685,13890.0,0.895,13428.0,12533.0,680.0,278.0,0.05
BA,10,0.05,0.05,0.05,kcore,64.0,110.0,1.0,1.0,164.0,0.669,13133.0,0.892,14068.0,13176.0,664.0,231.0,0.05
BA,10,0.05,0.05,0.05,collective_influence,30.0,69.0,1.0,1.0,201.0,0.691,13704.0,0.889,13640.0,12751.0,686.0,232.0,0.05
BA,10,0.05,0.05,0.05,community_bridge,36.0,70.0,1.0,1.0,227.0,0.689,13897.0,0.89,13806.0,12916.0,684.0,179.0,0.05
BA,10,0.15,0.05,0.05,random,5.0,9.0,1.0,1.0,691.0,0.941,18730.0,0.945,7056.0,6111.0,936.0,170.0,0.05
BA,10,0.15,0.05,0.05,degree,13.0,21.0,1.0,1.0,507.0,0.878,17449.0,0.919,6114.0,5195.0,873.0,195.0,0.05
BA,10,0.15,0.05,0.05,betweenness,9.0,16.0,1.0,1.0,560.0,0.891,17986.0,0.932,6267.0,5335.0,886.0,135.0,0.05
BA,10,0.15,0.05,0.05,kcore,10.0,18.0,1.0,1.0,539.0,0.883,18790.0,0.922,5829.0,4907.0,878.0,172.0,0.05
BA,10,0.15,0.05,0.05,collective_influence,11.0,20.0,1.0,1.0,510.0,0.875,17019.0,0.924,6342.0,5418.0,870.0,140.0,0.05
BA,10,0.15,0.05,0.05,community_bridge,11.0,20.0,1.0,1.0,524.0,0.871,17800.0,0.922,6132.0,5210.0,866.0,149.0,0.05
BA,8,0.01,0.05,0.05,random,86.0,,1.0,0.0,36.0,0.212,3407.0,0.775,20162.0,19387.0,207.0,251.0,0.05
BA,8,0.01,0.05,0.05,degree,,,0.0,0.0,6.0,0.007,98.0,0.023,310.0,287.0,2.0,53.0,0.05
BA,8,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.01,190.0,0.032,645.0,613.0,5.0,66.0,0.05
BA,8,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.016,225.0,0.054,847.0,793.0,11.0,78.0,0.05
BA,8,0.01,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.008,233.0,0.018,514.0,496.0,3.0,109.0,0.05
BA,8,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.011,241.0,0.028,569.0,541.0,6.0,87.0,0.05
BA,8,0.02,0.05,0.05,random,62.0,131.0,1.0,1.0,136.0,0.577,11781.0,0.933,30860.0,29927.0,572.0,292.0,0.05
BA,8,0.02,0.05,0.05,degree,145.0,,1.0,0.0,29.0,0.105,2143.0,0.282,4415.0,4133.0,100.0,185.0,0.05
BA,8,0.02,0.05,0.05,betweenness,108.0,,1.0,0.0,52.0,0.288,5588.0,0.663,13343.0,12680.0,283.0,300.0,0.05
BA,8,0.02,0.05,0.05,kcore,,,0.0,0.0,12.0,0.034,612.0,0.121,1629.0,1508.0,29.0,121.0,0.05
BA,8,0.02,0.05,0.05,collective_influence,200.0,,1.0,0.0,18.0,0.106,1993.0,0.315,5746.0,5431.0,101.0,240.0,0.05
BA,8,0.02,0.05,0.05,community_bridge,,,0.0,0.0,17.0,0.07,1768.0,0.205,3738.0,3533.0,65.0,207.0,0.05
BA,8,0.05,0.05,0.05,random,10.0,19.0,1.0,1.0,413.0,0.87,17231.0,0.945,17687.0,16742.0,865.0,176.0,0.05
BA,8,0.05,0.05,0.05,degree,21.0,55.0,1.0,1.0,205.0,0.687,13865.0,0.875,14131.0,13256.0,682.0,282.0,0.05
BA,8,0.05,0.05,0.05,betweenness,26.0,53.0,1.0,1.0,250.0,0.708,14311.0,0.896,13615.0,12719.0,703.0,204.0,0.05
BA,8,0.05,0.05,0.05,kcore,34.0,68.0,1.0,1.0,207.0,0.739,15521.0,0.9,14656.0,13756.0,734.0,189.0,0.05
BA,8,0.05,0.05,0.05,collective_influence,32.0,75.0,1.0,1.0,184.0,0.622,11331.0,0.871,12469.0,11598.0,617.0,186.0,0.05
BA,8,0.05,0.05,0.05,community_bridge,29.0,68.0,1.0,1.0,202.0,0.708,14811.0,0.894,13511.0,12617.0,703.0,211.0,0.05
BA,8,0.15,0.05,0.05,random,5.0,8.0,1.0,1.0,692.0,0.94,18435.0,0.945,6661.0,5716.0,935.0,181.0,0.05
BA,8,0.15,0.05,0.05,degree,11.0,19.0,1.0,1.0,518.0,0.896,17584.0,0.917,6027.0,5110.0,891.0,193.0,0.05
BA,8,0.15,0.05,0.05,betweenness,9.0,16.0,1.0,1.0,528.0,0.885,17333.0,0.925,5961.0,5036.0,880.0,179.0,0.05
BA,8,0.15,0.05,0.05,kcore,10.0,17.0,1.0,1.0,551.0,0.886,17591.0,0.913,5988.0,5075.0,881.0,137.0,0.05
BA,8,0.15,0.05,0.05,collective_influence,12.0,19.0,1.0,1.0,514.0,0.883,17155.0,0.92,6070.0,5150.0,878.0,136.0,0.05
BA,8,0.15,0.05,0.05,community_bridge,12.0,20.0,1.0,1.0,511.0,0.887,17536.0,0.924,6208.0,5284.0,882.0,187.0,0.05
BA,12,0.01,0.05,0.05,random,131.0,,1.0,0.0,37.0,0.202,4539.0,0.764,23287.0,22523.0,197.0,341.0,0.05
BA,12,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.006,150.0,0.014,350.0,336.0,1.0,59.0,0.05
BA,12,0.01,0.05,0.05,betweenness,,,0.0,0.0,8.0,0.011,172.0,0.035,535.0,500.0,6.0,45.0,0.05
BA,12,0.01,0.05,0.05,kcore,,,0.0,0.0,7.0,0.022,538.0,0.091,1743.0,1652.0,17.0,158.0,0.05
BA,12,0.01,0.05,0.05,collective_influence,,,0.0,0.0,9.0,0.016,337.0,0.063,1515.0,1452.0,11.0,83.0,0.05
BA,12,0.01,0.05,0.05,community_bridge,,,0.0,0.0,12.0,0.043,989.0,0.16,2912.0,2752.0,38.0,146.0,0.05
BA,12,0.02,0.05,0.05,random,29.0,77.0,1.0,1.0,175.0,0.609,12155.0,0.942,34068.0,33126.0,604.0,209.0,0.05
BA,12,0.02,0.05,0.05,degree,101.0,,1.0,0.0,38.0,0.281,5998.0,0.655,13773.0,13118.0,276.0,367.0,0.05
BA,12,0.02,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.015,276.0,0.055,882.0,827.0,10.0,69.0,0.05
BA,12,0.02,0.05,0.05,kcore,,,0.0,0.0,9.0,0.02,323.0,0.068,870.0,802.0,15.0,72.0,0.05
BA,12,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.009,103.0,0.023,245.0,222.0,4.0,31.0,0.05
BA,12,0.02,0.05,0.05,community_bridge,154.0,,1.0,0.0,23.0,0.174,3540.0,0.469,8987.0,8518.0,169.0,411.0,0.05
BA,12,0.05,0.05,0.05,random,9.0,19.0,1.0,1.0,451.0,0.876,17090.0,0.945,18014.0,17069.0,871.0,180.0,0.05
BA,12,0.05,0.05,0.05,degree,40.0,70.0,1.0,1.0,289.0,0.755,15813.0,0.906,15252.0,14346.0,750.0,229.0,0.05
BA,12,0.05,0.05,0.05,betweenness,30.0,64.0,1.0,1.0,236.0,0.736,14626.0,0.912,15114.0,14202.0,731.0,196.0,0.05
BA,12,0.05,0.05,0.05,kcore,28.0,55.0,1.0,1.0,253.0,0.753,14691.0,0.907,14841.0,13934.0,748.0,201.0,0.05
BA,12,0.05,0.05,0.05,collective_influence,25.0,58.0,1.0,1.0,219.0,0.707,13883.0,0.9,14055.0,13155.0,702.0,278.0,0.05
BA,12,0.05,0.05,0.05,community_bridge,19.0,48.0,1.0,1.0,244.0,0.717,13879.0,0.896,14534.0,13638.0,712.0,185.0,0.05
BA,12,0.15,0.05,0.05,random,5.0,8.0,1.0,1.0,681.0,0.937,18850.0,0.945,7087.0,6142.0,932.0,182.0,0.05
BA,12,0.15,0.05,0.05,degree,8.0,14.0,1.0,1.0,549.0,0.885,18533.0,0.923,5944.0,5021.0,880.0,236.0,0.05
BA,12,0.15,0.05,0.05,betweenness,9.0,15.0,1.0,1.0,558.0,0.9,17046.0,0.925,6381.0,5456.0,895.0,139.0,0.05
BA,12,0.15,0.05,0.05,kcore,10.0,16.0,1.0,1.0,548.0,0.879,17184.0,0.921,5818.0,4897.0,874.0,169.0,0.05
BA,12,0.15,0.05,0.05,collective_influence,7.0,14.0,1.0,1.0,538.0,0.888,19263.0,0.92,6121.0,5201.0,883.0,177.0,0.05
BA,12,0.15,0.05,0.05,community_bridge,11.0,18.0,1.0,1.0,516.0,0.877,18345.0,0.923,6075.0,5152.0,872.0,167.0,0.05
BA,11,0.01,0.05,0.05,random,37.0,,1.0,0.0,91.0,0.358,6885.0,0.89,33119.0,32229.0,353.0,200.0,0.05
BA,11,0.01,0.05,0.05,degree,,,0.0,0.0,6.0,0.007,174.0,0.029,485.0,456.0,2.0,74.0,0.05
BA,11,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.006,152.0,0.017,271.0,254.0,1.0,57.0,0.05
BA,11,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.025,584.0,0.08,1421.0,1341.0,20.0,174.0,0.05
BA,11,0.01,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.009,133.0,0.026,348.0,322.0,4.0,81.0,0.05
BA,11,0.01,0.05,0.05,community_bridge,,,0.0,0.0,10.0,0.021,522.0,0.068,1285.0,1217.0,16.0,91.0,0.05
BA,11,0.02,0.05,0.05,random,33.0,71.0,1.0,1.0,193.0,0.652,12840.0,0.938,31218.0,30280.0,647.0,200.0,0.05
BA,11,0.02,0.05,0.05,degree,,,0.0,0.0,11.0,0.025,404.0,0.071,1065.0,994.0,20.0,76.0,0.05
BA,11,0.02,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.01,164.0,0.035,366.0,331.0,5.0,57.0,0.05
BA,11,0.02,0.05,0.05,kcore,,,0.0,0.0,20.0,0.099,1846.0,0.333,5168.0,4835.0,94.0,252.0,0.05
BA,11,0.02,0.05,0.05,collective_influence,,,0.0,0.0,10.0,0.065,1236.0,0.211,2545.0,2334.0,60.0,324.0,0.05
BA,11,0.02,0.05,0.05,community_bridge,,,0.0,0.0,19.0,0.086,1899.0,0.234,3979.0,3745.0,81.0,317.0,0.05
BA,11,0.05,0.05,0.05,random,11.0,23.0,1.0,1.0,383.0,0.847,15867.0,0.945,17411.0,16466.0,842.0,139.0,0.05
BA,11,0.05,0.05,0.05,degree,28.0,61.0,1.0,1.0,208.0,0.705,13295.0,0.909,14335.0,13426.0,700.0,244.0,0.05
BA,11,0.05,0.05,0.05,betweenness,19.0,51.0,1.0,1.0,244.0,0.726,15361.0,0.925,14443.0,13518.0,721.0,237.0,0.05
BA,11,0.05,0.05,0.05,kcore,24.0,68.0,1.0,1.0,178.0,0.682,13653.0,0.897,13757.0,12860.0,677.0,173.0,0.05
BA,11,0.05,0.05,0.05,collective_influence,38.0,64.0,1.0,1.0,253.0,0.717,13798.0,0.906,14282.0,13376.0,712.0,186.0,0.05
BA,11,0.05,0.05,0.05,community_bridge,22.0,53.0,1.0,1.0,226.0,0.712,14116.0,0.91,14125.0,13215.0,707.0,215.0,0.05
BA,11,0.15,0.05,0.05,random,5.0,8.0,1.0,1.0,678.0,0.94,18337.0,0.945,6891.0,5946.0,935.0,208.0,0.05
BA,11,0.15,0.05,0.05,degree,8.0,15.0,1.0,1.0,560.0,0.893,18258.0,0.934,6130.0,5196.0,888.0,214.0,0.05
BA,11,0.15,0.05,0.05,betweenness,8.0,16.0,1.0,1.0,558.0,0.91,18007.0,0.94,6671.0,5731.0,905.0,143.0,0.05
BA,11,0.15,0.05,0.05,kcore,12.0,19.0,1.0,1.0,552.0,0.884,17191.0,0.929,6101.0,5172.0,879.0,154.0,0.05
BA,11,0.15,0.05,0.05,collective_influence,10.0,17.0,1.0,1.0,518.0,0.901,17409.0,0.936,6381.0,5445.0,896.0,189.0,0.05
BA,11,0.15,0.05,0.05,community_bridge,11.0,20.0,1.0,1.0,493.0,0.896,17691.0,0.937,6433.0,5496.0,891.0,151.0,0.05
BA,9,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.012,184.0,0.086,913.0,827.0,7.0,61.0,0.05
BA,9,0.01,0.05,0.05,degree,,,0.0,0.0,7.0,0.02,538.0,0.062,1383.0,1321.0,15.0,172.0,0.05
BA,9,0.01,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.018,340.0,0.069,1287.0,1218.0,13.0,110.0,0.05
BA,9,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.011,230.0,0.045,557.0,512.0,6.0,94.0,0.05
BA,9,0.01,0.05,0.05,collective_influence,,,0.0,0.0,8.0,0.01,232.0,0.031,595.0,564.0,5.0,48.0,0.05
BA,9,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.006,66.0,0.019,227.0,208.0,1.0,21.0,0.05
BA,9,0.02,0.05,0.05,random,25.0,58.0,1.0,1.0,212.0,0.649,12467.0,0.939,33098.0,32159.0,644.0,189.0,0.05
BA,9,0.02,0.05,0.05,degree,108.0,,1.0,0.0,28.0,0.215,4328.0,0.556,10294.0,9738.0,210.0,397.0,0.05
BA,9,0.02,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.007,75.0,0.012,72.0,60.0,2.0,34.0,0.05
BA,9,0.02,0.05,0.05,kcore,,,0.0,0.0,8.0,0.022,292.0,0.071,826.0,755.0,17.0,80.0,0.05
BA,9,0.02,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.013,252.0,0.036,525.0,489.0,8.0,83.0,0.05
BA,9,0.02,0.05,0.05,community_bridge,,,0.0,0.0,21.0,0.089,1587.0,0.263,4133.0,3870.0,84.0,198.0,0.05
BA,9,0.05,0.05,0.05,random,13.0,24.0,1.0,1.0,432.0,0.872,18541.0,0.944,17787.0,16843.0,867.0,202.0,0.05
BA,9,0.05,0.05,0.05,degree,24.0,59.0,1.0,1.0,226.0,0.713,14012.0,0.896,14722.0,13826.0,708.0,204.0,0.05
BA,9,0.05,0.05,0.05,betweenness,22.0,56.0,1.0,1.0,218.0,0.712,13595.0,0.898,14715.0,13817.0,707.0,186.0,0.05
BA,9,0.05,0.05,0.05,kcore,39.0,77.0,1.0,1.0,218.0,0.716,14292.0,0.901,14403.0,13502.0,711.0,203.0,0.05
BA,9,0.05,0.05,0.05,collective_influence,23.0,56.0,1.0,1.0,217.0,0.696,13784.0,0.899,13713.0,12814.0,691.0,217.0,0.05
BA,9,0.05,0.05,0.05,community_bridge,34.0,66.0,1.0,1.0,216.0,0.676,13474.0,0.889,13689.0,12800.0,671.0,197.0,0.05
BA,9,0.15,0.05,0.05,random,5.0,8.0,1.0,1.0,687.0,0.942,19315.0,0.945,7326.0,6381.0,937.0,137.0,0.05
BA,9,0.15,0.05,0.05,degree,12.0,19.0,1.0,1.0,535.0,0.889,18112.0,0.925,6440.0,5515.0,884.0,189.0,0.05
BA,9,0.15,0.05,0.05,betweenness,9.0,15.0,1.0,1.0,560.0,0.89,18087.0,0.925,6183.0,5258.0,885.0,149.0,0.05
BA,9,0.15,0.05,0.05,kcore,12.0,20.0,1.0,1.0,543.0,0.895,18370.0,0.926,6600.0,5674.0,890.0,180.0,0.05
BA,9,0.15,0.05,0.05,collective_influence,9.0,17.0,1.0,1.0,492.0,0.882,17488.0,0.922,6220.0,5298.0,877.0,199.0,0.05
BA,9,0.15,0.05,0.05,community_bridge,8.0,15.0,1.0,1.0,530.0,0.889,17880.0,0.921,6070.0,5149.0,884.0,136.0,0.05
BA,13,0.01,0.05,0.05,random,,,0.0,0.0,19.0,0.091,1486.0,0.516,9390.0,8874.0,86.0,170.0,0.05
BA,13,0.01,0.05,0.05,degree,,,0.0,0.0,7.0,0.008,136.0,0.032,386.0,354.0,3.0,35.0,0.05
BA,13,0.01,0.05,0.05,betweenness,,,0.0,0.0,10.0,0.015,285.0,0.057,1001.0,944.0,10.0,63.0,0.05
BA,13,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.012,259.0,0.052,777.0,725.0,7.0,131.0,0.05
BA,13,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.013,315.0,0.042,860.0,818.0,8.0,82.0,0.05
BA,13,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.015,303.0,0.048,842.0,794.0,10.0,107.0,0.05
BA,13,0.02,0.05,0.05,random,20.0,73.0,1.0,1.0,167.0,0.584,10975.0,0.936,29636.0,28700.0,579.0,242.0,0.05
BA,13,0.02,0.05,0.05,degree,103.0,,1.0,0.0,52.0,0.273,5534.0,0.619,12164.0,11545.0,268.0,353.0,0.05
BA,13,0.02,0.05,0.05,betweenness,52.0,,1.0,0.0,61.0,0.285,6113.0,0.647,14139.0,13492.0,280.0,215.0,0.05
BA,13,0.02,0.05,0.05,kcore,203.0,,1.0,0.0,17.0,0.117,2185.0,0.345,5829.0,5484.0,112.0,297.0,0.05
BA,13,0.02,0.05,0.05,collective_influence,72.0,,1.0,0.0,37.0,0.268,5793.0,0.645,12439.0,11794.0,263.0,283.0,0.05
BA,13,0.02,0.05,0.05,community_bridge,,,0.0,0.0,9.0,0.029,496.0,0.108,1526.0,1418.0,24.0,163.0,0.05
BA,13,0.05,0.05,0.05,random,12.0,22.0,1.0,1.0,431.0,0.872,18376.0,0.945,17189.0,16244.0,867.0,143.0,0.05
BA,13,0.05,0.05,0.05,degree,25.0,61.0,1.0,1.0,200.0,0.688,13388.0,0.895,13683.0,12788.0,683.0,230.0,0.05
BA,13,0.05,0.05,0.05,betweenness,38.0,70.0,1.0,1.0,239.0,0.724,14663.0,0.912,15400.0,14488.0,719.0,240.0,0.05
BA,13,0.05,0.05,0.05,kcore,31.0,61.0,1.0,1.0,292.0,0.742,15235.0,0.903,14612.0,13709.0,737.0,231.0,0.05
BA,13,0.05,0.05,0.05,collective_influence,23.0,52.0,1.0,1.0,241.0,0.692,13775.0,0.89,13954.0,13064.0,687.0,191.0,0.05
BA,13,0.05,0.05,0.05,community_bridge,33.0,59.0,1.0,1.0,263.0,0.727,14246.0,0.894,14156.0,13262.0,722.0,231.0,0.05
BA,13,0.15,0.05,0.05,random,6.0,9.0,1.0,1.0,685.0,0.941,19277.0,0.945,6693.0,5748.0,936.0,146.0,0.05
BA,13,0.15,0.05,0.05,degree,8.0,16.0,1.0,1.0,513.0,0.877,17734.0,0.917,6184.0,5267.0,872.0,177.0,0.05
BA,13,0.15,0.05,0.05,betweenness,9.0,15.0,1.0,1.0,590.0,0.906,19146.0,0.928,6267.0,5339.0,901.0,168.0,0.05
BA,13,0.15,0.05,0.05,kcore,8.0,14.0,1.0,1.0,537.0,0.891,18751.0,0.923,5956.0,5033.0,886.0,160.0,0.05
BA,13,0.15,0.05,0.05,collective_influence,10.0,17.0,1.0,1.0,510.0,0.89,16888.0,0.928,6496.0,5568.0,885.0,152.0,0.05
BA,13,0.15,0.05,0.05,community_bridge,10.0,18.0,1.0,1.0,527.0,0.878,17697.0,0.913,5854.0,4941.0,873.0,132.0,0.05
BA,14,0.01,0.05,0.05,random,,,0.0,0.0,6.0,0.01,165.0,0.096,601.0,505.0,5.0,64.0,0.05
BA,14,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.007,191.0,0.018,390.0,372.0,2.0,104.0,0.05
BA,14,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.006,110.0,0.023,281.0,258.0,1.0,46.0,0.05
BA,14,0.01,0.05,0.05,kcore,,,0.0,0.0,7.0,0.009,139.0,0.034,401.0,367.0,4.0,37.0,0.05
BA,14,0.01,0.05,0.05,collective_influence,,,0.0,0.0,8.0,0.009,95.0,0.042,483.0,441.0,4.0,25.0,0.05
BA,14,0.01,0.05,0.05,community_bridge,,,0.0,0.0,5.0,0.005,49.0,0.018,163.0,145.0,0.0,12.0,0.05
BA,14,0.02,0.05,0.05,random,22.0,52.0,1.0,1.0,233.0,0.678,14077.0,0.942,32304.0,31362.0,673.0,220.0,0.05
BA,14,0.02,0.05,0.05,degree,359.0,,1.0,0.0,15.0,0.133,2901.0,0.345,6607.0,6262.0,128.0,500.0,0.05
BA,14,0.02,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.006,119.0,0.021,303.0,282.0,1.0,42.0,0.05
BA,14,0.02,0.05,0.05,kcore,,,0.0,0.0,5.0,0.006,48.0,0.019,129.0,110.0,1.0,19.0,0.05
BA,14,0.02,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.026,404.0,0.084,1199.0,1115.0,21.0,83.0,0.05
BA,14,0.02,0.05,0.05,community_bridge,,,0.0,0.0,9.0,0.035,513.0,0.113,1202.0,1089.0,30.0,149.0,0.05
BA,14,0.05,0.05,0.05,random,12.0,22.0,1.0,1.0,436.0,0.858,17177.0,0.944,18024.0,17080.0,853.0,208.0,0.05
BA,14,0.05,0.05,0.05,degree,35.0,67.0,1.0,1.0,235.0,0.71,14173.0,0.893,13236.0,12343.0,705.0,194.0,0.05
BA,14,0.05,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.011,183.0,0.028,248.0,220.0,6.0,74.0,0.05
BA,14,0.05,0.05,0.05,kcore,31.0,73.0,1.0,1.0,182.0,0.703,13476.0,0.894,13694.0,12800.0,698.0,187.0,0.05
BA,14,0.05,0.05,0.05,collective_influence,35.0,68.0,1.0,1.0,250.0,0.716,14251.0,0.907,15051.0,14144.0,711.0,179.0,0.05
BA,14,0.05,0.05,0.05,community_bridge,22.0,54.0,1.0,1.0,232.0,0.745,15571.0,0.91,15452.0,14542.0,740.0,211.0,0.05
BA,14,0.15,0.05,0.05,random,4.0,8.0,1.0,1.0,664.0,0.938,19078.0,0.945,7195.0,6250.0,933.0,114.0,0.05
BA,14,0.15,0.05,0.05,degree,9.0,16.0,1.0,1.0,535.0,0.894,18305.0,0.928,6154.0,5226.0,889.0,203.0,0.05
