topology,trial,family,beta,gamma,initial_spreaders,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
WS,7,beta_gamma,0.05,0.05,5,26.0,55.0,1.0,1.0,278.0,0.986,20141.0,0.995,20187.0,19192.0,981.0,227.0,0.0
WS,7,beta_gamma,0.05,0.1,5,27.0,,1.0,0.0,48.0,0.465,4605.0,0.74,9393.0,8653.0,460.0,215.0,0.0
WS,7,beta_gamma,0.15,0.05,5,8.0,15.0,1.0,1.0,626.0,1.0,21345.0,0.995,7307.0,6312.0,995.0,149.0,0.0
WS,7,beta_gamma,0.15,0.1,5,10.0,18.0,1.0,1.0,447.0,0.996,10241.0,0.995,7597.0,6602.0,991.0,113.0,0.0
WS,7,seed_count,0.15,0.05,1,15.0,22.0,1.0,1.0,647.0,1.0,19911.0,0.999,7234.0,6235.0,999.0,115.0,0.0
WS,7,seed_count,0.15,0.05,5,7.0,15.0,1.0,1.0,616.0,1.0,19624.0,0.995,7343.0,6348.0,995.0,155.0,0.0
WS,7,seed_count,0.15,0.05,10,6.0,13.0,1.0,1.0,636.0,1.0,19916.0,0.99,7563.0,6573.0,990.0,127.0,0.0
WS,9,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.009,203.0,0.036,1106.0,1070.0,4.0,96.0,0.0
WS,9,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.008,54.0,0.035,300.0,265.0,3.0,28.0,0.0
WS,9,beta_gamma,0.01,0.05,5,,,0.0,0.0,8.0,0.026,586.0,0.064,1920.0,1856.0,21.0,263.0,0.0
WS,9,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.005,27.0,0.028,155.0,127.0,0.0,12.0,0.0
WS,9,beta_gamma,0.02,0.05,5,,,0.0,0.0,8.0,0.019,355.0,0.061,1337.0,1276.0,14.0,80.0,0.0
WS,9,beta_gamma,0.02,0.1,5,,,0.0,0.0,6.0,0.013,137.0,0.043,481.0,438.0,8.0,54.0,0.0
WS,9,beta_gamma,0.05,0.05,5,20.0,44.0,1.0,1.0,335.0,0.934,18574.0,0.993,19120.0,18127.0,929.0,199.0,0.0
WS,9,beta_gamma,0.05,0.1,5,47.0,,1.0,0.0,28.0,0.105,982.0,0.221,2144.0,1923.0,100.0,65.0,0.0
WS,9,beta_gamma,0.15,0.05,5,7.0,16.0,1.0,1.0,647.0,1.0,19811.0,0.995,7577.0,6582.0,995.0,149.0,0.0
WS,9,beta_gamma,0.15,0.1,5,9.0,20.0,1.0,1.0,412.0,0.998,9724.0,0.995,7477.0,6482.0,993.0,86.0,0.0
WS,9,seed_count,0.15,0.05,1,14.0,21.0,1.0,1.0,665.0,1.0,19874.0,0.999,7470.0,6471.0,999.0,187.0,0.0
WS,9,seed_count,0.15,0.05,5,7.0,15.0,1.0,1.0,582.0,0.998,19348.0,0.995,7501.0,6506.0,993.0,124.0,0.0
WS,9,seed_count,0.15,0.05,10,5.0,13.0,1.0,1.0,644.0,1.0,20151.0,0.99,7531.0,6541.0,990.0,146.0,0.0
WS,10,beta_gamma,0.005,0.05,5,,,0.0,0.0,6.0,0.007,84.0,0.038,477.0,439.0,2.0,26.0,0.0
WS,10,beta_gamma,0.005,0.1,5,,,0.0,0.0,6.0,0.011,130.0,0.047,615.0,568.0,6.0,49.0,0.0
WS,10,beta_gamma,0.01,0.05,5,,,0.0,0.0,5.0,0.017,250.0,0.061,977.0,916.0,12.0,132.0,0.0
WS,10,beta_gamma,0.01,0.1,5,,,0.0,0.0,8.0,0.011,144.0,0.048,761.0,713.0,6.0,32.0,0.0
WS,10,beta_gamma,0.02,0.05,5,,,0.0,0.0,22.0,0.062,1160.0,0.161,2866.0,2705.0,57.0,148.0,0.0
WS,10,beta_gamma,0.02,0.1,5,,,0.0,0.0,8.0,0.012,121.0,0.037,540.0,503.0,7.0,40.0,0.0
WS,10,beta_gamma,0.05,0.05,5,28.0,51.0,1.0,1.0,329.0,0.966,18942.0,0.995,18678.0,17683.0,961.0,205.0,0.0
WS,10,beta_gamma,0.05,0.1,5,25.0,,1.0,0.0,58.0,0.491,4953.0,0.75,9915.0,9165.0,486.0,195.0,0.0
WS,10,beta_gamma,0.15,0.05,5,10.0,18.0,1.0,1.0,618.0,0.999,19222.0,0.995,7454.0,6459.0,994.0,148.0,0.0
WS,10,beta_gamma,0.15,0.1,5,8.0,16.0,1.0,1.0,485.0,0.996,10136.0,0.995,7295.0,6300.0,991.0,81.0,0.0
WS,10,seed_count,0.15,0.05,1,18.0,27.0,1.0,1.0,616.0,1.0,19812.0,0.999,7773.0,6774.0,999.0,178.0,0.0
WS,10,seed_count,0.15,0.05,5,8.0,17.0,1.0,1.0,645.0,1.0,19974.0,0.995,7573.0,6578.0,995.0,165.0,0.0
WS,10,seed_count,0.15,0.05,10,5.0,12.0,1.0,1.0,663.0,1.0,20453.0,0.99,7481.0,6491.0,990.0,148.0,0.0
WS,11,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.011,311.0,0.042,1402.0,1360.0,6.0,89.0,0.0
WS,11,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.007,75.0,0.035,372.0,337.0,2.0,41.0,0.0
WS,11,beta_gamma,0.01,0.05,5,,,0.0,0.0,9.0,0.016,361.0,0.05,1116.0,1066.0,11.0,118.0,0.0
WS,11,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.007,42.0,0.035,236.0,201.0,2.0,24.0,0.0
WS,11,beta_gamma,0.02,0.05,5,270.0,,1.0,0.0,18.0,0.154,3207.0,0.349,8592.0,8243.0,149.0,414.0,0.0
WS,11,beta_gamma,0.02,0.1,5,,,0.0,0.0,6.0,0.013,102.0,0.047,411.0,364.0,8.0,32.0,0.0
WS,11,beta_gamma,0.05,0.05,5,28.0,65.0,1.0,1.0,287.0,0.947,19825.0,0.985,20258.0,19273.0,942.0,260.0,0.0
WS,11,beta_gamma,0.05,0.1,5,35.0,,1.0,0.0,69.0,0.405,3997.0,0.659,8184.0,7525.0,400.0,164.0,0.0
WS,11,beta_gamma,0.15,0.05,5,8.0,16.0,1.0,1.0,615.0,1.0,20177.0,0.995,7541.0,6546.0,995.0,186.0,0.0
WS,11,beta_gamma,0.15,0.1,5,13.0,24.0,1.0,1.0,438.0,0.997,10390.0,0.995,7764.0,6769.0,992.0,105.0,0.0
WS,11,seed_count,0.15,0.05,1,10.0,19.0,1.0,1.0,635.0,1.0,20231.0,0.999,7559.0,6560.0,999.0,170.0,0.0
WS,11,seed_count,0.15,0.05,5,7.0,14.0,1.0,1.0,618.0,0.999,20472.0,0.995,7513.0,6518.0,994.0,161.0,0.0
WS,11,seed_count,0.15,0.05,10,7.0,14.0,1.0,1.0,644.0,0.999,19814.0,0.99,7353.0,6363.0,989.0,167.0,0.0
WS,15,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.006,54.0,0.038,337.0,299.0,1.0,16.0,0.0
WS,15,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,22.0,0.03,135.0,105.0,0.0,10.0,0.0
WS,15,beta_gamma,0.01,0.05,5,,,0.0,0.0,9.0,0.026,585.0,0.066,1791.0,1725.0,21.0,109.0,0.0
WS,15,beta_gamma,0.01,0.1,5,,,0.0,0.0,8.0,0.016,200.0,0.05,853.0,803.0,11.0,51.0,0.0
WS,15,beta_gamma,0.02,0.05,5,149.0,,1.0,0.0,20.0,0.168,3290.0,0.386,8479.0,8093.0,163.0,455.0,0.0
WS,15,beta_gamma,0.02,0.1,5,,,0.0,0.0,5.0,0.009,37.0,0.045,213.0,168.0,4.0,14.0,0.0
WS,15,beta_gamma,0.05,0.05,5,30.0,58.0,1.0,1.0,338.0,0.973,19977.0,0.995,19691.0,18696.0,968.0,287.0,0.0
WS,15,beta_gamma,0.05,0.1,5,28.0,96.0,1.0,1.0,72.0,0.662,6482.0,0.915,13556.0,12641.0,657.0,251.0,0.0
WS,15,beta_gamma,0.15,0.05,5,10.0,18.0,1.0,1.0,664.0,0.999,20819.0,0.995,7548.0,6553.0,994.0,177.0,0.0
WS,15,beta_gamma,0.15,0.1,5,9.0,17.0,1.0,1.0,466.0,0.997,10140.0,0.995,7564.0,6569.0,992.0,91.0,0.0
WS,15,seed_count,0.15,0.05,1,13.0,21.0,1.0,1.0,660.0,1.0,19942.0,0.999,7420.0,6421.0,999.0,141.0,0.0
WS,15,seed_count,0.15,0.05,5,9.0,16.0,1.0,1.0,660.0,0.999,20218.0,0.995,7526.0,6531.0,994.0,123.0,0.0
WS,15,seed_count,0.15,0.05,10,6.0,13.0,1.0,1.0,674.0,1.0,20840.0,0.99,7686.0,6696.0,990.0,188.0,0.0
WS,16,beta_gamma,0.005,0.05,5,,,0.0,0.0,7.0,0.012,335.0,0.048,1596.0,1548.0,7.0,90.0,0.0
WS,16,beta_gamma,0.005,0.1,5,,,0.0,0.0,6.0,0.008,99.0,0.036,428.0,392.0,3.0,38.0,0.0
WS,16,beta_gamma,0.01,0.05,5,,,0.0,0.0,9.0,0.032,586.0,0.104,2282.0,2178.0,27.0,140.0,0.0
WS,16,beta_gamma,0.01,0.1,5,,,0.0,0.0,8.0,0.01,74.0,0.041,361.0,320.0,5.0,19.0,0.0
WS,16,beta_gamma,0.02,0.05,5,,,0.0,0.0,12.0,0.03,655.0,0.079,1405.0,1326.0,25.0,148.0,0.0
WS,16,beta_gamma,0.02,0.1,5,,,0.0,0.0,6.0,0.01,74.0,0.039,384.0,345.0,5.0,32.0,0.0
WS,16,beta_gamma,0.05,0.05,5,24.0,54.0,1.0,1.0,323.0,0.959,20297.0,0.979,20303.0,19324.0,954.0,230.0,0.0
WS,16,beta_gamma,0.05,0.1,5,36.0,113.0,1.0,1.0,63.0,0.645,6737.0,0.868,12629.0,11761.0,640.0,220.0,0.0
WS,16,beta_gamma,0.15,0.05,5,7.0,15.0,1.0,1.0,655.0,1.0,20899.0,0.995,7593.0,6598.0,995.0,197.0,0.0
WS,16,beta_gamma,0.15,0.1,5,8.0,17.0,1.0,1.0,408.0,0.999,9875.0,0.995,7327.0,6332.0,994.0,73.0,0.0
WS,16,seed_count,0.15,0.05,1,15.0,24.0,1.0,1.0,576.0,0.997,18810.0,0.999,7666.0,6667.0,996.0,148.0,0.0
WS,16,seed_count,0.15,0.05,5,9.0,16.0,1.0,1.0,646.0,0.999,20027.0,0.995,7230.0,6235.0,994.0,199.0,0.0
WS,16,seed_count,0.15,0.05,10,6.0,15.0,1.0,1.0,648.0,1.0,20105.0,0.99,7550.0,6560.0,990.0,130.0,0.0
WS,12,beta_gamma,0.005,0.05,5,,,0.0,0.0,8.0,0.019,408.0,0.059,1614.0,1555.0,14.0,114.0,0.0
WS,12,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,55.0,0.031,346.0,315.0,0.0,27.0,0.0
WS,12,beta_gamma,0.01,0.05,5,,,0.0,0.0,5.0,0.01,167.0,0.036,599.0,563.0,5.0,94.0,0.0
WS,12,beta_gamma,0.01,0.1,5,,,0.0,0.0,7.0,0.01,98.0,0.038,467.0,429.0,5.0,23.0,0.0
WS,12,beta_gamma,0.02,0.05,5,125.0,,1.0,0.0,35.0,0.352,7741.0,0.627,18096.0,17469.0,347.0,500.0,0.0
WS,12,beta_gamma,0.02,0.1,5,,,0.0,0.0,7.0,0.011,83.0,0.044,417.0,373.0,6.0,24.0,0.0
WS,12,beta_gamma,0.05,0.05,5,26.0,60.0,1.0,1.0,273.0,0.979,19421.0,0.995,18978.0,17983.0,974.0,238.0,0.0
WS,12,beta_gamma,0.05,0.1,5,26.0,121.0,1.0,1.0,67.0,0.567,5328.0,0.819,11175.0,10356.0,562.0,255.0,0.0
WS,12,beta_gamma,0.15,0.05,5,10.0,18.0,1.0,1.0,631.0,1.0,19718.0,0.995,7199.0,6204.0,995.0,165.0,0.0
WS,12,beta_gamma,0.15,0.1,5,8.0,18.0,1.0,1.0,405.0,0.994,9800.0,0.995,7415.0,6420.0,989.0,96.0,0.0
WS,12,seed_count,0.15,0.05,1,14.0,23.0,1.0,1.0,650.0,1.0,20717.0,0.999,7590.0,6591.0,999.0,160.0,0.0
WS,12,seed_count,0.15,0.05,5,9.0,18.0,1.0,1.0,630.0,1.0,19801.0,0.995,7355.0,6360.0,995.0,176.0,0.0
WS,12,seed_count,0.15,0.05,10,6.0,12.0,1.0,1.0,666.0,1.0,21056.0,0.99,7097.0,6107.0,990.0,177.0,0.0
WS,17,beta_gamma,0.005,0.05,5,,,0.0,0.0,7.0,0.013,337.0,0.046,1114.0,1068.0,8.0,83.0,0.0
WS,17,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,31.0,0.029,162.0,133.0,0.0,18.0,0.0
WS,17,beta_gamma,0.01,0.05,5,,,0.0,0.0,10.0,0.021,609.0,0.056,2369.0,2313.0,16.0,124.0,0.0
WS,17,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.006,35.0,0.034,226.0,192.0,1.0,13.0,0.0
WS,17,beta_gamma,0.02,0.05,5,155.0,,1.0,0.0,25.0,0.236,4407.0,0.496,11277.0,10781.0,231.0,374.0,0.0
WS,17,beta_gamma,0.02,0.1,5,,,0.0,0.0,7.0,0.026,204.0,0.07,732.0,662.0,21.0,40.0,0.0
WS,17,beta_gamma,0.05,0.05,5,32.0,55.0,1.0,1.0,293.0,0.935,17808.0,0.966,18792.0,17826.0,930.0,199.0,0.0
WS,17,beta_gamma,0.05,0.1,5,61.0,117.0,1.0,1.0,98.0,0.675,7054.0,0.916,13488.0,12572.0,670.0,240.0,0.0
WS,17,beta_gamma,0.15,0.05,5,8.0,16.0,1.0,1.0,612.0,1.0,18949.0,0.995,7223.0,6228.0,995.0,163.0,0.0
WS,17,beta_gamma,0.15,0.1,5,8.0,17.0,1.0,1.0,475.0,0.995,10237.0,0.995,7714.0,6719.0,990.0,86.0,0.0
WS,17,seed_count,0.15,0.05,1,13.0,20.0,1.0,1.0,705.0,1.0,21042.0,0.999,7103.0,6104.0,999.0,167.0,0.0
WS,17,seed_count,0.15,0.05,5,9.0,17.0,1.0,1.0,669.0,1.0,20010.0,0.995,7186.0,6191.0,995.0,154.0,0.0
WS,17,seed_count,0.15,0.05,10,5.0,13.0,1.0,1.0,602.0,0.999,18694.0,0.99,7523.0,6533.0,989.0,165.0,0.0
WS,14,beta_gamma,0.005,0.05,5,,,0.0,0.0,8.0,0.014,326.0,0.055,1600.0,1545.0,9.0,85.0,0.0
WS,14,beta_gamma,0.005,0.1,5,,,0.0,0.0,7.0,0.007,43.0,0.034,208.0,174.0,2.0,13.0,0.0
WS,14,beta_gamma,0.01,0.05,5,,,0.0,0.0,5.0,0.007,94.0,0.033,467.0,434.0,2.0,64.0,0.0
WS,14,beta_gamma,0.01,0.1,5,,,0.0,0.0,7.0,0.015,124.0,0.05,530.0,480.0,10.0,34.0,0.0
WS,14,beta_gamma,0.02,0.05,5,162.0,,1.0,0.0,25.0,0.209,4090.0,0.424,10773.0,10349.0,204.0,408.0,0.0
WS,14,beta_gamma,0.02,0.1,5,,,0.0,0.0,14.0,0.056,625.0,0.145,1938.0,1793.0,51.0,95.0,0.0
WS,14,beta_gamma,0.05,0.05,5,26.0,53.0,1.0,1.0,307.0,0.949,18314.0,0.995,19736.0,18741.0,944.0,212.0,0.0
WS,14,beta_gamma,0.05,0.1,5,26.0,79.0,1.0,1.0,85.0,0.591,5620.0,0.858,11451.0,10593.0,586.0,137.0,0.0
WS,14,beta_gamma,0.15,0.05,5,8.0,16.0,1.0,1.0,608.0,1.0,20245.0,0.995,7793.0,6798.0,995.0,175.0,0.0
WS,14,beta_gamma,0.15,0.1,5,9.0,19.0,1.0,1.0,447.0,0.998,10168.0,0.995,7417.0,6422.0,993.0,101.0,0.0
WS,14,seed_count,0.15,0.05,1,13.0,21.0,1.0,1.0,603.0,1.0,20171.0,0.999,7820.0,6821.0,999.0,145.0,0.0
WS,14,seed_count,0.15,0.05,5,9.0,17.0,1.0,1.0,658.0,1.0,21031.0,0.995,7639.0,6644.0,995.0,129.0,0.0
WS,14,seed_count,0.15,0.05,10,5.0,11.0,1.0,1.0,662.0,1.0,20238.0,0.99,7077.0,6087.0,990.0,161.0,0.0
WS,13,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.009,184.0,0.038,894.0,856.0,4.0,80.0,0.0
WS,13,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.006,99.0,0.032,551.0,519.0,1.0,47.0,0.0
WS,13,beta_gamma,0.01,0.05,5,,,0.0,0.0,6.0,0.015,329.0,0.055,1468.0,1413.0,10.0,97.0,0.0
WS,13,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.006,51.0,0.032,301.0,269.0,1.0,19.0,0.0
WS,13,beta_gamma,0.02,0.05,5,206.0,,1.0,0.0,47.0,0.478,9835.0,0.791,23505.0,22714.0,473.0,500.0,0.0
WS,13,beta_gamma,0.02,0.1,5,,,0.0,0.0,10.0,0.019,235.0,0.062,863.0,801.0,14.0,44.0,0.0
WS,13,beta_gamma,0.05,0.05,5,25.0,52.0,1.0,1.0,298.0,0.957,18673.0,0.986,19252.0,18266.0,952.0,179.0,0.0
WS,13,beta_gamma,0.05,0.1,5,70.0,144.0,1.0,1.0,86.0,0.661,6495.0,0.908,12818.0,11910.0,656.0,289.0,0.0
WS,13,beta_gamma,0.15,0.05,5,7.0,15.0,1.0,1.0,665.0,0.999,20353.0,0.995,7592.0,6597.0,994.0,164.0,0.0
WS,13,beta_gamma,0.15,0.1,5,8.0,16.0,1.0,1.0,401.0,0.993,9748.0,0.995,7133.0,6138.0,988.0,92.0,0.0
WS,13,seed_count,0.15,0.05,1,13.0,20.0,1.0,1.0,639.0,1.0,20356.0,0.999,7556.0,6557.0,999.0,158.0,0.0
WS,13,seed_count,0.15,0.05,5,10.0,20.0,1.0,1.0,620.0,1.0,19030.0,0.995,7474.0,6479.0,995.0,212.0,0.0
WS,13,seed_count,0.15,0.05,10,6.0,15.0,1.0,1.0,641.0,1.0,20054.0,0.99,7502.0,6512.0,990.0,154.0,0.0
WS,18,beta_gamma,0.005,0.05,5,,,0.0,0.0,5.0,0.007,55.0,0.032,286.0,254.0,2.0,20.0,0.0
WS,18,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.006,54.0,0.035,357.0,322.0,1.0,28.0,0.0
WS,18,beta_gamma,0.01,0.05,5,,,0.0,0.0,9.0,0.019,420.0,0.06,1591.0,1531.0,14.0,95.0,0.0
WS,18,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.009,113.0,0.035,520.0,485.0,4.0,42.0,0.0
WS,18,beta_gamma,0.02,0.05,5,,,0.0,0.0,7.0,0.017,236.0,0.051,710.0,659.0,12.0,62.0,0.0
WS,18,beta_gamma,0.02,0.1,5,,,0.0,0.0,9.0,0.024,168.0,0.071,654.0,583.0,19.0,35.0,0.0
WS,18,beta_gamma,0.05,0.05,5,21.0,54.0,1.0,1.0,299.0,0.963,18571.0,0.994,19532.0,18538.0,958.0,215.0,0.0
WS,18,beta_gamma,0.05,0.1,5,28.0,108.0,1.0,1.0,76.0,0.64,6340.0,0.889,12933.0,12044.0,635.0,236.0,0.0
WS,18,beta_gamma,0.15,0.05,5,8.0,15.0,1.0,1.0,607.0,1.0,18358.0,0.995,7633.0,6638.0,995.0,142.0,0.0
WS,18,beta_gamma,0.15,0.1,5,11.0,20.0,1.0,1.0,409.0,0.99,9957.0,0.995,7163.0,6168.0,985.0,95.0,0.0
WS,18,seed_count,0.15,0.05,1,14.0,23.0,1.0,1.0,604.0,1.0,18810.0,0.999,7540.0,6541.0,999.0,137.0,0.0
WS,18,seed_count,0.15,0.05,5,8.0,17.0,1.0,1.0,640.0,1.0,20154.0,0.995,7428.0,6433.0,995.0,210.0,0.0
WS,18,seed_count,0.15,0.05,10,6.0,13.0,1.0,1.0,640.0,1.0,19420.0,0.99,7549.0,6559.0,990.0,194.0,0.0
WS,19,beta_gamma,0.005,0.05,5,,,0.0,0.0,6.0,0.01,223.0,0.044,1179.0,1135.0,5.0,86.0,0.0
WS,19,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,17.0,0.031,111.0,80.0,0.0,9.0,0.0
WS,19,beta_gamma,0.01,0.05,5,,,0.0,0.0,5.0,0.006,42.0,0.036,246.0,210.0,1.0,17.0,0.0
WS,19,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.009,75.0,0.038,387.0,349.0,4.0,25.0,0.0
WS,19,beta_gamma,0.02,0.05,5,71.0,,1.0,0.0,44.0,0.32,6893.0,0.603,16138.0,15535.0,315.0,359.0,0.0
WS,19,beta_gamma,0.02,0.1,5,,,0.0,0.0,15.0,0.039,374.0,0.099,1302.0,1203.0,34.0,53.0,0.0
WS,19,beta_gamma,0.05,0.05,5,22.0,51.0,1.0,1.0,302.0,0.974,19460.0,0.994,19664.0,18670.0,969.0,196.0,0.0
WS,19,beta_gamma,0.05,0.1,5,29.0,,1.0,0.0,48.0,0.418,4053.0,0.679,8516.0,7837.0,413.0,142.0,0.0
WS,19,beta_gamma,0.15,0.05,5,7.0,15.0,1.0,1.0,681.0,1.0,20236.0,0.995,7039.0,6044.0,995.0,165.0,0.0
WS,19,beta_gamma,0.15,0.1,5,10.0,17.0,1.0,1.0,473.0,0.988,9510.0,0.992,7340.0,6348.0,983.0,87.0,0.0
WS,19,seed_count,0.15,0.05,1,13.0,21.0,1.0,1.0,618.0,1.0,18547.0,0.999,7306.0,6307.0,999.0,171.0,0.0
WS,19,seed_count,0.15,0.05,5,8.0,16.0,1.0,1.0,636.0,1.0,18577.0,0.995,7891.0,6896.0,995.0,127.0,0.0
WS,19,seed_count,0.15,0.05,10,7.0,16.0,1.0,1.0,647.0,1.0,19789.0,0.99,7567.0,6577.0,990.0,155.0,0.0
BA,1,beta_gamma,0.005,0.05,5,,,0.0,0.0,7.0,0.014,211.0,0.17,2545.0,2375.0,9.0,69.0,0.0
BA,1,beta_gamma,0.005,0.1,5,,,0.0,0.0,6.0,0.008,50.0,0.058,270.0,212.0,3.0,22.0,0.0
BA,1,beta_gamma,0.01,0.05,5,84.0,,1.0,0.0,55.0,0.324,6769.0,0.922,35796.0,34874.0,319.0,291.0,0.0
BA,1,beta_gamma,0.01,0.1,5,,,0.0,0.0,27.0,0.098,1071.0,0.61,8813.0,8203.0,93.0,102.0,0.0
BA,1,beta_gamma,0.02,0.05,5,20.0,54.0,1.0,1.0,214.0,0.714,14369.0,0.994,34500.0,33506.0,709.0,208.0,0.0
BA,1,beta_gamma,0.02,0.1,5,30.0,,1.0,0.0,59.0,0.336,3329.0,0.927,17112.0,16185.0,331.0,147.0,0.0
BA,1,beta_gamma,0.05,0.05,5,11.0,20.0,1.0,1.0,506.0,0.937,19095.0,0.995,18639.0,17644.0,932.0,154.0,0.0
BA,1,beta_gamma,0.05,0.1,5,12.0,25.0,1.0,1.0,255.0,0.741,7486.0,0.995,15382.0,14387.0,736.0,88.0,0.0
BA,1,beta_gamma,0.15,0.05,5,3.0,6.0,1.0,1.0,735.0,0.993,18804.0,0.995,7164.0,6169.0,988.0,198.0,0.0
BA,1,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,617.0,0.963,9375.0,0.995,6968.0,5973.0,958.0,79.0,0.0
BA,1,seed_count,0.15,0.05,1,7.0,10.0,1.0,1.0,706.0,0.986,18900.0,0.999,7611.0,6612.0,985.0,130.0,0.0
BA,1,seed_count,0.15,0.05,5,5.0,8.0,1.0,1.0,754.0,0.993,20489.0,0.995,7315.0,6320.0,988.0,162.0,0.0
BA,1,seed_count,0.15,0.05,10,4.0,7.0,1.0,1.0,719.0,0.989,20114.0,0.99,7300.0,6310.0,979.0,142.0,0.0
BA,2,beta_gamma,0.005,0.05,5,,,0.0,0.0,6.0,0.008,110.0,0.031,329.0,298.0,3.0,42.0,0.0
BA,2,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.005,25.0,0.031,156.0,125.0,0.0,9.0,0.0
BA,2,beta_gamma,0.01,0.05,5,,,0.0,0.0,5.0,0.005,85.0,0.023,384.0,361.0,0.0,42.0,0.0
BA,2,beta_gamma,0.01,0.1,5,,,0.0,0.0,7.0,0.025,205.0,0.198,2055.0,1857.0,20.0,67.0,0.0
BA,2,beta_gamma,0.02,0.05,5,24.0,79.0,1.0,1.0,170.0,0.617,13345.0,0.986,33480.0,32494.0,612.0,237.0,0.0
BA,2,beta_gamma,0.02,0.1,5,18.0,,1.0,0.0,116.0,0.393,4073.0,0.953,19602.0,18649.0,388.0,113.0,0.0
BA,2,beta_gamma,0.05,0.05,5,10.0,19.0,1.0,1.0,505.0,0.946,19504.0,0.995,19402.0,18407.0,941.0,171.0,0.0
BA,2,beta_gamma,0.05,0.1,5,16.0,26.0,1.0,1.0,291.0,0.781,7822.0,0.994,16503.0,15509.0,776.0,123.0,0.0
BA,2,beta_gamma,0.15,0.05,5,5.0,8.0,1.0,1.0,734.0,0.993,19517.0,0.995,7248.0,6253.0,988.0,144.0,0.0
BA,2,beta_gamma,0.15,0.1,5,6.0,9.0,1.0,1.0,584.0,0.977,9880.0,0.995,7477.0,6482.0,972.0,90.0,0.0
BA,2,seed_count,0.15,0.05,1,6.0,9.0,1.0,1.0,752.0,0.996,19642.0,0.999,7495.0,6496.0,995.0,195.0,0.0
BA,2,seed_count,0.15,0.05,5,4.0,7.0,1.0,1.0,717.0,0.996,19932.0,0.995,7614.0,6619.0,991.0,152.0,0.0
BA,2,seed_count,0.15,0.05,10,3.0,6.0,1.0,1.0,725.0,0.997,20615.0,0.99,7669.0,6679.0,987.0,130.0,0.0
BA,3,beta_gamma,0.005,0.05,5,,,0.0,0.0,9.0,0.025,463.0,0.196,3151.0,2955.0,20.0,85.0,0.0
BA,3,beta_gamma,0.005,0.1,5,,,0.0,0.0,5.0,0.009,49.0,0.089,540.0,451.0,4.0,21.0,0.0
BA,3,beta_gamma,0.01,0.05,5,,,0.0,0.0,8.0,0.019,227.0,0.103,767.0,664.0,14.0,54.0,0.0
BA,3,beta_gamma,0.01,0.1,5,,,0.0,0.0,5.0,0.005,42.0,0.018,160.0,142.0,0.0,15.0,0.0
BA,3,beta_gamma,0.02,0.05,5,27.0,63.0,1.0,1.0,218.0,0.696,14693.0,0.991,33982.0,32991.0,691.0,232.0,0.0
BA,3,beta_gamma,0.02,0.1,5,,,0.0,0.0,8.0,0.015,102.0,0.1,694.0,594.0,10.0,29.0,0.0
BA,3,beta_gamma,0.05,0.05,5,11.0,20.0,1.0,1.0,461.0,0.932,19723.0,0.995,19299.0,18304.0,927.0,199.0,0.0
BA,3,beta_gamma,0.05,0.1,5,12.0,24.0,1.0,1.0,274.0,0.759,7664.0,0.995,15654.0,14659.0,754.0,104.0,0.0
BA,3,beta_gamma,0.15,0.05,5,4.0,7.0,1.0,1.0,736.0,0.996,20236.0,0.995,7294.0,6299.0,991.0,120.0,0.0
BA,3,beta_gamma,0.15,0.1,5,5.0,8.0,1.0,1.0,602.0,0.98,9304.0,0.995,6948.0,5953.0,975.0,82.0,0.0
BA,3,seed_count,0.15,0.05,1,8.0,11.0,1.0,1.0,739.0,0.998,20351.0,0.999,7332.0,6333.0,997.0,149.0,0.0
BA,3,seed_count,0.15,0.05,5,5.0,8.0,1.0,1.0,751.0,0.996,20667.0,0.995,7758.0,6763.0,991.0,191.0,0.0
BA,3,seed_count,0.15,0.05,10,3.0,6.0,1.0,1.0,754.0,0.996,21231.0,0.99,7597.0,6607.0,986.0,138.0,0.0
BA,0,beta_gamma,0.005,0.05,5,,,0.0,0.0,7.0,0.009,202.0,0.039,743.0,704.0,4.0,42.0,0.0
