topology,trial,strategy,fraction,remaining_nodes,remaining_edges,components_after,lcc_fraction_original_n,incident_edges_blocked,incident_edge_fraction,cross_community_edges_blocked,approx_mean_path_after,protected_mean_degree
ER,39,betweenness,0.1,900,2083,8,0.893,848,0.2893210508358922,492,4.726315789473684,9.58
ER,39,collective_influence,0.01,990,2801,2,0.989,130,0.04435346298191743,80,4.2,13.4
ER,39,collective_influence,0.05,950,2400,3,0.948,531,0.1811668372569089,321,4.510526315789473,11.42
ER,39,collective_influence,0.1,900,2008,5,0.896,923,0.31490958717161377,532,4.7,10.51
ER,39,community_bridge,0.01,990,2805,2,0.989,126,0.042988741044012284,90,4.152631578947369,12.8
ER,39,community_bridge,0.05,950,2413,3,0.948,518,0.17673149095871715,359,4.342105263157895,10.98
ER,39,community_bridge,0.1,900,2009,4,0.897,922,0.3145684066871375,608,4.726315789473684,10.15
ER,39,degree,0.01,990,2797,2,0.989,134,0.04571818491982259,85,4.2,13.5
ER,39,degree,0.05,950,2386,4,0.947,545,0.18594336403957692,325,4.489473684210527,11.5
ER,39,degree,0.1,900,1976,7,0.894,955,0.325827362674855,550,4.71578947368421,10.59
ER,39,eigenvector,0.01,990,2810,2,0.989,121,0.04128283862163084,76,4.147368421052631,12.6
ER,39,eigenvector,0.05,950,2433,2,0.949,498,0.1699078812691914,295,4.515789473684211,11.08
ER,39,eigenvector,0.1,900,2064,4,0.897,867,0.29580348004094165,503,4.684210526315789,10.19
ER,39,kcore,0.01,990,2797,2,0.989,134,0.04571818491982259,85,4.2,13.5
ER,39,kcore,0.05,950,2386,4,0.947,545,0.18594336403957692,325,4.489473684210527,11.5
ER,39,kcore,0.1,900,1976,7,0.894,955,0.325827362674855,550,4.71578947368421,10.59
ER,39,pagerank,0.01,990,2798,2,0.989,133,0.0453770044353463,85,4.205263157894737,13.5
ER,39,pagerank,0.05,950,2385,6,0.945,546,0.1862845445240532,326,4.463157894736842,11.5
ER,39,pagerank,0.1,900,1960,14,0.887,971,0.3312862504264756,562,4.894736842105263,10.57
ER,39,random,0.01,990,2874,1,0.99,57,0.019447287615148412,22,4.126315789473685,5.7
ER,39,random,0.05,950,2643,2,0.949,288,0.09825997952917093,145,4.178947368421053,5.84
ER,39,random,0.1,900,2341,2,0.899,590,0.2012964858410099,294,4.257894736842105,6.1
ER,40,betweenness,0.01,990,2839,2,0.989,115,0.038930264048747464,62,4.315789473684211,11.8
ER,40,betweenness,0.05,950,2475,5,0.946,479,0.16215301286391334,270,4.4,10.14
ER,40,betweenness,0.1,900,2075,11,0.89,879,0.2975626269465132,478,4.473684210526316,9.7
ER,40,collective_influence,0.01,990,2830,1,0.99,124,0.04197698036560596,69,4.2894736842105265,12.7
ER,40,collective_influence,0.05,950,2409,4,0.947,545,0.18449559918754233,298,4.526315789473684,11.66
ER,40,collective_influence,0.1,900,2001,4,0.897,953,0.3226134055517942,545,4.794736842105263,10.58
ER,40,community_bridge,0.01,990,2835,2,0.989,119,0.04028436018957346,82,4.278947368421052,12.1
ER,40,community_bridge,0.05,950,2439,3,0.948,515,0.17433987813134733,354,4.405263157894737,10.7
ER,40,community_bridge,0.1,900,2017,5,0.896,937,0.3171970209884902,602,4.78421052631579,10.16
ER,40,degree,0.01,990,2823,2,0.989,131,0.044346648612051454,66,4.347368421052631,13.2
ER,40,degree,0.05,950,2403,4,0.947,551,0.1865267433987813,300,4.521052631578947,11.7
ER,40,degree,0.1,900,1979,6,0.895,975,0.33006093432633715,550,4.889473684210526,10.63
ER,40,eigenvector,0.01,990,2834,1,0.99,120,0.040622884224779957,65,4.2894736842105265,12.5
ER,40,eigenvector,0.05,950,2440,2,0.949,514,0.17400135409614081,280,4.394736842105263,11.26
ER,40,eigenvector,0.1,900,2070,8,0.892,884,0.2992552471225457,480,4.742105263157895,10.25
ER,40,kcore,0.01,990,2823,2,0.989,131,0.044346648612051454,66,4.347368421052631,13.2
ER,40,kcore,0.05,950,2403,4,0.947,551,0.1865267433987813,300,4.521052631578947,11.7
ER,40,kcore,0.1,900,1979,6,0.895,975,0.33006093432633715,550,4.889473684210526,10.63
ER,40,pagerank,0.01,990,2823,2,0.989,131,0.044346648612051454,66,4.347368421052631,13.2
ER,40,pagerank,0.05,950,2399,4,0.947,555,0.18788083953960732,304,4.531578947368421,11.7
ER,40,pagerank,0.1,900,1981,9,0.891,973,0.3293838862559242,543,4.610526315789474,10.6
ER,40,random,0.01,990,2883,1,0.99,71,0.024035206499661475,41,4.226315789473684,7.1
ER,40,random,0.05,950,2649,2,0.949,305,0.1032498307379824,159,4.368421052631579,6.14
ER,40,random,0.1,900,2387,2,0.899,567,0.19194312796208532,293,4.4,5.89
ER,41,betweenness,0.01,990,2864,6,0.985,112,0.03763440860215054,70,3.973684210526316,11.3
ER,41,betweenness,0.05,950,2473,6,0.945,503,0.16901881720430106,296,4.205263157894737,10.66
ER,41,betweenness,0.1,900,2103,8,0.893,873,0.2933467741935484,507,4.431578947368421,9.88
ER,41,collective_influence,0.01,990,2854,5,0.986,122,0.04099462365591398,84,4.0473684210526315,12.5
ER,41,collective_influence,0.05,950,2450,6,0.945,526,0.176747311827957,318,4.310526315789474,11.36
ER,41,collective_influence,0.1,900,2062,8,0.893,914,0.3071236559139785,531,4.684210526315789,10.42
ER,41,community_bridge,0.01,990,2854,5,0.986,122,0.04099462365591398,92,3.9894736842105263,12.4
ER,41,community_bridge,0.05,950,2456,5,0.946,520,0.17473118279569894,361,4.489473684210527,10.86
ER,41,community_bridge,0.1,900,2067,5,0.896,909,0.30544354838709675,611,4.852631578947369,9.98
ER,41,degree,0.01,990,2848,5,0.986,128,0.043010752688172046,81,3.9894736842105263,12.9
ER,41,degree,0.05,950,2441,7,0.944,535,0.1797715053763441,320,4.347368421052631,11.4
ER,41,degree,0.1,900,2031,7,0.894,945,0.3175403225806452,558,4.752631578947368,10.46
ER,41,eigenvector,0.01,990,2863,5,0.986,113,0.03797043010752688,76,4.0473684210526315,11.9
ER,41,eigenvector,0.05,950,2478,5,0.946,498,0.16733870967741934,300,4.231578947368421,11.08
ER,41,eigenvector,0.1,900,2106,8,0.893,870,0.2923387096774194,508,4.568421052631579,10.21
ER,41,kcore,0.01,990,2848,5,0.986,128,0.043010752688172046,81,3.9894736842105263,12.9
ER,41,kcore,0.05,950,2441,7,0.944,535,0.1797715053763441,320,4.347368421052631,11.4
ER,41,kcore,0.1,900,2031,7,0.894,945,0.3175403225806452,558,4.752631578947368,10.46
ER,41,pagerank,0.01,990,2851,5,0.986,125,0.04200268817204301,80,4.005263157894737,12.9
ER,41,pagerank,0.05,950,2442,9,0.942,534,0.17943548387096775,314,4.368421052631579,11.36
ER,41,pagerank,0.1,900,2026,12,0.889,950,0.3192204301075269,565,4.636842105263158,10.44
ER,41,random,0.01,990,2920,5,0.986,56,0.01881720430107527,32,3.9842105263157896,5.6
ER,41,random,0.05,950,2692,6,0.945,284,0.09543010752688172,151,3.9947368421052634,5.84
ER,41,random,0.1,900,2424,7,0.894,552,0.18548387096774194,296,3.968421052631579,5.8
ER,42,betweenness,0.01,990,2828,3,0.988,119,0.040380047505938245,80,4.205263157894737,12.4
ER,42,betweenness,0.05,950,2459,3,0.948,488,0.16559212758737699,296,4.3052631578947365,10.46
ER,42,betweenness,0.1,900,2091,6,0.894,856,0.29046487953851374,482,4.389473684210526,9.58
ER,42,collective_influence,0.01,990,2820,2,0.989,127,0.04309467254835426,82,4.2105263157894735,13.2
ER,42,collective_influence,0.05,950,2424,4,0.947,523,0.17746861214794707,324,4.315789473684211,11.26
ER,42,collective_influence,0.1,900,2034,6,0.895,913,0.3098065829657279,531,4.6,10.36
ER,42,community_bridge,0.01,990,2819,2,0.989,128,0.043434000678656264,93,4.147368421052631,13.0
ER,42,community_bridge,0.05,950,2429,4,0.947,518,0.17577197149643706,377,4.331578947368421,10.88
ER,42,community_bridge,0.1,900,2034,7,0.894,913,0.3098065829657279,628,4.542105263157895,9.94
ER,42,degree,0.01,990,2816,2,0.989,131,0.044451985069562265,85,4.168421052631579,13.3
ER,42,degree,0.05,950,2407,6,0.945,540,0.1832371903630811,345,4.389473684210526,11.38
ER,42,degree,0.1,900,1990,6,0.895,957,0.32473702069901594,568,4.7631578947368425,10.44
ER,42,eigenvector,0.01,990,2820,2,0.989,127,0.04309467254835426,82,4.2105263157894735,13.2
ER,42,eigenvector,0.05,950,2462,2,0.949,485,0.16457414319647098,287,4.3,10.8
ER,42,eigenvector,0.1,900,2101,4,0.897,846,0.2870715982354937,485,4.478947368421053,9.99
ER,42,kcore,0.01,990,2816,2,0.989,131,0.044451985069562265,85,4.168421052631579,13.3
ER,42,kcore,0.05,950,2407,6,0.945,540,0.1832371903630811,345,4.389473684210526,11.38
ER,42,kcore,0.1,900,1990,6,0.895,957,0.32473702069901594,568,4.7631578947368425,10.44
ER,42,pagerank,0.01,990,2816,3,0.988,131,0.044451985069562265,88,4.1947368421052635,13.2
ER,42,pagerank,0.05,950,2400,6,0.945,547,0.1856124872751951,346,4.394736842105263,11.38
ER,42,pagerank,0.1,900,1982,9,0.892,965,0.327451645741432,569,4.605263157894737,10.44
ER,42,random,0.01,990,2877,2,0.989,70,0.023752969121140142,38,4.136842105263158,7.0
ER,42,random,0.05,950,2670,2,0.949,277,0.09399389209365457,139,4.1421052631578945,5.6
ER,42,random,0.1,900,2399,2,0.899,548,0.18595181540549713,269,4.184210526315789,5.67
ER,43,betweenness,0.01,990,2954,3,0.988,109,0.03558602677113941,62,4.1,11.1
ER,43,betweenness,0.05,950,2581,5,0.946,482,0.1573620633365981,276,4.2368421052631575,10.22
ER,43,betweenness,0.1,900,2184,7,0.894,879,0.28697355533790403,501,4.368421052631579,9.78
ER,43,collective_influence,0.01,990,2929,2,0.989,134,0.04374795951681358,81,4.105263157894737,13.6
ER,43,collective_influence,0.05,950,2516,2,0.949,547,0.17858308847535095,327,4.336842105263158,11.64
ER,43,collective_influence,0.1,900,2104,3,0.898,959,0.3130917401240614,561,4.605263157894737,10.74
ER,43,community_bridge,0.01,990,2934,2,0.989,129,0.04211557296767875,95,4.052631578947368,13.0
ER,43,community_bridge,0.05,950,2523,3,0.948,540,0.1762977473065622,376,4.363157894736842,11.24
ER,43,community_bridge,0.1,900,2114,5,0.896,949,0.3098269670257917,632,4.568421052631579,10.31
ER,43,degree,0.01,990,2928,2,0.989,135,0.04407443682664055,82,4.052631578947368,13.7
ER,43,degree,0.05,950,2498,2,0.949,565,0.18445968005223637,341,4.463157894736842,11.76
ER,43,degree,0.1,900,2068,4,0.897,995,0.3248449232778322,588,4.842105263157895,10.78
ER,43,eigenvector,0.01,990,2930,2,0.989,133,0.04342148220698661,81,4.08421052631579,13.4
ER,43,eigenvector,0.05,950,2563,2,0.949,500,0.16323865491348352,292,4.315789473684211,11.08
ER,43,eigenvector,0.1,900,2165,2,0.899,898,0.2931766242246164,518,4.6947368421052635,10.44
ER,43,kcore,0.01,990,2928,2,0.989,135,0.04407443682664055,82,4.052631578947368,13.7
ER,43,kcore,0.05,950,2498,2,0.949,565,0.18445968005223637,341,4.463157894736842,11.76
ER,43,kcore,0.1,900,2068,4,0.897,995,0.3248449232778322,588,4.842105263157895,10.78
ER,43,pagerank,0.01,990,2928,2,0.989,135,0.04407443682664055,87,4.105263157894737,13.7
ER,43,pagerank,0.05,950,2498,3,0.948,565,0.18445968005223637,342,4.342105263157895,11.74
ER,43,pagerank,0.1,900,2065,6,0.895,998,0.32582435520731307,590,4.58421052631579,10.78
ER,43,random,0.01,990,3010,2,0.989,53,0.017303297420829252,25,4.031578947368421,5.3
ER,43,random,0.05,950,2781,2,0.949,282,0.0920666013712047,134,3.9789473684210526,5.84
ER,43,random,0.1,900,2510,3,0.898,553,0.18054195233431278,278,3.9842105263157896,5.81
ER,44,betweenness,0.01,990,2790,1,0.99,118,0.0405777166437414,81,4.057894736842106,11.9
ER,44,betweenness,0.05,950,2428,5,0.946,480,0.16506189821182943,285,4.21578947368421,10.2
ER,44,betweenness,0.1,900,2041,8,0.893,867,0.2981430536451169,500,4.552631578947368,9.64
ER,44,collective_influence,0.01,990,2785,1,0.99,123,0.042297111416781295,79,4.126315789473685,12.4
ER,44,collective_influence,0.05,950,2387,3,0.948,521,0.17916093535075653,310,4.38421052631579,11.06
ER,44,collective_influence,0.1,900,1992,4,0.897,916,0.3149931224209078,539,4.847368421052631,10.25
ER,44,community_bridge,0.01,990,2793,1,0.99,115,0.03954607977991747,93,4.184210526315789,11.7
ER,44,community_bridge,0.05,950,2391,3,0.948,517,0.17778541953232463,370,4.468421052631579,10.68
ER,44,community_bridge,0.1,900,1999,9,0.892,909,0.312585969738652,603,4.71578947368421,9.97
ER,44,degree,0.01,990,2781,1,0.99,127,0.0436726272352132,79,4.121052631578947,12.7
ER,44,degree,0.05,950,2370,3,0.948,538,0.18500687757909215,332,4.447368421052632,11.12
ER,44,degree,0.1,900,1959,8,0.893,949,0.3263411279229711,558,4.984210526315789,10.29
ER,44,eigenvector,0.01,990,2796,1,0.99,112,0.03851444291609354,67,4.063157894736842,11.8
ER,44,eigenvector,0.05,950,2424,3,0.948,484,0.16643741403026135,283,4.473684210526316,10.66
ER,44,eigenvector,0.1,900,2039,5,0.896,869,0.2988308115543329,504,4.921052631578948,10.06
ER,44,kcore,0.01,990,2781,1,0.99,127,0.0436726272352132,79,4.121052631578947,12.7
ER,44,kcore,0.05,950,2370,3,0.948,538,0.18500687757909215,332,4.447368421052632,11.12
ER,44,kcore,0.1,900,1959,8,0.893,949,0.3263411279229711,558,4.984210526315789,10.29
ER,44,pagerank,0.01,990,2781,2,0.989,127,0.0436726272352132,78,4.11578947368421,12.7
ER,44,pagerank,0.05,950,2371,5,0.946,537,0.18466299862448418,332,4.347368421052631,11.12
ER,44,pagerank,0.1,900,1954,13,0.888,954,0.328060522696011,562,4.652631578947369,10.28
ER,44,random,0.01,990,2845,3,0.988,63,0.021664374140302613,30,4.0,6.4
ER,44,random,0.05,950,2612,4,0.947,296,0.10178817056396149,153,4.057894736842106,6.08
ER,44,random,0.1,900,2349,4,0.897,559,0.1922283356258597,280,4.2105263157894735,5.87
ER,45,betweenness,0.01,990,2863,5,0.986,110,0.03699966363942146,66,4.178947368421053,11.3
ER,45,betweenness,0.05,950,2503,9,0.941,470,0.1580894719138917,283,4.247368421052632,10.18
ER,45,betweenness,0.1,900,2106,10,0.89,867,0.29162462159434915,520,4.7894736842105265,9.81
ER,45,collective_influence,0.01,990,2854,3,0.988,119,0.04002690884628322,70,4.105263157894737,12.4
ER,45,collective_influence,0.05,950,2437,5,0.946,536,0.18028927009754456,320,4.436842105263158,11.5
ER,45,collective_influence,0.1,900,2041,5,0.896,932,0.3134880591994618,559,4.78421052631579,10.53
ER,45,community_bridge,0.01,990,2856,3,0.988,117,0.039354187689202826,91,4.121052631578947,11.7
ER,45,community_bridge,0.05,950,2435,5,0.946,538,0.18096199125462495,369,4.431578947368421,11.2
ER,45,community_bridge,0.1,900,2039,6,0.895,934,0.3141607803565422,626,4.842105263157895,10.24
ER,45,degree,0.01,990,2843,3,0.988,130,0.04372687521022536,75,4.105263157894737,13.1
ER,45,degree,0.05,950,2425,5,0.946,548,0.1843255970400269,330,4.457894736842105,11.6
ER,45,degree,0.1,900,2008,7,0.894,965,0.3245879582912883,584,4.868421052631579,10.58
ER,45,eigenvector,0.01,990,2861,3,0.988,112,0.03767238479650185,60,4.11578947368421,11.9
ER,45,eigenvector,0.05,950,2466,4,0.947,507,0.1705348133198789,293,4.431578947368421,11.16
ER,45,eigenvector,0.1,900,2094,6,0.895,879,0.2956609485368315,511,4.663157894736842,10.27
ER,45,kcore,0.01,990,2843,3,0.988,130,0.04372687521022536,75,4.105263157894737,13.1
ER,45,kcore,0.05,950,2425,5,0.946,548,0.1843255970400269,330,4.457894736842105,11.6
ER,45,kcore,0.1,900,2008,7,0.894,965,0.3245879582912883,584,4.868421052631579,10.58
ER,45,pagerank,0.01,990,2844,4,0.987,129,0.04339051463168517,75,4.110526315789474,13.0
ER,45,pagerank,0.05,950,2420,5,0.946,553,0.18600739993272788,330,4.61578947368421,11.6
ER,45,pagerank,0.1,900,2010,6,0.895,963,0.3239152371342079,579,4.821052631578947,10.58
ER,45,random,0.01,990,2894,3,0.988,79,0.02657248570467541,43,4.031578947368421,7.9
ER,45,random,0.05,950,2664,5,0.946,309,0.10393541876892028,167,4.073684210526316,6.32
ER,45,random,0.1,900,2392,6,0.895,581,0.19542549613185334,318,4.2,6.11
ER,46,betweenness,0.01,990,2940,3,0.988,114,0.03732809430255403,67,4.010526315789473,11.5
ER,46,betweenness,0.05,950,2548,4,0.947,506,0.16568434839554683,291,4.184210526315789,10.76
ER,46,betweenness,0.1,900,2158,7,0.893,896,0.2933857236411264,522,4.463157894736842,9.98
ER,46,collective_influence,0.01,990,2925,3,0.988,129,0.04223968565815324,81,4.057894736842106,13.1
ER,46,collective_influence,0.05,950,2512,4,0.947,542,0.17747216764898494,334,4.184210526315789,11.58
ER,46,collective_influence,0.1,900,2098,5,0.896,956,0.31303208906352326,563,4.489473684210527,10.71
ER,46,community_bridge,0.01,990,2926,4,0.987,128,0.04191224623444663,92,4.0,12.8
ER,46,community_bridge,0.05,950,2526,4,0.947,528,0.17288801571709234,370,4.242105263157895,11.02
ER,46,community_bridge,0.1,900,2084,6,0.895,970,0.31761624099541585,630,4.626315789473685,10.47
ER,46,degree,0.01,990,2924,4,0.987,130,0.042567125081859856,82,3.9842105263157896,13.3
ER,46,degree,0.05,950,2491,4,0.947,563,0.18434839554682383,347,4.342105263157895,11.72
ER,46,degree,0.1,900,2071,6,0.894,983,0.32187295350360184,579,4.663157894736842,10.78
ER,46,eigenvector,0.01,990,2940,3,0.988,114,0.03732809430255403,68,4.005263157894737,12.2
ER,46,eigenvector,0.05,950,2548,4,0.947,506,0.16568434839554683,302,4.147368421052631,11.18
ER,46,eigenvector,0.1,900,2143,6,0.894,911,0.2982973149967256,529,4.3,10.51
ER,46,kcore,0.01,990,2924,4,0.987,130,0.042567125081859856,82,3.9842105263157896,13.3
ER,46,kcore,0.05,950,2491,4,0.947,563,0.18434839554682383,347,4.342105263157895,11.72
ER,46,kcore,0.1,900,2071,6,0.894,983,0.32187295350360184,579,4.663157894736842,10.78
ER,46,pagerank,0.01,990,2924,4,0.987,130,0.042567125081859856,82,3.9842105263157896,13.3
ER,46,pagerank,0.05,950,2491,4,0.947,563,0.18434839554682383,347,4.342105263157895,11.72
ER,46,pagerank,0.1,900,2067,7,0.894,987,0.3231827111984283,579,4.652631578947369,10.78
ER,46,random,0.01,990,2985,5,0.986,69,0.022593320235756387,37,3.942105263157895,7.0
ER,46,random,0.05,950,2732,7,0.944,322,0.1054354944335298,152,4.031578947368421,6.52
ER,46,random,0.1,900,2471,6,0.895,583,0.19089718402095612,287,4.057894736842106,6.12
ER,47,betweenness,0.01,990,2975,6,0.985,105,0.03409090909090909,66,3.9473684210526314,10.9
ER,47,betweenness,0.05,950,2586,8,0.942,494,0.1603896103896104,286,4.11578947368421,10.6
ER,47,betweenness,0.1,900,2165,11,0.889,915,0.29707792207792205,521,4.310526315789474,10.21
ER,47,collective_influence,0.01,990,2956,5,0.986,124,0.04025974025974026,71,3.9789473684210526,12.5
ER,47,collective_influence,0.05,950,2546,6,0.945,534,0.17337662337662338,294,4.1,11.42
ER,47,collective_influence,0.1,900,2115,7,0.894,965,0.3133116883116883,563,4.5473684210526315,10.72
ER,47,community_bridge,0.01,990,2961,5,0.986,119,0.038636363636363635,88,3.9947368421052634,12.1
ER,47,community_bridge,0.05,950,2563,5,0.946,517,0.16785714285714284,373,4.28421052631579,10.64
ER,47,community_bridge,0.1,900,2131,7,0.893,949,0.3081168831168831,623,4.657894736842105,10.27
ER,47,degree,0.01,990,2955,5,0.986,125,0.040584415584415584,72,3.9789473684210526,12.6
ER,47,degree,0.05,950,2526,6,0.945,554,0.17987012987012987,316,4.094736842105263,11.56
ER,47,degree,0.1,900,2081,8,0.893,999,0.32435064935064933,576,4.626315789473685,10.8
ER,47,eigenvector,0.01,990,2965,5,0.986,115,0.037337662337662336,64,3.9789473684210526,12.0
ER,47,eigenvector,0.05,950,2580,6,0.945,500,0.16233766233766234,275,4.121052631578947,11.0
ER,47,eigenvector,0.1,900,2179,7,0.894,901,0.29253246753246753,515,4.457894736842105,10.43
ER,47,kcore,0.01,990,2955,5,0.986,125,0.040584415584415584,72,3.9789473684210526,12.6
ER,47,kcore,0.05,950,2526,6,0.945,554,0.17987012987012987,316,4.094736842105263,11.56
ER,47,kcore,0.1,900,2081,8,0.893,999,0.32435064935064933,576,4.626315789473685,10.8
ER,47,pagerank,0.01,990,2957,5,0.986,123,0.039935064935064934,77,3.9947368421052634,12.6
ER,47,pagerank,0.05,950,2523,7,0.944,557,0.18084415584415584,318,4.136842105263158,11.54
ER,47,pagerank,0.1,900,2075,10,0.891,1005,0.3262987012987013,582,4.652631578947369,10.78
ER,47,random,0.01,990,3028,5,0.986,52,0.016883116883116882,28,3.957894736842105,5.2
ER,47,random,0.05,950,2796,5,0.946,284,0.09220779220779221,152,4.063157894736842,5.92
ER,47,random,0.1,900,2504,5,0.896,576,0.18701298701298702,295,4.089473684210526,6.04
ER,48,betweenness,0.01,990,2817,8,0.983,119,0.04053133514986376,69,4.173684210526316,12.2
ER,48,betweenness,0.05,950,2449,10,0.941,487,0.16587193460490463,272,4.3578947368421055,10.38
ER,48,betweenness,0.1,900,2076,13,0.888,860,0.29291553133514986,470,4.489473684210527,9.68
ER,48,collective_influence,0.01,990,2805,6,0.985,131,0.04461852861035422,79,4.163157894736842,13.3
ER,48,collective_influence,0.05,950,2405,7,0.944,531,0.180858310626703,304,4.268421052631579,11.38
ER,48,collective_influence,0.1,900,2013,9,0.892,923,0.3143732970027248,530,4.510526315789473,10.44
ER,48,community_bridge,0.01,990,2808,6,0.985,128,0.043596730245231606,92,4.173684210526316,12.9
ER,48,community_bridge,0.05,950,2442,6,0.945,494,0.16825613079019072,355,4.38421052631579,10.5
ER,48,community_bridge,0.1,900,2040,8,0.893,896,0.30517711171662126,599,4.7631578947368425,9.97
ER,48,degree,0.01,990,2801,6,0.985,135,0.04598092643051771,80,4.173684210526316,13.5
ER,48,degree,0.05,950,2389,7,0.944,547,0.18630790190735694,321,4.347368421052631,11.46
ER,48,degree,0.1,900,1968,12,0.889,968,0.329700272479564,549,4.6421052631578945,10.54
ER,48,eigenvector,0.01,990,2814,6,0.985,122,0.04155313351498638,78,4.189473684210526,12.7
ER,48,eigenvector,0.05,950,2427,7,0.944,509,0.1733651226158038,299,4.2894736842105265,11.1
ER,48,eigenvector,0.1,900,2053,10,0.891,883,0.3007493188010899,507,4.5,10.23
ER,48,kcore,0.01,990,2801,6,0.985,135,0.04598092643051771,80,4.173684210526316,13.5
ER,48,kcore,0.05,950,2389,7,0.944,547,0.18630790190735694,321,4.347368421052631,11.46
ER,48,kcore,0.1,900,1968,12,0.889,968,0.329700272479564,549,4.6421052631578945,10.54
ER,48,pagerank,0.01,990,2803,6,0.985,133,0.04529972752043597,81,4.173684210526316,13.5
ER,48,pagerank,0.05,950,2385,8,0.943,551,0.18767029972752045,324,4.336842105263158,11.46
ER,48,pagerank,0.1,900,1965,13,0.888,971,0.33072207084468663,553,4.6421052631578945,10.53
ER,48,random,0.01,990,2879,6,0.985,57,0.0194141689373297,28,4.163157894736842,5.7
ER,48,random,0.05,950,2647,6,0.945,289,0.09843324250681199,139,4.247368421052632,6.14
ER,48,random,0.1,900,2386,7,0.894,550,0.18732970027247955,263,4.257894736842105,5.94
ER,49,betweenness,0.01,990,2916,3,0.988,119,0.039209225700164746,75,4.131578947368421,12.3
ER,49,betweenness,0.05,950,2559,3,0.948,476,0.15683690280065898,256,4.552631578947368,10.26
ER,49,betweenness,0.1,900,2185,7,0.894,850,0.2800658978583196,459,4.510526315789473,9.62
ER,49,collective_influence,0.01,990,2905,3,0.988,130,0.042833607907743,68,4.105263157894737,13.5
ER,49,collective_influence,0.05,950,2505,4,0.947,530,0.17462932454695224,303,4.463157894736842,11.4
ER,49,collective_influence,0.1,900,2097,5,0.896,938,0.30906095551894563,508,4.78421052631579,10.49
ER,49,community_bridge,0.01,990,2907,3,0.988,128,0.04217462932454695,84,4.226315789473684,12.8
ER,49,community_bridge,0.05,950,2524,5,0.946,511,0.1683690280065898,341,4.38421052631579,10.74
ER,49,community_bridge,0.1,900,2121,8,0.893,914,0.30115321252059307,591,4.631578947368421,10.05
ER,49,degree,0.01,990,2904,3,0.988,131,0.04316309719934102,73,4.147368421052631,13.6
ER,49,degree,0.05,950,2486,5,0.946,549,0.18088962108731466,310,4.447368421052632,11.48
ER,49,degree,0.1,900,2060,6,0.895,975,0.3212520593080725,533,4.794736842105263,10.55
ER,49,eigenvector,0.01,990,2908,3,0.988,127,0.04184514003294893,69,4.11578947368421,13.3
ER,49,eigenvector,0.05,950,2533,4,0.947,502,0.16540362438220757,279,4.321052631578947,11.12
ER,49,eigenvector,0.1,900,2152,5,0.896,883,0.29093904448105434,477,4.552631578947368,10.19
ER,49,kcore,0.01,990,2904,3,0.988,131,0.04316309719934102,73,4.147368421052631,13.6
ER,49,kcore,0.05,950,2486,5,0.946,549,0.18088962108731466,310,4.447368421052632,11.48
ER,49,kcore,0.1,900,2060,6,0.895,975,0.3212520593080725,533,4.794736842105263,10.55
ER,49,pagerank,0.01,990,2904,4,0.987,131,0.04316309719934102,71,4.110526315789474,13.6
ER,49,pagerank,0.05,950,2478,5,0.946,557,0.18352553542009883,308,4.531578947368421,11.48
ER,49,pagerank,0.1,900,2056,8,0.893,979,0.3225700164744646,539,4.794736842105263,10.55
ER,49,random,0.01,990,2979,3,0.988,56,0.018451400329489293,27,4.063157894736842,5.6
ER,49,random,0.05,950,2744,3,0.948,291,0.09588138385502472,150,4.105263157894737,5.98
ER,49,random,0.1,900,2483,4,0.897,552,0.18187808896210872,276,4.073684210526316,5.88
ER,50,betweenness,0.01,990,2764,8,0.983,116,0.04027777777777778,64,4.331578947368421,11.9
ER,50,betweenness,0.05,950,2422,10,0.941,458,0.15902777777777777,258,4.573684210526316,9.98
ER,50,betweenness,0.1,900,2028,13,0.888,852,0.29583333333333334,485,4.826315789473684,9.58
ER,50,collective_influence,0.01,990,2759,7,0.984,121,0.04201388888888889,68,4.326315789473684,12.4
ER,50,collective_influence,0.05,950,2368,10,0.941,512,0.17777777777777778,286,4.621052631578947,11.1
ER,50,collective_influence,0.1,900,1978,13,0.888,902,0.31319444444444444,506,4.8578947368421055,10.26
ER,50,community_bridge,0.01,990,2764,8,0.983,116,0.04027777777777778,80,4.368421052631579,11.9
ER,50,community_bridge,0.05,950,2379,8,0.943,501,0.17395833333333333,332,4.542105263157895,10.58
ER,50,community_bridge,0.1,900,1970,11,0.89,910,0.3159722222222222,577,4.973684210526316,9.99
ER,50,degree,0.01,990,2754,8,0.983,126,0.04375,73,4.368421052631579,12.7
ER,50,degree,0.05,950,2358,12,0.939,522,0.18125,288,4.61578947368421,11.12
ER,50,degree,0.1,900,1955,16,0.885,925,0.3211805555555556,524,4.931578947368421,10.29
ER,50,eigenvector,0.01,990,2766,7,0.984,114,0.03958333333333333,62,4.315789473684211,11.9
ER,50,eigenvector,0.05,950,2396,12,0.939,484,0.16805555555555557,273,4.568421052631579,10.86
ER,50,eigenvector,0.1,900,2039,13,0.888,841,0.2920138888888889,468,4.889473684210526,9.93
ER,50,kcore,0.01,990,2754,8,0.983,126,0.04375,73,4.368421052631579,12.7
ER,50,kcore,0.05,950,2358,12,0.939,522,0.18125,288,4.61578947368421,11.12
ER,50,kcore,0.1,900,1955,16,0.885,925,0.3211805555555556,524,4.931578947368421,10.29
