topology,trial,strategy,fraction,remaining_nodes,remaining_edges,components_after,lcc_fraction_original_n,incident_edges_blocked,incident_edge_fraction,cross_community_edges_blocked,approx_mean_path_after,protected_mean_degree
BA,56,collective_influence,0.05,950,1721,13,0.937,1270,0.42460715479772654,786,4.626315789473685,28.08
BA,56,collective_influence,0.1,900,1279,38,0.858,1712,0.5723838181210298,1049,6.073684210526316,19.87
BA,56,community_bridge,0.01,990,2437,1,0.99,554,0.1852223336676697,353,2.942105263157895,57.2
BA,56,community_bridge,0.05,950,1702,13,0.937,1289,0.4309595453025744,812,4.531578947368421,28.2
BA,56,community_bridge,0.1,900,1247,38,0.859,1744,0.5830825810765631,1082,6.28421052631579,20.11
BA,56,degree,0.01,990,2439,1,0.99,552,0.18455366098294884,350,2.9842105263157896,57.3
BA,56,degree,0.05,950,1695,12,0.938,1296,0.43329989969909727,803,4.578947368421052,28.4
BA,56,degree,0.1,900,1232,39,0.86,1759,0.5880976262119693,1074,6.315789473684211,20.23
BA,56,eigenvector,0.01,990,2458,1,0.99,533,0.17820127047810097,339,2.9473684210526314,55.5
BA,56,eigenvector,0.05,950,1857,10,0.941,1134,0.3791374122367101,693,3.8105263157894735,25.34
BA,56,eigenvector,0.1,900,1515,22,0.875,1476,0.4934804413239719,891,4.247368421052632,17.5
BA,56,kcore,0.01,990,2439,1,0.99,552,0.18455366098294884,350,2.9842105263157896,57.3
BA,56,kcore,0.05,950,1695,12,0.938,1296,0.43329989969909727,803,4.578947368421052,28.4
BA,56,kcore,0.1,900,1232,39,0.86,1759,0.5880976262119693,1074,6.315789473684211,20.23
BA,56,pagerank,0.01,990,2439,1,0.99,552,0.18455366098294884,350,2.9842105263157896,57.3
BA,56,pagerank,0.05,950,1692,12,0.938,1299,0.43430290872617855,807,4.542105263157895,28.4
BA,56,pagerank,0.1,900,1227,37,0.862,1764,0.5897693079237714,1080,6.352631578947369,20.23
BA,56,random,0.01,990,2932,1,0.99,59,0.01972584419926446,28,1.7894736842105263,5.9
BA,56,random,0.05,950,2653,1,0.95,338,0.11300568371782013,171,2.057894736842105,6.92
BA,56,random,0.1,900,2388,2,0.899,603,0.20160481444332998,294,2.0473684210526315,6.32
BA,57,betweenness,0.01,990,2459,1,0.99,532,0.17786693413574056,310,2.836842105263158,55.1
BA,57,betweenness,0.05,950,1776,12,0.939,1215,0.4062186559679037,698,4.21578947368421,26.76
BA,57,betweenness,0.1,900,1351,36,0.86,1640,0.5483116014710799,949,4.868421052631579,18.83
BA,57,collective_influence,0.01,990,2442,1,0.99,549,0.18355065195586762,317,2.9842105263157896,56.9
BA,57,collective_influence,0.05,950,1754,12,0.939,1237,0.41357405549983284,713,4.447368421052632,27.38
BA,57,collective_influence,0.1,900,1292,40,0.858,1699,0.5680374456703444,966,6.431578947368421,19.76
BA,57,community_bridge,0.01,990,2443,1,0.99,548,0.18321631561350718,319,2.905263157894737,56.7
BA,57,community_bridge,0.05,950,1738,14,0.936,1253,0.4189234369775995,754,4.352631578947369,27.32
BA,57,community_bridge,0.1,900,1254,44,0.852,1737,0.5807422266800402,1028,5.563157894736842,19.84
BA,57,degree,0.01,990,2442,1,0.99,549,0.18355065195586762,317,2.9842105263157896,56.9
BA,57,degree,0.05,950,1733,13,0.937,1258,0.4205951186894015,733,4.3052631578947365,27.66
BA,57,degree,0.1,900,1242,48,0.849,1749,0.5847542627883651,1006,6.38421052631579,20.08
BA,57,eigenvector,0.01,990,2446,1,0.99,545,0.18221330658642595,316,2.9947368421052634,56.6
BA,57,eigenvector,0.05,950,1876,8,0.943,1115,0.37278502173186223,631,3.763157894736842,25.02
BA,57,eigenvector,0.1,900,1567,18,0.883,1424,0.4760949515212304,790,4.268421052631579,17.0
BA,57,kcore,0.01,990,2442,1,0.99,549,0.18355065195586762,317,2.9842105263157896,56.9
BA,57,kcore,0.05,950,1733,13,0.937,1258,0.4205951186894015,733,4.3052631578947365,27.66
BA,57,kcore,0.1,900,1242,48,0.849,1749,0.5847542627883651,1006,6.38421052631579,20.08
BA,57,pagerank,0.01,990,2442,1,0.99,549,0.18355065195586762,317,2.9842105263157896,56.9
BA,57,pagerank,0.05,950,1730,13,0.937,1261,0.4215981277164828,736,4.2631578947368425,27.66
BA,57,pagerank,0.1,900,1225,50,0.845,1766,0.5904379806084922,1024,6.242105263157895,20.08
BA,57,random,0.01,990,2941,1,0.99,50,0.01671681711802073,28,1.8263157894736841,5.0
BA,57,random,0.05,950,2756,1,0.95,235,0.07856904045469743,109,1.831578947368421,4.78
BA,57,random,0.1,900,2403,1,0.9,588,0.19658976930792377,283,1.9052631578947368,6.12
BA,58,betweenness,0.01,990,2381,2,0.989,610,0.2039451688398529,380,2.6894736842105265,62.7
BA,58,betweenness,0.05,950,1690,22,0.928,1301,0.43497158141089937,808,4.7,28.7
BA,58,betweenness,0.1,900,1298,38,0.861,1693,0.5660314276161819,1027,5.905263157894737,19.46
BA,58,collective_influence,0.01,990,2384,1,0.99,607,0.20294215981277164,373,2.6736842105263157,62.5
BA,58,collective_influence,0.05,950,1648,22,0.929,1343,0.4490137077900368,830,5.015789473684211,29.6
BA,58,collective_influence,0.1,900,1232,58,0.833,1759,0.5880976262119693,1067,6.157894736842105,20.39
BA,58,community_bridge,0.01,990,2387,1,0.99,604,0.2019391507856904,383,2.6210526315789475,62.1
BA,58,community_bridge,0.05,950,1655,25,0.926,1336,0.4466733533935139,847,4.968421052631579,29.36
BA,58,community_bridge,0.1,900,1207,53,0.84,1784,0.5964560347709796,1099,6.7,20.51
BA,58,degree,0.01,990,2377,2,0.989,614,0.20528251420929455,378,2.694736842105263,63.0
BA,58,degree,0.05,950,1640,25,0.926,1351,0.4516883985289201,840,5.005263157894737,29.68
BA,58,degree,0.1,900,1197,59,0.832,1794,0.5997993981945837,1089,6.721052631578948,20.6
BA,58,eigenvector,0.01,990,2382,1,0.99,609,0.20361083249749248,381,2.663157894736842,62.7
BA,58,eigenvector,0.05,950,1766,15,0.936,1225,0.4095620193915079,761,4.6,27.26
BA,58,eigenvector,0.1,900,1467,29,0.869,1524,0.5095285857572718,916,5.705263157894737,18.07
BA,58,kcore,0.01,990,2377,2,0.989,614,0.20528251420929455,378,2.694736842105263,63.0
BA,58,kcore,0.05,950,1640,25,0.926,1351,0.4516883985289201,840,5.005263157894737,29.68
BA,58,kcore,0.1,900,1197,59,0.832,1794,0.5997993981945837,1089,6.721052631578948,20.6
BA,58,pagerank,0.01,990,2377,2,0.989,614,0.20528251420929455,378,2.694736842105263,63.0
BA,58,pagerank,0.05,950,1639,25,0.926,1352,0.45202273487128053,840,5.010526315789473,29.68
BA,58,pagerank,0.1,900,1190,59,0.832,1801,0.6021397525911066,1093,6.536842105263158,20.6
BA,58,random,0.01,990,2938,1,0.99,53,0.017719826145101973,27,1.7578947368421052,5.3
BA,58,random,0.05,950,2736,1,0.95,255,0.08525576730190572,130,1.7578947368421052,5.16
BA,58,random,0.1,900,2467,1,0.9,524,0.17519224339685724,277,1.8105263157894738,5.47
BA,59,betweenness,0.01,990,2477,2,0.989,514,0.1718488799732531,320,2.6894736842105265,53.1
BA,59,betweenness,0.05,950,1785,11,0.94,1206,0.40320962888665995,725,3.9263157894736844,26.68
BA,59,betweenness,0.1,900,1340,40,0.857,1651,0.5519893012370445,976,5.110526315789474,19.09
BA,59,collective_influence,0.01,990,2477,2,0.989,514,0.1718488799732531,320,2.6894736842105265,53.1
BA,59,collective_influence,0.05,950,1745,13,0.938,1246,0.41658308258107657,752,4.257894736842105,27.56
BA,59,collective_influence,0.1,900,1261,47,0.848,1730,0.5784018722835172,1019,6.605263157894737,20.07
BA,59,community_bridge,0.01,990,2477,2,0.989,514,0.1718488799732531,320,2.6894736842105265,53.1
BA,59,community_bridge,0.05,950,1720,16,0.935,1271,0.42494149114008695,777,4.0473684210526315,27.82
BA,59,community_bridge,0.1,900,1230,54,0.841,1761,0.5887662988966901,1062,6.157894736842105,20.15
BA,59,degree,0.01,990,2476,2,0.989,515,0.1721832163156135,313,2.7263157894736842,53.2
BA,59,degree,0.05,950,1716,16,0.934,1275,0.4262788365095286,767,4.157894736842105,27.96
BA,59,degree,0.1,900,1226,53,0.845,1765,0.5901036442661317,1040,6.431578947368421,20.27
BA,59,eigenvector,0.01,990,2505,2,0.989,486,0.1624874623871615,296,2.7526315789473683,50.6
BA,59,eigenvector,0.05,950,1842,7,0.944,1149,0.38415245737211634,692,4.152631578947369,25.76
BA,59,eigenvector,0.1,900,1556,20,0.881,1435,0.47977265128719493,843,3.694736842105263,17.07
BA,59,kcore,0.01,990,2476,2,0.989,515,0.1721832163156135,313,2.7263157894736842,53.2
BA,59,kcore,0.05,950,1716,16,0.934,1275,0.4262788365095286,767,4.157894736842105,27.96
BA,59,kcore,0.1,900,1226,53,0.845,1765,0.5901036442661317,1040,6.431578947368421,20.27
BA,59,pagerank,0.01,990,2476,2,0.989,515,0.1721832163156135,313,2.7263157894736842,53.2
BA,59,pagerank,0.05,950,1707,18,0.932,1284,0.4292878635907723,777,4.0473684210526315,27.96
BA,59,pagerank,0.1,900,1216,53,0.843,1775,0.5934470076897359,1044,6.347368421052631,20.27
BA,59,random,0.01,990,2930,1,0.99,61,0.02039451688398529,32,1.8263157894736841,6.1
BA,59,random,0.05,950,2748,1,0.95,243,0.08124373119358075,118,1.8263157894736841,5.0
BA,59,random,0.1,900,2477,2,0.899,514,0.1718488799732531,241,1.8736842105263158,5.42
BA,60,betweenness,0.01,990,2425,2,0.989,566,0.18923436977599464,337,2.8210526315789473,58.3
BA,60,betweenness,0.05,950,1728,14,0.937,1263,0.4222668004012036,749,4.463157894736842,27.84
BA,60,betweenness,0.1,900,1307,42,0.852,1684,0.5630224005349381,977,5.136842105263158,19.38
BA,60,collective_influence,0.01,990,2427,2,0.989,564,0.18856569709127383,336,2.805263157894737,58.3
BA,60,collective_influence,0.05,950,1690,13,0.937,1301,0.43497158141089937,771,4.426315789473684,28.64
BA,60,collective_influence,0.1,900,1218,53,0.84,1773,0.5927783350050151,1045,6.2368421052631575,20.47
BA,60,community_bridge,0.01,990,2425,3,0.988,566,0.18923436977599464,348,2.7578947368421054,58.2
BA,60,community_bridge,0.05,950,1667,11,0.939,1324,0.4426613172851889,801,4.505263157894737,28.86
BA,60,community_bridge,0.1,900,1206,54,0.837,1785,0.59679037111334,1077,5.752631578947368,20.49
BA,60,degree,0.01,990,2424,3,0.988,567,0.18956870611835505,342,2.6894736842105265,58.4
BA,60,degree,0.05,950,1663,15,0.935,1328,0.44399866265463056,788,4.621052631578947,28.98
BA,60,degree,0.1,900,1203,53,0.839,1788,0.5977933801404213,1053,6.373684210526315,20.6
BA,60,eigenvector,0.01,990,2432,2,0.989,559,0.18689401537947176,341,2.8421052631578947,57.9
BA,60,eigenvector,0.05,950,1826,10,0.941,1165,0.389501838849883,682,3.8684210526315788,26.1
BA,60,eigenvector,0.1,900,1489,28,0.871,1502,0.5021731862253427,865,4.5,17.77
BA,60,kcore,0.01,990,2424,3,0.988,567,0.18956870611835505,342,2.6894736842105265,58.4
BA,60,kcore,0.05,950,1663,15,0.935,1328,0.44399866265463056,788,4.621052631578947,28.98
BA,60,kcore,0.1,900,1203,53,0.839,1788,0.5977933801404213,1053,6.373684210526315,20.6
BA,60,pagerank,0.01,990,2424,3,0.988,567,0.18956870611835505,342,2.6894736842105265,58.4
BA,60,pagerank,0.05,950,1662,14,0.936,1329,0.44433299899699097,788,4.542105263157895,28.98
BA,60,pagerank,0.1,900,1193,55,0.836,1798,0.6011367435640254,1050,5.836842105263158,20.6
BA,60,random,0.01,990,2946,1,0.99,45,0.015045135406218655,18,1.8157894736842106,4.5
BA,60,random,0.05,950,2778,1,0.95,213,0.0712136409227683,91,1.8157894736842106,4.28
BA,60,random,0.1,900,2489,1,0.9,502,0.16783684386492811,243,1.8157894736842106,5.21
BA,61,betweenness,0.01,990,2455,2,0.989,536,0.17920427950518222,327,2.5210526315789474,55.5
BA,61,betweenness,0.05,950,1785,10,0.941,1206,0.40320962888665995,721,4.257894736842105,26.58
BA,61,betweenness,0.1,900,1321,36,0.864,1670,0.5583416917418923,986,4.873684210526315,19.29
BA,61,collective_influence,0.01,990,2455,2,0.989,536,0.17920427950518222,327,2.5210526315789474,55.5
BA,61,collective_influence,0.05,950,1739,14,0.937,1252,0.4185891006352391,747,4.310526315789474,27.64
BA,61,collective_influence,0.1,900,1289,46,0.854,1702,0.5690404546974256,997,5.157894736842105,19.82
BA,61,community_bridge,0.01,990,2457,2,0.989,534,0.17853560682046138,335,2.663157894736842,55.2
BA,61,community_bridge,0.05,950,1741,11,0.94,1250,0.4179204279505182,777,4.031578947368421,27.48
BA,61,community_bridge,0.1,900,1268,39,0.853,1723,0.5760615178869943,1044,5.231578947368421,19.85
BA,61,degree,0.01,990,2452,2,0.989,539,0.18020728853226345,320,2.5210526315789474,55.8
BA,61,degree,0.05,950,1718,16,0.934,1273,0.42561016382480776,767,4.484210526315789,27.94
BA,61,degree,0.1,900,1246,46,0.844,1745,0.5834169174189234,1025,5.442105263157894,20.16
BA,61,eigenvector,0.01,990,2482,3,0.988,509,0.17017719826145103,306,2.568421052631579,53.0
BA,61,eigenvector,0.05,950,1955,6,0.945,1036,0.3463724506853895,632,3.4263157894736844,23.44
BA,61,eigenvector,0.1,900,1624,16,0.885,1367,0.4570377800066867,789,3.8842105263157896,16.21
BA,61,kcore,0.01,990,2452,2,0.989,539,0.18020728853226345,320,2.5210526315789474,55.8
BA,61,kcore,0.05,950,1718,16,0.934,1273,0.42561016382480776,767,4.484210526315789,27.94
BA,61,kcore,0.1,900,1246,46,0.844,1745,0.5834169174189234,1025,5.442105263157894,20.16
BA,61,pagerank,0.01,990,2452,2,0.989,539,0.18020728853226345,320,2.5210526315789474,55.8
BA,61,pagerank,0.05,950,1719,15,0.935,1272,0.42527582748244735,770,4.389473684210526,27.92
BA,61,pagerank,0.1,900,1244,46,0.844,1747,0.5840855901036442,1027,5.331578947368421,20.16
BA,61,random,0.01,990,2945,1,0.99,46,0.01537947174857907,17,1.8210526315789475,4.6
BA,61,random,0.05,950,2719,1,0.95,272,0.09093948512203276,129,1.831578947368421,5.56
BA,61,random,0.1,900,2416,2,0.899,575,0.19224339685723837,278,1.8421052631578947,6.0
BA,62,betweenness,0.01,990,2497,2,0.989,494,0.1651621531260448,327,2.721052631578947,50.5
BA,62,betweenness,0.05,950,1825,10,0.941,1166,0.3898361751922434,740,3.710526315789474,25.84
BA,62,betweenness,0.1,900,1419,25,0.876,1572,0.5255767301905717,960,5.0,18.23
BA,62,collective_influence,0.01,990,2500,1,0.99,491,0.16415914409896357,320,2.668421052631579,50.4
BA,62,collective_influence,0.05,950,1789,11,0.94,1202,0.4018722835172183,759,4.331578947368421,26.64
BA,62,collective_influence,0.1,900,1349,35,0.862,1642,0.5489802741558008,1023,6.1,19.28
BA,62,community_bridge,0.01,990,2492,1,0.99,499,0.16683383483784686,333,2.6473684210526316,50.9
BA,62,community_bridge,0.05,950,1789,11,0.939,1202,0.4018722835172183,777,4.3,26.54
BA,62,community_bridge,0.1,900,1329,36,0.862,1662,0.555667001003009,1062,5.889473684210526,19.29
BA,62,degree,0.01,990,2492,1,0.99,499,0.16683383483784686,333,2.6473684210526316,50.9
BA,62,degree,0.05,950,1777,12,0.939,1214,0.4058843196255433,765,4.4,26.8
BA,62,degree,0.1,900,1305,40,0.858,1686,0.563691073219659,1047,6.168421052631579,19.52
BA,62,eigenvector,0.01,990,2557,1,0.99,434,0.14510197258441992,277,2.6736842105263157,45.6
BA,62,eigenvector,0.05,950,1905,7,0.944,1086,0.3630892678034102,689,4.178947368421053,24.42
BA,62,eigenvector,0.1,900,1573,17,0.883,1418,0.4740889334670679,870,4.594736842105263,16.76
BA,62,kcore,0.01,990,2492,1,0.99,499,0.16683383483784686,333,2.6473684210526316,50.9
BA,62,kcore,0.05,950,1777,12,0.939,1214,0.4058843196255433,765,4.4,26.8
BA,62,kcore,0.1,900,1305,40,0.858,1686,0.563691073219659,1047,6.168421052631579,19.52
BA,62,pagerank,0.01,990,2492,1,0.99,499,0.16683383483784686,333,2.6473684210526316,50.9
BA,62,pagerank,0.05,950,1774,11,0.94,1217,0.40688732865262456,773,4.163157894736842,26.8
BA,62,pagerank,0.1,900,1294,41,0.857,1697,0.5673687729856235,1053,6.3,19.52
BA,62,random,0.01,990,2950,1,0.99,41,0.013707790036776997,20,1.8263157894736841,4.2
BA,62,random,0.05,950,2734,1,0.95,257,0.08592443998662655,124,1.8263157894736841,5.22
BA,62,random,0.1,900,2513,1,0.9,478,0.15981277164827817,228,1.8263157894736841,4.98
BA,63,betweenness,0.01,990,2508,1,0.99,483,0.16148445336008024,298,2.668421052631579,49.8
BA,63,betweenness,0.05,950,1774,12,0.939,1217,0.40688732865262456,752,4.005263157894737,26.8
BA,63,betweenness,0.1,900,1325,38,0.86,1666,0.5570043463724507,995,5.389473684210526,19.22
BA,63,collective_influence,0.01,990,2498,1,0.99,493,0.16482781678368438,313,2.5894736842105264,51.4
BA,63,collective_influence,0.05,950,1718,14,0.937,1273,0.42561016382480776,788,4.126315789473685,28.08
BA,63,collective_influence,0.1,900,1274,36,0.863,1717,0.5740554998328319,1045,6.489473684210527,20.0
BA,63,community_bridge,0.01,990,2498,1,0.99,493,0.16482781678368438,317,2.6894736842105265,51.2
BA,63,community_bridge,0.05,950,1731,9,0.942,1260,0.42126379137412234,795,3.9368421052631577,27.74
BA,63,community_bridge,0.1,900,1267,35,0.858,1724,0.5763958542293547,1059,5.936842105263158,19.95
BA,63,degree,0.01,990,2498,1,0.99,493,0.16482781678368438,313,2.5894736842105264,51.4
BA,63,degree,0.05,950,1715,15,0.936,1276,0.426613172851889,782,4.347368421052631,28.14
BA,63,degree,0.1,900,1250,46,0.848,1741,0.5820795720494818,1050,6.352631578947369,20.17
BA,63,eigenvector,0.01,990,2506,1,0.99,485,0.16215312604480106,305,2.6789473684210527,50.6
BA,63,eigenvector,0.05,950,1842,12,0.938,1149,0.38415245737211634,699,3.7263157894736842,25.76
BA,63,eigenvector,0.1,900,1492,23,0.877,1499,0.5011701771982614,899,4.673684210526316,17.77
BA,63,kcore,0.01,990,2498,1,0.99,493,0.16482781678368438,313,2.5894736842105264,51.4
BA,63,kcore,0.05,950,1715,15,0.936,1276,0.426613172851889,782,4.347368421052631,28.14
BA,63,kcore,0.1,900,1250,46,0.848,1741,0.5820795720494818,1050,6.352631578947369,20.17
BA,63,pagerank,0.01,990,2498,1,0.99,493,0.16482781678368438,313,2.5894736842105264,51.4
BA,63,pagerank,0.05,950,1712,13,0.938,1279,0.42761618187897027,784,4.2105263157894735,28.14
BA,63,pagerank,0.1,900,1244,47,0.844,1747,0.5840855901036442,1046,6.105263157894737,20.17
BA,63,random,0.01,990,2947,1,0.99,44,0.014710799063858242,19,1.7947368421052632,4.4
BA,63,random,0.05,950,2722,1,0.95,269,0.08993647609495152,118,1.7947368421052632,5.44
BA,63,random,0.1,900,2489,1,0.9,502,0.16783684386492811,226,1.7947368421052632,5.24
BA,64,betweenness,0.01,990,2397,1,0.99,594,0.19859578736208625,388,2.9,61.6
BA,64,betweenness,0.05,950,1703,13,0.938,1288,0.430625208960214,815,3.8947368421052633,28.4
BA,64,betweenness,0.1,900,1264,44,0.85,1727,0.577398863256436,1057,5.294736842105263,19.95
BA,64,collective_influence,0.01,990,2398,1,0.99,593,0.19826145101972584,385,2.836842105263158,61.5
BA,64,collective_influence,0.05,950,1661,16,0.934,1330,0.4446673353393514,843,4.2368421052631575,29.34
BA,64,collective_influence,0.1,900,1213,52,0.843,1778,0.5944500167168171,1098,5.947368421052632,20.57
BA,64,community_bridge,0.01,990,2394,1,0.99,597,0.1995987963891675,388,2.8789473684210525,61.9
BA,64,community_bridge,0.05,950,1654,12,0.938,1337,0.4470076897358743,864,4.042105263157895,29.32
BA,64,community_bridge,0.1,900,1189,44,0.851,1802,0.6024740889334671,1132,6.573684210526316,20.67
BA,64,degree,0.01,990,2394,1,0.99,597,0.1995987963891675,388,2.8789473684210525,61.9
BA,64,degree,0.05,950,1642,16,0.934,1349,0.45101972584419925,854,4.131578947368421,29.56
BA,64,degree,0.1,900,1163,54,0.836,1828,0.6111668338348378,1124,6.457894736842105,20.93
BA,64,eigenvector,0.01,990,2398,1,0.99,593,0.19826145101972584,385,2.836842105263158,61.5
BA,64,eigenvector,0.05,950,1819,15,0.935,1172,0.3918421932464059,736,3.8210526315789473,26.14
BA,64,eigenvector,0.1,900,1463,33,0.864,1528,0.5108659311267135,929,4.310526315789474,17.97
BA,64,kcore,0.01,990,2394,1,0.99,597,0.1995987963891675,388,2.8789473684210525,61.9
BA,64,kcore,0.05,950,1642,16,0.934,1349,0.45101972584419925,854,4.131578947368421,29.56
BA,64,kcore,0.1,900,1163,54,0.836,1828,0.6111668338348378,1124,6.457894736842105,20.93
BA,64,pagerank,0.01,990,2394,1,0.99,597,0.1995987963891675,388,2.8789473684210525,61.9
BA,64,pagerank,0.05,950,1643,16,0.934,1348,0.45068538950183884,855,3.9894736842105263,29.56
BA,64,pagerank,0.1,900,1156,56,0.838,1835,0.6135071882313607,1125,6.484210526315789,20.93
BA,64,random,0.01,990,2938,1,0.99,53,0.017719826145101973,23,1.8473684210526315,5.3
BA,64,random,0.05,950,2747,1,0.95,244,0.08157806753594116,119,1.8578947368421053,5.04
BA,64,random,0.1,900,2440,1,0.9,551,0.18421932464058843,284,1.8210526315789475,5.86
BA,65,betweenness,0.01,990,2445,2,0.989,546,0.18254764292878636,350,2.8526315789473684,56.4
BA,65,betweenness,0.05,950,1750,13,0.935,1241,0.41491140086927447,766,3.873684210526316,27.28
BA,65,betweenness,0.1,900,1296,40,0.854,1695,0.5667001003009027,1007,5.078947368421052,19.52
BA,65,collective_influence,0.01,990,2438,2,0.989,553,0.18488799732530925,356,2.889473684210526,57.2
BA,65,collective_influence,0.05,950,1716,14,0.934,1275,0.4262788365095286,789,4.21578947368421,28.12
BA,65,collective_influence,0.1,900,1240,50,0.839,1751,0.5854229354730859,1043,5.989473684210527,20.34
BA,65,community_bridge,0.01,990,2444,1,0.99,547,0.18288197927114677,357,2.863157894736842,56.7
BA,65,community_bridge,0.05,950,1711,13,0.936,1280,0.4279505182213307,804,4.0473684210526315,28.0
BA,65,community_bridge,0.1,900,1216,53,0.838,1775,0.5934470076897359,1081,5.71578947368421,20.42
BA,65,degree,0.01,990,2438,2,0.989,553,0.18488799732530925,356,2.889473684210526,57.2
BA,65,degree,0.05,950,1703,19,0.929,1288,0.430625208960214,792,4.063157894736842,28.26
