family,value,topology,trial,beta,gamma,initial_spreaders,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
seed_count,10,WS,10,0.15,0.05,10,6.0,14.0,1.0,1.0,630.0,1.0,19913.0,0.99,7371.0,6381.0,990.0,151.0,0.0
seed_count,10,WS,10,0.02,0.05,10,111.0,,1.0,0.0,21.0,0.132,2530.0,0.301,6376.0,6075.0,122.0,323.0,0.0
seed_count,1,WS,8,0.15,0.05,1,13.0,20.0,1.0,1.0,691.0,1.0,21481.0,0.999,7524.0,6525.0,999.0,216.0,0.0
seed_count,1,WS,8,0.02,0.05,1,,,0.0,0.0,10.0,0.067,1182.0,0.145,3539.0,3394.0,66.0,316.0,0.0
seed_count,5,WS,8,0.15,0.05,5,8.0,16.0,1.0,1.0,652.0,1.0,20665.0,0.995,7220.0,6225.0,995.0,132.0,0.0
seed_count,5,WS,8,0.02,0.05,5,,,0.0,0.0,10.0,0.026,525.0,0.065,1498.0,1433.0,21.0,157.0,0.0
seed_count,10,WS,8,0.15,0.05,10,7.0,16.0,1.0,1.0,615.0,0.998,20315.0,0.99,7615.0,6625.0,988.0,161.0,0.0
seed_count,10,WS,8,0.02,0.05,10,55.0,,1.0,0.0,46.0,0.396,7791.0,0.707,19319.0,18612.0,386.0,338.0,0.0
seed_count,1,WS,11,0.15,0.05,1,14.0,22.0,1.0,1.0,627.0,0.998,19830.0,0.999,7447.0,6448.0,997.0,155.0,0.0
seed_count,1,WS,11,0.02,0.05,1,,,0.0,0.0,6.0,0.015,312.0,0.031,749.0,718.0,14.0,117.0,0.0
seed_count,5,WS,11,0.15,0.05,5,9.0,18.0,1.0,1.0,627.0,1.0,20245.0,0.995,7409.0,6414.0,995.0,158.0,0.0
seed_count,5,WS,11,0.02,0.05,5,,,0.0,0.0,8.0,0.033,525.0,0.084,1512.0,1428.0,28.0,156.0,0.0
seed_count,10,WS,11,0.15,0.05,10,6.0,14.0,1.0,1.0,644.0,1.0,19914.0,0.99,7483.0,6493.0,990.0,171.0,0.0
seed_count,10,WS,11,0.02,0.05,10,51.0,,1.0,0.0,39.0,0.365,7370.0,0.644,17499.0,16855.0,355.0,340.0,0.0
seed_count,1,WS,12,0.15,0.05,1,18.0,26.0,1.0,1.0,634.0,1.0,20243.0,0.999,7208.0,6209.0,999.0,220.0,0.0
seed_count,1,WS,12,0.02,0.05,1,,,0.0,0.0,1.0,0.001,1.0,0.006,6.0,0.0,0.0,1.0,0.0
seed_count,5,WS,12,0.15,0.05,5,8.0,16.0,1.0,1.0,633.0,1.0,19863.0,0.995,7263.0,6268.0,995.0,164.0,0.0
seed_count,5,WS,12,0.02,0.05,5,,,0.0,0.0,9.0,0.015,256.0,0.051,906.0,855.0,10.0,55.0,0.0
seed_count,10,WS,12,0.15,0.05,10,6.0,14.0,1.0,1.0,613.0,0.999,19602.0,0.99,7864.0,6874.0,989.0,145.0,0.0
seed_count,10,WS,12,0.02,0.05,10,45.0,,1.0,0.0,46.0,0.334,6790.0,0.622,16501.0,15879.0,324.0,265.0,0.0
seed_count,1,WS,13,0.15,0.05,1,14.0,22.0,1.0,1.0,624.0,1.0,20657.0,0.999,7397.0,6398.0,999.0,142.0,0.0
seed_count,1,WS,13,0.02,0.05,1,,,0.0,0.0,2.0,0.003,27.0,0.012,159.0,147.0,2.0,24.0,0.0
seed_count,5,WS,13,0.15,0.05,5,9.0,17.0,1.0,1.0,660.0,0.999,20386.0,0.995,7557.0,6562.0,994.0,146.0,0.0
seed_count,5,WS,13,0.02,0.05,5,87.0,,1.0,0.0,32.0,0.26,4954.0,0.53,12642.0,12112.0,255.0,396.0,0.0
seed_count,10,WS,13,0.15,0.05,10,5.0,12.0,1.0,1.0,631.0,1.0,19356.0,0.99,7451.0,6461.0,990.0,137.0,0.0
seed_count,10,WS,13,0.02,0.05,10,73.0,,1.0,0.0,57.0,0.417,8141.0,0.741,19925.0,19184.0,407.0,413.0,0.0
seed_count,1,WS,14,0.15,0.05,1,17.0,25.0,1.0,1.0,638.0,0.999,19999.0,0.999,7173.0,6174.0,998.0,157.0,0.0
seed_count,1,WS,14,0.02,0.05,1,226.0,,1.0,0.0,18.0,0.11,2199.0,0.262,6218.0,5956.0,109.0,270.0,0.0
seed_count,5,WS,14,0.15,0.05,5,8.0,16.0,1.0,1.0,608.0,1.0,19611.0,0.995,7330.0,6335.0,995.0,147.0,0.0
seed_count,5,WS,14,0.02,0.05,5,175.0,,1.0,0.0,47.0,0.199,3756.0,0.414,9460.0,9046.0,194.0,297.0,0.0
seed_count,10,WS,14,0.15,0.05,10,6.0,14.0,1.0,1.0,651.0,1.0,21070.0,0.99,7715.0,6725.0,990.0,135.0,0.0
seed_count,10,WS,14,0.02,0.05,10,57.0,,1.0,0.0,37.0,0.15,2725.0,0.35,8060.0,7710.0,140.0,223.0,0.0
seed_count,1,WS,15,0.15,0.05,1,14.0,21.0,1.0,1.0,596.0,1.0,19583.0,0.999,7340.0,6341.0,999.0,140.0,0.0
seed_count,1,WS,15,0.02,0.05,1,,,0.0,0.0,1.0,0.001,5.0,0.005,25.0,20.0,0.0,5.0,0.0
seed_count,5,WS,15,0.15,0.05,5,7.0,15.0,1.0,1.0,587.0,1.0,19888.0,0.995,7923.0,6928.0,995.0,182.0,0.0
seed_count,5,WS,15,0.02,0.05,5,,,0.0,0.0,14.0,0.081,1582.0,0.195,4135.0,3940.0,76.0,283.0,0.0
seed_count,10,WS,15,0.15,0.05,10,5.0,12.0,1.0,1.0,653.0,1.0,19969.0,0.99,7550.0,6560.0,990.0,119.0,0.0
seed_count,10,WS,15,0.02,0.05,10,91.0,,1.0,0.0,26.0,0.162,3037.0,0.361,8543.0,8182.0,152.0,317.0,0.0
seed_count,1,WS,17,0.15,0.05,1,15.0,22.0,1.0,1.0,654.0,0.999,19672.0,0.999,7238.0,6239.0,998.0,159.0,0.0
seed_count,1,WS,17,0.02,0.05,1,,,0.0,0.0,1.0,0.001,8.0,0.006,48.0,42.0,0.0,8.0,0.0
seed_count,5,WS,17,0.15,0.05,5,7.0,15.0,1.0,1.0,651.0,1.0,18804.0,0.995,7279.0,6284.0,995.0,165.0,0.0
seed_count,5,WS,17,0.02,0.05,5,,,0.0,0.0,15.0,0.038,702.0,0.084,2014.0,1930.0,33.0,92.0,0.0
seed_count,10,WS,17,0.15,0.05,10,5.0,12.0,1.0,1.0,651.0,1.0,19622.0,0.99,7323.0,6333.0,990.0,158.0,0.0
seed_count,10,WS,17,0.02,0.05,10,57.0,,1.0,0.0,31.0,0.192,3698.0,0.436,9683.0,9247.0,182.0,262.0,0.0
seed_count,1,WS,16,0.15,0.05,1,16.0,23.0,1.0,1.0,641.0,0.999,19490.0,0.999,7232.0,6233.0,998.0,138.0,0.0
seed_count,1,WS,16,0.02,0.05,1,,,0.0,0.0,1.0,0.001,2.0,0.006,12.0,6.0,0.0,2.0,0.0
seed_count,5,WS,16,0.15,0.05,5,9.0,16.0,1.0,1.0,659.0,1.0,20717.0,0.995,7259.0,6264.0,995.0,167.0,0.0
seed_count,5,WS,16,0.02,0.05,5,66.0,,1.0,0.0,75.0,0.371,7399.0,0.679,15881.0,15202.0,366.0,241.0,0.0
seed_count,10,WS,16,0.15,0.05,10,6.0,14.0,1.0,1.0,635.0,0.999,21042.0,0.99,7656.0,6666.0,989.0,160.0,0.0
seed_count,10,WS,16,0.02,0.05,10,102.0,,1.0,0.0,25.0,0.132,2444.0,0.272,6071.0,5799.0,122.0,252.0,0.0
seed_count,1,WS,18,0.15,0.05,1,15.0,24.0,1.0,1.0,612.0,0.999,19723.0,0.999,7345.0,6346.0,998.0,206.0,0.0
seed_count,1,WS,18,0.02,0.05,1,,,0.0,0.0,9.0,0.014,223.0,0.027,498.0,471.0,13.0,66.0,0.0
seed_count,5,WS,18,0.15,0.05,5,10.0,17.0,1.0,1.0,632.0,1.0,20554.0,0.995,7602.0,6607.0,995.0,140.0,0.0
seed_count,5,WS,18,0.02,0.05,5,,,0.0,0.0,16.0,0.074,1411.0,0.181,3567.0,3386.0,69.0,188.0,0.0
seed_count,10,WS,18,0.15,0.05,10,5.0,12.0,1.0,1.0,679.0,1.0,20007.0,0.99,7441.0,6451.0,990.0,172.0,0.0
seed_count,10,WS,18,0.02,0.05,10,,,0.0,0.0,22.0,0.089,1720.0,0.199,4429.0,4230.0,79.0,233.0,0.0
seed_count,1,WS,19,0.15,0.05,1,11.0,18.0,1.0,1.0,664.0,1.0,21090.0,0.999,7314.0,6315.0,999.0,232.0,0.0
seed_count,1,WS,19,0.02,0.05,1,141.0,,1.0,0.0,43.0,0.196,4256.0,0.396,10181.0,9785.0,195.0,302.0,0.0
seed_count,5,WS,19,0.15,0.05,5,7.0,15.0,1.0,1.0,674.0,1.0,19799.0,0.995,7474.0,6479.0,995.0,155.0,0.0
seed_count,5,WS,19,0.02,0.05,5,81.0,,1.0,0.0,38.0,0.39,8418.0,0.695,19416.0,18721.0,385.0,500.0,0.0
seed_count,10,WS,19,0.15,0.05,10,5.0,14.0,1.0,1.0,633.0,1.0,19654.0,0.99,7554.0,6564.0,990.0,169.0,0.0
seed_count,10,WS,19,0.02,0.05,10,75.0,,1.0,0.0,59.0,0.479,9743.0,0.769,22557.0,21788.0,469.0,304.0,0.0
seed_count,1,BA,1,0.15,0.05,1,6.0,9.0,1.0,1.0,717.0,0.993,19095.0,0.999,7582.0,6583.0,992.0,121.0,0.0
seed_count,1,BA,1,0.02,0.05,1,,,0.0,0.0,1.0,0.001,1.0,0.005,5.0,0.0,0.0,1.0,0.0
seed_count,5,BA,1,0.15,0.05,5,4.0,7.0,1.0,1.0,773.0,0.998,20101.0,0.995,7236.0,6241.0,993.0,161.0,0.0
seed_count,5,BA,1,0.02,0.05,5,16.0,41.0,1.0,1.0,265.0,0.694,14132.0,0.995,32903.0,31908.0,689.0,224.0,0.0
seed_count,10,BA,1,0.15,0.05,10,4.0,7.0,1.0,1.0,751.0,0.989,19414.0,0.99,7691.0,6701.0,979.0,159.0,0.0
seed_count,10,BA,1,0.02,0.05,10,21.0,46.0,1.0,1.0,240.0,0.695,13692.0,0.99,33268.0,32278.0,685.0,225.0,0.0
seed_count,1,BA,0,0.15,0.05,1,10.0,13.0,1.0,1.0,741.0,0.991,19784.0,0.999,7391.0,6392.0,990.0,138.0,0.0
seed_count,1,BA,0,0.02,0.05,1,54.0,88.0,1.0,1.0,207.0,0.688,13919.0,0.994,35459.0,34465.0,687.0,247.0,0.0
seed_count,5,BA,0,0.15,0.05,5,5.0,8.0,1.0,1.0,730.0,0.998,19577.0,0.995,7686.0,6691.0,993.0,121.0,0.0
seed_count,5,BA,0,0.02,0.05,5,33.0,72.0,1.0,1.0,202.0,0.635,12217.0,0.991,31691.0,30700.0,630.0,207.0,0.0
seed_count,10,BA,0,0.15,0.05,10,3.0,5.0,1.0,1.0,735.0,0.995,18718.0,0.99,6769.0,5779.0,985.0,127.0,0.0
seed_count,10,BA,0,0.02,0.05,10,22.0,51.0,1.0,1.0,225.0,0.689,14171.0,0.987,35564.0,34577.0,679.0,199.0,0.0
seed_count,1,BA,2,0.15,0.05,1,8.0,12.0,1.0,1.0,728.0,0.996,20090.0,0.999,7659.0,6660.0,995.0,171.0,0.0
seed_count,1,BA,2,0.02,0.05,1,55.0,99.0,1.0,1.0,176.0,0.63,12475.0,0.989,30713.0,29724.0,629.0,271.0,0.0
seed_count,5,BA,2,0.15,0.05,5,4.0,7.0,1.0,1.0,735.0,0.993,20721.0,0.995,7575.0,6580.0,988.0,159.0,0.0
seed_count,5,BA,2,0.02,0.05,5,33.0,84.0,1.0,1.0,173.0,0.607,12187.0,0.994,31039.0,30045.0,602.0,267.0,0.0
seed_count,10,BA,2,0.15,0.05,10,4.0,7.0,1.0,1.0,742.0,0.998,20693.0,0.99,7514.0,6524.0,988.0,137.0,0.0
seed_count,10,BA,2,0.02,0.05,10,19.0,50.0,1.0,1.0,211.0,0.683,13573.0,0.986,34239.0,33253.0,673.0,203.0,0.0
seed_count,1,BA,3,0.15,0.05,1,12.0,15.0,1.0,1.0,747.0,0.998,19318.0,0.999,7377.0,6378.0,997.0,184.0,0.0
seed_count,1,BA,3,0.02,0.05,1,,,0.0,0.0,2.0,0.003,28.0,0.019,105.0,86.0,2.0,19.0,0.0
seed_count,5,BA,3,0.15,0.05,5,5.0,8.0,1.0,1.0,743.0,0.996,19098.0,0.995,7615.0,6620.0,991.0,148.0,0.0
seed_count,5,BA,3,0.02,0.05,5,21.0,55.0,1.0,1.0,227.0,0.676,14176.0,0.992,34003.0,33011.0,671.0,247.0,0.0
seed_count,10,BA,3,0.15,0.05,10,4.0,7.0,1.0,1.0,749.0,0.996,20542.0,0.99,7519.0,6529.0,986.0,128.0,0.0
seed_count,10,BA,3,0.02,0.05,10,21.0,48.0,1.0,1.0,251.0,0.719,14904.0,0.987,33577.0,32590.0,709.0,185.0,0.0
seed_count,1,BA,4,0.15,0.05,1,8.0,11.0,1.0,1.0,712.0,0.997,19727.0,0.999,7289.0,6290.0,996.0,187.0,0.0
seed_count,1,BA,4,0.02,0.05,1,,,0.0,0.0,1.0,0.001,1.0,0.003,3.0,0.0,0.0,1.0,0.0
seed_count,5,BA,4,0.15,0.05,5,4.0,8.0,1.0,1.0,758.0,0.995,20809.0,0.995,7190.0,6195.0,990.0,137.0,0.0
seed_count,5,BA,4,0.02,0.05,5,34.0,62.0,1.0,1.0,222.0,0.75,15134.0,0.993,35158.0,34165.0,745.0,220.0,0.0
seed_count,10,BA,4,0.15,0.05,10,4.0,7.0,1.0,1.0,747.0,0.992,19108.0,0.99,7207.0,6217.0,982.0,142.0,0.0
seed_count,10,BA,4,0.02,0.05,10,22.0,59.0,1.0,1.0,194.0,0.612,11410.0,0.985,29735.0,28750.0,602.0,157.0,0.0
seed_count,1,BA,5,0.15,0.05,1,4.0,7.0,1.0,1.0,753.0,0.999,20864.0,0.999,7503.0,6504.0,998.0,199.0,0.0
seed_count,1,BA,5,0.02,0.05,1,56.0,84.0,1.0,1.0,240.0,0.738,15036.0,0.997,33871.0,32874.0,737.0,262.0,0.0
seed_count,5,BA,5,0.15,0.05,5,4.0,7.0,1.0,1.0,750.0,0.997,19712.0,0.995,7133.0,6138.0,992.0,159.0,0.0
seed_count,5,BA,5,0.02,0.05,5,19.0,56.0,1.0,1.0,201.0,0.712,15215.0,0.994,34178.0,33184.0,707.0,211.0,0.0
seed_count,10,BA,5,0.15,0.05,10,3.0,6.0,1.0,1.0,719.0,0.99,19437.0,0.99,7516.0,6526.0,980.0,136.0,0.0
seed_count,10,BA,5,0.02,0.05,10,30.0,69.0,1.0,1.0,199.0,0.698,14705.0,0.989,34789.0,33800.0,688.0,234.0,0.0
seed_count,1,BA,6,0.15,0.05,1,7.0,10.0,1.0,1.0,696.0,0.993,19760.0,0.999,7409.0,6410.0,992.0,159.0,0.0
seed_count,1,BA,6,0.02,0.05,1,46.0,90.0,1.0,1.0,197.0,0.623,12913.0,0.993,32118.0,31125.0,622.0,227.0,0.0
seed_count,5,BA,6,0.15,0.05,5,5.0,8.0,1.0,1.0,719.0,0.998,20722.0,0.995,7794.0,6799.0,993.0,155.0,0.0
seed_count,5,BA,6,0.02,0.05,5,31.0,57.0,1.0,1.0,250.0,0.73,15213.0,0.995,35615.0,34620.0,725.0,195.0,0.0
seed_count,10,BA,6,0.15,0.05,10,3.0,6.0,1.0,1.0,747.0,0.997,20173.0,0.99,7248.0,6258.0,987.0,216.0,0.0
seed_count,10,BA,6,0.02,0.05,10,26.0,60.0,1.0,1.0,198.0,0.659,13443.0,0.987,32891.0,31904.0,649.0,174.0,0.0
seed_count,1,BA,7,0.15,0.05,1,8.0,11.0,1.0,1.0,731.0,0.99,18636.0,0.999,7474.0,6475.0,989.0,158.0,0.0
seed_count,1,BA,7,0.02,0.05,1,,,0.0,0.0,1.0,0.001,15.0,0.004,60.0,56.0,0.0,15.0,0.0
seed_count,5,BA,7,0.15,0.05,5,5.0,7.0,1.0,1.0,727.0,0.999,20254.0,0.995,7163.0,6168.0,994.0,142.0,0.0
seed_count,5,BA,7,0.02,0.05,5,40.0,82.0,1.0,1.0,198.0,0.63,12693.0,0.993,33260.0,32267.0,625.0,239.0,0.0
seed_count,10,BA,7,0.15,0.05,10,5.0,8.0,1.0,1.0,759.0,0.994,20816.0,0.99,7446.0,6456.0,984.0,154.0,0.0
seed_count,10,BA,7,0.02,0.05,10,21.0,63.0,1.0,1.0,188.0,0.679,13341.0,0.985,34488.0,33503.0,669.0,245.0,0.0
seed_count,1,BA,8,0.15,0.05,1,5.0,8.0,1.0,1.0,726.0,0.991,19107.0,0.999,7202.0,6203.0,990.0,216.0,0.0
seed_count,1,BA,8,0.02,0.05,1,,,0.0,0.0,1.0,0.001,3.0,0.008,24.0,16.0,0.0,3.0,0.0
seed_count,5,BA,8,0.15,0.05,5,6.0,9.0,1.0,1.0,731.0,0.997,20135.0,0.995,7520.0,6525.0,992.0,218.0,0.0
seed_count,5,BA,8,0.02,0.05,5,34.0,69.0,1.0,1.0,201.0,0.671,12978.0,0.992,33803.0,32811.0,666.0,253.0,0.0
seed_count,10,BA,8,0.15,0.05,10,3.0,6.0,1.0,1.0,751.0,0.994,20705.0,0.99,7155.0,6165.0,984.0,155.0,0.0
seed_count,10,BA,8,0.02,0.05,10,15.0,48.0,1.0,1.0,217.0,0.713,14328.0,0.99,33775.0,32785.0,703.0,191.0,0.0
seed_count,1,BA,9,0.15,0.05,1,7.0,10.0,1.0,1.0,742.0,0.999,20086.0,0.999,7431.0,6432.0,998.0,141.0,0.0
seed_count,1,BA,9,0.02,0.05,1,,,0.0,0.0,1.0,0.001,3.0,0.011,33.0,22.0,0.0,3.0,0.0
seed_count,5,BA,9,0.15,0.05,5,5.0,8.0,1.0,1.0,744.0,0.988,19821.0,0.995,7198.0,6203.0,983.0,155.0,0.0
seed_count,5,BA,9,0.02,0.05,5,37.0,66.0,1.0,1.0,259.0,0.748,16295.0,0.994,37987.0,36993.0,743.0,210.0,0.0
seed_count,10,BA,9,0.15,0.05,10,4.0,7.0,1.0,1.0,732.0,0.997,19324.0,0.99,7684.0,6694.0,987.0,158.0,0.0
seed_count,10,BA,9,0.02,0.05,10,28.0,57.0,1.0,1.0,238.0,0.72,15033.0,0.989,35106.0,34117.0,710.0,190.0,0.0
seed_count,1,BA,11,0.15,0.05,1,9.0,12.0,1.0,1.0,741.0,0.994,20298.0,0.999,7618.0,6619.0,993.0,206.0,0.0
seed_count,1,BA,11,0.02,0.05,1,35.0,75.0,1.0,1.0,192.0,0.667,12934.0,0.996,34348.0,33352.0,666.0,202.0,0.0
seed_count,5,BA,11,0.15,0.05,5,5.0,8.0,1.0,1.0,749.0,0.993,19643.0,0.995,7293.0,6298.0,988.0,153.0,0.0
seed_count,5,BA,11,0.02,0.05,5,32.0,67.0,1.0,1.0,202.0,0.647,12304.0,0.992,32933.0,31941.0,642.0,184.0,0.0
seed_count,10,BA,11,0.15,0.05,10,4.0,7.0,1.0,1.0,745.0,0.994,20949.0,0.99,7321.0,6331.0,984.0,144.0,0.0
seed_count,10,BA,11,0.02,0.05,10,17.0,44.0,1.0,1.0,232.0,0.72,14098.0,0.988,34858.0,33870.0,710.0,206.0,0.0
seed_count,1,BA,10,0.15,0.05,1,6.0,9.0,1.0,1.0,718.0,0.99,19191.0,0.999,7338.0,6339.0,989.0,236.0,0.0
seed_count,1,BA,10,0.02,0.05,1,48.0,83.0,1.0,1.0,207.0,0.642,12764.0,0.993,32582.0,31589.0,641.0,223.0,0.0
seed_count,5,BA,10,0.15,0.05,5,4.0,7.0,1.0,1.0,735.0,0.996,20442.0,0.995,7374.0,6379.0,991.0,145.0,0.0
seed_count,5,BA,10,0.02,0.05,5,26.0,57.0,1.0,1.0,224.0,0.674,13621.0,0.991,34646.0,33655.0,669.0,210.0,0.0
seed_count,10,BA,10,0.15,0.05,10,4.0,7.0,1.0,1.0,751.0,0.99,19999.0,0.99,7623.0,6633.0,980.0,140.0,0.0
seed_count,10,BA,10,0.02,0.05,10,24.0,53.0,1.0,1.0,227.0,0.689,14125.0,0.989,33360.0,32371.0,679.0,181.0,0.0
seed_count,1,BA,13,0.15,0.05,1,13.0,16.0,1.0,1.0,767.0,0.998,19635.0,0.999,7458.0,6459.0,997.0,146.0,0.0
seed_count,1,BA,13,0.02,0.05,1,,,0.0,0.0,1.0,0.001,7.0,0.006,42.0,36.0,0.0,7.0,0.0
seed_count,5,BA,13,0.15,0.05,5,4.0,7.0,1.0,1.0,726.0,0.996,20109.0,0.995,7653.0,6658.0,991.0,124.0,0.0
seed_count,5,BA,13,0.02,0.05,5,28.0,72.0,1.0,1.0,195.0,0.66,13867.0,0.99,33549.0,32559.0,655.0,205.0,0.0
seed_count,10,BA,13,0.15,0.05,10,4.0,7.0,1.0,1.0,722.0,0.992,19259.0,0.99,7309.0,6319.0,982.0,166.0,0.0
seed_count,10,BA,13,0.02,0.05,10,15.0,45.0,1.0,1.0,245.0,0.707,13874.0,0.99,33533.0,32543.0,697.0,197.0,0.0
seed_count,1,BA,12,0.15,0.05,1,6.0,9.0,1.0,1.0,735.0,0.995,19750.0,0.999,7457.0,6458.0,994.0,125.0,0.0
seed_count,1,BA,12,0.02,0.05,1,,,0.0,0.0,1.0,0.001,9.0,0.007,63.0,56.0,0.0,9.0,0.0
seed_count,5,BA,12,0.15,0.05,5,5.0,8.0,1.0,1.0,758.0,0.998,19889.0,0.995,7546.0,6551.0,993.0,199.0,0.0
seed_count,5,BA,12,0.02,0.05,5,17.0,60.0,1.0,1.0,178.0,0.625,12191.0,0.993,31097.0,30104.0,620.0,195.0,0.0
seed_count,10,BA,12,0.15,0.05,10,3.0,7.0,1.0,1.0,712.0,0.994,19077.0,0.99,7605.0,6615.0,984.0,153.0,0.0
seed_count,10,BA,12,0.02,0.05,10,21.0,52.0,1.0,1.0,212.0,0.669,13898.0,0.985,34543.0,33558.0,659.0,186.0,0.0
seed_count,1,BA,14,0.15,0.05,1,9.0,12.0,1.0,1.0,744.0,0.999,19952.0,0.999,7556.0,6557.0,998.0,197.0,0.0
seed_count,1,BA,14,0.02,0.05,1,64.0,97.0,1.0,1.0,225.0,0.738,15638.0,0.997,37690.0,36693.0,737.0,258.0,0.0
seed_count,5,BA,14,0.15,0.05,5,6.0,9.0,1.0,1.0,732.0,0.996,19394.0,0.995,7573.0,6578.0,991.0,117.0,0.0
seed_count,5,BA,14,0.02,0.05,5,,,0.0,0.0,5.0,0.01,92.0,0.076,574.0,498.0,5.0,36.0,0.0
seed_count,10,BA,14,0.15,0.05,10,5.0,8.0,1.0,1.0,721.0,0.994,18815.0,0.99,7432.0,6442.0,984.0,153.0,0.0
seed_count,10,BA,14,0.02,0.05,10,22.0,51.0,1.0,1.0,220.0,0.668,13038.0,0.987,33402.0,32415.0,658.0,196.0,0.0
seed_count,1,BA,15,0.15,0.05,1,10.0,13.0,1.0,1.0,749.0,0.999,20073.0,0.999,7376.0,6377.0,998.0,148.0,0.0
seed_count,1,BA,15,0.02,0.05,1,,,0.0,0.0,1.0,0.001,3.0,0.003,9.0,6.0,0.0,3.0,0.0
seed_count,5,BA,15,0.15,0.05,5,4.0,7.0,1.0,1.0,753.0,0.993,20290.0,0.995,7681.0,6686.0,988.0,154.0,0.0
seed_count,5,BA,15,0.02,0.05,5,42.0,72.0,1.0,1.0,224.0,0.628,11874.0,0.993,33243.0,32250.0,623.0,197.0,0.0
seed_count,10,BA,15,0.15,0.05,10,3.0,6.0,1.0,1.0,775.0,0.994,20726.0,0.99,7348.0,6358.0,984.0,286.0,0.0
seed_count,10,BA,15,0.02,0.05,10,32.0,67.0,1.0,1.0,221.0,0.67,13182.0,0.987,34481.0,33494.0,660.0,186.0,0.0
seed_count,1,BA,16,0.15,0.05,1,9.0,12.0,1.0,1.0,728.0,0.994,18771.0,0.999,7283.0,6284.0,993.0,124.0,0.0
seed_count,1,BA,16,0.02,0.05,1,,,0.0,0.0,1.0,0.001,1.0,0.003,3.0,0.0,0.0,1.0,0.0
seed_count,5,BA,16,0.15,0.05,5,5.0,8.0,1.0,1.0,745.0,0.995,19787.0,0.995,7466.0,6471.0,990.0,151.0,0.0
seed_count,5,BA,16,0.02,0.05,5,17.0,50.0,1.0,1.0,201.0,0.692,12668.0,0.993,33611.0,32618.0,687.0,167.0,0.0
seed_count,10,BA,16,0.15,0.05,10,4.0,7.0,1.0,1.0,724.0,0.994,20538.0,0.99,7596.0,6606.0,984.0,152.0,0.0
seed_count,10,BA,16,0.02,0.05,10,35.0,71.0,1.0,1.0,204.0,0.694,14236.0,0.989,33977.0,32988.0,684.0,210.0,0.0
seed_count,1,BA,17,0.15,0.05,1,6.0,9.0,1.0,1.0,741.0,0.991,19686.0,0.999,7487.0,6488.0,990.0,149.0,0.0
seed_count,1,BA,17,0.02,0.05,1,,,0.0,0.0,1.0,0.001,5.0,0.003,15.0,12.0,0.0,5.0,0.0
seed_count,5,BA,17,0.15,0.05,5,5.0,8.0,1.0,1.0,742.0,0.994,19955.0,0.995,7768.0,6773.0,989.0,135.0,0.0
seed_count,5,BA,17,0.02,0.05,5,22.0,55.0,1.0,1.0,223.0,0.697,13949.0,0.992,35096.0,34104.0,692.0,211.0,0.0
seed_count,10,BA,17,0.15,0.05,10,4.0,7.0,1.0,1.0,753.0,0.994,20213.0,0.99,7486.0,6496.0,984.0,168.0,0.0
seed_count,10,BA,17,0.02,0.05,10,30.0,79.0,1.0,1.0,154.0,0.667,13129.0,0.988,32082.0,31094.0,657.0,258.0,0.0
seed_count,1,BA,19,0.15,0.05,1,10.0,13.0,1.0,1.0,766.0,0.999,20194.0,0.999,7660.0,6661.0,998.0,161.0,0.0
seed_count,1,BA,19,0.02,0.05,1,61.0,91.0,1.0,1.0,226.0,0.686,13800.0,0.994,35713.0,34719.0,685.0,217.0,0.0
seed_count,5,BA,19,0.15,0.05,5,5.0,8.0,1.0,1.0,728.0,0.994,19259.0,0.995,7447.0,6452.0,989.0,141.0,0.0
seed_count,5,BA,19,0.02,0.05,5,28.0,59.0,1.0,1.0,222.0,0.663,13587.0,0.989,32928.0,31939.0,658.0,308.0,0.0
seed_count,10,BA,19,0.15,0.05,10,4.0,7.0,1.0,1.0,742.0,0.993,19053.0,0.99,7607.0,6617.0,983.0,109.0,0.0
seed_count,10,BA,19,0.02,0.05,10,23.0,70.0,1.0,1.0,181.0,0.664,13433.0,0.989,36306.0,35317.0,654.0,234.0,0.0
seed_count,1,BA,18,0.15,0.05,1,6.0,9.0,1.0,1.0,704.0,0.985,20120.0,0.999,7531.0,6532.0,984.0,134.0,0.0
seed_count,1,BA,18,0.02,0.05,1,34.0,68.0,1.0,1.0,198.0,0.709,14338.0,0.999,35989.0,34990.0,708.0,252.0,0.0
seed_count,5,BA,18,0.15,0.05,5,7.0,10.0,1.0,1.0,746.0,0.995,21172.0,0.995,7068.0,6073.0,990.0,204.0,0.0
seed_count,5,BA,18,0.02,0.05,5,68.0,109.0,1.0,1.0,187.0,0.65,12876.0,0.991,31690.0,30699.0,645.0,275.0,0.0
seed_count,10,BA,18,0.15,0.05,10,4.0,7.0,1.0,1.0,733.0,0.996,20464.0,0.99,7369.0,6379.0,986.0,133.0,0.0
seed_count,10,BA,18,0.02,0.05,10,17.0,56.0,1.0,1.0,197.0,0.64,12821.0,0.986,31045.0,30059.0,630.0,179.0,0.0
