family,value,topology,trial,nodes,edges,mean_degree,density,clustering,transitivity,assortativity,components,lcc_fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
ba_m,3.0,BA,5,1000,2991,5.982,0.005987987987987988,0.02401516900403049,0.01575262543757293,-0.07379113288883431,1,1.0,6.0,8.0,1.0,1.0,748.0,0.997,20055.0,0.995,7315.0,6320.0,992.0,175.0,0.0
ba_m,3.0,BA,6,1000,2991,5.982,0.005987987987987988,0.02304093503388671,0.016404092902387528,-0.07001771917538964,1,1.0,5.0,8.0,1.0,1.0,739.0,0.996,20210.0,0.995,7632.0,6637.0,991.0,146.0,0.0
ba_m,3.0,BA,7,1000,2991,5.982,0.005987987987987988,0.02784545436066204,0.016416498325108036,-0.08240687682899392,1,1.0,4.0,7.0,1.0,1.0,758.0,0.998,19587.0,0.995,7335.0,6340.0,993.0,141.0,0.0
ba_m,3.0,BA,8,1000,2991,5.982,0.005987987987987988,0.030413838527614874,0.01798067275703649,-0.07234273347850743,1,1.0,5.0,8.0,1.0,1.0,729.0,0.999,20690.0,0.995,7250.0,6255.0,994.0,167.0,0.0
ba_m,3.0,BA,9,1000,2991,5.982,0.005987987987987988,0.02458674916709466,0.017223656830546292,-0.06841668622154393,1,1.0,4.0,7.0,1.0,1.0,746.0,0.995,19314.0,0.995,7430.0,6435.0,990.0,206.0,0.0
ba_m,3.0,BA,11,1000,2991,5.982,0.005987987987987988,0.023026441089168046,0.017339045921154785,-0.044996239988879215,1,1.0,4.0,8.0,1.0,1.0,732.0,0.995,20336.0,0.995,7766.0,6771.0,990.0,129.0,0.0
ba_m,3.0,BA,10,1000,2991,5.982,0.005987987987987988,0.02182161656263767,0.015862961636969514,-0.09201856676469751,1,1.0,4.0,7.0,1.0,1.0,744.0,0.997,19913.0,0.995,7181.0,6186.0,992.0,163.0,0.0
ba_m,3.0,BA,12,1000,2991,5.982,0.005987987987987988,0.032778793864517104,0.017961153783677162,-0.07308903956832125,1,1.0,4.0,7.0,1.0,1.0,742.0,0.995,19806.0,0.995,7457.0,6462.0,990.0,126.0,0.0
ba_m,3.0,BA,13,1000,2991,5.982,0.005987987987987988,0.032207057786890994,0.01728991819823648,-0.07797599877891909,1,1.0,6.0,9.0,1.0,1.0,728.0,0.997,18671.0,0.995,7567.0,6572.0,992.0,142.0,0.0
ba_m,3.0,BA,14,1000,2991,5.982,0.005987987987987988,0.03061255138526907,0.01666451362873014,-0.08632865001259588,1,1.0,4.0,7.0,1.0,1.0,731.0,0.992,19280.0,0.995,6858.0,5863.0,987.0,137.0,0.0
ba_m,3.0,BA,15,1000,2991,5.982,0.005987987987987988,0.034750521461750526,0.01951147949827624,-0.07261525903921694,1,1.0,4.0,7.0,1.0,1.0,742.0,0.996,19268.0,0.995,7776.0,6781.0,991.0,132.0,0.0
ba_m,3.0,BA,16,1000,2991,5.982,0.005987987987987988,0.029756603772058677,0.016912369976801615,-0.07122254409775701,1,1.0,4.0,7.0,1.0,1.0,740.0,0.992,19150.0,0.995,7500.0,6505.0,987.0,169.0,0.0
ba_m,3.0,BA,17,1000,2991,5.982,0.005987987987987988,0.04249090774048159,0.018812008761757506,-0.07587058437169462,1,1.0,5.0,8.0,1.0,1.0,724.0,0.996,20578.0,0.995,7406.0,6411.0,991.0,169.0,0.0
ba_m,3.0,BA,18,1000,2991,5.982,0.005987987987987988,0.026991668341452904,0.016199226305609285,-0.06856781464831853,1,1.0,4.0,7.0,1.0,1.0,746.0,0.999,20857.0,0.995,7495.0,6500.0,994.0,187.0,0.0
ba_m,3.0,BA,19,1000,2991,5.982,0.005987987987987988,0.03711055855294899,0.019568916619398753,-0.07365024777560358,1,1.0,5.0,7.0,1.0,1.0,754.0,0.995,20454.0,0.995,7354.0,6359.0,990.0,172.0,0.0
ba_m,5.0,BA,0,1000,4975,9.95,0.00995995995995996,0.03863219524311571,0.029984457300751232,-0.05214430783946676,1,1.0,4.0,6.0,1.0,1.0,798.0,1.0,19665.0,0.995,8661.0,7666.0,995.0,159.0,0.0
ba_m,5.0,BA,1,1000,4975,9.95,0.00995995995995996,0.03745685486078422,0.028834099456748852,-0.057431450575973125,1,1.0,3.0,5.0,1.0,1.0,841.0,1.0,21827.0,0.995,8491.0,7496.0,995.0,169.0,0.0
ba_m,5.0,BA,2,1000,4975,9.95,0.00995995995995996,0.04160790470322013,0.03071023070419133,-0.06134169136397162,1,1.0,3.0,5.0,1.0,1.0,826.0,1.0,20362.0,0.995,8297.0,7302.0,995.0,128.0,0.0
ba_m,5.0,BA,3,1000,4975,9.95,0.00995995995995996,0.03830475511819929,0.030681636779651997,-0.04259322264596257,1,1.0,3.0,5.0,1.0,1.0,816.0,1.0,19256.0,0.995,8277.0,7282.0,995.0,144.0,0.0
ba_m,5.0,BA,4,1000,4975,9.95,0.00995995995995996,0.04337135593951796,0.03195808522156059,-0.05401703165268032,1,1.0,3.0,5.0,1.0,1.0,824.0,1.0,20273.0,0.995,8044.0,7049.0,995.0,137.0,0.0
ba_m,5.0,BA,5,1000,4975,9.95,0.00995995995995996,0.039881000479943425,0.031069904651530318,-0.04944211081277414,1,1.0,3.0,5.0,1.0,1.0,835.0,1.0,19364.0,0.995,8180.0,7185.0,995.0,136.0,0.0
ba_m,5.0,BA,6,1000,4975,9.95,0.00995995995995996,0.03645531646045364,0.027719088013623033,-0.054917073925072855,1,1.0,4.0,5.0,1.0,1.0,842.0,1.0,20676.0,0.995,8464.0,7469.0,995.0,163.0,0.0
ba_m,5.0,BA,7,1000,4975,9.95,0.00995995995995996,0.043105326054434595,0.029003074739829708,-0.07026975754453049,1,1.0,4.0,6.0,1.0,1.0,836.0,0.999,19639.0,0.995,8600.0,7605.0,994.0,127.0,0.0
ba_m,5.0,BA,8,1000,4975,9.95,0.00995995995995996,0.04107357406127554,0.03019438031300869,-0.04987868909872213,1,1.0,4.0,6.0,1.0,1.0,825.0,1.0,19956.0,0.995,8372.0,7377.0,995.0,138.0,0.0
ba_m,5.0,BA,9,1000,4975,9.95,0.00995995995995996,0.04187519813272886,0.030889331088320832,-0.054489097182984586,1,1.0,3.0,5.0,1.0,1.0,821.0,1.0,19257.0,0.995,8472.0,7477.0,995.0,160.0,0.0
ba_m,5.0,BA,10,1000,4975,9.95,0.00995995995995996,0.038480532267875504,0.028244313825709175,-0.0660853890344473,1,1.0,5.0,7.0,1.0,1.0,833.0,1.0,20178.0,0.995,8852.0,7857.0,995.0,124.0,0.0
ba_m,5.0,BA,11,1000,4975,9.95,0.00995995995995996,0.0338319418501456,0.028216943554955538,-0.0413125379065805,1,1.0,3.0,5.0,1.0,1.0,828.0,0.999,19363.0,0.995,7961.0,6966.0,994.0,140.0,0.0
ba_m,5.0,BA,14,1000,4975,9.95,0.00995995995995996,0.04518101893685403,0.030643573524108424,-0.08150719419222748,1,1.0,3.0,5.0,1.0,1.0,816.0,0.999,19640.0,0.995,8257.0,7262.0,994.0,163.0,0.0
ba_m,5.0,BA,12,1000,4975,9.95,0.00995995995995996,0.043390788296015025,0.03339446284902982,-0.04198590078890009,1,1.0,3.0,5.0,1.0,1.0,813.0,1.0,20645.0,0.995,8302.0,7307.0,995.0,117.0,0.0
ba_m,5.0,BA,13,1000,4975,9.95,0.00995995995995996,0.041653381808856575,0.029916025192442266,-0.06260750283840974,1,1.0,4.0,6.0,1.0,1.0,829.0,0.999,20347.0,0.995,8251.0,7256.0,994.0,159.0,0.0
ba_m,5.0,BA,15,1000,4975,9.95,0.00995995995995996,0.04122716653990948,0.030556115252871247,-0.052585277295626384,1,1.0,4.0,6.0,1.0,1.0,850.0,1.0,20420.0,0.995,8555.0,7560.0,995.0,154.0,0.0
ba_m,5.0,BA,16,1000,4975,9.95,0.00995995995995996,0.03609746433955452,0.028498912255257434,-0.050617220130345766,1,1.0,3.0,5.0,1.0,1.0,816.0,1.0,19425.0,0.995,8397.0,7402.0,995.0,142.0,0.0
ba_m,5.0,BA,17,1000,4975,9.95,0.00995995995995996,0.037404489448585536,0.030088913045707665,-0.051601475168590975,1,1.0,3.0,5.0,1.0,1.0,835.0,1.0,20432.0,0.995,8156.0,7161.0,995.0,172.0,0.0
ba_m,5.0,BA,18,1000,4975,9.95,0.00995995995995996,0.04082250059334597,0.030974012666751243,-0.05814825770432884,1,1.0,3.0,5.0,1.0,1.0,823.0,0.999,19828.0,0.995,8398.0,7403.0,994.0,167.0,0.0
sbm_mixing,0.02,SBM,3,1000,2993,5.986,0.005991991991991992,0.02362907647907648,0.02477095351204615,-0.010241070914498378,3,0.998,5.0,9.0,1.0,1.0,659.0,0.99,20202.0,0.993,7175.0,6182.0,985.0,167.0,0.0
ba_m,5.0,BA,19,1000,4975,9.95,0.00995995995995996,0.04190943453957051,0.028287927582905388,-0.08098243215544375,1,1.0,3.0,5.0,1.0,1.0,852.0,1.0,20843.0,0.995,8152.0,7157.0,995.0,210.0,0.0
sbm_mixing,0.02,SBM,2,1000,2970,5.94,0.005945945945945946,0.022643095793095792,0.02386634844868735,0.018884274061015543,4,0.997,6.0,11.0,1.0,1.0,687.0,0.989,19846.0,0.992,7356.0,6364.0,984.0,158.0,0.0
sbm_mixing,0.02,SBM,0,1000,2914,5.828,0.005833833833833834,0.020395548895548895,0.019958787165145715,-0.044719589284226716,3,0.998,6.0,10.0,1.0,1.0,714.0,0.986,20799.0,0.993,7264.0,6271.0,981.0,148.0,0.0
sbm_mixing,0.02,SBM,1,1000,3055,6.11,0.006116116116116116,0.02015270285270285,0.02007289343415112,-0.005761013167098212,3,0.998,6.0,11.0,1.0,1.0,713.0,0.991,20148.0,0.993,7569.0,6576.0,986.0,144.0,0.0
sbm_mixing,0.02,SBM,4,1000,2930,5.86,0.005865865865865866,0.022292524142524143,0.021788391145197837,-0.019035567069192544,2,0.999,6.0,11.0,1.0,1.0,665.0,0.991,19015.0,0.994,7436.0,6442.0,986.0,133.0,0.0
sbm_mixing,0.02,SBM,7,1000,2963,5.926,0.005931931931931932,0.02421005661005661,0.023611190900212558,0.01741052049020473,2,0.999,5.0,13.0,1.0,1.0,582.0,0.989,19740.0,0.993,7734.0,6741.0,984.0,154.0,0.0
sbm_mixing,0.02,SBM,8,1000,2947,5.894,0.0058998998998998995,0.02117440337440337,0.022083999086966444,-0.009657577353122565,3,0.998,7.0,11.0,1.0,1.0,679.0,0.988,19036.0,0.992,7266.0,6274.0,983.0,180.0,0.0
sbm_mixing,0.02,SBM,10,1000,2944,5.888,0.005893893893893894,0.023225813075813076,0.021413769283905135,0.002241041842574638,4,0.997,6.0,11.0,1.0,1.0,690.0,0.989,19211.0,0.992,7457.0,6465.0,984.0,120.0,0.0
sbm_mixing,0.02,SBM,5,1000,3099,6.198,0.006204204204204204,0.02591451048951049,0.025152675706448607,0.011900908313883943,3,0.998,6.0,11.0,1.0,1.0,642.0,0.988,19114.0,0.993,7540.0,6547.0,983.0,198.0,0.0
sbm_mixing,0.02,SBM,9,1000,3052,6.104,0.0061101101101101105,0.02306857031857032,0.022410920621271563,-0.027613503865332144,1,1.0,5.0,10.0,1.0,1.0,684.0,0.994,19304.0,0.995,7591.0,6596.0,989.0,174.0,0.0
sbm_mixing,0.02,SBM,6,1000,3007,6.014,0.00602002002002002,0.022094028194028194,0.023645648312611012,-0.0003527448336628074,5,0.996,6.0,11.0,1.0,1.0,634.0,0.99,18545.0,0.991,7469.0,6478.0,985.0,143.0,0.0
sbm_mixing,0.02,SBM,11,1000,2895,5.79,0.005795795795795796,0.02259099234099234,0.02509327235527741,-0.026705278734753483,4,0.997,6.0,11.0,1.0,1.0,663.0,0.992,20408.0,0.991,7309.0,6318.0,987.0,123.0,0.0
sbm_mixing,0.02,SBM,12,1000,3041,6.082,0.006088088088088088,0.024157226107226103,0.025937533772830434,0.006589479633442064,3,0.998,7.0,11.0,1.0,1.0,675.0,0.992,19346.0,0.993,7689.0,6696.0,987.0,149.0,0.0
sbm_mixing,0.02,SBM,13,1000,2974,5.948,0.005953953953953954,0.02631336441336441,0.022294077603812117,-0.022842528407953117,4,0.997,6.0,13.0,1.0,1.0,632.0,0.991,18294.0,0.992,7760.0,6768.0,986.0,126.0,0.0
sbm_mixing,0.02,SBM,14,1000,2946,5.892,0.0058978978978978976,0.01963315018315018,0.021510927551196008,0.02781684273259837,5,0.996,6.0,10.0,1.0,1.0,706.0,0.99,20050.0,0.991,7332.0,6341.0,985.0,168.0,0.0
sbm_mixing,0.02,SBM,18,1000,2921,5.842,0.005847847847847848,0.02125337995337995,0.02146562518633355,-0.015922307234645928,4,0.997,6.0,11.0,1.0,1.0,687.0,0.989,20026.0,0.991,7205.0,6214.0,984.0,185.0,0.0
sbm_mixing,0.02,SBM,15,1000,2996,5.992,0.005997997997997998,0.02236813741813742,0.023053792181757436,0.009720386028781922,2,0.999,6.0,10.0,1.0,1.0,698.0,0.99,20180.0,0.994,7320.0,6326.0,985.0,210.0,0.0
sbm_mixing,0.02,SBM,16,1000,3014,6.028,0.006034034034034034,0.023282794982794983,0.02191841478939503,-0.016947947001399958,3,0.998,7.0,11.0,1.0,1.0,704.0,0.994,19470.0,0.993,7586.0,6593.0,989.0,160.0,0.0
sbm_mixing,0.02,SBM,17,1000,2929,5.858,0.005863863863863864,0.023055627705627708,0.022979167875587535,0.003922564140867687,5,0.996,5.0,10.0,1.0,1.0,740.0,0.989,21811.0,0.991,7209.0,6218.0,984.0,150.0,0.0
sbm_mixing,0.02,SBM,19,1000,3004,6.008,0.006014014014014014,0.02251237096237096,0.022058823529411766,-0.007689520027901913,3,0.998,6.0,9.0,1.0,1.0,702.0,0.985,19447.0,0.992,7166.0,6174.0,980.0,177.0,0.0
sbm_mixing,0.1,SBM,0,1000,2900,5.8,0.005805805805805806,0.015585819735819734,0.018006122081507713,0.011029083425584783,3,0.998,6.0,11.0,1.0,1.0,687.0,0.992,19109.0,0.993,7617.0,6624.0,987.0,149.0,0.0
sbm_mixing,0.1,SBM,2,1000,2956,5.912,0.005917917917917918,0.016988187302893185,0.018042270462225785,0.011579024185507459,3,0.998,5.0,10.0,1.0,1.0,709.0,0.988,19203.0,0.993,7321.0,6328.0,983.0,135.0,0.0
sbm_mixing,0.1,SBM,6,1000,3054,6.108,0.006114114114114114,0.018725530025530023,0.01918075422626788,0.005752064715178671,4,0.997,6.0,10.0,1.0,1.0,697.0,0.993,20625.0,0.992,7920.0,6928.0,988.0,156.0,0.0
sbm_mixing,0.1,SBM,3,1000,3031,6.062,0.006068068068068068,0.016786130536130536,0.018184796854521627,-0.00409988456595779,5,0.996,6.0,9.0,1.0,1.0,704.0,0.991,19908.0,0.991,7644.0,6653.0,986.0,122.0,0.0
sbm_mixing,0.1,SBM,4,1000,2972,5.944,0.00594994994994995,0.015220024420024418,0.016579307201458525,0.019613497632229523,3,0.998,6.0,11.0,1.0,1.0,689.0,0.993,20524.0,0.993,7651.0,6658.0,988.0,171.0,0.0
sbm_mixing,0.1,SBM,1,1000,2925,5.85,0.005855855855855856,0.016441497391497393,0.01882145998240985,-0.0006377144314782821,2,0.999,7.0,12.0,1.0,1.0,694.0,0.991,19405.0,0.994,7764.0,6770.0,986.0,166.0,0.0
sbm_mixing,0.1,SBM,5,1000,3017,6.034,0.00604004004004004,0.01797837162837163,0.018645948945615984,-0.012857326435648292,3,0.998,5.0,8.0,1.0,1.0,745.0,0.993,20801.0,0.993,7120.0,6127.0,988.0,167.0,0.0
sbm_mixing,0.1,SBM,7,1000,2981,5.962,0.005967967967967968,0.015274148074148074,0.016009992051776997,0.013220875100730542,4,0.997,7.0,11.0,1.0,1.0,740.0,0.994,20084.0,0.992,7761.0,6769.0,989.0,146.0,0.0
sbm_mixing,0.1,SBM,8,1000,3023,6.046,0.006052052052052052,0.02165207015207015,0.01913454665420355,0.029107634962514742,5,0.996,6.0,10.0,1.0,1.0,725.0,0.991,20329.0,0.991,7461.0,6470.0,986.0,129.0,0.0
sbm_mixing,0.1,SBM,9,1000,3056,6.112,0.006118118118118118,0.020314474414474416,0.020013988271372466,-0.01414463234995325,3,0.998,6.0,10.0,1.0,1.0,746.0,0.991,20731.0,0.993,7498.0,6505.0,986.0,237.0,0.0
sbm_mixing,0.1,SBM,11,1000,2992,5.984,0.00598998998998999,0.02025987345987346,0.01985539488320356,-0.04444965393671998,2,0.999,5.0,9.0,1.0,1.0,685.0,0.993,18815.0,0.994,7288.0,6294.0,988.0,137.0,0.0
sbm_mixing,0.1,SBM,10,1000,3041,6.082,0.006088088088088088,0.016954900654900656,0.01941166875101952,0.0013069544422542574,3,0.998,6.0,10.0,1.0,1.0,718.0,0.986,19557.0,0.993,7260.0,6267.0,981.0,150.0,0.0
sbm_mixing,0.1,SBM,13,1000,3039,6.078,0.006084084084084084,0.015936191586191584,0.016174250593055856,-0.015244983306049703,2,0.999,7.0,11.0,1.0,1.0,731.0,0.99,19407.0,0.994,7407.0,6413.0,985.0,156.0,0.0
sbm_mixing,0.1,SBM,12,1000,2949,5.898,0.005903903903903904,0.014258394383394385,0.015112912565141865,0.011180458464959936,2,0.999,7.0,12.0,1.0,1.0,710.0,0.995,19416.0,0.994,7521.0,6527.0,990.0,159.0,0.0
sbm_mixing,0.1,SBM,14,1000,3033,6.066,0.006072072072072072,0.020717343767343768,0.019578232026320048,0.010767471992473259,3,0.998,6.0,10.0,1.0,1.0,733.0,0.988,20283.0,0.993,7405.0,6412.0,983.0,168.0,0.0
sbm_mixing,0.1,SBM,15,1000,3103,6.206,0.006212212212212212,0.018041657688716514,0.017628705148205928,-0.0061821671202892045,3,0.998,6.0,9.0,1.0,1.0,762.0,0.993,20241.0,0.993,7484.0,6491.0,988.0,156.0,0.0
sbm_mixing,0.1,SBM,16,1000,3004,6.008,0.006014014014014014,0.01910672938172938,0.01768435101768435,0.018769519434779884,3,0.998,6.0,10.0,1.0,1.0,741.0,0.989,18759.0,0.993,7682.0,6689.0,984.0,196.0,0.0
sbm_mixing,0.1,SBM,18,1000,2990,5.98,0.005985985985985986,0.01753091908091908,0.01671402306535183,0.023281791823280436,3,0.998,7.0,11.0,1.0,1.0,700.0,0.991,18719.0,0.993,7266.0,6273.0,986.0,140.0,0.0
sbm_mixing,0.1,SBM,17,1000,2941,5.882,0.005887887887887888,0.017447086247086248,0.01612064482579303,-0.016697737565618053,5,0.996,7.0,12.0,1.0,1.0,688.0,0.986,20134.0,0.991,7679.0,6688.0,981.0,175.0,0.0
sbm_mixing,0.1,SBM,19,1000,3017,6.034,0.00604004004004004,0.01637602675102675,0.017402353461134744,-0.035902043583213285,1,1.0,5.0,9.0,1.0,1.0,723.0,0.988,19152.0,0.995,7280.0,6285.0,983.0,150.0,0.0
sbm_mixing,0.3,SBM,0,1000,2961,5.922,0.005927927927927928,0.010867227217227217,0.01017293997965412,-0.002028278165408087,2,0.999,5.0,9.0,1.0,1.0,765.0,0.992,19658.0,0.994,7020.0,6026.0,987.0,136.0,0.0
sbm_mixing,0.3,SBM,1,1000,2981,5.962,0.005967967967967968,0.0075874680874680875,0.007901517320354996,-0.003913319428888301,2,0.999,7.0,11.0,1.0,1.0,706.0,0.991,19524.0,0.994,7604.0,6610.0,986.0,155.0,0.0
sbm_mixing,0.3,SBM,3,1000,3055,6.11,0.006116116116116116,0.01089465256965257,0.012219636055861193,-0.017987359260834612,4,0.997,6.0,10.0,1.0,1.0,711.0,0.985,19188.0,0.991,7432.0,6441.0,980.0,169.0,0.0
sbm_mixing,0.3,SBM,2,1000,2998,5.996,0.006002002002002002,0.008792263292263293,0.009352037408149633,0.008395812317381771,3,0.998,6.0,10.0,1.0,1.0,710.0,0.991,20431.0,0.993,7110.0,6117.0,986.0,185.0,0.0
sbm_mixing,0.3,SBM,4,1000,3031,6.062,0.006068068068068068,0.009663180447003976,0.009312203888253554,-0.007435362454112787,3,0.998,6.0,10.0,1.0,1.0,762.0,0.992,20411.0,0.993,7526.0,6533.0,987.0,125.0,0.0
sbm_mixing,0.3,SBM,5,1000,2912,5.824,0.00582982982982983,0.009466622266622267,0.01016767748840528,0.006686560949671679,2,0.999,8.0,12.0,1.0,1.0,690.0,0.992,18909.0,0.994,7619.0,6625.0,987.0,162.0,0.0
sbm_mixing,0.3,SBM,7,1000,2919,5.838,0.005843843843843844,0.010503518703518703,0.010993557538861635,0.0001612888531050444,1,1.0,7.0,12.0,1.0,1.0,734.0,0.992,20622.0,0.995,7160.0,6165.0,987.0,160.0,0.0
sbm_mixing,0.3,SBM,6,1000,2990,5.98,0.005985985985985986,0.012996373071373071,0.012576155608965401,0.013409494502663056,2,0.999,6.0,9.0,1.0,1.0,722.0,0.991,20166.0,0.994,7248.0,6254.0,986.0,151.0,0.0
sbm_mixing,0.3,SBM,8,1000,2971,5.942,0.005947947947947948,0.008316289266289266,0.008580253975517675,0.01101845233684126,2,0.999,7.0,11.0,1.0,1.0,703.0,0.992,19280.0,0.993,7408.0,6415.0,987.0,154.0,0.0
sbm_mixing,0.3,SBM,10,1000,2975,5.95,0.005955955955955956,0.010203441003441003,0.011160075545126767,0.031777611837126706,4,0.997,6.0,10.0,1.0,1.0,722.0,0.992,18576.0,0.992,7284.0,6292.0,987.0,130.0,0.0
sbm_mixing,0.3,SBM,11,1000,3083,6.166,0.006172172172172172,0.007913056388056387,0.009667862154997662,-0.021360975277286802,3,0.998,6.0,9.0,1.0,1.0,745.0,0.985,20062.0,0.993,7188.0,6195.0,980.0,139.0,0.0
sbm_mixing,0.3,SBM,9,1000,2858,5.716,0.005721721721721721,0.00951904761904762,0.009737873591376777,-0.01124358353420831,3,0.998,8.0,12.0,1.0,1.0,699.0,0.989,18856.0,0.993,7645.0,6652.0,984.0,145.0,0.0
sbm_mixing,0.3,SBM,12,1000,3072,6.144,0.00615015015015015,0.011895360195360196,0.010653522022579106,0.010220864497949199,3,0.998,6.0,9.0,1.0,1.0,738.0,0.991,20559.0,0.993,7609.0,6616.0,986.0,166.0,0.0
sbm_mixing,0.3,SBM,13,1000,2960,5.92,0.005925925925925926,0.011015218115218115,0.012404418011894647,0.023155974057627884,4,0.997,8.0,11.0,1.0,1.0,756.0,0.989,19328.0,0.992,7284.0,6292.0,984.0,168.0,0.0
sbm_mixing,0.3,SBM,15,1000,2980,5.96,0.005965965965965966,0.010739577089577089,0.009701577215477136,-0.010058512094928591,5,0.996,8.0,12.0,1.0,1.0,730.0,0.989,18748.0,0.991,7318.0,6327.0,984.0,140.0,0.0
sbm_mixing,0.3,SBM,16,1000,2936,5.872,0.005877877877877878,0.009153368853368853,0.009153855181316747,0.04246635677958559,2,0.999,7.0,11.0,1.0,1.0,709.0,0.992,20710.0,0.994,7613.0,6619.0,987.0,154.0,0.0
sbm_mixing,0.3,SBM,14,1000,3082,6.164,0.0061701701701701705,0.007822663447663447,0.00903375772624016,0.010165603245790323,2,0.999,7.0,10.0,1.0,1.0,719.0,0.995,21107.0,0.994,7604.0,6610.0,990.0,152.0,0.0
sbm_mixing,0.3,SBM,17,1000,3020,6.04,0.006046046046046046,0.011169386169386168,0.011339359079704191,-0.0005843149868948207,1,1.0,5.0,9.0,1.0,1.0,721.0,0.997,20320.0,0.995,7594.0,6599.0,992.0,158.0,0.0
sbm_mixing,0.3,SBM,19,1000,3082,6.164,0.0061701701701701705,0.012382889332889332,0.011914217633042097,-0.0009596448620789311,4,0.997,5.0,9.0,1.0,1.0,740.0,0.993,20134.0,0.992,7556.0,6564.0,988.0,166.0,0.0
sbm_mixing,0.3,SBM,18,1000,2964,5.928,0.005933933933933934,0.008579797979797979,0.008354646206308611,-0.017108232773297885,6,0.995,4.0,8.0,1.0,1.0,740.0,0.988,20139.0,0.99,7297.0,6307.0,983.0,152.0,0.0
