family,value,topology,trial,nodes,edges,mean_degree,density,clustering,transitivity,assortativity,components,lcc_fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
mean_degree,4.0,BA,0,1000,1996,3.992,0.003995995995995996,0.02827345512687053,0.010287370200434678,-0.12015118027506809,1,1.0,4.0,8.0,1.0,1.0,619.0,0.97,18213.0,0.995,6743.0,5748.0,965.0,112.0,0.0
mean_degree,4.0,BA,4,1000,1996,3.992,0.003995995995995996,0.028131188856826396,0.013001605136436598,-0.06881073953712062,1,1.0,8.0,13.0,1.0,1.0,615.0,0.965,18790.0,0.995,6770.0,5775.0,960.0,145.0,0.0
mean_degree,4.0,BA,2,1000,1996,3.992,0.003995995995995996,0.020750644068137033,0.008839950372208437,-0.08526648342387522,1,1.0,7.0,12.0,1.0,1.0,647.0,0.969,18672.0,0.995,7020.0,6025.0,964.0,189.0,0.0
mean_degree,4.0,BA,3,1000,1996,3.992,0.003995995995995996,0.02842214968527185,0.0095565749235474,-0.08330598509524055,1,1.0,8.0,13.0,1.0,1.0,649.0,0.968,19665.0,0.995,6741.0,5746.0,963.0,193.0,0.0
mean_degree,4.0,BA,5,1000,1996,3.992,0.003995995995995996,0.029605668439167804,0.011521228931085982,-0.07609340395388155,1,1.0,7.0,11.0,1.0,1.0,608.0,0.968,18060.0,0.995,6501.0,5506.0,963.0,136.0,0.0
mean_degree,4.0,BA,6,1000,1996,3.992,0.003995995995995996,0.03059029773640381,0.009855734895014998,-0.09347666053145293,1,1.0,4.0,9.0,1.0,1.0,615.0,0.97,19120.0,0.995,7305.0,6310.0,965.0,132.0,0.0
mean_degree,4.0,BA,9,1000,1996,3.992,0.003995995995995996,0.029055094447155528,0.010835354212888912,-0.0983595668583037,1,1.0,6.0,11.0,1.0,1.0,672.0,0.984,19219.0,0.995,7190.0,6195.0,979.0,149.0,0.0
mean_degree,4.0,BA,8,1000,1996,3.992,0.003995995995995996,0.025667222292298234,0.008972309596246068,-0.09532920618235477,1,1.0,8.0,12.0,1.0,1.0,632.0,0.971,19218.0,0.995,7104.0,6109.0,966.0,153.0,0.0
mean_degree,4.0,BA,7,1000,1996,3.992,0.003995995995995996,0.02839679227805545,0.010593103448275862,-0.09831512984946186,1,1.0,7.0,12.0,1.0,1.0,645.0,0.96,19724.0,0.995,6764.0,5769.0,955.0,166.0,0.0
mean_degree,4.0,BA,10,1000,1996,3.992,0.003995995995995996,0.02802979870976277,0.010482276676934394,-0.08655535410265199,1,1.0,5.0,11.0,1.0,1.0,643.0,0.975,18810.0,0.995,7010.0,6015.0,970.0,176.0,0.0
mean_degree,4.0,BA,11,1000,1996,3.992,0.003995995995995996,0.02787086638668499,0.010933291079068293,-0.08764927790439243,1,1.0,6.0,10.0,1.0,1.0,680.0,0.976,19318.0,0.995,6790.0,5795.0,971.0,114.0,0.0
mean_degree,4.0,BA,12,1000,1996,3.992,0.003995995995995996,0.018582529981192145,0.006610977297186491,-0.1048666537690499,1,1.0,5.0,9.0,1.0,1.0,627.0,0.96,18356.0,0.995,6694.0,5699.0,955.0,155.0,0.0
mean_degree,4.0,BA,13,1000,1996,3.992,0.003995995995995996,0.01879553599624981,0.010315925209542231,-0.10892557744220961,1,1.0,6.0,11.0,1.0,1.0,609.0,0.97,18991.0,0.995,7015.0,6020.0,965.0,137.0,0.0
mean_degree,4.0,BA,14,1000,1996,3.992,0.003995995995995996,0.022597338015108603,0.00916356971949295,-0.11620631138655943,1,1.0,5.0,10.0,1.0,1.0,653.0,0.978,20604.0,0.995,7008.0,6013.0,973.0,159.0,0.0
mean_degree,4.0,BA,15,1000,1996,3.992,0.003995995995995996,0.028140205485523404,0.010085298544907174,-0.10669573128785996,1,1.0,6.0,10.0,1.0,1.0,632.0,0.957,17636.0,0.995,6700.0,5705.0,952.0,114.0,0.0
mean_degree,4.0,BA,16,1000,1996,3.992,0.003995995995995996,0.0209965748139525,0.009765625,-0.07563202630588886,1,1.0,7.0,12.0,1.0,1.0,605.0,0.975,18645.0,0.995,7047.0,6052.0,970.0,148.0,0.0
mean_degree,4.0,BA,17,1000,1996,3.992,0.003995995995995996,0.02593509556611322,0.010208490871772712,-0.1053448299982031,1,1.0,7.0,12.0,1.0,1.0,633.0,0.977,19917.0,0.995,6746.0,5751.0,972.0,175.0,0.0
mean_degree,4.0,BA,18,1000,1996,3.992,0.003995995995995996,0.019266285935385593,0.00842998923831161,-0.07249804486299809,1,1.0,8.0,13.0,1.0,1.0,597.0,0.952,18446.0,0.995,6947.0,5952.0,947.0,136.0,0.0
mean_degree,6.0,ER,0,1000,2990,5.98,0.005985985985985986,0.005219147519147519,0.005556802873821284,-0.008932197673503178,4,0.997,7.0,12.0,1.0,1.0,718.0,0.992,20043.0,0.992,7759.0,6767.0,987.0,164.0,0.0
mean_degree,4.0,BA,19,1000,1996,3.992,0.003995995995995996,0.02925049641372502,0.010861694424330196,-0.08872477491679723,1,1.0,4.0,8.0,1.0,1.0,660.0,0.975,20488.0,0.995,6720.0,5725.0,970.0,173.0,0.0
mean_degree,6.0,ER,1,1000,3058,6.116,0.006122122122122122,0.003688866688866689,0.004384540435206236,-0.029787835678541798,3,0.998,5.0,9.0,1.0,1.0,731.0,0.992,18909.0,0.993,7588.0,6595.0,987.0,126.0,0.0
mean_degree,6.0,ER,3,1000,3001,6.002,0.006008008008008008,0.005166450216450216,0.005678654938202873,-0.012250746644190688,4,0.997,6.0,10.0,1.0,1.0,747.0,0.988,19802.0,0.991,7185.0,6194.0,983.0,164.0,0.0
mean_degree,6.0,ER,4,1000,2995,5.99,0.005995995995995996,0.003950699300699301,0.004850039023302486,-0.003977879187146417,5,0.996,5.0,9.0,1.0,1.0,716.0,0.992,20073.0,0.991,7431.0,6440.0,987.0,148.0,0.0
mean_degree,6.0,ER,5,1000,3075,6.15,0.006156156156156156,0.005417393717393718,0.005085553848598824,-0.013987009026535949,4,0.997,8.0,11.0,1.0,1.0,728.0,0.991,19194.0,0.992,7443.0,6451.0,986.0,143.0,0.0
mean_degree,6.0,ER,2,1000,3078,6.156,0.006162162162162162,0.006771658896658897,0.008153026026967701,-0.017838719769977116,1,1.0,5.0,9.0,1.0,1.0,738.0,0.994,20057.0,0.995,7226.0,6231.0,989.0,224.0,0.0
mean_degree,6.0,ER,6,1000,3063,6.126,0.006132132132132132,0.004298007548007548,0.004931855544360184,-0.0191555122559808,1,1.0,5.0,10.0,1.0,1.0,731.0,0.991,19725.0,0.994,7509.0,6515.0,986.0,155.0,0.0
mean_degree,6.0,ER,8,1000,3047,6.094,0.0061001001001001,0.005464457764457764,0.0059425022752824025,-0.008602533852487337,1,1.0,7.0,11.0,1.0,1.0,724.0,0.991,19891.0,0.995,7750.0,6755.0,986.0,143.0,0.0
mean_degree,6.0,ER,7,1000,2986,5.972,0.005977977977977978,0.0038813214563214564,0.003747444923915512,-0.02256446104211534,3,0.998,6.0,10.0,1.0,1.0,716.0,0.993,19848.0,0.993,7158.0,6165.0,988.0,208.0,0.0
mean_degree,6.0,ER,9,1000,2950,5.9,0.005905905905905906,0.0062638139638139636,0.006547208821502412,-0.014016309766339262,5,0.996,5.0,9.0,1.0,1.0,728.0,0.985,19129.0,0.991,7588.0,6597.0,980.0,160.0,0.0
mean_degree,6.0,ER,11,1000,3052,6.104,0.0061101101101101105,0.0060351148851148844,0.005303760848601736,-0.015361449408588895,1,1.0,6.0,10.0,1.0,1.0,728.0,0.995,19499.0,0.995,7427.0,6432.0,990.0,114.0,0.0
mean_degree,6.0,ER,10,1000,2919,5.838,0.005843843843843844,0.008720856920856921,0.006001059010413603,-0.025234014081395143,3,0.998,5.0,9.0,1.0,1.0,738.0,0.992,20616.0,0.993,7114.0,6121.0,987.0,148.0,0.0
mean_degree,6.0,ER,12,1000,2908,5.816,0.005821821821821822,0.0056719114219114216,0.004425300920462592,-0.0077519678229453865,3,0.998,6.0,10.0,1.0,1.0,742.0,0.989,19778.0,0.993,7323.0,6330.0,984.0,157.0,0.0
mean_degree,6.0,ER,13,1000,3042,6.084,0.00609009009009009,0.007725097125097125,0.006104744564635322,-0.021419518076298244,3,0.998,5.0,9.0,1.0,1.0,722.0,0.983,18907.0,0.992,7208.0,6216.0,978.0,145.0,0.0
mean_degree,6.0,ER,14,1000,2971,5.942,0.005947947947947948,0.007166017316017316,0.006972393855223627,0.014061233093458613,2,0.999,6.0,10.0,1.0,1.0,743.0,0.992,20291.0,0.994,7394.0,6400.0,987.0,124.0,0.0
mean_degree,6.0,ER,15,1000,3050,6.1,0.006106106106106106,0.008757198357198357,0.007402639201802382,0.003976274613947491,1,1.0,6.0,9.0,1.0,1.0,716.0,0.993,19754.0,0.995,7299.0,6304.0,988.0,155.0,0.0
mean_degree,6.0,ER,16,1000,3024,6.048,0.006054054054054054,0.007107314907314907,0.0071661237785016286,-0.01601098005658224,3,0.998,6.0,9.0,1.0,1.0,717.0,0.988,20279.0,0.993,7249.0,6256.0,983.0,156.0,0.0
mean_degree,6.0,ER,17,1000,2961,5.922,0.005927927927927928,0.004373160173160173,0.004462242562929062,0.0061248312087363215,5,0.996,7.0,11.0,1.0,1.0,746.0,0.989,19633.0,0.991,7468.0,6477.0,984.0,178.0,0.0
mean_degree,6.0,ER,18,1000,3045,6.09,0.006096096096096096,0.0053708569208569205,0.005776945707408398,-0.01256691966168893,1,1.0,6.0,10.0,1.0,1.0,735.0,0.994,19689.0,0.995,7474.0,6479.0,989.0,170.0,0.0
mean_degree,6.0,ER,19,1000,3061,6.122,0.006128128128128128,0.0076908297584768175,0.008782668866769575,-0.013446308394163923,1,1.0,6.0,10.0,1.0,1.0,745.0,0.992,20092.0,0.995,7277.0,6282.0,987.0,154.0,0.0
mean_degree,6.0,WS,0,1000,3000,6.0,0.006006006006006006,0.44028809523809526,0.42705743817872566,0.01206391368535375,1,1.0,9.0,16.0,1.0,1.0,652.0,0.999,20357.0,0.995,7229.0,6234.0,994.0,135.0,0.0
mean_degree,6.0,WS,1,1000,3000,6.0,0.006006006006006006,0.4330801587301587,0.4193801490780698,-0.010621119835950646,1,1.0,8.0,16.0,1.0,1.0,636.0,1.0,19534.0,0.995,7759.0,6764.0,995.0,152.0,0.0
mean_degree,6.0,WS,2,1000,3000,6.0,0.006006006006006006,0.446265873015873,0.4318776150627615,0.025600851523115038,1,1.0,11.0,18.0,1.0,1.0,660.0,1.0,20331.0,0.995,7493.0,6498.0,995.0,194.0,0.0
mean_degree,6.0,WS,3,1000,3000,6.0,0.006006006006006006,0.4415857142857143,0.42857142857142855,-0.018109645422821837,1,1.0,8.0,16.0,1.0,1.0,652.0,1.0,20037.0,0.995,7390.0,6395.0,995.0,156.0,0.0
mean_degree,6.0,WS,5,1000,3000,6.0,0.006006006006006006,0.44596507936507934,0.4306746057711182,-0.05758454467162763,1,1.0,8.0,16.0,1.0,1.0,630.0,1.0,18637.0,0.995,7535.0,6540.0,995.0,152.0,0.0
mean_degree,6.0,WS,4,1000,3000,6.0,0.006006006006006006,0.4492095238095238,0.43719284450560253,-0.0023743141101450456,1,1.0,9.0,18.0,1.0,1.0,622.0,1.0,20208.0,0.995,7820.0,6825.0,995.0,156.0,0.0
mean_degree,6.0,WS,7,1000,3000,6.0,0.006006006006006006,0.46412380952380955,0.44978366330142916,0.01686718929872163,1,1.0,9.0,18.0,1.0,1.0,600.0,0.999,19761.0,0.995,7601.0,6606.0,994.0,143.0,0.0
mean_degree,6.0,WS,8,1000,3000,6.0,0.006006006006006006,0.4362285714285714,0.42444866173679735,0.00040296132104225243,1,1.0,7.0,16.0,1.0,1.0,620.0,1.0,19355.0,0.995,7564.0,6569.0,995.0,135.0,0.0
mean_degree,6.0,WS,6,1000,3000,6.0,0.006006006006006006,0.42817777777777777,0.4138336052202284,-0.01911571574492412,1,1.0,8.0,16.0,1.0,1.0,637.0,0.999,19787.0,0.995,7425.0,6430.0,994.0,175.0,0.0
mean_degree,6.0,WS,9,1000,3000,6.0,0.006006006006006006,0.446115873015873,0.43258279879565387,-0.0068850644601759076,1,1.0,8.0,15.0,1.0,1.0,630.0,1.0,19018.0,0.995,7113.0,6118.0,995.0,148.0,0.0
mean_degree,6.0,WS,11,1000,3000,6.0,0.006006006006006006,0.42925952380952376,0.4173691433052343,-0.030696197465270202,1,1.0,9.0,15.0,1.0,1.0,626.0,1.0,18100.0,0.995,7396.0,6401.0,995.0,189.0,0.0
mean_degree,6.0,WS,10,1000,3000,6.0,0.006006006006006006,0.44984285714285716,0.4361709088529739,0.013017929687881803,1,1.0,7.0,15.0,1.0,1.0,618.0,0.998,19066.0,0.995,7483.0,6488.0,993.0,166.0,0.0
mean_degree,6.0,WS,12,1000,3000,6.0,0.006006006006006006,0.4330603174603174,0.4187732706251225,0.00811315316817616,1,1.0,10.0,18.0,1.0,1.0,626.0,0.999,20658.0,0.995,7637.0,6642.0,994.0,204.0,0.0
mean_degree,6.0,WS,14,1000,3000,6.0,0.006006006006006006,0.4367373015873016,0.4240241026984543,-0.02014688157979765,1,1.0,8.0,15.0,1.0,1.0,693.0,0.999,20444.0,0.995,7266.0,6271.0,994.0,141.0,0.0
mean_degree,6.0,WS,13,1000,3000,6.0,0.006006006006006006,0.4466952380952381,0.43286219081272087,-0.016964079567173405,1,1.0,8.0,15.0,1.0,1.0,682.0,1.0,20991.0,0.995,7204.0,6209.0,995.0,178.0,0.0
mean_degree,6.0,WS,16,1000,3000,6.0,0.006006006006006006,0.4308492063492063,0.4164816507770667,-0.005860056191527029,1,1.0,9.0,17.0,1.0,1.0,663.0,1.0,20219.0,0.995,7366.0,6371.0,995.0,143.0,0.0
mean_degree,6.0,WS,15,1000,3000,6.0,0.006006006006006006,0.4377420634920635,0.4222091426329213,0.006656026522345263,1,1.0,8.0,16.0,1.0,1.0,619.0,1.0,20431.0,0.995,7538.0,6543.0,995.0,174.0,0.0
mean_degree,6.0,WS,17,1000,3000,6.0,0.006006006006006006,0.4538865079365079,0.4409510709373158,0.014502848205354928,1,1.0,7.0,16.0,1.0,1.0,622.0,0.998,19203.0,0.995,7371.0,6376.0,993.0,205.0,0.0
mean_degree,6.0,WS,18,1000,3000,6.0,0.006006006006006006,0.433924025974026,0.42050947093403007,-0.05240182297577458,1,1.0,8.0,16.0,1.0,1.0,643.0,1.0,19662.0,0.995,7265.0,6270.0,995.0,145.0,0.0
mean_degree,6.0,WS,19,1000,3000,6.0,0.006006006006006006,0.4363992063492063,0.42184742106295353,0.0031718290351805084,1,1.0,8.0,15.0,1.0,1.0,689.0,1.0,20847.0,0.995,7599.0,6604.0,995.0,145.0,0.0
mean_degree,6.0,BA,0,1000,2991,5.982,0.005987987987987988,0.03419196338511331,0.018722622580189346,-0.0680350754931138,1,1.0,4.0,7.0,1.0,1.0,761.0,0.995,19788.0,0.995,7056.0,6061.0,990.0,140.0,0.0
mean_degree,6.0,BA,2,1000,2991,5.982,0.005987987987987988,0.03367083164864947,0.01996023248699908,-0.05742304088196526,1,1.0,3.0,7.0,1.0,1.0,708.0,0.993,19234.0,0.995,7386.0,6391.0,988.0,142.0,0.0
mean_degree,6.0,BA,1,1000,2991,5.982,0.005987987987987988,0.041335328576744795,0.01917875583968527,-0.07584024068609561,1,1.0,4.0,7.0,1.0,1.0,742.0,0.996,20340.0,0.995,7649.0,6654.0,991.0,191.0,0.0
mean_degree,6.0,BA,3,1000,2991,5.982,0.005987987987987988,0.03053662847468106,0.019142317815648846,-0.05085029124601343,1,1.0,5.0,7.0,1.0,1.0,738.0,0.998,18951.0,0.995,7430.0,6435.0,993.0,149.0,0.0
mean_degree,6.0,BA,4,1000,2991,5.982,0.005987987987987988,0.03246373107934631,0.017704866888519136,-0.07310511879909957,1,1.0,5.0,8.0,1.0,1.0,747.0,0.995,19009.0,0.995,7340.0,6345.0,990.0,153.0,0.0
mean_degree,6.0,BA,5,1000,2991,5.982,0.005987987987987988,0.036168027926907875,0.01895991332611051,-0.07115542698311404,1,1.0,5.0,8.0,1.0,1.0,766.0,0.997,20143.0,0.995,7561.0,6566.0,992.0,145.0,0.0
mean_degree,6.0,BA,6,1000,2991,5.982,0.005987987987987988,0.03848156931632665,0.018389146797674314,-0.08411926164300444,1,1.0,4.0,7.0,1.0,1.0,731.0,0.994,20297.0,0.995,7234.0,6239.0,989.0,165.0,0.0
mean_degree,6.0,BA,8,1000,2991,5.982,0.005987987987987988,0.021683552216781407,0.01650956246935106,-0.054307757076851426,1,1.0,5.0,8.0,1.0,1.0,735.0,0.996,20207.0,0.995,7580.0,6585.0,991.0,151.0,0.0
mean_degree,6.0,BA,7,1000,2991,5.982,0.005987987987987988,0.03465695350688244,0.01856623401642305,-0.08829047498511416,1,1.0,4.0,7.0,1.0,1.0,718.0,0.993,19903.0,0.995,7252.0,6257.0,988.0,153.0,0.0
mean_degree,6.0,BA,10,1000,2991,5.982,0.005987987987987988,0.03076139258580271,0.01751381645520355,-0.07279139546740943,1,1.0,5.0,8.0,1.0,1.0,762.0,0.997,20975.0,0.995,7280.0,6285.0,992.0,159.0,0.0
mean_degree,6.0,BA,9,1000,2991,5.982,0.005987987987987988,0.03537198386006933,0.018427518427518427,-0.07974833156118762,1,1.0,5.0,8.0,1.0,1.0,748.0,0.997,19255.0,0.995,7103.0,6108.0,992.0,151.0,0.0
mean_degree,6.0,BA,11,1000,2991,5.982,0.005987987987987988,0.034770919122422084,0.019275865303442455,-0.06784371892658128,1,1.0,4.0,7.0,1.0,1.0,739.0,0.989,20218.0,0.995,7050.0,6055.0,984.0,135.0,0.0
mean_degree,6.0,BA,12,1000,2991,5.982,0.005987987987987988,0.03589520975074538,0.019530961012058888,-0.06740418079862302,1,1.0,5.0,8.0,1.0,1.0,725.0,0.994,19889.0,0.995,7772.0,6777.0,989.0,184.0,0.0
mean_degree,6.0,BA,13,1000,2991,5.982,0.005987987987987988,0.02781949388092636,0.016770234783286965,-0.07105195063871565,1,1.0,5.0,8.0,1.0,1.0,724.0,0.996,19251.0,0.995,7645.0,6650.0,991.0,160.0,0.0
mean_degree,6.0,BA,14,1000,2991,5.982,0.005987987987987988,0.022751784018028732,0.015073765234124438,-0.07206436668445225,1,1.0,4.0,7.0,1.0,1.0,727.0,0.999,20032.0,0.995,7555.0,6560.0,994.0,182.0,0.0
mean_degree,6.0,BA,16,1000,2991,5.982,0.005987987987987988,0.04320203839556079,0.019365454392034426,-0.08575396203835332,1,1.0,5.0,8.0,1.0,1.0,746.0,0.993,19834.0,0.995,7632.0,6637.0,988.0,124.0,0.0
mean_degree,6.0,BA,15,1000,2991,5.982,0.005987987987987988,0.034391785619331455,0.017974835230677052,-0.08202393349723505,1,1.0,5.0,8.0,1.0,1.0,720.0,0.997,19380.0,0.995,7678.0,6683.0,992.0,149.0,0.0
mean_degree,6.0,BA,17,1000,2991,5.982,0.005987987987987988,0.037175349676758535,0.020084124292541125,-0.06817364989962997,1,1.0,5.0,8.0,1.0,1.0,725.0,0.998,18962.0,0.995,7704.0,6709.0,993.0,155.0,0.0
mean_degree,6.0,BA,18,1000,2991,5.982,0.005987987987987988,0.03728877586096507,0.01821104507286533,-0.07833770974826017,1,1.0,5.0,8.0,1.0,1.0,745.0,0.996,20884.0,0.995,7509.0,6514.0,991.0,152.0,0.0
mean_degree,6.0,BA,19,1000,2991,5.982,0.005987987987987988,0.02841535590027643,0.017250113987537362,-0.06499358819850046,1,1.0,5.0,8.0,1.0,1.0,752.0,0.997,20758.0,0.995,7332.0,6337.0,992.0,163.0,0.0
mean_degree,10.0,ER,0,1000,4848,9.696,0.009705705705705706,0.008623586510182957,0.009183673469387756,-0.0022875864964283267,1,1.0,5.0,7.0,1.0,1.0,824.0,0.999,18847.0,0.995,8165.0,7170.0,994.0,175.0,0.0
mean_degree,10.0,ER,1,1000,5015,10.03,0.01004004004004004,0.010492178117719913,0.010147234381217668,-0.007517460145975042,1,1.0,4.0,7.0,1.0,1.0,837.0,1.0,20394.0,0.995,8558.0,7563.0,995.0,143.0,0.0
mean_degree,10.0,ER,2,1000,5018,10.036,0.010046046046046047,0.010244505391409415,0.010108663144252817,0.003678113503015665,1,1.0,3.0,6.0,1.0,1.0,824.0,1.0,20646.0,0.995,8426.0,7431.0,995.0,132.0,0.0
mean_degree,10.0,ER,3,1000,5167,10.334,0.010344344344344345,0.010846311677658427,0.010532244438186426,-0.0013649807348082128,1,1.0,4.0,6.0,1.0,1.0,834.0,1.0,19099.0,0.995,8645.0,7650.0,995.0,181.0,0.0
mean_degree,10.0,ER,5,1000,4931,9.862,0.009871871871871872,0.010011218769190906,0.010368806655904632,-0.0019723412990801065,1,1.0,5.0,7.0,1.0,1.0,833.0,1.0,19228.0,0.995,8198.0,7203.0,995.0,122.0,0.0
mean_degree,10.0,ER,4,1000,4944,9.888,0.009897897897897898,0.009446528944052164,0.009302039056243454,-0.012020572825489758,1,1.0,4.0,7.0,1.0,1.0,839.0,0.999,20638.0,0.995,8630.0,7635.0,994.0,114.0,0.0
mean_degree,10.0,ER,6,1000,4824,9.648,0.009657657657657658,0.008858372080276105,0.009027210591927095,-0.010696693153957116,2,0.999,4.0,6.0,1.0,1.0,830.0,0.998,19835.0,0.994,8482.0,7488.0,993.0,135.0,0.0
mean_degree,10.0,ER,8,1000,4970,9.94,0.00994994994994995,0.009575840155716315,0.009860012172854534,-0.003068376444925184,1,1.0,5.0,7.0,1.0,1.0,828.0,0.998,19468.0,0.995,8002.0,7007.0,993.0,132.0,0.0
mean_degree,10.0,ER,10,1000,5056,10.112,0.010122122122122122,0.009864031969062928,0.010215529967522882,-0.0006138789477747909,1,1.0,4.0,6.0,1.0,1.0,843.0,1.0,18915.0,0.995,8394.0,7399.0,995.0,158.0,0.0
mean_degree,10.0,ER,7,1000,5121,10.242,0.010252252252252252,0.010847970061003444,0.010251808861991944,0.008503530419953716,1,1.0,4.0,6.0,1.0,1.0,839.0,0.998,20324.0,0.995,8451.0,7456.0,993.0,173.0,0.0
mean_degree,10.0,ER,9,1000,5002,10.004,0.010014014014014014,0.010320696222459581,0.009806280832631452,-0.03873125955745507,1,1.0,4.0,6.0,1.0,1.0,823.0,1.0,19357.0,0.995,8182.0,7187.0,995.0,137.0,0.0
mean_degree,10.0,ER,12,1000,5029,10.058,0.010068068068068068,0.01106461865186458,0.011243934193395668,-0.010029093971790463,1,1.0,4.0,6.0,1.0,1.0,834.0,0.999,19256.0,0.995,8055.0,7060.0,994.0,153.0,0.0
mean_degree,10.0,ER,11,1000,5084,10.168,0.010178178178178178,0.011099727355547788,0.010819824711083535,-0.024727662736931253,1,1.0,4.0,7.0,1.0,1.0,831.0,1.0,19541.0,0.995,8179.0,7184.0,995.0,115.0,0.0
mean_degree,10.0,ER,15,1000,4923,9.846,0.009855855855855855,0.010210697704428354,0.010535013426977897,0.01942034716511495,1,1.0,4.0,6.0,1.0,1.0,818.0,0.999,19695.0,0.995,8037.0,7042.0,994.0,139.0,0.0
mean_degree,10.0,ER,13,1000,5019,10.038,0.010048048048048049,0.00978832209242426,0.01031958721651134,-0.0024297460313321678,1,1.0,4.0,7.0,1.0,1.0,840.0,1.0,19083.0,0.995,8391.0,7396.0,995.0,131.0,0.0
mean_degree,10.0,ER,16,1000,5056,10.112,0.010122122122122122,0.011979067695290606,0.012381902470512294,0.002683915216624391,1,1.0,4.0,6.0,1.0,1.0,829.0,0.999,19337.0,0.995,8406.0,7411.0,994.0,134.0,0.0
mean_degree,10.0,ER,14,1000,5011,10.022,0.010032032032032031,0.01027319849912729,0.01014370245139476,0.0035541018357714825,1,1.0,4.0,6.0,1.0,1.0,845.0,1.0,19523.0,0.995,8377.0,7382.0,995.0,126.0,0.0
mean_degree,10.0,ER,17,1000,4949,9.898,0.009907907907907907,0.009317690651281981,0.009792121422305636,0.0002063216267928663,1,1.0,4.0,7.0,1.0,1.0,825.0,1.0,20769.0,0.995,8245.0,7250.0,995.0,165.0,0.0
mean_degree,10.0,ER,18,1000,4963,9.926,0.009935935935935936,0.009477199932850087,0.009338330159120231,-0.016922831554822854,1,1.0,4.0,7.0,1.0,1.0,826.0,0.999,19721.0,0.995,8501.0,7506.0,994.0,134.0,0.0
mean_degree,10.0,WS,0,1000,5000,10.0,0.01001001001001001,0.503921028971029,0.4958606719802721,-0.00834591337606137,1,1.0,4.0,9.0,1.0,1.0,784.0,1.0,19542.0,0.995,8249.0,7254.0,995.0,148.0,0.0
mean_degree,10.0,ER,19,1000,4966,9.932,0.009941941941941942,0.010551073444958894,0.01110189884936604,-0.010637608677235063,1,1.0,4.0,7.0,1.0,1.0,823.0,1.0,20739.0,0.995,8436.0,7441.0,995.0,137.0,0.0
mean_degree,10.0,WS,1,1000,5000,10.0,0.01001001001001001,0.4908859973359973,0.4821899736147757,0.029247980735466417,1,1.0,5.0,10.0,1.0,1.0,780.0,1.0,20415.0,0.995,7983.0,6988.0,995.0,150.0,0.0
mean_degree,10.0,WS,2,1000,5000,10.0,0.01001001001001001,0.4772257575757576,0.46869849919796086,3.546767290526736e-05,1,1.0,5.0,10.0,1.0,1.0,805.0,1.0,21493.0,0.995,8420.0,7425.0,995.0,146.0,0.0
mean_degree,10.0,WS,3,1000,5000,10.0,0.01001001001001001,0.49542429237429236,0.48612791797760224,-0.010112235135527071,1,1.0,5.0,9.0,1.0,1.0,787.0,1.0,19724.0,0.995,8314.0,7319.0,995.0,145.0,0.0
mean_degree,10.0,WS,4,1000,5000,10.0,0.01001001001001001,0.4999452769452769,0.4903750962490375,-0.004214268573021921,1,1.0,5.0,10.0,1.0,1.0,771.0,1.0,19681.0,0.995,8429.0,7434.0,995.0,157.0,0.0
mean_degree,10.0,WS,5,1000,5000,10.0,0.01001001001001001,0.48046425796425796,0.47124491814086367,-0.0007874565350491835,1,1.0,5.0,9.0,1.0,1.0,792.0,1.0,20882.0,0.995,8449.0,7454.0,995.0,142.0,0.0
mean_degree,10.0,WS,6,1000,5000,10.0,0.01001001001001001,0.4797332500832501,0.4713315605564468,0.017332665238559433,1,1.0,5.0,9.0,1.0,1.0,773.0,1.0,19762.0,0.995,8453.0,7458.0,995.0,171.0,0.0
mean_degree,10.0,WS,8,1000,5000,10.0,0.01001001001001001,0.5013297813297813,0.49398094148198685,-0.012620189222706394,1,1.0,5.0,10.0,1.0,1.0,782.0,1.0,20424.0,0.995,8447.0,7452.0,995.0,192.0,0.0
mean_degree,10.0,WS,7,1000,5000,10.0,0.01001001001001001,0.4849520313020313,0.47609526739025354,-0.00953283609794967,1,1.0,5.0,9.0,1.0,1.0,814.0,1.0,20581.0,0.995,8361.0,7366.0,995.0,213.0,0.0
mean_degree,10.0,WS,9,1000,5000,10.0,0.01001001001001001,0.4797745976245976,0.47046789414637363,-0.024697680849839313,1,1.0,5.0,9.0,1.0,1.0,760.0,1.0,20294.0,0.995,8332.0,7337.0,995.0,135.0,0.0
mean_degree,10.0,WS,10,1000,5000,10.0,0.01001001001001001,0.4964987012987013,0.48791919725376287,-0.010550262911233114,1,1.0,5.0,9.0,1.0,1.0,758.0,1.0,19382.0,0.995,8376.0,7381.0,995.0,169.0,0.0
mean_degree,10.0,WS,11,1000,5000,10.0,0.01001001001001001,0.4958332778332778,0.4873498481981784,-0.01743416342885767,1,1.0,5.0,10.0,1.0,1.0,784.0,1.0,20869.0,0.995,8530.0,7535.0,995.0,130.0,0.0
mean_degree,10.0,WS,12,1000,5000,10.0,0.01001001001001001,0.5049896547896547,0.4958317752897961,-0.017844863905722097,1,1.0,5.0,10.0,1.0,1.0,767.0,1.0,19382.0,0.995,8558.0,7563.0,995.0,146.0,0.0
