topology,trial,strategy,fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
BA,56,community_bridge,0.05,11.0,19.0,1.0,1.0,532.0,0.901,17383.0,0.927,5960.0,5033.0,896.0,155.0,0.05
BA,56,community_bridge,0.1,15.0,28.0,1.0,1.0,420.0,0.805,15985.0,0.845,5172.0,4327.0,800.0,165.0,0.1
BA,56,degree,0.01,6.0,10.0,1.0,1.0,662.0,0.974,18330.0,0.985,7047.0,6062.0,969.0,129.0,0.01
BA,56,degree,0.05,12.0,21.0,1.0,1.0,529.0,0.895,18084.0,0.931,6197.0,5266.0,890.0,184.0,0.05
BA,56,degree,0.1,12.0,28.0,1.0,1.0,366.0,0.786,16020.0,0.839,5401.0,4562.0,781.0,167.0,0.1
BA,56,eigenvector,0.01,5.0,9.0,1.0,1.0,662.0,0.975,19974.0,0.985,6910.0,5925.0,970.0,159.0,0.01
BA,56,eigenvector,0.05,8.0,14.0,1.0,1.0,557.0,0.899,17799.0,0.933,6126.0,5193.0,894.0,148.0,0.05
BA,56,eigenvector,0.1,8.0,15.0,1.0,1.0,491.0,0.837,16608.0,0.867,5567.0,4700.0,832.0,159.0,0.1
BA,56,kcore,0.01,7.0,12.0,1.0,1.0,704.0,0.977,19862.0,0.985,7185.0,6200.0,972.0,141.0,0.01
BA,56,kcore,0.05,9.0,16.0,1.0,1.0,528.0,0.896,18426.0,0.932,6125.0,5193.0,891.0,151.0,0.05
BA,56,kcore,0.1,16.0,33.0,1.0,1.0,310.0,0.753,14562.0,0.826,5128.0,4302.0,748.0,183.0,0.1
BA,56,pagerank,0.01,7.0,11.0,1.0,1.0,660.0,0.979,19689.0,0.985,6949.0,5964.0,974.0,155.0,0.01
BA,56,pagerank,0.05,9.0,16.0,1.0,1.0,548.0,0.912,18366.0,0.931,6221.0,5290.0,907.0,134.0,0.05
BA,56,pagerank,0.1,12.0,23.0,1.0,1.0,414.0,0.779,15977.0,0.834,4966.0,4132.0,774.0,179.0,0.1
BA,56,random,0.01,5.0,9.0,1.0,1.0,727.0,0.985,19264.0,0.985,7285.0,6300.0,980.0,133.0,0.01
BA,56,random,0.05,5.0,8.0,1.0,1.0,676.0,0.943,17826.0,0.945,7113.0,6168.0,938.0,130.0,0.05
BA,56,random,0.1,8.0,12.0,1.0,1.0,614.0,0.888,17120.0,0.894,6307.0,5413.0,883.0,101.0,0.1
BA,57,betweenness,0.01,5.0,9.0,1.0,1.0,677.0,0.98,19236.0,0.985,6948.0,5963.0,975.0,138.0,0.01
BA,57,betweenness,0.05,7.0,14.0,1.0,1.0,568.0,0.904,18066.0,0.933,6395.0,5462.0,899.0,127.0,0.05
BA,57,betweenness,0.1,15.0,25.0,1.0,1.0,432.0,0.778,15646.0,0.842,5555.0,4713.0,773.0,160.0,0.1
BA,57,collective_influence,0.01,4.0,8.0,1.0,1.0,708.0,0.978,20098.0,0.985,6487.0,5502.0,973.0,145.0,0.01
BA,57,collective_influence,0.05,10.0,17.0,1.0,1.0,560.0,0.909,18532.0,0.934,6381.0,5447.0,904.0,152.0,0.05
BA,57,collective_influence,0.1,13.0,24.0,1.0,1.0,415.0,0.782,15595.0,0.841,5471.0,4630.0,777.0,203.0,0.1
BA,57,community_bridge,0.01,8.0,13.0,1.0,1.0,679.0,0.978,19748.0,0.985,7211.0,6226.0,973.0,151.0,0.01
BA,57,community_bridge,0.05,7.0,14.0,1.0,1.0,574.0,0.901,18779.0,0.93,6188.0,5258.0,896.0,142.0,0.05
BA,57,community_bridge,0.1,15.0,31.0,1.0,1.0,354.0,0.766,15074.0,0.832,5416.0,4584.0,761.0,189.0,0.1
BA,57,degree,0.01,8.0,13.0,1.0,1.0,676.0,0.976,19630.0,0.985,7163.0,6178.0,971.0,134.0,0.01
BA,57,degree,0.05,8.0,16.0,1.0,1.0,527.0,0.89,16590.0,0.929,6344.0,5415.0,885.0,113.0,0.05
BA,57,degree,0.1,16.0,27.0,1.0,1.0,428.0,0.786,16174.0,0.836,4997.0,4161.0,781.0,264.0,0.1
BA,57,eigenvector,0.01,5.0,9.0,1.0,1.0,688.0,0.977,19783.0,0.985,7131.0,6146.0,972.0,146.0,0.01
BA,57,eigenvector,0.05,10.0,15.0,1.0,1.0,566.0,0.916,17583.0,0.938,6256.0,5318.0,911.0,157.0,0.05
BA,57,eigenvector,0.1,9.0,16.0,1.0,1.0,506.0,0.839,17165.0,0.872,5764.0,4892.0,834.0,149.0,0.1
BA,57,kcore,0.01,6.0,10.0,1.0,1.0,676.0,0.976,19911.0,0.984,7060.0,6076.0,971.0,143.0,0.01
BA,57,kcore,0.05,10.0,17.0,1.0,1.0,561.0,0.899,18503.0,0.929,6141.0,5212.0,894.0,170.0,0.05
BA,57,kcore,0.1,11.0,23.0,1.0,1.0,388.0,0.737,13903.0,0.816,4952.0,4136.0,732.0,123.0,0.1
BA,57,pagerank,0.01,7.0,11.0,1.0,1.0,681.0,0.977,19769.0,0.985,7155.0,6170.0,972.0,156.0,0.01
BA,57,pagerank,0.05,9.0,16.0,1.0,1.0,533.0,0.893,17747.0,0.93,6216.0,5286.0,888.0,155.0,0.05
BA,57,pagerank,0.1,18.0,34.0,1.0,1.0,351.0,0.764,16350.0,0.826,5317.0,4491.0,759.0,198.0,0.1
BA,57,random,0.01,4.0,7.0,1.0,1.0,702.0,0.984,19524.0,0.985,7503.0,6518.0,979.0,155.0,0.01
BA,57,random,0.05,4.0,7.0,1.0,1.0,709.0,0.944,18694.0,0.945,6734.0,5789.0,939.0,148.0,0.05
BA,57,random,0.1,6.0,9.0,1.0,1.0,632.0,0.883,16912.0,0.895,6343.0,5448.0,878.0,158.0,0.1
BA,58,betweenness,0.01,7.0,11.0,1.0,1.0,663.0,0.97,18558.0,0.984,6922.0,5938.0,965.0,132.0,0.01
BA,58,betweenness,0.05,10.0,16.0,1.0,1.0,548.0,0.879,16491.0,0.917,6196.0,5279.0,874.0,133.0,0.05
BA,58,betweenness,0.1,10.0,21.0,1.0,1.0,439.0,0.792,15570.0,0.842,5046.0,4204.0,787.0,146.0,0.1
BA,58,collective_influence,0.01,7.0,12.0,1.0,1.0,625.0,0.969,18480.0,0.984,7473.0,6489.0,964.0,124.0,0.01
BA,58,collective_influence,0.05,8.0,15.0,1.0,1.0,488.0,0.866,17510.0,0.913,6003.0,5090.0,861.0,174.0,0.05
BA,58,collective_influence,0.1,10.0,20.0,1.0,1.0,379.0,0.726,14388.0,0.796,4897.0,4101.0,721.0,135.0,0.1
BA,58,community_bridge,0.01,7.0,12.0,1.0,1.0,688.0,0.979,19432.0,0.985,6997.0,6012.0,974.0,163.0,0.01
BA,58,community_bridge,0.05,19.0,27.0,1.0,1.0,514.0,0.879,17272.0,0.918,6139.0,5221.0,874.0,254.0,0.05
BA,58,community_bridge,0.1,14.0,28.0,1.0,1.0,372.0,0.759,14921.0,0.824,5032.0,4208.0,754.0,168.0,0.1
BA,58,degree,0.01,6.0,11.0,1.0,1.0,662.0,0.971,19492.0,0.984,7368.0,6384.0,966.0,158.0,0.01
BA,58,degree,0.05,9.0,17.0,1.0,1.0,539.0,0.876,18420.0,0.913,6244.0,5331.0,871.0,179.0,0.05
BA,58,degree,0.1,11.0,25.0,1.0,1.0,403.0,0.744,14796.0,0.802,4727.0,3925.0,739.0,171.0,0.1
BA,58,eigenvector,0.01,6.0,11.0,1.0,1.0,690.0,0.975,20103.0,0.985,6772.0,5787.0,970.0,175.0,0.01
BA,58,eigenvector,0.05,12.0,19.0,1.0,1.0,512.0,0.884,17552.0,0.929,6502.0,5573.0,879.0,182.0,0.05
BA,58,eigenvector,0.1,17.0,27.0,1.0,1.0,463.0,0.816,16623.0,0.859,5653.0,4794.0,811.0,152.0,0.1
BA,58,kcore,0.01,6.0,10.0,1.0,1.0,676.0,0.973,19670.0,0.983,6679.0,5696.0,968.0,168.0,0.01
BA,58,kcore,0.05,10.0,18.0,1.0,1.0,521.0,0.875,17819.0,0.913,5942.0,5029.0,870.0,143.0,0.05
BA,58,kcore,0.1,12.0,27.0,1.0,1.0,342.0,0.727,14661.0,0.805,4876.0,4071.0,722.0,156.0,0.1
BA,58,pagerank,0.01,6.0,11.0,1.0,1.0,670.0,0.972,20627.0,0.984,6955.0,5971.0,967.0,139.0,0.01
BA,58,pagerank,0.05,9.0,17.0,1.0,1.0,517.0,0.869,16976.0,0.913,6196.0,5283.0,864.0,179.0,0.05
BA,58,pagerank,0.1,10.0,22.0,1.0,1.0,411.0,0.739,15394.0,0.799,4801.0,4002.0,734.0,164.0,0.1
BA,58,random,0.01,5.0,8.0,1.0,1.0,717.0,0.983,20790.0,0.985,7399.0,6414.0,978.0,135.0,0.01
BA,58,random,0.05,4.0,7.0,1.0,1.0,714.0,0.947,20207.0,0.945,7061.0,6116.0,942.0,156.0,0.05
BA,58,random,0.1,4.0,8.0,1.0,1.0,643.0,0.888,17291.0,0.895,6532.0,5637.0,883.0,160.0,0.1
BA,59,betweenness,0.01,6.0,10.0,1.0,1.0,673.0,0.968,18963.0,0.984,7222.0,6238.0,963.0,141.0,0.01
BA,59,betweenness,0.05,7.0,14.0,1.0,1.0,538.0,0.889,16946.0,0.929,6577.0,5648.0,884.0,159.0,0.05
BA,59,betweenness,0.1,10.0,20.0,1.0,1.0,426.0,0.81,15993.0,0.845,5431.0,4586.0,805.0,180.0,0.1
BA,59,collective_influence,0.01,6.0,10.0,1.0,1.0,693.0,0.978,19719.0,0.984,7323.0,6339.0,973.0,219.0,0.01
BA,59,collective_influence,0.05,7.0,13.0,1.0,1.0,609.0,0.907,19094.0,0.93,6288.0,5358.0,902.0,193.0,0.05
BA,59,collective_influence,0.1,14.0,27.0,1.0,1.0,390.0,0.765,15405.0,0.824,5255.0,4431.0,760.0,233.0,0.1
BA,59,community_bridge,0.01,5.0,10.0,1.0,1.0,698.0,0.981,20236.0,0.984,7002.0,6018.0,976.0,147.0,0.01
BA,59,community_bridge,0.05,8.0,16.0,1.0,1.0,567.0,0.899,18651.0,0.926,6100.0,5174.0,894.0,167.0,0.05
BA,59,community_bridge,0.1,13.0,24.0,1.0,1.0,428.0,0.783,17114.0,0.82,5061.0,4241.0,778.0,199.0,0.1
BA,59,degree,0.01,6.0,11.0,1.0,1.0,686.0,0.979,20303.0,0.984,7248.0,6264.0,974.0,182.0,0.01
BA,59,degree,0.05,9.0,15.0,1.0,1.0,561.0,0.892,18037.0,0.927,5907.0,4980.0,887.0,155.0,0.05
BA,59,degree,0.1,10.0,22.0,1.0,1.0,356.0,0.75,14516.0,0.814,4641.0,3827.0,745.0,189.0,0.1
BA,59,eigenvector,0.01,8.0,12.0,1.0,1.0,690.0,0.979,19390.0,0.984,7042.0,6058.0,974.0,137.0,0.01
BA,59,eigenvector,0.05,7.0,13.0,1.0,1.0,606.0,0.911,19169.0,0.939,6216.0,5277.0,906.0,142.0,0.05
BA,59,eigenvector,0.1,8.0,16.0,1.0,1.0,518.0,0.854,17412.0,0.874,5802.0,4928.0,849.0,196.0,0.1
BA,59,kcore,0.01,7.0,11.0,1.0,1.0,707.0,0.979,19539.0,0.984,6904.0,5920.0,974.0,134.0,0.01
BA,59,kcore,0.05,7.0,15.0,1.0,1.0,543.0,0.893,17884.0,0.929,6294.0,5365.0,888.0,172.0,0.05
BA,59,kcore,0.1,14.0,30.0,1.0,1.0,365.0,0.758,15176.0,0.817,5210.0,4393.0,753.0,179.0,0.1
BA,59,pagerank,0.01,5.0,9.0,1.0,1.0,693.0,0.974,18792.0,0.984,7301.0,6317.0,969.0,139.0,0.01
BA,59,pagerank,0.05,8.0,16.0,1.0,1.0,533.0,0.89,18210.0,0.925,6210.0,5285.0,885.0,133.0,0.05
BA,59,pagerank,0.1,18.0,36.0,1.0,1.0,351.0,0.771,15498.0,0.822,5381.0,4559.0,766.0,147.0,0.1
BA,59,random,0.01,4.0,8.0,1.0,1.0,730.0,0.984,19834.0,0.985,7376.0,6391.0,979.0,140.0,0.01
BA,59,random,0.05,5.0,8.0,1.0,1.0,690.0,0.943,18719.0,0.945,7113.0,6168.0,938.0,144.0,0.05
BA,59,random,0.1,5.0,8.0,1.0,1.0,662.0,0.893,18342.0,0.894,6674.0,5780.0,888.0,136.0,0.1
BA,60,betweenness,0.01,6.0,10.0,1.0,1.0,670.0,0.974,19130.0,0.984,7156.0,6172.0,969.0,173.0,0.01
BA,60,betweenness,0.05,10.0,17.0,1.0,1.0,555.0,0.905,19315.0,0.928,6416.0,5488.0,900.0,157.0,0.05
BA,60,betweenness,0.1,12.0,25.0,1.0,1.0,397.0,0.781,16323.0,0.835,5437.0,4602.0,776.0,215.0,0.1
BA,60,collective_influence,0.01,8.0,13.0,1.0,1.0,683.0,0.975,19434.0,0.984,7291.0,6307.0,970.0,143.0,0.01
BA,60,collective_influence,0.05,8.0,15.0,1.0,1.0,575.0,0.893,18238.0,0.925,5899.0,4974.0,888.0,162.0,0.05
BA,60,collective_influence,0.1,17.0,29.0,1.0,1.0,377.0,0.752,14904.0,0.812,4946.0,4134.0,747.0,186.0,0.1
BA,60,community_bridge,0.01,5.0,9.0,1.0,1.0,665.0,0.965,18942.0,0.983,6766.0,5783.0,960.0,171.0,0.01
BA,60,community_bridge,0.05,7.0,14.0,1.0,1.0,525.0,0.89,17756.0,0.93,6031.0,5101.0,885.0,138.0,0.05
BA,60,community_bridge,0.1,15.0,32.0,1.0,1.0,369.0,0.761,15008.0,0.814,5097.0,4283.0,756.0,198.0,0.1
BA,60,degree,0.01,6.0,10.0,1.0,1.0,677.0,0.972,19736.0,0.983,6798.0,5815.0,967.0,149.0,0.01
BA,60,degree,0.05,7.0,14.0,1.0,1.0,546.0,0.887,17186.0,0.925,5703.0,4778.0,882.0,163.0,0.05
BA,60,degree,0.1,16.0,32.0,1.0,1.0,371.0,0.764,14756.0,0.821,5263.0,4442.0,759.0,150.0,0.1
BA,60,eigenvector,0.01,7.0,11.0,1.0,1.0,672.0,0.972,19015.0,0.983,6991.0,6008.0,967.0,157.0,0.01
BA,60,eigenvector,0.05,9.0,15.0,1.0,1.0,597.0,0.907,18691.0,0.931,6505.0,5574.0,902.0,149.0,0.05
BA,60,eigenvector,0.1,12.0,21.0,1.0,1.0,469.0,0.816,17305.0,0.864,6062.0,5198.0,811.0,167.0,0.1
BA,60,kcore,0.01,6.0,10.0,1.0,1.0,669.0,0.977,19688.0,0.983,7056.0,6073.0,972.0,151.0,0.01
BA,60,kcore,0.05,10.0,19.0,1.0,1.0,510.0,0.882,18435.0,0.927,6126.0,5199.0,877.0,161.0,0.05
BA,60,kcore,0.1,16.0,31.0,1.0,1.0,389.0,0.754,15079.0,0.81,4933.0,4123.0,749.0,151.0,0.1
BA,60,pagerank,0.01,4.0,8.0,1.0,1.0,692.0,0.979,18824.0,0.983,6778.0,5795.0,974.0,142.0,0.01
BA,60,pagerank,0.05,7.0,14.0,1.0,1.0,520.0,0.883,17879.0,0.929,6193.0,5264.0,878.0,160.0,0.05
BA,60,pagerank,0.1,14.0,29.0,1.0,1.0,332.0,0.721,14525.0,0.797,4902.0,4105.0,716.0,194.0,0.1
BA,60,random,0.01,5.0,8.0,1.0,1.0,732.0,0.986,19725.0,0.985,7690.0,6705.0,981.0,159.0,0.01
BA,60,random,0.05,5.0,8.0,1.0,1.0,699.0,0.945,18683.0,0.945,7249.0,6304.0,940.0,123.0,0.05
BA,60,random,0.1,5.0,8.0,1.0,1.0,662.0,0.89,16725.0,0.895,6587.0,5692.0,885.0,113.0,0.1
BA,61,betweenness,0.01,8.0,12.0,1.0,1.0,662.0,0.975,20202.0,0.984,7134.0,6150.0,970.0,165.0,0.01
BA,61,betweenness,0.05,8.0,15.0,1.0,1.0,555.0,0.908,18563.0,0.932,6505.0,5573.0,903.0,181.0,0.05
BA,61,betweenness,0.1,14.0,25.0,1.0,1.0,434.0,0.805,16017.0,0.85,5619.0,4769.0,800.0,126.0,0.1
BA,61,collective_influence,0.01,7.0,11.0,1.0,1.0,664.0,0.981,18613.0,0.984,7182.0,6198.0,976.0,137.0,0.01
BA,61,collective_influence,0.05,10.0,17.0,1.0,1.0,526.0,0.885,17948.0,0.927,6398.0,5471.0,880.0,170.0,0.05
BA,61,collective_influence,0.1,12.0,25.0,1.0,1.0,398.0,0.775,16119.0,0.831,5235.0,4404.0,770.0,233.0,0.1
BA,61,community_bridge,0.01,9.0,14.0,1.0,1.0,700.0,0.98,20372.0,0.984,6945.0,5961.0,975.0,188.0,0.01
BA,61,community_bridge,0.05,7.0,14.0,1.0,1.0,541.0,0.899,18173.0,0.935,6158.0,5223.0,894.0,138.0,0.05
BA,61,community_bridge,0.1,13.0,25.0,1.0,1.0,377.0,0.777,16111.0,0.832,5166.0,4334.0,772.0,155.0,0.1
BA,61,degree,0.01,6.0,10.0,1.0,1.0,683.0,0.964,19340.0,0.983,7157.0,6174.0,959.0,139.0,0.01
BA,61,degree,0.05,9.0,16.0,1.0,1.0,531.0,0.876,16521.0,0.924,6410.0,5486.0,871.0,120.0,0.05
BA,61,degree,0.1,15.0,29.0,1.0,1.0,374.0,0.774,15623.0,0.824,5074.0,4250.0,769.0,178.0,0.1
BA,61,eigenvector,0.01,7.0,11.0,1.0,1.0,701.0,0.975,20860.0,0.983,6992.0,6009.0,970.0,185.0,0.01
BA,61,eigenvector,0.05,9.0,14.0,1.0,1.0,580.0,0.915,17373.0,0.938,6561.0,5623.0,910.0,130.0,0.05
BA,61,eigenvector,0.1,8.0,15.0,1.0,1.0,517.0,0.851,17246.0,0.879,5700.0,4821.0,846.0,193.0,0.1
BA,61,kcore,0.01,5.0,9.0,1.0,1.0,693.0,0.981,20565.0,0.984,7031.0,6047.0,976.0,142.0,0.01
BA,61,kcore,0.05,10.0,18.0,1.0,1.0,523.0,0.9,18075.0,0.926,6433.0,5507.0,895.0,148.0,0.05
BA,61,kcore,0.1,16.0,32.0,1.0,1.0,353.0,0.784,15388.0,0.829,5559.0,4730.0,779.0,179.0,0.1
BA,61,pagerank,0.01,6.0,11.0,1.0,1.0,692.0,0.975,19608.0,0.984,7150.0,6166.0,970.0,225.0,0.01
BA,61,pagerank,0.05,8.0,16.0,1.0,1.0,560.0,0.895,18465.0,0.926,6296.0,5370.0,890.0,157.0,0.05
BA,61,pagerank,0.1,21.0,34.0,1.0,1.0,381.0,0.772,15778.0,0.824,4980.0,4156.0,767.0,179.0,0.1
BA,61,random,0.01,7.0,10.0,1.0,1.0,700.0,0.981,18801.0,0.985,7309.0,6324.0,976.0,141.0,0.01
BA,61,random,0.05,4.0,8.0,1.0,1.0,667.0,0.937,18220.0,0.945,7148.0,6203.0,932.0,145.0,0.05
BA,61,random,0.1,7.0,10.0,1.0,1.0,656.0,0.886,17197.0,0.894,6259.0,5365.0,881.0,120.0,0.1
BA,62,betweenness,0.01,6.0,10.0,1.0,1.0,688.0,0.979,20199.0,0.984,7082.0,6098.0,974.0,176.0,0.01
BA,62,betweenness,0.05,8.0,14.0,1.0,1.0,577.0,0.911,18087.0,0.933,6226.0,5293.0,906.0,144.0,0.05
BA,62,betweenness,0.1,14.0,25.0,1.0,1.0,450.0,0.827,17142.0,0.864,5942.0,5078.0,822.0,163.0,0.1
BA,62,collective_influence,0.01,9.0,14.0,1.0,1.0,662.0,0.981,19386.0,0.985,7609.0,6624.0,976.0,139.0,0.01
BA,62,collective_influence,0.05,7.0,14.0,1.0,1.0,555.0,0.902,17932.0,0.932,6184.0,5252.0,897.0,192.0,0.05
BA,62,collective_influence,0.1,11.0,23.0,1.0,1.0,407.0,0.795,15557.0,0.845,5446.0,4601.0,790.0,141.0,0.1
BA,62,community_bridge,0.01,5.0,10.0,1.0,1.0,694.0,0.979,19715.0,0.985,7182.0,6197.0,974.0,131.0,0.01
BA,62,community_bridge,0.05,9.0,16.0,1.0,1.0,555.0,0.916,17556.0,0.934,6515.0,5581.0,911.0,143.0,0.05
BA,62,community_bridge,0.1,12.0,25.0,1.0,1.0,421.0,0.774,15490.0,0.842,5165.0,4323.0,769.0,160.0,0.1
BA,62,degree,0.01,6.0,10.0,1.0,1.0,679.0,0.969,18384.0,0.985,7110.0,6125.0,964.0,152.0,0.01
BA,62,degree,0.05,7.0,14.0,1.0,1.0,575.0,0.909,19335.0,0.933,6004.0,5071.0,904.0,191.0,0.05
BA,62,degree,0.1,13.0,24.0,1.0,1.0,432.0,0.793,15671.0,0.838,5173.0,4335.0,788.0,142.0,0.1
BA,62,eigenvector,0.01,7.0,11.0,1.0,1.0,684.0,0.981,18472.0,0.985,7144.0,6159.0,976.0,183.0,0.01
BA,62,eigenvector,0.05,8.0,14.0,1.0,1.0,566.0,0.91,16919.0,0.937,6317.0,5380.0,905.0,174.0,0.05
BA,62,eigenvector,0.1,13.0,21.0,1.0,1.0,502.0,0.839,17119.0,0.876,6220.0,5344.0,834.0,223.0,0.1
BA,62,kcore,0.01,5.0,10.0,1.0,1.0,700.0,0.979,20560.0,0.985,7172.0,6187.0,974.0,132.0,0.01
BA,62,kcore,0.05,8.0,15.0,1.0,1.0,572.0,0.914,18476.0,0.933,6031.0,5098.0,909.0,222.0,0.05
BA,62,kcore,0.1,12.0,24.0,1.0,1.0,396.0,0.766,14340.0,0.83,5069.0,4239.0,761.0,147.0,0.1
BA,62,pagerank,0.01,5.0,10.0,1.0,1.0,670.0,0.974,20150.0,0.985,6964.0,5979.0,969.0,150.0,0.01
BA,62,pagerank,0.05,9.0,17.0,1.0,1.0,533.0,0.899,17793.0,0.928,6489.0,5561.0,894.0,129.0,0.05
BA,62,pagerank,0.1,16.0,29.0,1.0,1.0,362.0,0.765,14444.0,0.835,5159.0,4324.0,760.0,181.0,0.1
BA,62,random,0.01,5.0,8.0,1.0,1.0,721.0,0.988,19760.0,0.985,7639.0,6654.0,983.0,185.0,0.01
BA,62,random,0.05,4.0,7.0,1.0,1.0,683.0,0.945,19669.0,0.945,7195.0,6250.0,940.0,147.0,0.05
BA,62,random,0.1,4.0,7.0,1.0,1.0,633.0,0.884,17664.0,0.895,6347.0,5452.0,879.0,111.0,0.1
BA,63,betweenness,0.01,5.0,9.0,1.0,1.0,703.0,0.981,20289.0,0.985,7118.0,6133.0,976.0,182.0,0.01
BA,63,betweenness,0.05,7.0,14.0,1.0,1.0,574.0,0.905,17273.0,0.933,6149.0,5216.0,900.0,152.0,0.05
BA,63,betweenness,0.1,11.0,23.0,1.0,1.0,431.0,0.783,15687.0,0.835,5163.0,4328.0,778.0,150.0,0.1
BA,63,collective_influence,0.01,6.0,10.0,1.0,1.0,672.0,0.976,20050.0,0.985,6930.0,5945.0,971.0,175.0,0.01
BA,63,collective_influence,0.05,9.0,17.0,1.0,1.0,506.0,0.889,17644.0,0.925,6318.0,5393.0,884.0,148.0,0.05
BA,63,collective_influence,0.1,14.0,25.0,1.0,1.0,439.0,0.799,17092.0,0.845,5360.0,4515.0,794.0,172.0,0.1
BA,63,community_bridge,0.01,6.0,10.0,1.0,1.0,688.0,0.982,20167.0,0.985,7116.0,6131.0,977.0,167.0,0.01
BA,63,community_bridge,0.05,10.0,17.0,1.0,1.0,540.0,0.883,17485.0,0.93,5957.0,5027.0,878.0,161.0,0.05
BA,63,community_bridge,0.1,23.0,36.0,1.0,1.0,393.0,0.761,15272.0,0.834,4878.0,4044.0,756.0,163.0,0.1
BA,63,degree,0.01,6.0,10.0,1.0,1.0,675.0,0.983,19351.0,0.985,7105.0,6120.0,978.0,156.0,0.01
BA,63,degree,0.05,15.0,23.0,1.0,1.0,504.0,0.891,18067.0,0.923,6514.0,5591.0,886.0,176.0,0.05
BA,63,degree,0.1,12.0,25.0,1.0,1.0,412.0,0.771,16086.0,0.825,4982.0,4157.0,766.0,176.0,0.1
BA,63,eigenvector,0.01,7.0,12.0,1.0,1.0,670.0,0.973,18871.0,0.985,7122.0,6137.0,968.0,138.0,0.01
BA,63,eigenvector,0.05,6.0,12.0,1.0,1.0,526.0,0.906,17130.0,0.932,5953.0,5021.0,901.0,136.0,0.05
BA,63,eigenvector,0.1,10.0,18.0,1.0,1.0,468.0,0.82,16131.0,0.861,5379.0,4518.0,815.0,173.0,0.1
BA,63,kcore,0.01,6.0,10.0,1.0,1.0,677.0,0.979,18931.0,0.985,7132.0,6147.0,974.0,122.0,0.01
BA,63,kcore,0.05,9.0,16.0,1.0,1.0,540.0,0.896,17356.0,0.928,6472.0,5544.0,891.0,142.0,0.05
BA,63,kcore,0.1,20.0,32.0,1.0,1.0,382.0,0.77,14774.0,0.831,4951.0,4120.0,765.0,246.0,0.1
BA,63,pagerank,0.01,5.0,9.0,1.0,1.0,703.0,0.983,19682.0,0.985,7048.0,6063.0,978.0,145.0,0.01
BA,63,pagerank,0.05,11.0,18.0,1.0,1.0,558.0,0.902,18065.0,0.931,6395.0,5464.0,897.0,140.0,0.05
BA,63,pagerank,0.1,13.0,26.0,1.0,1.0,404.0,0.779,16203.0,0.825,5267.0,4442.0,774.0,179.0,0.1
BA,63,random,0.01,4.0,8.0,1.0,1.0,724.0,0.984,19328.0,0.985,7366.0,6381.0,979.0,135.0,0.01
BA,63,random,0.05,6.0,9.0,1.0,1.0,683.0,0.944,18203.0,0.945,6917.0,5972.0,939.0,133.0,0.05
BA,63,random,0.1,5.0,9.0,1.0,1.0,647.0,0.895,19107.0,0.895,6967.0,6072.0,890.0,157.0,0.1
BA,64,betweenness,0.01,7.0,11.0,1.0,1.0,656.0,0.969,19038.0,0.985,7178.0,6193.0,964.0,125.0,0.01
BA,64,betweenness,0.05,14.0,21.0,1.0,1.0,558.0,0.894,18176.0,0.929,6674.0,5745.0,889.0,179.0,0.05
BA,64,betweenness,0.1,16.0,30.0,1.0,1.0,390.0,0.777,16462.0,0.83,5490.0,4660.0,772.0,167.0,0.1
BA,64,collective_influence,0.01,5.0,9.0,1.0,1.0,686.0,0.979,18915.0,0.985,6938.0,5953.0,974.0,166.0,0.01
BA,64,collective_influence,0.05,9.0,16.0,1.0,1.0,539.0,0.887,18495.0,0.922,6166.0,5244.0,882.0,169.0,0.05
BA,64,collective_influence,0.1,16.0,31.0,1.0,1.0,337.0,0.749,14576.0,0.82,5447.0,4627.0,744.0,145.0,0.1
BA,64,community_bridge,0.01,6.0,10.0,1.0,1.0,661.0,0.975,18839.0,0.984,6889.0,5905.0,970.0,156.0,0.01
BA,64,community_bridge,0.05,11.0,21.0,1.0,1.0,512.0,0.89,18438.0,0.925,6466.0,5541.0,885.0,177.0,0.05
BA,64,community_bridge,0.1,16.0,29.0,1.0,1.0,382.0,0.788,16713.0,0.834,5195.0,4361.0,783.0,142.0,0.1
BA,64,degree,0.01,8.0,13.0,1.0,1.0,688.0,0.977,19969.0,0.985,6910.0,5925.0,972.0,165.0,0.01
BA,64,degree,0.05,10.0,17.0,1.0,1.0,505.0,0.879,18376.0,0.925,6158.0,5233.0,874.0,168.0,0.05
BA,64,degree,0.1,16.0,34.0,1.0,1.0,330.0,0.733,14979.0,0.803,5006.0,4203.0,728.0,224.0,0.1
BA,64,eigenvector,0.01,6.0,10.0,1.0,1.0,648.0,0.968,18197.0,0.985,6998.0,6013.0,963.0,131.0,0.01
BA,64,eigenvector,0.05,8.0,14.0,1.0,1.0,553.0,0.896,18430.0,0.928,6218.0,5290.0,891.0,178.0,0.05
BA,64,eigenvector,0.1,8.0,16.0,1.0,1.0,442.0,0.813,14901.0,0.856,5318.0,4462.0,808.0,221.0,0.1
BA,64,kcore,0.01,8.0,12.0,1.0,1.0,666.0,0.972,18946.0,0.985,7100.0,6115.0,967.0,184.0,0.01
BA,64,kcore,0.05,8.0,16.0,1.0,1.0,496.0,0.861,16075.0,0.921,5879.0,4958.0,856.0,153.0,0.05
