topology,trial,strategy,fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
ER,48,community_bridge,0.05,8.0,13.0,1.0,1.0,674.0,0.932,20082.0,0.94,6557.0,5617.0,927.0,165.0,0.05
ER,48,community_bridge,0.1,10.0,16.0,1.0,1.0,593.0,0.874,18366.0,0.887,6244.0,5357.0,869.0,171.0,0.1
ER,48,degree,0.01,6.0,10.0,1.0,1.0,689.0,0.977,20249.0,0.98,7337.0,6357.0,972.0,161.0,0.01
ER,48,degree,0.05,6.0,11.0,1.0,1.0,621.0,0.935,18344.0,0.939,6837.0,5898.0,930.0,136.0,0.05
ER,48,degree,0.1,7.0,13.0,1.0,1.0,571.0,0.874,16948.0,0.883,6316.0,5433.0,869.0,111.0,0.1
ER,48,eigenvector,0.01,5.0,9.0,1.0,1.0,734.0,0.979,19400.0,0.98,6951.0,5971.0,974.0,209.0,0.01
ER,48,eigenvector,0.05,8.0,12.0,1.0,1.0,644.0,0.938,19615.0,0.939,6714.0,5775.0,933.0,127.0,0.05
ER,48,eigenvector,0.1,8.0,13.0,1.0,1.0,612.0,0.879,17740.0,0.886,6165.0,5279.0,874.0,202.0,0.1
ER,48,kcore,0.01,5.0,9.0,1.0,1.0,692.0,0.978,20375.0,0.979,7466.0,6487.0,973.0,137.0,0.01
ER,48,kcore,0.05,8.0,12.0,1.0,1.0,658.0,0.936,18973.0,0.939,6646.0,5707.0,931.0,180.0,0.05
ER,48,kcore,0.1,9.0,16.0,1.0,1.0,550.0,0.874,17820.0,0.884,6245.0,5361.0,869.0,211.0,0.1
ER,48,pagerank,0.01,7.0,11.0,1.0,1.0,703.0,0.979,19435.0,0.98,7160.0,6180.0,974.0,156.0,0.01
ER,48,pagerank,0.05,7.0,12.0,1.0,1.0,647.0,0.934,18277.0,0.938,6750.0,5812.0,929.0,158.0,0.05
ER,48,pagerank,0.1,8.0,14.0,1.0,1.0,551.0,0.867,16640.0,0.882,6265.0,5383.0,862.0,192.0,0.1
ER,48,random,0.01,6.0,10.0,1.0,1.0,727.0,0.98,20336.0,0.98,7294.0,6314.0,975.0,132.0,0.01
ER,48,random,0.05,6.0,11.0,1.0,1.0,660.0,0.939,18588.0,0.94,7223.0,6283.0,934.0,160.0,0.05
ER,48,random,0.1,7.0,11.0,1.0,1.0,611.0,0.881,17394.0,0.888,6394.0,5506.0,876.0,170.0,0.1
ER,49,betweenness,0.01,6.0,10.0,1.0,1.0,739.0,0.982,20569.0,0.983,7506.0,6523.0,977.0,182.0,0.01
ER,49,betweenness,0.05,6.0,11.0,1.0,1.0,652.0,0.938,18051.0,0.943,6601.0,5658.0,933.0,133.0,0.05
ER,49,betweenness,0.1,7.0,12.0,1.0,1.0,631.0,0.881,18268.0,0.889,6129.0,5240.0,876.0,141.0,0.1
ER,49,collective_influence,0.01,8.0,12.0,1.0,1.0,730.0,0.977,19555.0,0.983,7067.0,6084.0,972.0,137.0,0.01
ER,49,collective_influence,0.05,6.0,11.0,1.0,1.0,653.0,0.934,18250.0,0.942,6877.0,5935.0,929.0,142.0,0.05
ER,49,collective_influence,0.1,8.0,14.0,1.0,1.0,582.0,0.882,18091.0,0.89,6603.0,5713.0,877.0,160.0,0.1
ER,49,community_bridge,0.01,6.0,9.0,1.0,1.0,734.0,0.983,19868.0,0.983,6760.0,5777.0,978.0,172.0,0.01
ER,49,community_bridge,0.05,8.0,13.0,1.0,1.0,664.0,0.939,18924.0,0.941,7069.0,6128.0,934.0,148.0,0.05
ER,49,community_bridge,0.1,7.0,13.0,1.0,1.0,574.0,0.876,17153.0,0.886,6472.0,5586.0,871.0,155.0,0.1
ER,49,degree,0.01,6.0,11.0,1.0,1.0,734.0,0.979,19923.0,0.983,7375.0,6392.0,974.0,133.0,0.01
ER,49,degree,0.05,6.0,11.0,1.0,1.0,604.0,0.939,17233.0,0.941,7000.0,6059.0,934.0,117.0,0.05
ER,49,degree,0.1,9.0,16.0,1.0,1.0,615.0,0.881,16824.0,0.89,6352.0,5462.0,876.0,121.0,0.1
ER,49,eigenvector,0.01,5.0,9.0,1.0,1.0,706.0,0.976,19180.0,0.983,7049.0,6066.0,971.0,115.0,0.01
ER,49,eigenvector,0.05,6.0,12.0,1.0,1.0,649.0,0.935,18475.0,0.941,7246.0,6305.0,930.0,118.0,0.05
ER,49,eigenvector,0.1,7.0,12.0,1.0,1.0,602.0,0.889,18694.0,0.891,6425.0,5534.0,884.0,161.0,0.1
ER,49,kcore,0.01,5.0,9.0,1.0,1.0,721.0,0.983,19946.0,0.983,7157.0,6174.0,978.0,127.0,0.01
ER,49,kcore,0.05,6.0,11.0,1.0,1.0,665.0,0.939,18909.0,0.941,6308.0,5367.0,934.0,160.0,0.05
ER,49,kcore,0.1,7.0,13.0,1.0,1.0,581.0,0.881,17475.0,0.89,6344.0,5454.0,876.0,165.0,0.1
ER,49,pagerank,0.01,6.0,10.0,1.0,1.0,691.0,0.981,20252.0,0.982,7675.0,6693.0,976.0,154.0,0.01
ER,49,pagerank,0.05,7.0,12.0,1.0,1.0,659.0,0.935,19393.0,0.94,6769.0,5829.0,930.0,150.0,0.05
ER,49,pagerank,0.1,8.0,14.0,1.0,1.0,583.0,0.873,18164.0,0.885,6210.0,5325.0,868.0,187.0,0.1
ER,49,random,0.01,7.0,11.0,1.0,1.0,707.0,0.985,20297.0,0.983,7398.0,6415.0,980.0,153.0,0.01
ER,49,random,0.05,7.0,12.0,1.0,1.0,673.0,0.937,18839.0,0.943,7135.0,6192.0,932.0,143.0,0.05
ER,49,random,0.1,6.0,11.0,1.0,1.0,631.0,0.89,17517.0,0.892,6690.0,5798.0,885.0,152.0,0.1
ER,50,betweenness,0.01,7.0,11.0,1.0,1.0,686.0,0.972,19586.0,0.978,7187.0,6209.0,967.0,152.0,0.01
ER,50,betweenness,0.05,14.0,19.0,1.0,1.0,639.0,0.925,18127.0,0.933,6373.0,5440.0,920.0,161.0,0.05
ER,50,betweenness,0.1,7.0,13.0,1.0,1.0,581.0,0.863,16623.0,0.879,6206.0,5327.0,858.0,140.0,0.1
ER,50,collective_influence,0.01,5.0,10.0,1.0,1.0,702.0,0.979,18976.0,0.979,7029.0,6050.0,974.0,146.0,0.01
ER,50,collective_influence,0.05,7.0,13.0,1.0,1.0,628.0,0.925,18198.0,0.936,6920.0,5984.0,920.0,158.0,0.05
ER,50,collective_influence,0.1,8.0,14.0,1.0,1.0,590.0,0.874,17264.0,0.883,6117.0,5234.0,869.0,172.0,0.1
ER,50,community_bridge,0.01,7.0,11.0,1.0,1.0,689.0,0.972,18997.0,0.978,7183.0,6205.0,967.0,141.0,0.01
ER,50,community_bridge,0.05,7.0,12.0,1.0,1.0,664.0,0.933,19470.0,0.938,7001.0,6063.0,928.0,168.0,0.05
ER,50,community_bridge,0.1,7.0,13.0,1.0,1.0,587.0,0.874,17791.0,0.885,5878.0,4993.0,869.0,142.0,0.1
ER,50,degree,0.01,6.0,10.0,1.0,1.0,706.0,0.975,19714.0,0.978,6795.0,5817.0,970.0,126.0,0.01
ER,50,degree,0.05,7.0,12.0,1.0,1.0,627.0,0.926,18675.0,0.934,6671.0,5737.0,921.0,156.0,0.05
ER,50,degree,0.1,8.0,14.0,1.0,1.0,542.0,0.865,17480.0,0.879,6262.0,5383.0,860.0,146.0,0.1
ER,50,eigenvector,0.01,7.0,11.0,1.0,1.0,699.0,0.973,18794.0,0.978,7132.0,6154.0,968.0,143.0,0.01
ER,50,eigenvector,0.05,9.0,14.0,1.0,1.0,649.0,0.935,18643.0,0.934,6669.0,5735.0,930.0,232.0,0.05
ER,50,eigenvector,0.1,8.0,14.0,1.0,1.0,558.0,0.875,16880.0,0.883,6089.0,5206.0,870.0,130.0,0.1
ER,50,kcore,0.01,7.0,11.0,1.0,1.0,662.0,0.966,19167.0,0.978,7394.0,6416.0,961.0,180.0,0.01
ER,50,kcore,0.05,7.0,13.0,1.0,1.0,603.0,0.921,17029.0,0.935,6857.0,5922.0,916.0,163.0,0.05
ER,50,kcore,0.1,8.0,15.0,1.0,1.0,569.0,0.871,17384.0,0.88,5993.0,5113.0,866.0,177.0,0.1
ER,50,pagerank,0.01,6.0,11.0,1.0,1.0,703.0,0.972,20567.0,0.976,7380.0,6404.0,967.0,195.0,0.01
ER,50,pagerank,0.05,6.0,11.0,1.0,1.0,648.0,0.924,18704.0,0.932,6360.0,5428.0,919.0,119.0,0.05
ER,50,pagerank,0.1,10.0,16.0,1.0,1.0,565.0,0.873,17147.0,0.881,5912.0,5031.0,868.0,133.0,0.1
ER,50,random,0.01,5.0,10.0,1.0,1.0,677.0,0.974,18633.0,0.98,7569.0,6589.0,969.0,162.0,0.01
ER,50,random,0.05,7.0,12.0,1.0,1.0,681.0,0.941,19150.0,0.941,6805.0,5864.0,936.0,180.0,0.05
ER,50,random,0.1,6.0,11.0,1.0,1.0,651.0,0.886,18229.0,0.889,6441.0,5552.0,881.0,143.0,0.1
ER,51,betweenness,0.01,6.0,10.0,1.0,1.0,691.0,0.97,19160.0,0.981,7447.0,6466.0,965.0,144.0,0.01
ER,51,betweenness,0.05,6.0,11.0,1.0,1.0,652.0,0.93,18862.0,0.938,6596.0,5658.0,925.0,164.0,0.05
ER,51,betweenness,0.1,7.0,13.0,1.0,1.0,576.0,0.874,17395.0,0.882,6287.0,5405.0,869.0,153.0,0.1
ER,51,collective_influence,0.01,8.0,12.0,1.0,1.0,703.0,0.977,20321.0,0.981,7218.0,6237.0,972.0,162.0,0.01
ER,51,collective_influence,0.05,5.0,11.0,1.0,1.0,657.0,0.929,18474.0,0.938,6863.0,5925.0,924.0,132.0,0.05
ER,51,collective_influence,0.1,9.0,15.0,1.0,1.0,555.0,0.88,17842.0,0.886,6667.0,5781.0,875.0,148.0,0.1
ER,51,community_bridge,0.01,5.0,9.0,1.0,1.0,695.0,0.977,19594.0,0.981,7056.0,6075.0,972.0,170.0,0.01
ER,51,community_bridge,0.05,7.0,12.0,1.0,1.0,652.0,0.932,17992.0,0.938,6733.0,5795.0,927.0,171.0,0.05
ER,51,community_bridge,0.1,9.0,15.0,1.0,1.0,572.0,0.873,17394.0,0.885,6042.0,5157.0,868.0,157.0,0.1
ER,51,degree,0.01,6.0,10.0,1.0,1.0,713.0,0.979,19641.0,0.981,7110.0,6129.0,974.0,135.0,0.01
ER,51,degree,0.05,6.0,12.0,1.0,1.0,651.0,0.928,18504.0,0.938,6552.0,5614.0,923.0,170.0,0.05
ER,51,degree,0.1,8.0,14.0,1.0,1.0,549.0,0.868,17200.0,0.883,6359.0,5476.0,863.0,146.0,0.1
ER,51,eigenvector,0.01,6.0,10.0,1.0,1.0,720.0,0.982,19389.0,0.981,7261.0,6280.0,977.0,140.0,0.01
ER,51,eigenvector,0.05,6.0,11.0,1.0,1.0,649.0,0.933,18607.0,0.94,6719.0,5779.0,928.0,153.0,0.05
ER,51,eigenvector,0.1,8.0,15.0,1.0,1.0,575.0,0.881,18447.0,0.886,6490.0,5604.0,876.0,145.0,0.1
ER,51,kcore,0.01,6.0,10.0,1.0,1.0,676.0,0.976,19534.0,0.98,7242.0,6262.0,971.0,139.0,0.01
ER,51,kcore,0.05,6.0,11.0,1.0,1.0,642.0,0.932,17917.0,0.937,6740.0,5803.0,927.0,145.0,0.05
ER,51,kcore,0.1,8.0,13.0,1.0,1.0,570.0,0.864,17409.0,0.881,6018.0,5137.0,859.0,149.0,0.1
ER,51,pagerank,0.01,6.0,11.0,1.0,1.0,723.0,0.98,19618.0,0.98,7079.0,6099.0,975.0,135.0,0.01
ER,51,pagerank,0.05,8.0,13.0,1.0,1.0,626.0,0.929,18009.0,0.938,6556.0,5618.0,924.0,135.0,0.05
ER,51,pagerank,0.1,9.0,16.0,1.0,1.0,576.0,0.871,17428.0,0.884,6059.0,5175.0,866.0,165.0,0.1
ER,51,random,0.01,7.0,11.0,1.0,1.0,714.0,0.981,18969.0,0.982,7506.0,6524.0,976.0,178.0,0.01
ER,51,random,0.05,7.0,11.0,1.0,1.0,682.0,0.935,17616.0,0.941,6874.0,5933.0,930.0,196.0,0.05
ER,51,random,0.1,7.0,11.0,1.0,1.0,632.0,0.885,17726.0,0.889,6380.0,5491.0,880.0,216.0,0.1
ER,52,betweenness,0.01,6.0,10.0,1.0,1.0,722.0,0.98,19339.0,0.984,7063.0,6079.0,975.0,132.0,0.01
ER,52,betweenness,0.05,6.0,10.0,1.0,1.0,662.0,0.941,18878.0,0.941,6605.0,5664.0,936.0,179.0,0.05
ER,52,betweenness,0.1,8.0,14.0,1.0,1.0,607.0,0.878,16851.0,0.886,6430.0,5544.0,873.0,127.0,0.1
ER,52,collective_influence,0.01,6.0,10.0,1.0,1.0,689.0,0.978,19427.0,0.984,7389.0,6405.0,973.0,135.0,0.01
ER,52,collective_influence,0.05,7.0,12.0,1.0,1.0,670.0,0.935,18831.0,0.944,6694.0,5750.0,930.0,164.0,0.05
ER,52,collective_influence,0.1,8.0,14.0,1.0,1.0,594.0,0.884,17338.0,0.891,6307.0,5416.0,879.0,133.0,0.1
ER,52,community_bridge,0.01,6.0,10.0,1.0,1.0,740.0,0.978,20142.0,0.984,7430.0,6446.0,973.0,156.0,0.01
ER,52,community_bridge,0.05,7.0,13.0,1.0,1.0,679.0,0.942,19417.0,0.944,6927.0,5983.0,937.0,144.0,0.05
ER,52,community_bridge,0.1,7.0,14.0,1.0,1.0,605.0,0.885,18357.0,0.887,6748.0,5861.0,880.0,166.0,0.1
ER,52,degree,0.01,4.0,9.0,1.0,1.0,734.0,0.983,19843.0,0.984,7228.0,6244.0,978.0,161.0,0.01
ER,52,degree,0.05,6.0,11.0,1.0,1.0,656.0,0.935,19003.0,0.942,6681.0,5739.0,930.0,143.0,0.05
ER,52,degree,0.1,8.0,14.0,1.0,1.0,596.0,0.877,17968.0,0.889,6128.0,5239.0,872.0,168.0,0.1
ER,52,eigenvector,0.01,6.0,10.0,1.0,1.0,743.0,0.987,19460.0,0.984,7143.0,6159.0,982.0,127.0,0.01
ER,52,eigenvector,0.05,6.0,11.0,1.0,1.0,669.0,0.935,18182.0,0.944,6775.0,5831.0,930.0,148.0,0.05
ER,52,eigenvector,0.1,6.0,12.0,1.0,1.0,610.0,0.879,16503.0,0.891,6111.0,5220.0,874.0,143.0,0.1
ER,52,kcore,0.01,6.0,10.0,1.0,1.0,729.0,0.985,19831.0,0.984,7361.0,6377.0,980.0,163.0,0.01
ER,52,kcore,0.05,6.0,11.0,1.0,1.0,646.0,0.937,18712.0,0.942,7052.0,6110.0,932.0,158.0,0.05
ER,52,kcore,0.1,7.0,13.0,1.0,1.0,589.0,0.877,18048.0,0.888,6534.0,5646.0,872.0,152.0,0.1
ER,52,pagerank,0.01,7.0,11.0,1.0,1.0,702.0,0.98,18746.0,0.984,7160.0,6176.0,975.0,126.0,0.01
ER,52,pagerank,0.05,7.0,12.0,1.0,1.0,683.0,0.94,19501.0,0.942,6845.0,5903.0,935.0,136.0,0.05
ER,52,pagerank,0.1,9.0,15.0,1.0,1.0,583.0,0.869,17321.0,0.884,6367.0,5483.0,864.0,178.0,0.1
ER,52,random,0.01,6.0,11.0,1.0,1.0,690.0,0.976,18223.0,0.984,7620.0,6636.0,971.0,131.0,0.01
ER,52,random,0.05,6.0,11.0,1.0,1.0,663.0,0.937,19372.0,0.942,7012.0,6070.0,932.0,180.0,0.05
ER,52,random,0.1,6.0,11.0,1.0,1.0,631.0,0.887,17233.0,0.892,6364.0,5472.0,882.0,177.0,0.1
ER,53,betweenness,0.01,6.0,10.0,1.0,1.0,693.0,0.982,18731.0,0.979,7228.0,6249.0,977.0,200.0,0.01
ER,53,betweenness,0.05,8.0,12.0,1.0,1.0,668.0,0.93,18571.0,0.936,6572.0,5636.0,925.0,178.0,0.05
ER,53,betweenness,0.1,9.0,14.0,1.0,1.0,606.0,0.876,17831.0,0.884,6238.0,5354.0,871.0,165.0,0.1
ER,53,collective_influence,0.01,6.0,10.0,1.0,1.0,726.0,0.983,19724.0,0.981,7276.0,6295.0,978.0,145.0,0.01
ER,53,collective_influence,0.05,5.0,10.0,1.0,1.0,636.0,0.934,18004.0,0.94,6602.0,5662.0,929.0,201.0,0.05
ER,53,collective_influence,0.1,6.0,12.0,1.0,1.0,592.0,0.881,17461.0,0.888,6299.0,5411.0,876.0,159.0,0.1
ER,53,community_bridge,0.01,7.0,10.0,1.0,1.0,679.0,0.981,18052.0,0.981,7587.0,6606.0,976.0,211.0,0.01
ER,53,community_bridge,0.05,6.0,11.0,1.0,1.0,667.0,0.933,18021.0,0.942,6797.0,5855.0,928.0,155.0,0.05
ER,53,community_bridge,0.1,9.0,15.0,1.0,1.0,604.0,0.88,17561.0,0.888,6246.0,5358.0,875.0,160.0,0.1
ER,53,degree,0.01,7.0,11.0,1.0,1.0,740.0,0.978,19256.0,0.981,7437.0,6456.0,973.0,136.0,0.01
ER,53,degree,0.05,7.0,12.0,1.0,1.0,668.0,0.937,18276.0,0.941,6764.0,5823.0,932.0,133.0,0.05
ER,53,degree,0.1,7.0,13.0,1.0,1.0,561.0,0.878,16872.0,0.89,6262.0,5372.0,873.0,183.0,0.1
ER,53,eigenvector,0.01,6.0,10.0,1.0,1.0,720.0,0.977,21777.0,0.98,7368.0,6388.0,972.0,156.0,0.01
ER,53,eigenvector,0.05,6.0,11.0,1.0,1.0,630.0,0.931,17987.0,0.941,6725.0,5784.0,926.0,132.0,0.05
ER,53,eigenvector,0.1,7.0,12.0,1.0,1.0,605.0,0.883,17883.0,0.889,6308.0,5419.0,878.0,140.0,0.1
ER,53,kcore,0.01,6.0,10.0,1.0,1.0,713.0,0.976,19706.0,0.981,7224.0,6243.0,971.0,195.0,0.01
ER,53,kcore,0.05,7.0,12.0,1.0,1.0,660.0,0.933,18017.0,0.94,6829.0,5889.0,928.0,141.0,0.05
ER,53,kcore,0.1,10.0,16.0,1.0,1.0,593.0,0.881,18182.0,0.89,6601.0,5711.0,876.0,164.0,0.1
ER,53,pagerank,0.01,6.0,11.0,1.0,1.0,699.0,0.979,19959.0,0.981,7644.0,6663.0,974.0,191.0,0.01
ER,53,pagerank,0.05,6.0,11.0,1.0,1.0,650.0,0.933,18884.0,0.939,6545.0,5606.0,928.0,218.0,0.05
ER,53,pagerank,0.1,8.0,14.0,1.0,1.0,550.0,0.874,16836.0,0.887,6006.0,5119.0,869.0,142.0,0.1
ER,53,random,0.01,5.0,9.0,1.0,1.0,726.0,0.981,19291.0,0.981,7377.0,6396.0,976.0,146.0,0.01
ER,53,random,0.05,7.0,12.0,1.0,1.0,666.0,0.94,18878.0,0.94,6958.0,6018.0,935.0,139.0,0.05
ER,53,random,0.1,6.0,11.0,1.0,1.0,625.0,0.886,16932.0,0.889,6454.0,5565.0,881.0,132.0,0.1
ER,54,betweenness,0.01,6.0,10.0,1.0,1.0,717.0,0.983,19889.0,0.984,7292.0,6308.0,978.0,218.0,0.01
ER,54,betweenness,0.05,7.0,12.0,1.0,1.0,655.0,0.939,19259.0,0.942,6882.0,5940.0,934.0,170.0,0.05
ER,54,betweenness,0.1,6.0,12.0,1.0,1.0,593.0,0.878,17373.0,0.886,6147.0,5261.0,873.0,160.0,0.1
ER,54,collective_influence,0.01,7.0,11.0,1.0,1.0,712.0,0.981,20452.0,0.984,7377.0,6393.0,976.0,137.0,0.01
ER,54,collective_influence,0.05,7.0,11.0,1.0,1.0,680.0,0.942,19436.0,0.942,6814.0,5872.0,937.0,160.0,0.05
ER,54,collective_influence,0.1,9.0,15.0,1.0,1.0,590.0,0.878,17563.0,0.888,6215.0,5327.0,873.0,168.0,0.1
ER,54,community_bridge,0.01,7.0,11.0,1.0,1.0,721.0,0.983,19664.0,0.984,7629.0,6645.0,978.0,124.0,0.01
ER,54,community_bridge,0.05,7.0,12.0,1.0,1.0,659.0,0.94,19651.0,0.942,6763.0,5821.0,935.0,205.0,0.05
ER,54,community_bridge,0.1,8.0,14.0,1.0,1.0,614.0,0.881,18096.0,0.892,5936.0,5044.0,876.0,167.0,0.1
ER,54,degree,0.01,6.0,10.0,1.0,1.0,753.0,0.983,20206.0,0.984,7358.0,6374.0,978.0,147.0,0.01
ER,54,degree,0.05,6.0,11.0,1.0,1.0,659.0,0.94,19564.0,0.941,6783.0,5842.0,935.0,204.0,0.05
ER,54,degree,0.1,9.0,14.0,1.0,1.0,552.0,0.882,16935.0,0.889,6276.0,5387.0,877.0,135.0,0.1
ER,54,eigenvector,0.01,6.0,10.0,1.0,1.0,723.0,0.978,19834.0,0.984,7481.0,6497.0,973.0,137.0,0.01
ER,54,eigenvector,0.05,6.0,11.0,1.0,1.0,692.0,0.934,19338.0,0.942,7060.0,6118.0,929.0,173.0,0.05
ER,54,eigenvector,0.1,9.0,15.0,1.0,1.0,603.0,0.881,17330.0,0.89,6461.0,5571.0,876.0,170.0,0.1
ER,54,kcore,0.01,6.0,11.0,1.0,1.0,705.0,0.981,19263.0,0.984,7738.0,6754.0,976.0,116.0,0.01
ER,54,kcore,0.05,7.0,12.0,1.0,1.0,661.0,0.94,19286.0,0.941,7107.0,6166.0,935.0,130.0,0.05
ER,54,kcore,0.1,8.0,14.0,1.0,1.0,600.0,0.883,18103.0,0.89,6418.0,5528.0,878.0,178.0,0.1
ER,54,pagerank,0.01,6.0,10.0,1.0,1.0,712.0,0.979,18119.0,0.983,7248.0,6265.0,974.0,133.0,0.01
ER,54,pagerank,0.05,5.0,10.0,1.0,1.0,648.0,0.933,17776.0,0.94,6583.0,5643.0,928.0,118.0,0.05
ER,54,pagerank,0.1,9.0,15.0,1.0,1.0,598.0,0.884,17135.0,0.887,6273.0,5386.0,879.0,155.0,0.1
ER,54,random,0.01,7.0,11.0,1.0,1.0,709.0,0.986,19216.0,0.984,7661.0,6677.0,981.0,158.0,0.01
ER,54,random,0.05,5.0,9.0,1.0,1.0,709.0,0.944,19569.0,0.943,6787.0,5844.0,939.0,131.0,0.05
ER,54,random,0.1,6.0,10.0,1.0,1.0,630.0,0.887,17401.0,0.891,6257.0,5366.0,882.0,141.0,0.1
ER,55,betweenness,0.01,5.0,9.0,1.0,1.0,716.0,0.975,19854.0,0.977,7192.0,6215.0,970.0,134.0,0.01
ER,55,betweenness,0.05,7.0,12.0,1.0,1.0,642.0,0.923,18046.0,0.934,6791.0,5857.0,918.0,133.0,0.05
ER,55,betweenness,0.1,8.0,13.0,1.0,1.0,601.0,0.875,17134.0,0.883,6540.0,5657.0,870.0,136.0,0.1
ER,55,collective_influence,0.01,7.0,11.0,1.0,1.0,703.0,0.971,19600.0,0.979,7262.0,6283.0,966.0,173.0,0.01
ER,55,collective_influence,0.05,7.0,12.0,1.0,1.0,666.0,0.933,19253.0,0.937,6853.0,5916.0,928.0,183.0,0.05
ER,55,collective_influence,0.1,7.0,14.0,1.0,1.0,584.0,0.871,16932.0,0.884,6224.0,5340.0,866.0,148.0,0.1
ER,55,community_bridge,0.01,5.0,10.0,1.0,1.0,699.0,0.976,19838.0,0.979,7619.0,6640.0,971.0,176.0,0.01
ER,55,community_bridge,0.05,6.0,10.0,1.0,1.0,656.0,0.932,18396.0,0.937,6741.0,5804.0,927.0,147.0,0.05
ER,55,community_bridge,0.1,9.0,15.0,1.0,1.0,580.0,0.867,17463.0,0.885,6497.0,5612.0,862.0,194.0,0.1
ER,55,degree,0.01,7.0,11.0,1.0,1.0,691.0,0.976,18946.0,0.978,7397.0,6419.0,971.0,150.0,0.01
ER,55,degree,0.05,7.0,12.0,1.0,1.0,663.0,0.932,20176.0,0.937,6805.0,5868.0,927.0,156.0,0.05
ER,55,degree,0.1,9.0,15.0,1.0,1.0,547.0,0.867,16213.0,0.882,6096.0,5214.0,862.0,186.0,0.1
ER,55,eigenvector,0.01,7.0,11.0,1.0,1.0,697.0,0.978,18963.0,0.979,7200.0,6221.0,973.0,156.0,0.01
ER,55,eigenvector,0.05,6.0,11.0,1.0,1.0,672.0,0.925,18053.0,0.936,6541.0,5605.0,920.0,158.0,0.05
ER,55,eigenvector,0.1,8.0,13.0,1.0,1.0,580.0,0.875,17273.0,0.884,6144.0,5260.0,870.0,152.0,0.1
ER,55,kcore,0.01,6.0,10.0,1.0,1.0,704.0,0.979,19284.0,0.978,7145.0,6167.0,974.0,168.0,0.01
ER,55,kcore,0.05,6.0,11.0,1.0,1.0,633.0,0.929,17755.0,0.937,6537.0,5600.0,924.0,132.0,0.05
ER,55,kcore,0.1,10.0,15.0,1.0,1.0,585.0,0.872,17488.0,0.885,5909.0,5024.0,867.0,156.0,0.1
ER,55,pagerank,0.01,6.0,10.0,1.0,1.0,713.0,0.975,18879.0,0.978,7113.0,6135.0,970.0,140.0,0.01
ER,55,pagerank,0.05,9.0,15.0,1.0,1.0,646.0,0.934,18516.0,0.936,7025.0,6089.0,929.0,223.0,0.05
ER,55,pagerank,0.1,9.0,15.0,1.0,1.0,583.0,0.867,17718.0,0.878,6269.0,5391.0,862.0,173.0,0.1
ER,55,random,0.01,6.0,10.0,1.0,1.0,705.0,0.971,19298.0,0.978,7679.0,6701.0,966.0,148.0,0.01
ER,55,random,0.05,7.0,11.0,1.0,1.0,662.0,0.929,18460.0,0.935,6809.0,5874.0,924.0,137.0,0.05
ER,55,random,0.1,8.0,12.0,1.0,1.0,624.0,0.882,17141.0,0.884,6314.0,5430.0,877.0,136.0,0.1
ER,56,betweenness,0.01,5.0,10.0,1.0,1.0,702.0,0.98,19606.0,0.983,7360.0,6377.0,975.0,169.0,0.01
ER,56,betweenness,0.05,7.0,12.0,1.0,1.0,638.0,0.936,18068.0,0.94,6902.0,5962.0,931.0,179.0,0.05
ER,56,betweenness,0.1,6.0,11.0,1.0,1.0,586.0,0.865,17178.0,0.885,6044.0,5159.0,860.0,169.0,0.1
ER,56,collective_influence,0.01,7.0,11.0,1.0,1.0,699.0,0.978,19146.0,0.983,7212.0,6229.0,973.0,197.0,0.01
ER,56,collective_influence,0.05,7.0,12.0,1.0,1.0,655.0,0.934,19409.0,0.942,7014.0,6072.0,929.0,208.0,0.05
ER,56,collective_influence,0.1,7.0,13.0,1.0,1.0,578.0,0.878,17928.0,0.89,6139.0,5249.0,873.0,163.0,0.1
ER,56,community_bridge,0.01,7.0,11.0,1.0,1.0,687.0,0.982,19844.0,0.983,7219.0,6236.0,977.0,146.0,0.01
ER,56,community_bridge,0.05,7.0,12.0,1.0,1.0,666.0,0.939,18069.0,0.941,6750.0,5809.0,934.0,171.0,0.05
ER,56,community_bridge,0.1,8.0,15.0,1.0,1.0,567.0,0.877,17394.0,0.888,6426.0,5538.0,872.0,130.0,0.1
ER,56,degree,0.01,7.0,11.0,1.0,1.0,722.0,0.98,20421.0,0.983,7234.0,6251.0,975.0,131.0,0.01
ER,56,degree,0.05,8.0,13.0,1.0,1.0,618.0,0.928,18643.0,0.943,7215.0,6272.0,923.0,147.0,0.05
ER,56,degree,0.1,8.0,14.0,1.0,1.0,581.0,0.876,17703.0,0.889,6545.0,5656.0,871.0,151.0,0.1
ER,56,eigenvector,0.01,6.0,10.0,1.0,1.0,694.0,0.981,19345.0,0.983,7384.0,6401.0,976.0,152.0,0.01
ER,56,eigenvector,0.05,6.0,11.0,1.0,1.0,665.0,0.932,19049.0,0.943,6646.0,5703.0,927.0,133.0,0.05
ER,56,eigenvector,0.1,8.0,13.0,1.0,1.0,601.0,0.879,16593.0,0.891,6243.0,5352.0,874.0,157.0,0.1
ER,56,kcore,0.01,7.0,11.0,1.0,1.0,706.0,0.979,19809.0,0.983,7176.0,6193.0,974.0,139.0,0.01
ER,56,kcore,0.05,7.0,12.0,1.0,1.0,678.0,0.935,18555.0,0.942,6484.0,5542.0,930.0,152.0,0.05
