topology,trial,behavior,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
ER,15,moderate,0.05,kcore,6.0,11.0,1.0,1.0,657.0,0.93,19470.0,0.942,7074.0,6132.0,925.0,121.0,0.05
ER,15,moderate,0.05,collective_influence,7.0,12.0,1.0,1.0,659.0,0.938,18569.0,0.942,7035.0,6093.0,933.0,180.0,0.05
ER,15,moderate,0.05,community_bridge,6.0,11.0,1.0,1.0,643.0,0.937,17503.0,0.942,7119.0,6177.0,932.0,130.0,0.05
ER,15,strong,0.05,random,8.0,13.0,1.0,1.0,612.0,0.929,18824.0,0.941,9345.0,8404.0,924.0,154.0,0.05
ER,15,strong,0.05,degree,12.0,19.0,1.0,1.0,572.0,0.927,19428.0,0.942,9870.0,8928.0,922.0,175.0,0.05
ER,15,strong,0.05,betweenness,6.0,12.0,1.0,1.0,619.0,0.928,18934.0,0.941,8637.0,7696.0,923.0,174.0,0.05
ER,15,strong,0.05,kcore,9.0,15.0,1.0,1.0,614.0,0.914,18583.0,0.941,9104.0,8163.0,909.0,155.0,0.05
ER,15,strong,0.05,collective_influence,6.0,13.0,1.0,1.0,568.0,0.927,18203.0,0.942,8742.0,7800.0,922.0,148.0,0.05
ER,15,strong,0.05,community_bridge,8.0,14.0,1.0,1.0,607.0,0.927,19708.0,0.942,9745.0,8803.0,922.0,181.0,0.05
ER,15,degree_correlated,0.05,random,5.0,8.0,1.0,1.0,708.0,0.939,19691.0,0.941,6185.0,5244.0,934.0,146.0,0.05
ER,15,degree_correlated,0.05,degree,6.0,11.0,1.0,1.0,663.0,0.934,18179.0,0.941,6478.0,5537.0,929.0,106.0,0.05
ER,15,degree_correlated,0.05,betweenness,7.0,11.0,1.0,1.0,678.0,0.938,19026.0,0.941,6045.0,5104.0,933.0,135.0,0.05
ER,15,degree_correlated,0.05,kcore,5.0,9.0,1.0,1.0,674.0,0.935,18631.0,0.941,6377.0,5436.0,930.0,146.0,0.05
ER,15,degree_correlated,0.05,collective_influence,7.0,12.0,1.0,1.0,658.0,0.941,19607.0,0.942,6423.0,5481.0,936.0,183.0,0.05
ER,15,degree_correlated,0.05,community_bridge,7.0,11.0,1.0,1.0,655.0,0.93,18511.0,0.941,6431.0,5490.0,925.0,117.0,0.05
ER,16,homogeneous,0.05,random,6.0,11.0,1.0,1.0,653.0,0.94,18571.0,0.943,7172.0,6229.0,935.0,135.0,0.05
ER,16,homogeneous,0.05,degree,8.0,13.0,1.0,1.0,648.0,0.933,19046.0,0.94,6794.0,5854.0,928.0,160.0,0.05
ER,16,homogeneous,0.05,betweenness,7.0,12.0,1.0,1.0,649.0,0.929,18265.0,0.937,6711.0,5774.0,924.0,141.0,0.05
ER,16,homogeneous,0.05,kcore,8.0,13.0,1.0,1.0,652.0,0.939,19015.0,0.942,6939.0,5997.0,934.0,130.0,0.05
ER,16,homogeneous,0.05,collective_influence,7.0,12.0,1.0,1.0,664.0,0.937,18816.0,0.941,6512.0,5571.0,932.0,183.0,0.05
ER,16,homogeneous,0.05,community_bridge,7.0,12.0,1.0,1.0,616.0,0.93,17342.0,0.94,6500.0,5560.0,925.0,180.0,0.05
ER,16,moderate,0.05,random,6.0,10.0,1.0,1.0,632.0,0.936,18427.0,0.942,7775.0,6833.0,931.0,140.0,0.05
ER,16,moderate,0.05,degree,6.0,11.0,1.0,1.0,610.0,0.931,19316.0,0.941,7151.0,6210.0,926.0,124.0,0.05
ER,16,moderate,0.05,betweenness,7.0,12.0,1.0,1.0,626.0,0.928,18186.0,0.938,7228.0,6290.0,923.0,157.0,0.05
ER,16,moderate,0.05,kcore,6.0,11.0,1.0,1.0,639.0,0.928,18900.0,0.94,7090.0,6150.0,923.0,138.0,0.05
ER,16,moderate,0.05,collective_influence,9.0,15.0,1.0,1.0,634.0,0.935,18624.0,0.941,7579.0,6638.0,930.0,141.0,0.05
ER,16,moderate,0.05,community_bridge,7.0,12.0,1.0,1.0,648.0,0.923,18387.0,0.942,6818.0,5876.0,918.0,155.0,0.05
ER,16,strong,0.05,random,5.0,10.0,1.0,1.0,667.0,0.924,18701.0,0.942,8551.0,7609.0,919.0,171.0,0.05
ER,16,strong,0.05,degree,8.0,14.0,1.0,1.0,577.0,0.91,18242.0,0.939,9705.0,8766.0,905.0,145.0,0.05
ER,16,strong,0.05,betweenness,6.0,12.0,1.0,1.0,576.0,0.908,18078.0,0.936,8859.0,7923.0,903.0,135.0,0.05
ER,16,strong,0.05,kcore,8.0,15.0,1.0,1.0,607.0,0.915,17863.0,0.94,8212.0,7272.0,910.0,189.0,0.05
ER,16,strong,0.05,collective_influence,8.0,15.0,1.0,1.0,570.0,0.911,17481.0,0.94,9275.0,8335.0,906.0,173.0,0.05
ER,16,strong,0.05,community_bridge,5.0,10.0,1.0,1.0,581.0,0.921,18554.0,0.941,8447.0,7506.0,916.0,140.0,0.05
ER,16,degree_correlated,0.05,random,8.0,11.0,1.0,1.0,690.0,0.94,18557.0,0.943,5886.0,4943.0,935.0,138.0,0.05
ER,16,degree_correlated,0.05,degree,8.0,12.0,1.0,1.0,650.0,0.921,19129.0,0.941,6780.0,5839.0,916.0,155.0,0.05
ER,16,degree_correlated,0.05,betweenness,5.0,9.0,1.0,1.0,658.0,0.926,17516.0,0.937,6454.0,5517.0,921.0,131.0,0.05
ER,16,degree_correlated,0.05,kcore,7.0,11.0,1.0,1.0,652.0,0.934,18339.0,0.941,6534.0,5593.0,929.0,132.0,0.05
ER,16,degree_correlated,0.05,collective_influence,7.0,12.0,1.0,1.0,654.0,0.926,19054.0,0.942,6682.0,5740.0,921.0,156.0,0.05
ER,16,degree_correlated,0.05,community_bridge,6.0,11.0,1.0,1.0,656.0,0.934,17143.0,0.943,6547.0,5604.0,929.0,130.0,0.05
WS,1,homogeneous,0.05,random,9.0,19.0,1.0,1.0,590.0,0.949,19707.0,0.945,7315.0,6370.0,944.0,175.0,0.05
WS,1,homogeneous,0.05,degree,12.0,23.0,1.0,1.0,558.0,0.937,18371.0,0.933,6876.0,5943.0,932.0,158.0,0.05
WS,1,homogeneous,0.05,betweenness,10.0,19.0,1.0,1.0,537.0,0.949,19833.0,0.945,7017.0,6072.0,944.0,169.0,0.05
WS,1,homogeneous,0.05,kcore,8.0,18.0,1.0,1.0,552.0,0.937,19187.0,0.936,6857.0,5921.0,932.0,147.0,0.05
WS,1,homogeneous,0.05,collective_influence,8.0,19.0,1.0,1.0,549.0,0.944,19035.0,0.945,7188.0,6243.0,939.0,130.0,0.05
WS,1,homogeneous,0.05,community_bridge,10.0,20.0,1.0,1.0,567.0,0.948,18692.0,0.945,6839.0,5894.0,943.0,176.0,0.05
WS,1,moderate,0.05,random,8.0,17.0,1.0,1.0,556.0,0.95,19000.0,0.945,7513.0,6568.0,945.0,159.0,0.05
WS,1,moderate,0.05,degree,7.0,17.0,1.0,1.0,519.0,0.935,18439.0,0.933,7447.0,6514.0,930.0,163.0,0.05
WS,1,moderate,0.05,betweenness,12.0,22.0,1.0,1.0,544.0,0.947,19214.0,0.945,7642.0,6697.0,942.0,155.0,0.05
WS,1,moderate,0.05,kcore,11.0,21.0,1.0,1.0,495.0,0.925,18153.0,0.928,7274.0,6346.0,920.0,147.0,0.05
WS,1,moderate,0.05,collective_influence,9.0,19.0,1.0,1.0,537.0,0.946,19044.0,0.945,7589.0,6644.0,941.0,186.0,0.05
WS,1,moderate,0.05,community_bridge,7.0,16.0,1.0,1.0,548.0,0.949,19000.0,0.945,6962.0,6017.0,944.0,141.0,0.05
WS,1,strong,0.05,random,13.0,26.0,1.0,1.0,503.0,0.947,18309.0,0.945,8936.0,7991.0,942.0,197.0,0.05
WS,1,strong,0.05,degree,13.0,28.0,1.0,1.0,400.0,0.934,18750.0,0.943,9635.0,8692.0,929.0,205.0,0.05
WS,1,strong,0.05,betweenness,21.0,35.0,1.0,1.0,452.0,0.94,18668.0,0.945,8944.0,7999.0,935.0,192.0,0.05
WS,1,strong,0.05,kcore,20.0,36.0,1.0,1.0,406.0,0.928,18048.0,0.934,9327.0,8393.0,923.0,161.0,0.05
WS,1,strong,0.05,collective_influence,10.0,26.0,1.0,1.0,445.0,0.927,18951.0,0.938,9344.0,8406.0,922.0,146.0,0.05
WS,1,strong,0.05,community_bridge,9.0,22.0,1.0,1.0,477.0,0.918,17283.0,0.927,8964.0,8037.0,913.0,147.0,0.05
WS,1,degree_correlated,0.05,random,8.0,16.0,1.0,1.0,586.0,0.949,19892.0,0.945,6879.0,5934.0,944.0,147.0,0.05
WS,1,degree_correlated,0.05,degree,8.0,18.0,1.0,1.0,522.0,0.932,18192.0,0.933,7300.0,6367.0,927.0,176.0,0.05
WS,1,degree_correlated,0.05,betweenness,9.0,18.0,1.0,1.0,523.0,0.948,18137.0,0.945,7204.0,6259.0,943.0,166.0,0.05
WS,1,degree_correlated,0.05,kcore,10.0,21.0,1.0,1.0,488.0,0.942,18211.0,0.945,7362.0,6417.0,937.0,163.0,0.05
WS,1,degree_correlated,0.05,collective_influence,8.0,20.0,1.0,1.0,501.0,0.95,18347.0,0.945,7542.0,6597.0,945.0,196.0,0.05
WS,1,degree_correlated,0.05,community_bridge,9.0,20.0,1.0,1.0,518.0,0.95,19118.0,0.945,7270.0,6325.0,945.0,159.0,0.05
WS,2,homogeneous,0.05,random,8.0,17.0,1.0,1.0,550.0,0.95,18452.0,0.945,7367.0,6422.0,945.0,138.0,0.05
WS,2,homogeneous,0.05,degree,11.0,22.0,1.0,1.0,541.0,0.947,18896.0,0.945,7043.0,6098.0,942.0,180.0,0.05
WS,2,homogeneous,0.05,betweenness,9.0,19.0,1.0,1.0,544.0,0.95,19369.0,0.945,7048.0,6103.0,945.0,175.0,0.05
WS,2,homogeneous,0.05,kcore,8.0,18.0,1.0,1.0,526.0,0.946,18873.0,0.945,7214.0,6269.0,941.0,146.0,0.05
WS,2,homogeneous,0.05,collective_influence,12.0,23.0,1.0,1.0,529.0,0.95,19258.0,0.945,6652.0,5707.0,945.0,219.0,0.05
WS,2,homogeneous,0.05,community_bridge,11.0,23.0,1.0,1.0,551.0,0.948,18853.0,0.945,6872.0,5927.0,943.0,171.0,0.05
WS,2,moderate,0.05,random,10.0,19.0,1.0,1.0,556.0,0.949,19130.0,0.945,7218.0,6273.0,944.0,155.0,0.05
WS,2,moderate,0.05,degree,9.0,20.0,1.0,1.0,510.0,0.945,18563.0,0.944,7512.0,6568.0,940.0,189.0,0.05
WS,2,moderate,0.05,betweenness,11.0,22.0,1.0,1.0,507.0,0.946,17968.0,0.945,7421.0,6476.0,941.0,158.0,0.05
WS,2,moderate,0.05,kcore,10.0,22.0,1.0,1.0,511.0,0.949,17794.0,0.945,7168.0,6223.0,944.0,176.0,0.05
WS,2,moderate,0.05,collective_influence,11.0,23.0,1.0,1.0,486.0,0.95,19656.0,0.945,7504.0,6559.0,945.0,212.0,0.05
WS,2,moderate,0.05,community_bridge,8.0,19.0,1.0,1.0,502.0,0.949,18102.0,0.945,7514.0,6569.0,944.0,151.0,0.05
WS,2,strong,0.05,random,13.0,25.0,1.0,1.0,523.0,0.94,18554.0,0.944,9030.0,8086.0,935.0,169.0,0.05
WS,2,strong,0.05,degree,17.0,32.0,1.0,1.0,447.0,0.941,18721.0,0.945,9110.0,8165.0,936.0,169.0,0.05
WS,2,strong,0.05,betweenness,17.0,31.0,1.0,1.0,428.0,0.948,18423.0,0.945,9157.0,8212.0,943.0,187.0,0.05
WS,2,strong,0.05,kcore,11.0,26.0,1.0,1.0,428.0,0.95,18345.0,0.945,9593.0,8648.0,945.0,156.0,0.05
WS,2,strong,0.05,collective_influence,14.0,30.0,1.0,1.0,398.0,0.945,19455.0,0.945,9501.0,8556.0,940.0,219.0,0.05
WS,2,strong,0.05,community_bridge,9.0,23.0,1.0,1.0,477.0,0.935,18591.0,0.942,9097.0,8155.0,930.0,191.0,0.05
WS,2,degree_correlated,0.05,random,8.0,16.0,1.0,1.0,604.0,0.948,19721.0,0.945,6791.0,5846.0,943.0,151.0,0.05
WS,2,degree_correlated,0.05,degree,14.0,25.0,1.0,1.0,508.0,0.946,19309.0,0.945,7625.0,6680.0,941.0,153.0,0.05
WS,2,degree_correlated,0.05,betweenness,13.0,24.0,1.0,1.0,477.0,0.948,18846.0,0.945,7223.0,6278.0,943.0,193.0,0.05
WS,2,degree_correlated,0.05,kcore,9.0,20.0,1.0,1.0,509.0,0.933,18298.0,0.94,7275.0,6335.0,928.0,186.0,0.05
WS,2,degree_correlated,0.05,collective_influence,11.0,22.0,1.0,1.0,509.0,0.944,17824.0,0.945,7610.0,6665.0,939.0,211.0,0.05
WS,2,degree_correlated,0.05,community_bridge,11.0,21.0,1.0,1.0,537.0,0.95,19638.0,0.945,7171.0,6226.0,945.0,149.0,0.05
ER,17,homogeneous,0.05,random,6.0,10.0,1.0,1.0,669.0,0.938,19180.0,0.943,6939.0,5996.0,933.0,132.0,0.05
ER,17,homogeneous,0.05,degree,7.0,12.0,1.0,1.0,627.0,0.927,18800.0,0.941,6765.0,5824.0,922.0,137.0,0.05
ER,17,homogeneous,0.05,betweenness,10.0,15.0,1.0,1.0,678.0,0.935,19868.0,0.941,7082.0,6141.0,930.0,161.0,0.05
ER,17,homogeneous,0.05,kcore,7.0,11.0,1.0,1.0,659.0,0.935,18441.0,0.941,6584.0,5643.0,930.0,141.0,0.05
ER,17,homogeneous,0.05,collective_influence,7.0,12.0,1.0,1.0,654.0,0.937,18408.0,0.941,6880.0,5939.0,932.0,150.0,0.05
ER,17,homogeneous,0.05,community_bridge,6.0,11.0,1.0,1.0,650.0,0.939,18472.0,0.943,6845.0,5902.0,934.0,139.0,0.05
ER,17,moderate,0.05,random,5.0,10.0,1.0,1.0,672.0,0.941,19528.0,0.943,7214.0,6271.0,936.0,179.0,0.05
ER,17,moderate,0.05,degree,7.0,12.0,1.0,1.0,609.0,0.93,18237.0,0.941,7357.0,6416.0,925.0,166.0,0.05
ER,17,moderate,0.05,betweenness,6.0,12.0,1.0,1.0,639.0,0.926,18205.0,0.941,7489.0,6548.0,921.0,232.0,0.05
ER,17,moderate,0.05,kcore,6.0,11.0,1.0,1.0,637.0,0.931,18218.0,0.941,7383.0,6442.0,926.0,127.0,0.05
ER,17,moderate,0.05,collective_influence,9.0,14.0,1.0,1.0,645.0,0.938,18766.0,0.941,7168.0,6227.0,933.0,153.0,0.05
ER,17,moderate,0.05,community_bridge,6.0,10.0,1.0,1.0,618.0,0.931,18963.0,0.944,7400.0,6456.0,926.0,129.0,0.05
ER,17,strong,0.05,random,6.0,12.0,1.0,1.0,640.0,0.926,18308.0,0.943,8974.0,8031.0,921.0,147.0,0.05
ER,17,strong,0.05,degree,7.0,13.0,1.0,1.0,602.0,0.916,17973.0,0.94,8545.0,7605.0,911.0,201.0,0.05
ER,17,strong,0.05,betweenness,11.0,16.0,1.0,1.0,586.0,0.915,17300.0,0.94,8764.0,7824.0,910.0,146.0,0.05
ER,17,strong,0.05,kcore,6.0,12.0,1.0,1.0,609.0,0.919,17878.0,0.94,8755.0,7815.0,914.0,152.0,0.05
ER,17,strong,0.05,collective_influence,6.0,12.0,1.0,1.0,579.0,0.92,18039.0,0.939,9025.0,8086.0,915.0,148.0,0.05
ER,17,strong,0.05,community_bridge,5.0,11.0,1.0,1.0,594.0,0.92,19246.0,0.943,8595.0,7652.0,915.0,129.0,0.05
ER,17,degree_correlated,0.05,random,5.0,8.0,1.0,1.0,696.0,0.935,18177.0,0.943,5738.0,4795.0,930.0,128.0,0.05
ER,17,degree_correlated,0.05,degree,7.0,12.0,1.0,1.0,678.0,0.932,18762.0,0.941,6381.0,5440.0,927.0,150.0,0.05
ER,17,degree_correlated,0.05,betweenness,6.0,10.0,1.0,1.0,675.0,0.933,18952.0,0.941,6286.0,5345.0,928.0,213.0,0.05
ER,17,degree_correlated,0.05,kcore,7.0,11.0,1.0,1.0,659.0,0.935,18963.0,0.941,6382.0,5441.0,930.0,126.0,0.05
ER,17,degree_correlated,0.05,collective_influence,5.0,10.0,1.0,1.0,677.0,0.936,19761.0,0.94,6524.0,5584.0,931.0,184.0,0.05
ER,17,degree_correlated,0.05,community_bridge,8.0,13.0,1.0,1.0,672.0,0.94,18420.0,0.944,6281.0,5337.0,935.0,127.0,0.05
ER,18,homogeneous,0.05,random,5.0,10.0,1.0,1.0,669.0,0.938,18313.0,0.942,6741.0,5799.0,933.0,197.0,0.05
ER,18,homogeneous,0.05,degree,8.0,13.0,1.0,1.0,625.0,0.929,17478.0,0.941,6563.0,5622.0,924.0,147.0,0.05
ER,18,homogeneous,0.05,betweenness,7.0,12.0,1.0,1.0,647.0,0.927,17700.0,0.939,6863.0,5924.0,922.0,146.0,0.05
ER,18,homogeneous,0.05,kcore,7.0,12.0,1.0,1.0,643.0,0.934,18447.0,0.943,7202.0,6259.0,929.0,173.0,0.05
ER,18,homogeneous,0.05,collective_influence,7.0,12.0,1.0,1.0,644.0,0.936,18747.0,0.943,6991.0,6048.0,931.0,141.0,0.05
ER,18,homogeneous,0.05,community_bridge,7.0,11.0,1.0,1.0,629.0,0.932,17698.0,0.943,6652.0,5709.0,927.0,134.0,0.05
ER,18,moderate,0.05,random,6.0,10.0,1.0,1.0,648.0,0.939,17892.0,0.943,6995.0,6052.0,934.0,144.0,0.05
ER,18,moderate,0.05,degree,9.0,14.0,1.0,1.0,655.0,0.931,19415.0,0.941,7346.0,6405.0,926.0,191.0,0.05
ER,18,moderate,0.05,betweenness,7.0,12.0,1.0,1.0,643.0,0.937,18895.0,0.939,7344.0,6405.0,932.0,172.0,0.05
ER,18,moderate,0.05,kcore,8.0,14.0,1.0,1.0,641.0,0.93,19258.0,0.942,6841.0,5899.0,925.0,161.0,0.05
ER,18,moderate,0.05,collective_influence,8.0,14.0,1.0,1.0,632.0,0.934,18873.0,0.942,7335.0,6393.0,929.0,157.0,0.05
ER,18,moderate,0.05,community_bridge,6.0,12.0,1.0,1.0,602.0,0.924,17543.0,0.942,7433.0,6491.0,919.0,179.0,0.05
ER,18,strong,0.05,random,7.0,12.0,1.0,1.0,597.0,0.925,17892.0,0.943,9128.0,8185.0,920.0,134.0,0.05
ER,18,strong,0.05,degree,7.0,13.0,1.0,1.0,582.0,0.911,18687.0,0.94,8628.0,7688.0,906.0,153.0,0.05
ER,18,strong,0.05,betweenness,9.0,16.0,1.0,1.0,565.0,0.899,17356.0,0.937,9481.0,8544.0,894.0,175.0,0.05
ER,18,strong,0.05,kcore,11.0,18.0,1.0,1.0,562.0,0.912,17414.0,0.941,8981.0,8040.0,907.0,155.0,0.05
ER,18,strong,0.05,collective_influence,6.0,12.0,1.0,1.0,550.0,0.919,18388.0,0.941,8671.0,7730.0,914.0,146.0,0.05
ER,18,strong,0.05,community_bridge,9.0,15.0,1.0,1.0,589.0,0.914,18691.0,0.941,8921.0,7980.0,909.0,158.0,0.05
ER,18,degree_correlated,0.05,random,4.0,8.0,1.0,1.0,706.0,0.942,18369.0,0.943,5804.0,4861.0,937.0,126.0,0.05
ER,18,degree_correlated,0.05,degree,6.0,11.0,1.0,1.0,676.0,0.929,19939.0,0.942,6239.0,5297.0,924.0,140.0,0.05
ER,18,degree_correlated,0.05,betweenness,6.0,11.0,1.0,1.0,639.0,0.923,17939.0,0.939,6401.0,5462.0,918.0,135.0,0.05
ER,18,degree_correlated,0.05,kcore,7.0,12.0,1.0,1.0,656.0,0.932,18723.0,0.941,6444.0,5503.0,927.0,157.0,0.05
ER,18,degree_correlated,0.05,collective_influence,8.0,13.0,1.0,1.0,662.0,0.936,19452.0,0.94,6499.0,5559.0,931.0,180.0,0.05
ER,18,degree_correlated,0.05,community_bridge,6.0,11.0,1.0,1.0,675.0,0.936,18178.0,0.942,6323.0,5381.0,931.0,153.0,0.05
WS,0,homogeneous,0.05,random,8.0,17.0,1.0,1.0,565.0,0.948,18812.0,0.945,7062.0,6117.0,943.0,153.0,0.05
WS,0,homogeneous,0.05,degree,8.0,17.0,1.0,1.0,584.0,0.949,19757.0,0.945,6962.0,6017.0,944.0,160.0,0.05
WS,0,homogeneous,0.05,betweenness,11.0,21.0,1.0,1.0,523.0,0.948,19785.0,0.945,7011.0,6066.0,943.0,257.0,0.05
WS,0,homogeneous,0.05,kcore,9.0,18.0,1.0,1.0,554.0,0.948,19085.0,0.945,6951.0,6006.0,943.0,151.0,0.05
WS,0,homogeneous,0.05,collective_influence,9.0,20.0,1.0,1.0,554.0,0.948,18815.0,0.945,6893.0,5948.0,943.0,208.0,0.05
WS,0,homogeneous,0.05,community_bridge,9.0,20.0,1.0,1.0,539.0,0.95,19165.0,0.945,7233.0,6288.0,945.0,123.0,0.05
WS,0,moderate,0.05,random,9.0,18.0,1.0,1.0,542.0,0.95,19485.0,0.945,7300.0,6355.0,945.0,171.0,0.05
WS,0,moderate,0.05,degree,12.0,22.0,1.0,1.0,530.0,0.947,17934.0,0.945,7187.0,6242.0,942.0,152.0,0.05
WS,0,moderate,0.05,betweenness,11.0,20.0,1.0,1.0,522.0,0.95,19096.0,0.945,7407.0,6462.0,945.0,200.0,0.05
WS,0,moderate,0.05,kcore,7.0,18.0,1.0,1.0,490.0,0.915,17305.0,0.924,7191.0,6267.0,910.0,165.0,0.05
WS,0,moderate,0.05,collective_influence,8.0,19.0,1.0,1.0,488.0,0.95,19086.0,0.945,7540.0,6595.0,945.0,163.0,0.05
WS,0,moderate,0.05,community_bridge,11.0,24.0,1.0,1.0,518.0,0.944,19253.0,0.943,7644.0,6701.0,939.0,162.0,0.05
WS,0,strong,0.05,random,9.0,20.0,1.0,1.0,492.0,0.946,19060.0,0.945,8844.0,7899.0,941.0,185.0,0.05
WS,0,strong,0.05,degree,12.0,27.0,1.0,1.0,463.0,0.933,18676.0,0.936,8934.0,7998.0,928.0,224.0,0.05
WS,0,strong,0.05,betweenness,9.0,25.0,1.0,1.0,402.0,0.945,17750.0,0.945,8970.0,8025.0,940.0,131.0,0.05
WS,0,strong,0.05,kcore,10.0,23.0,1.0,1.0,480.0,0.934,19806.0,0.944,9252.0,8308.0,929.0,155.0,0.05
WS,0,strong,0.05,collective_influence,12.0,29.0,1.0,1.0,434.0,0.948,18588.0,0.945,9506.0,8561.0,943.0,166.0,0.05
WS,0,strong,0.05,community_bridge,13.0,29.0,1.0,1.0,427.0,0.942,19911.0,0.945,9504.0,8559.0,937.0,226.0,0.05
WS,0,degree_correlated,0.05,random,9.0,17.0,1.0,1.0,586.0,0.945,18628.0,0.945,7076.0,6131.0,940.0,169.0,0.05
WS,0,degree_correlated,0.05,degree,10.0,21.0,1.0,1.0,533.0,0.947,19233.0,0.945,7238.0,6293.0,942.0,167.0,0.05
WS,0,degree_correlated,0.05,betweenness,8.0,18.0,1.0,1.0,526.0,0.949,19720.0,0.945,7438.0,6493.0,944.0,202.0,0.05
WS,0,degree_correlated,0.05,kcore,8.0,20.0,1.0,1.0,496.0,0.949,20043.0,0.945,7505.0,6560.0,944.0,194.0,0.05
WS,0,degree_correlated,0.05,collective_influence,7.0,21.0,1.0,1.0,486.0,0.945,19063.0,0.945,7511.0,6566.0,940.0,157.0,0.05
WS,0,degree_correlated,0.05,community_bridge,13.0,23.0,1.0,1.0,521.0,0.948,18134.0,0.945,7246.0,6301.0,943.0,141.0,0.05
WS,3,homogeneous,0.05,random,9.0,17.0,1.0,1.0,589.0,0.949,20042.0,0.945,7054.0,6109.0,944.0,155.0,0.05
WS,3,homogeneous,0.05,degree,10.0,22.0,1.0,1.0,520.0,0.95,18342.0,0.945,7090.0,6145.0,945.0,165.0,0.05
WS,3,homogeneous,0.05,betweenness,10.0,21.0,1.0,1.0,536.0,0.946,18931.0,0.945,7271.0,6326.0,941.0,167.0,0.05
WS,3,homogeneous,0.05,kcore,10.0,19.0,1.0,1.0,558.0,0.949,18395.0,0.945,7014.0,6069.0,944.0,139.0,0.05
WS,3,homogeneous,0.05,collective_influence,9.0,19.0,1.0,1.0,554.0,0.949,19388.0,0.945,7055.0,6110.0,944.0,151.0,0.05
WS,3,homogeneous,0.05,community_bridge,8.0,17.0,1.0,1.0,595.0,0.949,19199.0,0.945,6945.0,6000.0,944.0,140.0,0.05
WS,3,moderate,0.05,random,8.0,16.0,1.0,1.0,583.0,0.949,19267.0,0.945,7415.0,6470.0,944.0,179.0,0.05
WS,3,moderate,0.05,degree,11.0,22.0,1.0,1.0,486.0,0.948,18402.0,0.945,7387.0,6442.0,943.0,156.0,0.05
WS,3,moderate,0.05,betweenness,7.0,16.0,1.0,1.0,497.0,0.944,17836.0,0.944,7555.0,6611.0,939.0,160.0,0.05
WS,3,moderate,0.05,kcore,11.0,19.0,1.0,1.0,561.0,0.936,18955.0,0.936,7031.0,6095.0,931.0,166.0,0.05
WS,3,moderate,0.05,collective_influence,10.0,21.0,1.0,1.0,523.0,0.948,19132.0,0.945,7201.0,6256.0,943.0,160.0,0.05
WS,3,moderate,0.05,community_bridge,12.0,24.0,1.0,1.0,465.0,0.943,18304.0,0.945,7839.0,6894.0,938.0,157.0,0.05
WS,3,strong,0.05,random,10.0,22.0,1.0,1.0,506.0,0.949,19308.0,0.945,9471.0,8526.0,944.0,146.0,0.05
WS,3,strong,0.05,degree,11.0,26.0,1.0,1.0,396.0,0.913,18004.0,0.925,9560.0,8635.0,908.0,133.0,0.05
WS,3,strong,0.05,betweenness,11.0,30.0,1.0,1.0,411.0,0.941,19312.0,0.945,9719.0,8774.0,936.0,189.0,0.05
WS,3,strong,0.05,kcore,11.0,25.0,1.0,1.0,432.0,0.944,18702.0,0.944,9425.0,8481.0,939.0,183.0,0.05
WS,3,strong,0.05,collective_influence,12.0,28.0,1.0,1.0,411.0,0.941,18238.0,0.945,9279.0,8334.0,936.0,142.0,0.05
WS,3,strong,0.05,community_bridge,15.0,30.0,1.0,1.0,427.0,0.925,17246.0,0.935,8928.0,7993.0,920.0,177.0,0.05
WS,3,degree_correlated,0.05,random,9.0,18.0,1.0,1.0,580.0,0.947,18322.0,0.945,6833.0,5888.0,942.0,175.0,0.05
WS,3,degree_correlated,0.05,degree,9.0,21.0,1.0,1.0,530.0,0.947,20501.0,0.944,7650.0,6706.0,942.0,147.0,0.05
WS,3,degree_correlated,0.05,betweenness,10.0,22.0,1.0,1.0,523.0,0.948,18199.0,0.945,7198.0,6253.0,943.0,199.0,0.05
WS,3,degree_correlated,0.05,kcore,8.0,18.0,1.0,1.0,535.0,0.941,18724.0,0.943,7512.0,6569.0,936.0,146.0,0.05
WS,3,degree_correlated,0.05,collective_influence,7.0,17.0,1.0,1.0,519.0,0.95,18716.0,0.945,7639.0,6694.0,945.0,162.0,0.05
WS,3,degree_correlated,0.05,community_bridge,11.0,21.0,1.0,1.0,545.0,0.94,18634.0,0.938,7277.0,6339.0,935.0,175.0,0.05
ER,19,homogeneous,0.05,random,6.0,10.0,1.0,1.0,665.0,0.931,18026.0,0.942,6974.0,6032.0,926.0,165.0,0.05
ER,19,homogeneous,0.05,degree,8.0,14.0,1.0,1.0,674.0,0.94,19279.0,0.94,7049.0,6109.0,935.0,202.0,0.05
ER,19,homogeneous,0.05,betweenness,7.0,12.0,1.0,1.0,685.0,0.938,19801.0,0.937,6802.0,5865.0,933.0,186.0,0.05
ER,19,homogeneous,0.05,kcore,6.0,11.0,1.0,1.0,628.0,0.939,18915.0,0.94,7023.0,6083.0,934.0,149.0,0.05
ER,19,homogeneous,0.05,collective_influence,7.0,12.0,1.0,1.0,651.0,0.939,18282.0,0.942,6794.0,5852.0,934.0,153.0,0.05
ER,19,homogeneous,0.05,community_bridge,8.0,13.0,1.0,1.0,670.0,0.934,18913.0,0.94,6863.0,5923.0,929.0,162.0,0.05
