topology,trial,behavior,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
WS,11,homogeneous,0.05,kcore,11.0,22.0,1.0,1.0,532.0,0.949,19075.0,0.945,6860.0,5915.0,944.0,201.0,0.05
WS,11,homogeneous,0.05,collective_influence,13.0,24.0,1.0,1.0,528.0,0.95,19496.0,0.945,6820.0,5875.0,945.0,156.0,0.05
WS,11,homogeneous,0.05,community_bridge,10.0,21.0,1.0,1.0,552.0,0.95,18611.0,0.945,6642.0,5697.0,945.0,151.0,0.05
WS,11,moderate,0.05,random,11.0,23.0,1.0,1.0,518.0,0.949,18545.0,0.945,7739.0,6794.0,944.0,137.0,0.05
WS,11,moderate,0.05,degree,10.0,21.0,1.0,1.0,512.0,0.919,18461.0,0.927,7493.0,6566.0,914.0,188.0,0.05
WS,11,moderate,0.05,betweenness,10.0,20.0,1.0,1.0,506.0,0.947,18193.0,0.945,7300.0,6355.0,942.0,140.0,0.05
WS,11,moderate,0.05,kcore,10.0,21.0,1.0,1.0,539.0,0.95,19543.0,0.945,7512.0,6567.0,945.0,145.0,0.05
WS,11,moderate,0.05,collective_influence,12.0,24.0,1.0,1.0,464.0,0.95,18289.0,0.945,7671.0,6726.0,945.0,180.0,0.05
WS,11,moderate,0.05,community_bridge,9.0,21.0,1.0,1.0,488.0,0.938,18936.0,0.941,7255.0,6314.0,933.0,234.0,0.05
WS,11,strong,0.05,random,10.0,21.0,1.0,1.0,509.0,0.945,19244.0,0.945,8596.0,7651.0,940.0,170.0,0.05
WS,11,strong,0.05,degree,12.0,30.0,1.0,1.0,395.0,0.915,17881.0,0.931,9293.0,8362.0,910.0,164.0,0.05
WS,11,strong,0.05,betweenness,16.0,29.0,1.0,1.0,460.0,0.947,19605.0,0.945,9306.0,8361.0,942.0,153.0,0.05
WS,11,strong,0.05,kcore,13.0,30.0,1.0,1.0,401.0,0.899,17504.0,0.923,9505.0,8582.0,894.0,147.0,0.05
WS,11,strong,0.05,collective_influence,13.0,28.0,1.0,1.0,473.0,0.945,20161.0,0.945,9031.0,8086.0,940.0,204.0,0.05
WS,11,strong,0.05,community_bridge,17.0,34.0,1.0,1.0,406.0,0.926,17437.0,0.939,9996.0,9057.0,921.0,183.0,0.05
WS,11,degree_correlated,0.05,random,9.0,17.0,1.0,1.0,584.0,0.949,18794.0,0.945,7120.0,6175.0,944.0,165.0,0.05
WS,11,degree_correlated,0.05,degree,9.0,18.0,1.0,1.0,493.0,0.948,18043.0,0.945,7274.0,6329.0,943.0,156.0,0.05
WS,11,degree_correlated,0.05,betweenness,9.0,18.0,1.0,1.0,517.0,0.937,18447.0,0.938,6824.0,5886.0,932.0,148.0,0.05
WS,11,degree_correlated,0.05,kcore,8.0,18.0,1.0,1.0,514.0,0.942,18863.0,0.94,7345.0,6405.0,937.0,164.0,0.05
WS,11,degree_correlated,0.05,collective_influence,8.0,20.0,1.0,1.0,515.0,0.948,19203.0,0.945,8121.0,7176.0,943.0,143.0,0.05
WS,11,degree_correlated,0.05,community_bridge,10.0,25.0,1.0,1.0,510.0,0.948,17546.0,0.945,7268.0,6323.0,943.0,206.0,0.05
WS,12,homogeneous,0.05,random,8.0,17.0,1.0,1.0,571.0,0.95,18967.0,0.945,7357.0,6412.0,945.0,191.0,0.05
WS,12,homogeneous,0.05,degree,8.0,18.0,1.0,1.0,535.0,0.945,18946.0,0.945,7026.0,6081.0,940.0,142.0,0.05
WS,12,homogeneous,0.05,betweenness,8.0,17.0,1.0,1.0,581.0,0.95,18698.0,0.945,6895.0,5950.0,945.0,143.0,0.05
WS,12,homogeneous,0.05,kcore,9.0,20.0,1.0,1.0,487.0,0.942,18357.0,0.939,7225.0,6286.0,937.0,161.0,0.05
WS,12,homogeneous,0.05,collective_influence,10.0,19.0,1.0,1.0,524.0,0.945,17975.0,0.945,6822.0,5877.0,940.0,182.0,0.05
WS,12,homogeneous,0.05,community_bridge,8.0,17.0,1.0,1.0,525.0,0.948,18101.0,0.945,7092.0,6147.0,943.0,142.0,0.05
WS,12,moderate,0.05,random,8.0,17.0,1.0,1.0,551.0,0.948,20018.0,0.945,7284.0,6339.0,943.0,157.0,0.05
WS,12,moderate,0.05,degree,10.0,24.0,1.0,1.0,480.0,0.921,18132.0,0.925,6990.0,6065.0,916.0,137.0,0.05
WS,12,moderate,0.05,betweenness,9.0,20.0,1.0,1.0,495.0,0.95,19374.0,0.945,7092.0,6147.0,945.0,160.0,0.05
WS,12,moderate,0.05,kcore,9.0,20.0,1.0,1.0,496.0,0.941,18606.0,0.939,7872.0,6933.0,936.0,181.0,0.05
WS,12,moderate,0.05,collective_influence,10.0,23.0,1.0,1.0,502.0,0.945,18928.0,0.945,7130.0,6185.0,940.0,169.0,0.05
WS,12,moderate,0.05,community_bridge,8.0,20.0,1.0,1.0,528.0,0.947,18635.0,0.945,7545.0,6600.0,942.0,174.0,0.05
WS,12,strong,0.05,random,15.0,30.0,1.0,1.0,468.0,0.945,19129.0,0.945,9825.0,8880.0,940.0,164.0,0.05
WS,12,strong,0.05,degree,12.0,28.0,1.0,1.0,420.0,0.92,18815.0,0.933,9091.0,8158.0,915.0,215.0,0.05
WS,12,strong,0.05,betweenness,12.0,27.0,1.0,1.0,418.0,0.949,19298.0,0.945,9120.0,8175.0,944.0,180.0,0.05
WS,12,strong,0.05,kcore,12.0,26.0,1.0,1.0,458.0,0.917,19524.0,0.928,8545.0,7617.0,912.0,196.0,0.05
WS,12,strong,0.05,collective_influence,19.0,35.0,1.0,1.0,415.0,0.932,18304.0,0.945,9724.0,8779.0,927.0,187.0,0.05
WS,12,strong,0.05,community_bridge,16.0,34.0,1.0,1.0,440.0,0.948,20438.0,0.945,9735.0,8790.0,943.0,175.0,0.05
WS,12,degree_correlated,0.05,random,8.0,17.0,1.0,1.0,591.0,0.947,19252.0,0.945,6955.0,6010.0,942.0,139.0,0.05
WS,12,degree_correlated,0.05,degree,9.0,19.0,1.0,1.0,522.0,0.948,19205.0,0.945,7464.0,6519.0,943.0,151.0,0.05
WS,12,degree_correlated,0.05,betweenness,7.0,17.0,1.0,1.0,511.0,0.944,17552.0,0.945,6991.0,6046.0,939.0,192.0,0.05
WS,12,degree_correlated,0.05,kcore,8.0,19.0,1.0,1.0,502.0,0.939,18408.0,0.939,7417.0,6478.0,934.0,120.0,0.05
WS,12,degree_correlated,0.05,collective_influence,9.0,22.0,1.0,1.0,437.0,0.948,19347.0,0.945,7521.0,6576.0,943.0,194.0,0.05
WS,12,degree_correlated,0.05,community_bridge,10.0,20.0,1.0,1.0,543.0,0.945,18364.0,0.945,7280.0,6335.0,940.0,196.0,0.05
WS,18,homogeneous,0.05,random,9.0,16.0,1.0,1.0,619.0,0.949,19735.0,0.945,6853.0,5908.0,944.0,213.0,0.05
WS,18,homogeneous,0.05,degree,10.0,21.0,1.0,1.0,539.0,0.949,19766.0,0.945,7121.0,6176.0,944.0,170.0,0.05
WS,18,homogeneous,0.05,betweenness,10.0,20.0,1.0,1.0,570.0,0.941,19595.0,0.94,6904.0,5964.0,936.0,152.0,0.05
WS,18,homogeneous,0.05,kcore,10.0,20.0,1.0,1.0,543.0,0.949,18778.0,0.945,6941.0,5996.0,944.0,136.0,0.05
WS,18,homogeneous,0.05,collective_influence,8.0,19.0,1.0,1.0,548.0,0.947,18353.0,0.945,6784.0,5839.0,942.0,217.0,0.05
WS,18,homogeneous,0.05,community_bridge,8.0,20.0,1.0,1.0,521.0,0.95,18907.0,0.945,6894.0,5949.0,945.0,149.0,0.05
WS,18,moderate,0.05,random,9.0,17.0,1.0,1.0,584.0,0.949,18479.0,0.945,7238.0,6293.0,944.0,144.0,0.05
WS,18,moderate,0.05,degree,13.0,24.0,1.0,1.0,509.0,0.943,18944.0,0.943,7445.0,6502.0,938.0,191.0,0.05
WS,18,moderate,0.05,betweenness,9.0,19.0,1.0,1.0,525.0,0.949,18038.0,0.945,7321.0,6376.0,944.0,146.0,0.05
WS,18,moderate,0.05,kcore,10.0,21.0,1.0,1.0,512.0,0.944,18539.0,0.945,7442.0,6497.0,939.0,138.0,0.05
WS,18,moderate,0.05,collective_influence,17.0,27.0,1.0,1.0,579.0,0.949,19410.0,0.945,7461.0,6516.0,944.0,160.0,0.05
WS,18,moderate,0.05,community_bridge,14.0,25.0,1.0,1.0,545.0,0.949,19448.0,0.945,7558.0,6613.0,944.0,151.0,0.05
WS,18,strong,0.05,random,8.0,21.0,1.0,1.0,487.0,0.946,18014.0,0.945,8972.0,8027.0,941.0,153.0,0.05
WS,18,strong,0.05,degree,8.0,22.0,1.0,1.0,449.0,0.922,17994.0,0.932,8967.0,8035.0,917.0,173.0,0.05
WS,18,strong,0.05,betweenness,14.0,29.0,1.0,1.0,422.0,0.939,17831.0,0.945,10271.0,9326.0,934.0,163.0,0.05
WS,18,strong,0.05,kcore,13.0,27.0,1.0,1.0,479.0,0.913,18587.0,0.92,8317.0,7397.0,908.0,171.0,0.05
WS,18,strong,0.05,collective_influence,11.0,24.0,1.0,1.0,515.0,0.947,19151.0,0.945,8276.0,7331.0,942.0,162.0,0.05
WS,18,strong,0.05,community_bridge,13.0,27.0,1.0,1.0,409.0,0.936,17613.0,0.945,9310.0,8365.0,931.0,178.0,0.05
WS,18,degree_correlated,0.05,random,8.0,16.0,1.0,1.0,591.0,0.947,18811.0,0.945,6536.0,5591.0,942.0,160.0,0.05
WS,18,degree_correlated,0.05,degree,10.0,20.0,1.0,1.0,526.0,0.95,19132.0,0.945,6839.0,5894.0,945.0,188.0,0.05
WS,18,degree_correlated,0.05,betweenness,10.0,19.0,1.0,1.0,502.0,0.947,17964.0,0.945,7649.0,6704.0,942.0,163.0,0.05
WS,18,degree_correlated,0.05,kcore,7.0,15.0,1.0,1.0,531.0,0.938,18172.0,0.936,7335.0,6399.0,933.0,162.0,0.05
WS,18,degree_correlated,0.05,collective_influence,11.0,23.0,1.0,1.0,487.0,0.948,19410.0,0.945,7581.0,6636.0,943.0,152.0,0.05
WS,18,degree_correlated,0.05,community_bridge,11.0,24.0,1.0,1.0,500.0,0.946,18195.0,0.945,7274.0,6329.0,941.0,153.0,0.05
WS,13,homogeneous,0.05,random,10.0,18.0,1.0,1.0,639.0,0.95,20046.0,0.945,7230.0,6285.0,945.0,144.0,0.05
WS,13,homogeneous,0.05,degree,10.0,21.0,1.0,1.0,586.0,0.949,20208.0,0.945,6800.0,5855.0,944.0,173.0,0.05
WS,13,homogeneous,0.05,betweenness,11.0,21.0,1.0,1.0,544.0,0.948,18778.0,0.945,7564.0,6619.0,943.0,134.0,0.05
WS,13,homogeneous,0.05,kcore,9.0,19.0,1.0,1.0,528.0,0.95,19559.0,0.945,7303.0,6358.0,945.0,195.0,0.05
WS,13,homogeneous,0.05,collective_influence,8.0,19.0,1.0,1.0,559.0,0.945,19229.0,0.945,7217.0,6272.0,940.0,164.0,0.05
WS,13,homogeneous,0.05,community_bridge,7.0,16.0,1.0,1.0,591.0,0.949,20616.0,0.945,6835.0,5890.0,944.0,190.0,0.05
WS,13,moderate,0.05,random,9.0,17.0,1.0,1.0,579.0,0.946,18853.0,0.945,7486.0,6541.0,941.0,147.0,0.05
WS,13,moderate,0.05,degree,10.0,21.0,1.0,1.0,527.0,0.949,20004.0,0.945,7377.0,6432.0,944.0,158.0,0.05
WS,13,moderate,0.05,betweenness,10.0,22.0,1.0,1.0,519.0,0.949,19616.0,0.945,7807.0,6862.0,944.0,206.0,0.05
WS,13,moderate,0.05,kcore,10.0,20.0,1.0,1.0,513.0,0.949,18878.0,0.945,7301.0,6356.0,944.0,144.0,0.05
WS,13,moderate,0.05,collective_influence,9.0,20.0,1.0,1.0,538.0,0.949,19000.0,0.945,7399.0,6454.0,944.0,165.0,0.05
WS,13,moderate,0.05,community_bridge,12.0,23.0,1.0,1.0,568.0,0.947,18941.0,0.945,7461.0,6516.0,942.0,134.0,0.05
WS,13,strong,0.05,random,8.0,20.0,1.0,1.0,460.0,0.936,18322.0,0.945,9163.0,8218.0,931.0,169.0,0.05
WS,13,strong,0.05,degree,9.0,21.0,1.0,1.0,483.0,0.935,19218.0,0.938,8676.0,7738.0,930.0,193.0,0.05
WS,13,strong,0.05,betweenness,9.0,24.0,1.0,1.0,494.0,0.949,19144.0,0.945,8970.0,8025.0,944.0,142.0,0.05
WS,13,strong,0.05,kcore,10.0,23.0,1.0,1.0,488.0,0.928,18636.0,0.937,9135.0,8198.0,923.0,166.0,0.05
WS,13,strong,0.05,collective_influence,10.0,25.0,1.0,1.0,430.0,0.947,19117.0,0.945,9225.0,8280.0,942.0,169.0,0.05
WS,13,strong,0.05,community_bridge,14.0,28.0,1.0,1.0,425.0,0.946,18059.0,0.945,9763.0,8818.0,941.0,172.0,0.05
WS,13,degree_correlated,0.05,random,8.0,16.0,1.0,1.0,623.0,0.949,19190.0,0.945,6925.0,5980.0,944.0,165.0,0.05
WS,13,degree_correlated,0.05,degree,9.0,20.0,1.0,1.0,514.0,0.949,18577.0,0.945,7702.0,6757.0,944.0,137.0,0.05
WS,13,degree_correlated,0.05,betweenness,10.0,20.0,1.0,1.0,561.0,0.948,19027.0,0.945,7305.0,6360.0,943.0,161.0,0.05
WS,13,degree_correlated,0.05,kcore,10.0,20.0,1.0,1.0,575.0,0.948,19552.0,0.945,7442.0,6497.0,943.0,149.0,0.05
WS,13,degree_correlated,0.05,collective_influence,8.0,18.0,1.0,1.0,497.0,0.948,19153.0,0.945,7476.0,6531.0,943.0,182.0,0.05
WS,13,degree_correlated,0.05,community_bridge,10.0,20.0,1.0,1.0,525.0,0.949,19052.0,0.945,7669.0,6724.0,944.0,158.0,0.05
WS,14,homogeneous,0.05,random,10.0,18.0,1.0,1.0,620.0,0.947,19147.0,0.945,6787.0,5842.0,942.0,129.0,0.05
WS,14,homogeneous,0.05,degree,11.0,21.0,1.0,1.0,564.0,0.944,18696.0,0.942,6656.0,5714.0,939.0,157.0,0.05
WS,14,homogeneous,0.05,betweenness,8.0,19.0,1.0,1.0,511.0,0.95,18526.0,0.945,7280.0,6335.0,945.0,180.0,0.05
WS,14,homogeneous,0.05,kcore,11.0,22.0,1.0,1.0,550.0,0.95,19188.0,0.945,7048.0,6103.0,945.0,134.0,0.05
WS,14,homogeneous,0.05,collective_influence,11.0,21.0,1.0,1.0,560.0,0.949,19357.0,0.945,7060.0,6115.0,944.0,170.0,0.05
WS,14,homogeneous,0.05,community_bridge,8.0,17.0,1.0,1.0,537.0,0.95,19054.0,0.945,7007.0,6062.0,945.0,157.0,0.05
WS,14,moderate,0.05,random,7.0,16.0,1.0,1.0,566.0,0.95,18553.0,0.945,7205.0,6260.0,945.0,190.0,0.05
WS,14,moderate,0.05,degree,10.0,21.0,1.0,1.0,479.0,0.948,19603.0,0.945,7591.0,6646.0,943.0,178.0,0.05
WS,14,moderate,0.05,betweenness,10.0,20.0,1.0,1.0,550.0,0.949,18857.0,0.945,7291.0,6346.0,944.0,194.0,0.05
WS,14,moderate,0.05,kcore,9.0,19.0,1.0,1.0,525.0,0.944,19127.0,0.945,7311.0,6366.0,939.0,168.0,0.05
WS,14,moderate,0.05,collective_influence,9.0,20.0,1.0,1.0,528.0,0.95,19126.0,0.945,7248.0,6303.0,945.0,152.0,0.05
WS,14,moderate,0.05,community_bridge,9.0,21.0,1.0,1.0,540.0,0.948,20346.0,0.945,7689.0,6744.0,943.0,190.0,0.05
WS,14,strong,0.05,random,18.0,32.0,1.0,1.0,470.0,0.939,18244.0,0.944,9644.0,8700.0,934.0,170.0,0.05
WS,14,strong,0.05,degree,16.0,30.0,1.0,1.0,451.0,0.913,17729.0,0.936,9112.0,8176.0,908.0,183.0,0.05
WS,14,strong,0.05,betweenness,12.0,26.0,1.0,1.0,470.0,0.939,18325.0,0.945,9110.0,8165.0,934.0,208.0,0.05
WS,14,strong,0.05,kcore,14.0,27.0,1.0,1.0,506.0,0.947,20002.0,0.945,8867.0,7922.0,942.0,189.0,0.05
WS,14,strong,0.05,collective_influence,15.0,30.0,1.0,1.0,420.0,0.94,18749.0,0.945,10212.0,9267.0,935.0,163.0,0.05
WS,14,strong,0.05,community_bridge,11.0,29.0,1.0,1.0,367.0,0.941,18587.0,0.944,9963.0,9019.0,936.0,248.0,0.05
WS,14,degree_correlated,0.05,random,9.0,16.0,1.0,1.0,580.0,0.949,19423.0,0.945,6831.0,5886.0,944.0,143.0,0.05
WS,14,degree_correlated,0.05,degree,10.0,20.0,1.0,1.0,522.0,0.946,18727.0,0.945,7444.0,6499.0,941.0,140.0,0.05
WS,14,degree_correlated,0.05,betweenness,8.0,16.0,1.0,1.0,577.0,0.95,18540.0,0.945,7143.0,6198.0,945.0,131.0,0.05
WS,14,degree_correlated,0.05,kcore,11.0,24.0,1.0,1.0,522.0,0.948,18666.0,0.945,7339.0,6394.0,943.0,151.0,0.05
WS,14,degree_correlated,0.05,collective_influence,9.0,19.0,1.0,1.0,511.0,0.945,18883.0,0.945,7620.0,6675.0,940.0,142.0,0.05
WS,14,degree_correlated,0.05,community_bridge,9.0,20.0,1.0,1.0,552.0,0.95,19404.0,0.945,7174.0,6229.0,945.0,170.0,0.05
WS,16,homogeneous,0.05,random,9.0,17.0,1.0,1.0,593.0,0.95,19321.0,0.945,6884.0,5939.0,945.0,174.0,0.05
WS,16,homogeneous,0.05,degree,7.0,16.0,1.0,1.0,579.0,0.95,19097.0,0.945,6692.0,5747.0,945.0,145.0,0.05
WS,16,homogeneous,0.05,betweenness,9.0,18.0,1.0,1.0,592.0,0.95,18921.0,0.945,6891.0,5946.0,945.0,165.0,0.05
WS,16,homogeneous,0.05,kcore,10.0,19.0,1.0,1.0,527.0,0.949,18404.0,0.945,6842.0,5897.0,944.0,142.0,0.05
WS,16,homogeneous,0.05,collective_influence,13.0,25.0,1.0,1.0,517.0,0.95,19570.0,0.945,7031.0,6086.0,945.0,208.0,0.05
WS,16,homogeneous,0.05,community_bridge,8.0,18.0,1.0,1.0,570.0,0.944,19379.0,0.943,7038.0,6095.0,939.0,172.0,0.05
WS,16,moderate,0.05,random,10.0,20.0,1.0,1.0,561.0,0.949,19060.0,0.945,7360.0,6415.0,944.0,175.0,0.05
WS,16,moderate,0.05,degree,10.0,20.0,1.0,1.0,533.0,0.942,18776.0,0.94,7190.0,6250.0,937.0,197.0,0.05
WS,16,moderate,0.05,betweenness,11.0,21.0,1.0,1.0,509.0,0.948,18977.0,0.945,7352.0,6407.0,943.0,163.0,0.05
WS,16,moderate,0.05,kcore,9.0,20.0,1.0,1.0,503.0,0.938,18307.0,0.942,7525.0,6583.0,933.0,161.0,0.05
WS,16,moderate,0.05,collective_influence,9.0,19.0,1.0,1.0,506.0,0.95,18502.0,0.945,7274.0,6329.0,945.0,139.0,0.05
WS,16,moderate,0.05,community_bridge,9.0,21.0,1.0,1.0,480.0,0.949,19366.0,0.945,7692.0,6747.0,944.0,168.0,0.05
WS,16,strong,0.05,random,14.0,26.0,1.0,1.0,463.0,0.95,18619.0,0.945,9283.0,8338.0,945.0,181.0,0.05
WS,16,strong,0.05,degree,12.0,24.0,1.0,1.0,453.0,0.94,19174.0,0.94,9327.0,8387.0,935.0,152.0,0.05
WS,16,strong,0.05,betweenness,15.0,27.0,1.0,1.0,487.0,0.947,19017.0,0.945,8654.0,7709.0,942.0,176.0,0.05
WS,16,strong,0.05,kcore,13.0,28.0,1.0,1.0,409.0,0.931,18452.0,0.939,9421.0,8482.0,926.0,144.0,0.05
WS,16,strong,0.05,collective_influence,10.0,27.0,1.0,1.0,413.0,0.933,19014.0,0.942,9380.0,8438.0,928.0,156.0,0.05
WS,16,strong,0.05,community_bridge,12.0,24.0,1.0,1.0,470.0,0.942,19171.0,0.943,8849.0,7906.0,937.0,182.0,0.05
WS,16,degree_correlated,0.05,random,8.0,16.0,1.0,1.0,583.0,0.946,18694.0,0.945,6927.0,5982.0,941.0,150.0,0.05
WS,16,degree_correlated,0.05,degree,11.0,19.0,1.0,1.0,558.0,0.947,19331.0,0.945,7267.0,6322.0,942.0,183.0,0.05
WS,16,degree_correlated,0.05,betweenness,11.0,21.0,1.0,1.0,511.0,0.95,18486.0,0.945,7360.0,6415.0,945.0,143.0,0.05
WS,16,degree_correlated,0.05,kcore,7.0,17.0,1.0,1.0,540.0,0.946,18165.0,0.944,7311.0,6367.0,941.0,228.0,0.05
WS,16,degree_correlated,0.05,collective_influence,8.0,19.0,1.0,1.0,513.0,0.942,18867.0,0.943,7343.0,6400.0,937.0,138.0,0.05
WS,16,degree_correlated,0.05,community_bridge,10.0,20.0,1.0,1.0,520.0,0.949,18715.0,0.945,7380.0,6435.0,944.0,131.0,0.05
WS,17,homogeneous,0.05,random,9.0,18.0,1.0,1.0,606.0,0.95,18587.0,0.945,6731.0,5786.0,945.0,169.0,0.05
WS,17,homogeneous,0.05,degree,8.0,18.0,1.0,1.0,518.0,0.95,19233.0,0.945,7159.0,6214.0,945.0,142.0,0.05
WS,17,homogeneous,0.05,betweenness,9.0,18.0,1.0,1.0,525.0,0.947,18805.0,0.945,6979.0,6034.0,942.0,261.0,0.05
WS,17,homogeneous,0.05,kcore,8.0,20.0,1.0,1.0,534.0,0.948,18836.0,0.945,7287.0,6342.0,943.0,209.0,0.05
WS,17,homogeneous,0.05,collective_influence,8.0,19.0,1.0,1.0,551.0,0.948,18614.0,0.945,6950.0,6005.0,943.0,140.0,0.05
WS,17,homogeneous,0.05,community_bridge,9.0,21.0,1.0,1.0,532.0,0.949,19125.0,0.945,6831.0,5886.0,944.0,190.0,0.05
WS,17,moderate,0.05,random,11.0,20.0,1.0,1.0,586.0,0.95,19939.0,0.945,7258.0,6313.0,945.0,148.0,0.05
WS,17,moderate,0.05,degree,10.0,20.0,1.0,1.0,552.0,0.95,19681.0,0.945,7455.0,6510.0,945.0,162.0,0.05
WS,17,moderate,0.05,betweenness,10.0,20.0,1.0,1.0,511.0,0.942,18995.0,0.943,7500.0,6557.0,937.0,208.0,0.05
WS,17,moderate,0.05,kcore,8.0,18.0,1.0,1.0,549.0,0.949,20300.0,0.945,7722.0,6777.0,944.0,163.0,0.05
WS,17,moderate,0.05,collective_influence,12.0,25.0,1.0,1.0,485.0,0.943,19539.0,0.943,7564.0,6621.0,938.0,171.0,0.05
WS,17,moderate,0.05,community_bridge,11.0,22.0,1.0,1.0,526.0,0.946,16878.0,0.945,7631.0,6686.0,941.0,170.0,0.05
WS,17,strong,0.05,random,11.0,23.0,1.0,1.0,503.0,0.948,18226.0,0.945,9144.0,8199.0,943.0,177.0,0.05
WS,17,strong,0.05,degree,10.0,26.0,1.0,1.0,404.0,0.937,19045.0,0.94,9766.0,8826.0,932.0,186.0,0.05
WS,17,strong,0.05,betweenness,14.0,28.0,1.0,1.0,478.0,0.94,19358.0,0.945,9244.0,8299.0,935.0,154.0,0.05
WS,17,strong,0.05,kcore,12.0,26.0,1.0,1.0,433.0,0.915,17274.0,0.929,8750.0,7821.0,910.0,145.0,0.05
WS,17,strong,0.05,collective_influence,21.0,37.0,1.0,1.0,448.0,0.937,19133.0,0.94,8843.0,7903.0,932.0,188.0,0.05
WS,17,strong,0.05,community_bridge,11.0,25.0,1.0,1.0,421.0,0.944,18238.0,0.945,9415.0,8470.0,939.0,191.0,0.05
WS,17,degree_correlated,0.05,random,8.0,15.0,1.0,1.0,633.0,0.948,19197.0,0.945,6465.0,5520.0,943.0,159.0,0.05
WS,17,degree_correlated,0.05,degree,9.0,20.0,1.0,1.0,540.0,0.946,18318.0,0.945,7381.0,6436.0,941.0,182.0,0.05
WS,17,degree_correlated,0.05,betweenness,12.0,24.0,1.0,1.0,535.0,0.95,18357.0,0.945,7333.0,6388.0,945.0,152.0,0.05
WS,17,degree_correlated,0.05,kcore,9.0,19.0,1.0,1.0,532.0,0.949,18254.0,0.945,7278.0,6333.0,944.0,175.0,0.05
WS,17,degree_correlated,0.05,collective_influence,11.0,22.0,1.0,1.0,508.0,0.948,19662.0,0.945,7188.0,6243.0,943.0,200.0,0.05
WS,17,degree_correlated,0.05,community_bridge,10.0,20.0,1.0,1.0,571.0,0.944,19238.0,0.944,7230.0,6286.0,939.0,129.0,0.05
WS,15,homogeneous,0.05,random,8.0,17.0,1.0,1.0,598.0,0.949,19830.0,0.945,6827.0,5882.0,944.0,161.0,0.05
WS,15,homogeneous,0.05,degree,8.0,18.0,1.0,1.0,521.0,0.948,18373.0,0.945,7304.0,6359.0,943.0,169.0,0.05
WS,15,homogeneous,0.05,betweenness,9.0,18.0,1.0,1.0,578.0,0.948,18921.0,0.945,7241.0,6296.0,943.0,137.0,0.05
WS,15,homogeneous,0.05,kcore,9.0,20.0,1.0,1.0,542.0,0.95,18985.0,0.945,7237.0,6292.0,945.0,138.0,0.05
WS,15,homogeneous,0.05,collective_influence,9.0,20.0,1.0,1.0,503.0,0.948,17283.0,0.945,7200.0,6255.0,943.0,181.0,0.05
WS,15,homogeneous,0.05,community_bridge,10.0,21.0,1.0,1.0,535.0,0.948,18971.0,0.945,7088.0,6143.0,943.0,173.0,0.05
WS,15,moderate,0.05,random,10.0,19.0,1.0,1.0,552.0,0.948,18829.0,0.945,7439.0,6494.0,943.0,168.0,0.05
WS,15,moderate,0.05,degree,9.0,20.0,1.0,1.0,531.0,0.948,18860.0,0.945,7227.0,6282.0,943.0,172.0,0.05
WS,15,moderate,0.05,betweenness,9.0,18.0,1.0,1.0,575.0,0.95,20051.0,0.945,7414.0,6469.0,945.0,170.0,0.05
WS,15,moderate,0.05,kcore,8.0,18.0,1.0,1.0,521.0,0.948,17505.0,0.945,7363.0,6418.0,943.0,131.0,0.05
WS,15,moderate,0.05,collective_influence,12.0,21.0,1.0,1.0,528.0,0.944,17504.0,0.945,7171.0,6226.0,939.0,178.0,0.05
WS,15,moderate,0.05,community_bridge,11.0,22.0,1.0,1.0,499.0,0.95,18514.0,0.945,7569.0,6624.0,945.0,196.0,0.05
WS,15,strong,0.05,random,10.0,23.0,1.0,1.0,480.0,0.945,19024.0,0.945,9834.0,8889.0,940.0,205.0,0.05
WS,15,strong,0.05,degree,11.0,25.0,1.0,1.0,416.0,0.93,17794.0,0.937,9459.0,8522.0,925.0,140.0,0.05
WS,15,strong,0.05,betweenness,12.0,26.0,1.0,1.0,479.0,0.946,18330.0,0.945,8604.0,7659.0,941.0,160.0,0.05
WS,15,strong,0.05,kcore,9.0,21.0,1.0,1.0,425.0,0.918,17799.0,0.932,8523.0,7591.0,913.0,192.0,0.05
WS,15,strong,0.05,collective_influence,19.0,38.0,1.0,1.0,398.0,0.944,18131.0,0.945,9621.0,8676.0,939.0,205.0,0.05
WS,15,strong,0.05,community_bridge,9.0,22.0,1.0,1.0,470.0,0.927,18536.0,0.941,9086.0,8145.0,922.0,158.0,0.05
WS,15,degree_correlated,0.05,random,6.0,14.0,1.0,1.0,613.0,0.95,19904.0,0.945,7221.0,6276.0,945.0,146.0,0.05
WS,15,degree_correlated,0.05,degree,11.0,21.0,1.0,1.0,525.0,0.93,18969.0,0.934,7119.0,6185.0,925.0,182.0,0.05
WS,15,degree_correlated,0.05,betweenness,9.0,18.0,1.0,1.0,608.0,0.95,19570.0,0.945,7123.0,6178.0,945.0,174.0,0.05
WS,15,degree_correlated,0.05,kcore,11.0,21.0,1.0,1.0,530.0,0.949,19769.0,0.945,7773.0,6828.0,944.0,142.0,0.05
WS,15,degree_correlated,0.05,collective_influence,10.0,21.0,1.0,1.0,531.0,0.946,19277.0,0.945,7947.0,7002.0,941.0,173.0,0.05
WS,15,degree_correlated,0.05,community_bridge,8.0,19.0,1.0,1.0,545.0,0.95,18699.0,0.945,7098.0,6153.0,945.0,141.0,0.05
